t	Cl
0.181099999999996	0.00652667090909091
0.182099999999996	0.00652633272727273
0.183099999999996	0.00652598727272727
0.184099999999996	0.00652564181818182
0.185099999999996	0.00652529636363636
0.186099999999996	0.00652495090909091
0.187099999999996	0.00652461545454546
0.188099999999996	0.00652427
0.189099999999995	0.00652392454545455
0.190099999999995	0.00652357909090909
0.191099999999995	0.00652323363636364
0.192099999999995	0.00652288818181818
0.193099999999995	0.00652254272727273
0.194099999999995	0.00652219727272727
0.195099999999995	0.00652184454545455
0.196099999999995	0.00652149636363636
0.197099999999995	0.00652115090909091
0.198099999999995	0.00652080545454546
0.199099999999994	0.00652046
