t	Cl
0	0.00656371
0.001	0.00656371
0.002	0.00656371
0.0031	0.00656371
0.0041	0.00656371
0.005	0.00656371
0.006	0.00656371
0.00700000000000001	0.00656371
0.00800000000000001	0.00656371
0.009	0.00656371
0.0091	0.00656371
0.0101	0.00656371
0.0111	0.00656371
0.0121	0.00656371
0.0131	0.00656371
0.0141	0.00656371
0.0151	0.00656371
0.0161	0.00656370727272727
0.0171	0.0065637
0.0180999999999999	0.0065637
0.0190999999999999	0.0065637
0.0200999999999999	0.0065637
0.0210999999999999	0.0065637
0.0220999999999999	0.0065637
0.0230999999999999	0.0065637
0.0240999999999999	0.00656369
0.0250999999999999	0.00656369
0.0260999999999999	0.00656368545454545
0.0270999999999999	0.00656368
0.0280999999999999	0.00656367909090909
0.0290999999999999	0.00656367
0.0300999999999999	0.00656366272727273
0.0310999999999999	0.00656365454545455
0.0320999999999999	0.00656364636363636
0.0330999999999999	0.00656363818181818
0.0341	0.00656363
0.0351	0.00656361181818182
0.036	0.00656360545454545
0.037	0.00656358727272727
0.0380000000000001	0.00656356909090909
0.0390000000000001	0.00656355090909091
0.0400000000000001	0.00656353272727273
0.0410000000000001	0.00656351454545455
0.0420000000000002	0.00656349272727273
0.0430000000000002	0.00656346818181818
0.0440000000000002	0.00656344
0.0450000000000003	0.00656341181818182
0.0460000000000003	0.00656337727272727
0.0470000000000003	0.00656334090909091
0.0480000000000003	0.00656330454545455
0.0490000000000004	0.00656326727272727
0.0500000000000004	0.00656322181818182
0.0510000000000004	0.00656317545454546
0.0520000000000005	0.00656312363636364
0.0530000000000005	0.00656306545454546
0.0540000000000005	0.00656300454545455
0.0550000000000005	0.00656294
0.0560000000000006	0.00656286727272727
0.0570000000000006	0.00656279454545454
0.0580000000000006	0.00656271181818182
0.0590000000000007	0.00656262636363636
0.0600000000000007	0.00656252545454545
0.0610000000000007	0.00656242545454545
0.0620000000000007	0.00656231636363636
0.0630000000000008	0.00656220181818182
0.0640000000000008	0.00656207454545455
0.0650000000000008	0.00656194545454545
0.0660000000000009	0.00656181
0.0670000000000009	0.00656165636363636
0.0680000000000009	0.00656149909090909
0.0690000000000009	0.00656132909090909
0.070000000000001	0.00656115272727273
0.071000000000001	0.00656097
0.072000000000001	0.00656077909090909
0.0730000000000011	0.00656057272727273
0.0740000000000011	0.00656036454545454
0.0750000000000011	0.00656014636363636
0.0760000000000012	0.00655992636363636
0.0770000000000012	0.00655969
0.0780000000000012	0.00655945363636364
0.0790000000000012	0.00655921090909091
0.0800000000000013	0.00655896636363636
0.0810000000000013	0.00655871181818182
0.0820000000000013	0.00655844727272727
0.0830000000000014	0.00655818363636364
0.0840000000000014	0.00655792090909091
0.0850000000000014	0.00655764818181818
0.0860000000000014	0.00655737545454545
0.0870000000000015	0.00655709272727273
0.0880000000000015	0.00655681
0.0890000000000015	0.00655652909090909
0.0900000000000016	0.00655624454545455
0.0910000000000016	0.00655595727272727
0.0920000000000016	0.00655566636363636
0.0930000000000016	0.00655537454545454
0.0940000000000017	0.00655507454545454
0.0950000000000017	0.00655478363636364
0.0960000000000017	0.00655448272727273
0.0970000000000018	0.00655418181818182
0.0980000000000018	0.00655388090909091
0.0990000000000018	0.00655358
0.100000000000002	0.00655327090909091
0.101000000000002	0.00655297181818182
0.102000000000002	0.00655266272727273
0.103000000000002	0.00655235363636364
0.104000000000002	0.00655204454545454
0.105000000000002	0.00655173545454545
0.106000000000002	0.00655142636363636
0.107000000000002	0.00655111727272727
0.108000000000002	0.00655080454545455
0.109000000000002	0.00655048909090909
0.110000000000002	0.00655018
0.111000000000002	0.00654986090909091
0.112000000000002	0.00654954545454545
0.113000000000002	0.00654923272727273
0.114000000000002	0.00654891363636363
0.115000000000002	0.00654859454545454
0.116000000000002	0.00654827636363636
0.117000000000002	0.00654795909090909
0.118000000000002	0.00654764181818182
0.119000000000002	0.00654732454545454
0.120000000000002	0.00654700727272727
0.121000000000002	0.00654668
0.122000000000002	0.00654636272727273
0.123000000000002	0.00654604181818182
0.124000000000003	0.00654571818181818
0.125000000000003	0.00654539363636364
0.126000000000002	0.00654507363636363
0.127000000000002	0.00654474636363636
0.128000000000002	0.00654442636363636
0.129000000000002	0.00654410181818182
0.130000000000002	0.00654377454545454
0.131000000000002	0.00654344727272727
0.132000000000002	0.00654312
0.133000000000002	0.00654279272727273
0.134000000000002	0.00654246545454546
0.135000000000001	0.00654213818181818
0.136000000000001	0.00654181090909091
0.137000000000001	0.00654148363636364
0.138000000000001	0.00654115636363636
0.139000000000001	0.00654082909090909
0.140000000000001	0.00654050181818182
0.141000000000001	0.00654017454545454
0.142000000000001	0.00653983727272727
0.143000000000001	0.00653951
0.144	0.00653918272727273
0.145	0.00653884545454545
0.146	0.00653851818181818
0.147	0.00653818818181818
0.148	0.00653785363636364
0.1491	0.00653748363636364
0.1501	0.00653715636363636
0.1511	0.00653681909090909
0.1521	0.00653648636363636
0.153099999999999	0.00653615454545455
0.154099999999999	0.00653581727272727
0.155099999999999	0.00653548
0.156099999999999	0.00653515272727273
0.157099999999999	0.00653481545454545
0.158099999999999	0.00653447818181818
0.159099999999999	0.00653414090909091
0.160099999999999	0.00653380363636364
0.161099999999999	0.00653346727272727
0.162099999999998	0.00653313181818182
0.163099999999998	0.00653279636363636
0.164099999999998	0.00653246090909091
0.165099999999998	0.00653211727272727
0.166099999999998	0.00653178
0.167099999999998	0.00653144272727273
0.168099999999998	0.00653110545454545
0.169099999999998	0.00653076363636364
0.170099999999998	0.00653042818181818
0.171099999999997	0.00653008363636364
0.172099999999997	0.00652974727272727
0.173099999999997	0.00652940181818182
0.174099999999997	0.00652906636363636
0.175099999999997	0.00652872090909091
0.176099999999997	0.00652838545454545
0.177099999999997	0.00652804
0.178099999999997	0.00652770272727273
0.179099999999997	0.00652735909090909
0.180099999999996	0.00652701363636364
