t	fs
0	0
0.001	0
0.002	2.5E-05
0.0031	2.5E-05
0.0041	7.5E-05
0.005	0.000114849451776102
0.006	0.000157843905671701
0.00700000000000001	0.000208900739832655
0.00800000000000001	0.00024702053858319
0.009	0.000288489832392209
0.0091	0.000288539581718042
0.0101	0.000325960535433295
0.0111	0.00035682797490543
0.0121	0.000386279284519733
0.0131	0.00041202501438302
0.0141	0.00043950877836511
0.0151	0.000462455153527566
0.0161	0.000487344905685926
0.0171	0.000509397744482949
0.0180999999999999	0.000532380366550038
0.0190999999999999	0.000556462356419797
0.0200999999999999	0.000579838835716068
0.0210999999999999	0.000605329787626527
0.0220999999999999	0.000632457295839253
0.0230999999999999	0.000661954266334119
0.0240999999999999	0.000695382419612647
0.0250999999999999	0.000732230287760542
0.0260999999999999	0.000774499660533077
0.0270999999999999	0.000823733860572733
0.0280999999999999	0.000882468358594729
0.0290999999999999	0.000952276021496962
0.0300999999999999	0.001036936887136
0.0310999999999999	0.00114221221501202
0.0320999999999999	0.00127578061187056
0.0330999999999999	0.00144854117162715
0.0341	0.00168000805371103
0.0351	0.00200237523001566
0.036	0.00240193709185999
0.037	0.00296283759518726
0.0380000000000001	0.00356145151316551
0.0390000000000001	0.00409818612916891
0.0400000000000001	0.00459045687052088
0.0410000000000001	0.00504931291632466
0.0420000000000002	0.00548452142580216
0.0430000000000002	0.0058980340101704
0.0440000000000002	0.00629247629230993
0.0450000000000003	0.00667140181322377
0.0460000000000003	0.00703689480620276
0.0470000000000003	0.00738888488771694
0.0480000000000003	0.00772822814191204
0.0490000000000004	0.00805780367036772
0.0500000000000004	0.00837833403496549
0.0510000000000004	0.00868984429483917
0.0520000000000005	0.00899264347039081
0.0530000000000005	0.00928858547496645
0.0540000000000005	0.00957835109386554
0.0550000000000005	0.00986146155643446
0.0560000000000006	0.0101382822581574
0.0570000000000006	0.0104341948487177
0.0580000000000006	0.0107102604613154
0.0590000000000007	0.0109639498306668
0.0600000000000007	0.0112133397367705
0.0610000000000007	0.0114603974908474
0.0620000000000007	0.0117052580905981
0.0630000000000008	0.0119473015349422
0.0640000000000008	0.012186580173931
0.0650000000000008	0.0124234762002624
0.0660000000000009	0.0126580874732327
0.0670000000000009	0.0128899200426228
0.0680000000000009	0.0131190915561809
0.0690000000000009	0.0133464682255655
0.070000000000001	0.0135714968914714
0.071000000000001	0.0137938707537428
0.072000000000001	0.0140138342206034
0.0730000000000011	0.0142314903221676
0.0740000000000011	0.0144467899623285
0.0750000000000011	0.0146595394294715
0.0760000000000012	0.0148708339194453
0.0770000000000012	0.0150804024123817
0.0780000000000012	0.0152879602445591
0.0790000000000012	0.0154936475512752
0.0800000000000013	0.015697855403226
0.0810000000000013	0.0159000748387729
0.0820000000000013	0.0161006507032351
0.0830000000000014	0.0163000791248405
0.0840000000000014	0.0164978690278637
0.0850000000000014	0.0167434852219218
0.0860000000000014	0.0169305924709588
0.0870000000000015	0.0171174175449531
0.0880000000000015	0.0173038406902375
0.0890000000000015	0.0174902560746749
0.0900000000000016	0.0176759279687614
0.0910000000000016	0.0178866843049383
0.0920000000000016	0.0180670851227425
0.0930000000000016	0.0182469477766904
0.0940000000000017	0.0184519200481254
0.0950000000000017	0.0186273906222031
0.0960000000000017	0.0188028873070071
0.0970000000000018	0.0189785900794851
0.0980000000000018	0.0191539626092412
0.0990000000000018	0.0193288389499067
0.100000000000002	0.0195037381368047
0.101000000000002	0.0196780222121587
0.102000000000002	0.0198519210685509
0.103000000000002	0.0200254567463354
0.104000000000002	0.0202448488378087
0.105000000000002	0.0204103614922608
0.106000000000002	0.0205964646324816
0.107000000000002	0.0207596010787884
0.108000000000002	0.0209231022160394
0.109000000000002	0.0210870429826308
0.110000000000002	0.0212512116709705
0.111000000000002	0.0214154416073553
0.112000000000002	0.0215796607383907
0.113000000000002	0.0217436107471391
0.114000000000002	0.0219074715004282
0.115000000000002	0.0220968888225357
0.116000000000002	0.0222565772018744
0.117000000000002	0.0224162884066792
0.118000000000002	0.0225990718564186
0.119000000000002	0.0227554418684219
0.120000000000002	0.0229121369194369
0.121000000000002	0.0230689783938284
0.122000000000002	0.0232439466277604
0.123000000000002	0.0233982476684075
0.124000000000003	0.0235528694114553
0.125000000000003	0.0237317093976757
0.126000000000002	0.0238831229546537
0.127000000000002	0.0240586656613603
0.128000000000002	0.0242075033603893
0.129000000000002	0.0243571105437959
0.130000000000002	0.0245070243846162
0.131000000000002	0.0246571695832224
0.132000000000002	0.0248076486850691
0.133000000000002	0.0249581558148914
0.134000000000002	0.0251089416084116
0.135000000000001	0.0252962357056415
0.136000000000001	0.0254419040278948
0.137000000000001	0.0256115838728345
0.138000000000001	0.0257550005581588
0.139000000000001	0.0258990995944622
0.140000000000001	0.0260437778911716
0.141000000000001	0.0261888890766816
0.142000000000001	0.0263344316114881
0.143000000000001	0.0264801242049393
0.144	0.026626160133094
0.145	0.0267722566719058
0.146	0.0269184116303833
0.147	0.0270643446044111
0.148	0.0272099690756121
0.1491	0.0273700627617735
0.1501	0.0275391218341312
0.1511	0.0276810189728807
0.1521	0.0278231119762611
0.153099999999999	0.0279653892021434
0.154099999999999	0.0281077859839995
0.155099999999999	0.0282749336286488
0.156099999999999	0.0284138368311554
0.157099999999999	0.0285531028450636
0.158099999999999	0.0286926856588944
0.159099999999999	0.0288324620018537
0.160099999999999	0.0289721858747311
0.161099999999999	0.0291380592530547
0.162099999999998	0.0292741314788511
0.163099999999998	0.0294344227963645
0.164099999999998	0.0295925664693656
0.165099999999998	0.0297488220331532
0.166099999999998	0.0298774336130897
0.167099999999998	0.0300071912249669
0.168099999999998	0.030137885821015
0.169099999999998	0.0302693481701343
0.170099999999998	0.0304260336132798
0.171099999999997	0.0305553943448476
0.172099999999997	0.0306854146702218
0.173099999999997	0.0308163272213229
0.174099999999997	0.0309479179278727
0.175099999999997	0.0311035565834635
0.176099999999997	0.0312329564173512
0.177099999999997	0.0313630231382905
0.178099999999997	0.0315185351108942
0.179099999999997	0.0316463374231217
0.180099999999996	0.0317748995197293
0.181099999999996	0.0319300667645737
0.182099999999996	0.0320564216364354
0.183099999999996	0.0321833768745838
0.184099999999996	0.0323110266366882
0.185099999999996	0.0324391270100626
0.186099999999996	0.0325677619837388
0.187099999999996	0.0327209837076848
0.188099999999996	0.0328471292276476
0.189099999999995	0.0329739013210747
0.190099999999995	0.0331012223685537
0.191099999999995	0.0332289796269885
0.192099999999995	0.0333571364735
0.193099999999995	0.0334855456440576
0.194099999999995	0.0336141852559695
0.195099999999995	0.0337429876765975
0.196099999999995	0.0338967514929678
0.197099999999995	0.0340224277091191
0.198099999999995	0.0341913719983251
0.199099999999994	0.03431256530208
