t	nv
0	0
0.001	0
0.002	90450156.8197834
0.0031	90450156.8197834
0.0041	469992801.493313
0.005	1011263496.12276
0.006	2046653415.89298
0.00700000000000001	4239594817.73735
0.00800000000000001	6907455278.6388
0.009	11306269602.4729
0.0091	11306269602.4729
0.0101	17146687543.9344
0.0111	23745707247.9067
0.0121	31978959623.3278
0.0131	40990889409.5694
0.0141	52973221423.3959
0.0151	64720863751.8566
0.0161	79816203259.1409
0.0171	94550789861.7856
0.0180999999999999	111546535120.862
0.0190999999999999	130985818617.151
0.0200999999999999	149830896359.119
0.0210999999999999	171177417643.537
0.0220999999999999	193451212552.101
0.0230999999999999	216615171374.014
0.0240999999999999	242518731328.968
0.0250999999999999	267430018711.251
0.0260999999999999	293140278704.873
0.0270999999999999	319625412482.386
0.0280999999999999	348989198033.277
0.0290999999999999	377015295853.301
0.0300999999999999	403518323448.028
0.0310999999999999	430614825023.232
0.0320999999999999	458292075889.867
0.0330999999999999	481791443963.79
0.0341	503273190784.144
0.0351	515341774731.935
0.036	520195837538.196
0.037	520195837538.196
0.0380000000000001	520195837538.196
0.0390000000000001	520195837538.196
0.0400000000000001	520195837538.196
0.0410000000000001	520195837538.196
0.0420000000000002	520195837538.196
0.0430000000000002	520195837538.196
0.0440000000000002	520195837538.196
0.0450000000000003	520195837538.196
0.0460000000000003	520195837538.196
0.0470000000000003	520195837538.196
0.0480000000000003	520195837538.196
0.0490000000000004	520195837538.196
0.0500000000000004	520195837538.196
0.0510000000000004	520195837538.196
0.0520000000000005	520195837538.196
0.0530000000000005	520195837538.196
0.0540000000000005	520195837538.196
0.0550000000000005	520195837538.196
0.0560000000000006	520195837538.196
0.0570000000000006	520195837538.196
0.0580000000000006	520195837538.196
0.0590000000000007	520195837538.196
0.0600000000000007	520195837538.196
0.0610000000000007	520195837538.196
0.0620000000000007	520195837538.196
0.0630000000000008	520195837538.196
0.0640000000000008	520195837538.196
0.0650000000000008	520195837538.196
0.0660000000000009	520195837538.196
0.0670000000000009	520195837538.196
0.0680000000000009	520195837538.196
0.0690000000000009	520195837538.196
0.070000000000001	520195837538.196
0.071000000000001	520195837538.196
0.072000000000001	520195837538.196
0.0730000000000011	520195837538.196
0.0740000000000011	520195837538.196
0.0750000000000011	520195837538.196
0.0760000000000012	520195837538.196
0.0770000000000012	520195837538.196
0.0780000000000012	520195837538.196
0.0790000000000012	520195837538.196
0.0800000000000013	520195837538.196
0.0810000000000013	520195837538.196
0.0820000000000013	520195837538.196
0.0830000000000014	520195837538.196
0.0840000000000014	520195837538.196
0.0850000000000014	520195837538.196
0.0860000000000014	520195837538.196
0.0870000000000015	520195837538.196
0.0880000000000015	520195837538.196
0.0890000000000015	520195837538.196
0.0900000000000016	520195837538.196
0.0910000000000016	520195837538.196
0.0920000000000016	520195837538.196
0.0930000000000016	520195837538.196
0.0940000000000017	520195837538.196
0.0950000000000017	520195837538.196
0.0960000000000017	520195837538.196
0.0970000000000018	520195837538.196
0.0980000000000018	520195837538.196
0.0990000000000018	520195837538.196
0.100000000000002	520195837538.196
0.101000000000002	520195837538.196
0.102000000000002	520195837538.196
0.103000000000002	520195837538.196
0.104000000000002	520195837538.196
0.105000000000002	520195837538.196
0.106000000000002	520195837538.196
0.107000000000002	520195837538.196
0.108000000000002	520195837538.196
0.109000000000002	520195837538.196
0.110000000000002	520195837538.196
0.111000000000002	520195837538.196
0.112000000000002	520195837538.196
0.113000000000002	520195837538.196
0.114000000000002	520195837538.196
0.115000000000002	520195837538.196
0.116000000000002	520195837538.196
0.117000000000002	520195837538.196
0.118000000000002	520195837538.196
0.119000000000002	520195837538.196
0.120000000000002	520195837538.196
0.121000000000002	520195837538.196
0.122000000000002	520195837538.196
0.123000000000002	520195837538.196
0.124000000000003	520195837538.196
0.125000000000003	520195837538.196
0.126000000000002	520195837538.196
0.127000000000002	520195837538.196
0.128000000000002	520195837538.196
0.129000000000002	520195837538.196
0.130000000000002	520195837538.196
0.131000000000002	520195837538.196
0.132000000000002	520195837538.196
0.133000000000002	520195837538.196
0.134000000000002	520195837538.196
0.135000000000001	520195837538.196
0.136000000000001	520195837538.196
0.137000000000001	520195837538.196
0.138000000000001	520195837538.196
0.139000000000001	520195837538.196
0.140000000000001	520195837538.196
0.141000000000001	520195837538.196
0.142000000000001	520195837538.196
0.143000000000001	520195837538.196
0.144	520195837538.196
0.145	520195837538.196
0.146	520195837538.196
0.147	520195837538.196
0.148	520195837538.196
0.1491	520195837538.196
0.1501	520195837538.196
0.1511	520195837538.196
0.1521	520195837538.196
0.153099999999999	520195837538.196
0.154099999999999	520195837538.196
0.155099999999999	520195837538.196
0.156099999999999	520195837538.196
0.157099999999999	520195837538.196
0.158099999999999	520195837538.196
0.159099999999999	520195837538.196
0.160099999999999	520195837538.196
0.161099999999999	520195837538.196
0.162099999999998	520195837538.196
0.163099999999998	520195837538.196
0.164099999999998	520195837538.196
0.165099999999998	520195837538.196
0.166099999999998	520195837538.196
0.167099999999998	520195837538.196
0.168099999999998	520195837538.196
0.169099999999998	520195837538.196
0.170099999999998	520195837538.196
0.171099999999997	520195837538.196
0.172099999999997	520195837538.196
0.173099999999997	520195837538.196
0.174099999999997	520195837538.196
0.175099999999997	520195837538.196
0.176099999999997	520195837538.196
0.177099999999997	520195837538.196
0.178099999999997	520195837538.196
0.179099999999997	520195837538.196
0.180099999999996	520195837538.196
0.181099999999996	520195837538.196
0.182099999999996	520195837538.196
0.183099999999996	520195837538.196
0.184099999999996	520195837538.196
0.185099999999996	520195837538.196
0.186099999999996	520195837538.196
0.187099999999996	520195837538.196
0.188099999999996	520195837538.196
0.189099999999995	520195837538.196
0.190099999999995	520195837538.196
0.191099999999995	520195837538.196
0.192099999999995	520195837538.196
0.193099999999995	520195837538.196
0.194099999999995	520195837538.196
0.195099999999995	520195837538.196
0.196099999999995	520195837538.196
0.197099999999995	520195837538.196
0.198099999999995	520195837538.196
0.199099999999994	520195837538.196
