t	fg_A
0	0	0
0.002	0	0
0.0041	1.63276213063961E-05	0.000303022
0.006	1.85194017098641E-05	0.000302755
0.00800000000000001	2.0595509057795E-05	0.000302877
0.0101	2.46162175064091E-05	0.000303877
0.0121	3.02817948979505E-05	0.000304376
0.0141	3.76191379707405E-05	0.000305044
0.0161	4.87369865248066E-05	0.000305924
0.0180999999999999	6.22541675580412E-05	0.000307059999999999
0.0200999999999999	8.69883007430536E-05	0.000308500999999999
0.0220999999999999	0.000116596272978639	0.000310298999999999
0.0240999999999999	0.000149046428629894	0.000312509999999998
0.0260999999999999	0.000184428480783993	0.000315190999999998
0.0280999999999999	0.000232425569632811	0.000318406999999998
0.0300999999999999	0.000284759201111806	0.000322223999999998
0.0320999999999999	0.000333622301591392	0.000326714999999998
0.0341	0.000381311082997017	0.000331958999999999
0.036	0.000429680064799946	0.000335782
0.0380000000000001	0.000473844169643795	0.000342721000000001
0.0400000000000001	0.00052229202666141	0.000350696000000003
0.0420000000000002	0.000581641074404299	0.000359816000000004
0.0440000000000002	0.000650243707350881	0.000370201000000006
0.0460000000000003	0.00071526572640479	0.000381982000000007
0.0480000000000003	0.000793315862587299	0.000395302000000009
0.0500000000000004	0.000872094455571666	0.00041032100000001
0.0520000000000005	0.000951538300097447	0.000427214000000012
0.0540000000000005	0.00103654024131289	0.000446172000000013
0.0560000000000006	0.00111911572557797	0.000467409000000014
0.0580000000000006	0.00121108832064598	0.000491159000000015
0.0600000000000007	0.00131005599523958	0.000517682000000016
0.0620000000000007	0.00141275575459246	0.000547263000000016
0.0640000000000008	0.00150839074704574	0.000580217000000016
0.0660000000000009	0.00160791270977765	0.000616892000000016
0.0680000000000009	0.00175980294689997	0.000657671000000016
0.070000000000001	0.00193312008642693	0.000702974000000014
0.072000000000001	0.00215176414176103	0.000753262000000013
0.0740000000000011	0.00238618186229572	0.00080904100000001
0.0760000000000012	0.0025838505923662	0.000870867000000006
0.0780000000000012	0.00279580385254898	0.000939344000000002
0.0800000000000013	0.00302593334200366	0.00106000000000013
0.0820000000000013	0.00329028610410157	0.00124000000000013
0.0840000000000014	0.00356518299377482	0.00143000000000027
0.0860000000000014	0.00386884749108975	0.00166000000000014
0.0880000000000015	0.00425342521137419	0.00192000000000015
0.0900000000000016	0.00463939289662443	0.00221000000000031
0.0920000000000016	0.0050379857367588	0.00254000000000032
0.0940000000000017	0.00544850946175597	0.00291000000000033
0.0960000000000017	0.00591281569629469	0.00333000000000034
0.0980000000000018	0.00645107358906598	0.00380000000000053
0.100000000000002	0.00702053633916686	0.00433000000000055
0.102000000000002	0.00764545259390738	0.00491000000000076
0.104000000000002	0.00830514708991812	0.00557000000000059
0.106000000000002	0.00901725889884023	0.0062900000000008
0.108000000000002	0.00981036354940826	0.00709000000000082
0.110000000000002	0.0106552094203718	0.00798000000000085
0.112000000000002	0.0115694501875878	0.00895000000000109
0.114000000000002	0.0125072562742997	0.0100100000000013
0.116000000000002	0.0135842353948373	0.0111800000000014
0.118000000000002	0.0146984881557226	0.0124500000000017
0.120000000000002	0.0158756371304572	0.0138400000000017
0.122000000000002	0.0171385850100063	0.0153400000000017
0.124000000000003	0.01850458516193	0.0169500000000023
0.126000000000002	0.0199470074828662	0.0187000000000022
0.128000000000002	0.021435699366595	0.020570000000002
0.130000000000002	0.0230427779870921	0.022570000000002
0.132000000000002	0.0247265539408665	0.0246900000000019
0.134000000000002	0.0264555031306489	0.0269500000000019
0.136000000000001	0.0283147367069204	0.0293400000000017
0.138000000000001	0.0302262686985016	0.0318600000000014
0.140000000000001	0.0322172086684073	0.0345000000000012
0.142000000000001	0.0343038815627695	0.037270000000001
0.144	0.0364460822624217	0.0401400000000007
0.146	0.038623352594549	0.0431300000000004
0.148	0.0408880888179859	0.0462200000000001
0.1501	0.0433427334760065	0.0495599999999996
0.1521	0.045699583760504	0.0528399999999992
0.154099999999999	0.0481156969917068	0.056179999999999
0.156099999999999	0.0505783743020647	0.0595899999999986
0.158099999999999	0.0530511278500105	0.0630599999999982
0.160099999999999	0.0555878506784456	0.0665799999999976
0.162099999999998	0.0581296069490314	0.0701399999999972
0.164099999999998	0.0606831675759536	0.0737199999999968
0.166099999999998	0.063228551835151	0.0773299999999965
0.168099999999998	0.0658338758798333	0.0809499999999961
0.170099999999998	0.0684149040270503	0.0845699999999956
0.172099999999997	0.0709666964130363	0.0881899999999952
0.174099999999997	0.0735376780311418	0.0918099999999948
0.176099999999997	0.0761198483310641	0.0954099999999944
0.178099999999997	0.0786637767822535	0.098989999999994
0.180099999999996	0.081190806821562	0.102549999999994
0.182099999999996	0.0837068062958687	0.106089999999993
0.184099999999996	0.0862071830526532	0.109589999999993
0.186099999999996	0.0886923213425901	0.113059999999993
0.188099999999996	0.0911268629513513	0.116499999999992
0.190099999999995	0.0935727072145574	0.119889999999992
0.192099999999995	0.0959703704984957	0.123249999999992
0.194099999999995	0.0983255952118972	0.126569999999991
0.196099999999995	0.100673032166154	0.129839999999992
0.198099999999995	0.102981083257578	0.133069999999991
0.200099999999994	0.105286641621436	0.136259999999991
0.202099999999994	0.107553411918033	0.139409999999991
0.204099999999994	0.109763610107873	0.14250999999999
0.206099999999994	0.111938630942379	0.14555999999999
0.208099999999993	0.114101983580003	0.14857999999999
0.210099999999993	0.116245250060712	0.15153999999999
0.212099999999993	0.11835126240225	0.154469999999989
0.214099999999993	0.120435548293671	0.15734999999999
0.216099999999993	0.122466472366721	0.16018999999999
0.218099999999992	0.124475929464236	0.162989999999989
0.220099999999992	0.126474337549974	0.16573999999999
0.222099999999992	0.128436579814523	0.168459999999989
0.224099999999992	0.130369875879067	0.171129999999989
0.226099999999991	0.132269225350798	0.173759999999989
0.228099999999991	0.134152566388637	0.176349999999989
0.230099999999991	0.135985716350655	0.178909999999988
0.232099999999991	0.13779792235245	0.181419999999989
0.234099999999991	0.13961597959686	0.183899999999989
0.23609999999999	0.141403805939644	0.186339999999988
0.23809999999999	0.143155530573831	0.188749999999988
0.24009999999999	0.144871924063966	0.191119999999988
0.24209999999999	0.146554043863113	0.193449999999988
0.244099999999989	0.148229644957888	0.195749999999988
0.246099999999989	0.149875699582948	0.198019999999987
0.248099999999989	0.15150594680765	0.200249999999988
0.250099999999989	0.15311218728155	0.202449999999988
0.252099999999989	0.154714192666232	0.204619999999987
0.254099999999988	0.156288272444784	0.206749999999988
0.256099999999988	0.157836237303609	0.208859999999988
0.258099999999988	0.159363662472415	0.210939999999987
0.260099999999988	0.160852788078367	0.212979999999988
0.262099999999987	0.162329845793559	0.214999999999987
0.264099999999987	0.163802268815799	0.216989999999987
0.266099999999987	0.165246809447724	0.218949999999987
0.268099999999987	0.166687320400466	0.220879999999988
0.270099999999987	0.168102025051609	0.222789999999987
0.272099999999986	0.169498398934852	0.224669999999986
0.274099999999986	0.170879375059511	0.226519999999988
0.276099999999986	0.172246155113305	0.228349999999987
0.278099999999986	0.173596623304455	0.230149999999987
0.280099999999985	0.174917669964716	0.231929999999987
0.282099999999985	0.176223062392166	0.233679999999988
0.284099999999985	0.177507183004019	0.235409999999988
0.286099999999985	0.178795979257482	0.237119999999988
0.288099999999985	0.180068205422767	0.238809999999986
0.290099999999984	0.18133377053828	0.240469999999986
0.292099999999984	0.182569387483628	0.242109999999987
0.294099999999984	0.183795081863759	0.243719999999987
0.296099999999984	0.184999521710218	0.245319999999987
0.298099999999983	0.186195855240745	0.246899999999987
0.300099999999983	0.18737125121146	0.248449999999987
0.302099999999983	0.188543452716838	0.249989999999986
0.304099999999983	0.18970736960409	0.251499999999988
0.306099999999983	0.190849754651381	0.252999999999986
0.308099999999982	0.191971769698315	0.254469999999988
0.310099999999982	0.193088081230921	0.255929999999988
0.312099999999982	0.194196004729502	0.257369999999987
0.314099999999982	0.195293154891083	0.258789999999987
0.316099999999982	0.196397971958591	0.260189999999987
0.318099999999981	0.197482990507144	0.261569999999989
0.320099999999981	0.198548048848973	0.262939999999987
0.322099999999981	0.199606017311017	0.264289999999987
0.324099999999981	0.200644638931435	0.265629999999986
0.32609999999998	0.20167132822062	0.266939999999988
0.32809999999998	0.202686126693063	0.268239999999988
0.33009999999998	0.203689073698686	0.269529999999986
0.33209999999998	0.204681328214569	0.270799999999986
0.33409999999998	0.205662783274513	0.272049999999988
0.336099999999979	0.206641198978503	0.273289999999988
0.338099999999979	0.207611338358442	0.274509999999987
0.340099999999979	0.208571633897519	0.275719999999987
0.342099999999979	0.209531894764764	0.276919999999987
0.344099999999978	0.210476852616026	0.278099999999987
0.346099999999978	0.211412231205188	0.279259999999989
0.348099999999978	0.212344589007882	0.280419999999987
0.350099999999978	0.213260236719305	0.281559999999987
0.352099999999978	0.214177773279022	0.282679999999989
0.354099999999977	0.215085760282732	0.283799999999986
0.356099999999977	0.215982662370253	0.284899999999986
0.358099999999977	0.216868564392978	0.285979999999988
0.360099999999977	0.217742752437365	0.287059999999986
0.362099999999976	0.218611671695396	0.288119999999988
0.364099999999976	0.219473779523888	0.289169999999988
0.366099999999976	0.220322282391677	0.290209999999988
0.368099999999976	0.221163346482246	0.291239999999988
0.370099999999976	0.221996911880145	0.292249999999988
0.372099999999975	0.222825498178042	0.293259999999988
0.374099999999975	0.223651436041388	0.294249999999988
0.376099999999975	0.224472279359219	0.295229999999987
0.378099999999975	0.225282647596263	0.296199999999987
0.380099999999974	0.226089684437269	0.29715999999999
0.382099999999974	0.226894204168742	0.29810999999999
0.384099999999974	0.22768779745155	0.29904999999999
0.386099999999974	0.228469987749744	0.29997999999999
0.388099999999974	0.229252891480704	0.300899999999989
0.390099999999973	0.230023781342062	0.301809999999989
0.392099999999973	0.23078876306252	0.302709999999989
0.394099999999973	0.231545483488831	0.303609999999986
