t	Cd
0	0	0
0.002	0	0
0.0041	0	5.02338
0.006	0	5.02104
0.00800000000000001	0	5.03273
0.0101	0	5.05844
0.0121	0	5.07013
0.0141	0	5.08182
0.0161	0	5.09349999999999
0.0180999999999999	0	5.10518999999999
0.0200999999999999	0	5.11687999999999
0.0220999999999999	0	5.12855999999999
0.0240999999999999	0	5.14024999999999
0.0260999999999999	0	5.15192999999999
0.0280999999999999	0	5.16361999999998
0.0300999999999999	0	5.17529999999998
0.0320999999999999	0	5.18697999999999
0.0341	0	5.19865999999999
0.036	0	5.19698
0.0380000000000001	0	5.20879000000001
0.0400000000000001	0	5.22061000000001
0.0420000000000002	0	5.23244000000002
0.0440000000000002	0	5.24429000000003
0.0460000000000003	0	5.25614000000004
0.0480000000000003	0	5.26801000000004
0.0500000000000004	0	5.27990000000005
0.0520000000000005	0	5.29179000000005
0.0540000000000005	0	5.30369000000006
0.0560000000000006	0	5.31559000000007
0.0580000000000006	0	5.32750000000007
0.0600000000000007	0	5.33942000000008
0.0620000000000007	0	5.35133000000008
0.0640000000000008	0	5.36325000000008
0.0660000000000009	0	5.37516000000009
0.0680000000000009	5.39301063452566	5.38707000000009
0.070000000000001	5.40412150375905	5.39896000000009
0.072000000000001	5.4150654676604	5.4108400000001
0.0740000000000011	5.42600403415182	5.4227100000001
0.0760000000000012	5.43694407679699	5.4345600000001
0.0780000000000012	5.4478850172376	5.4463800000001
0.0800000000000013	5.45877625305069	5.46544000000001
0.0820000000000013	5.46951159532768	5.47671000000001
0.0840000000000014	5.48018890635435	5.48793000000001
0.0860000000000014	5.49068249283243	5.49909000000001
0.0880000000000015	5.50099294841915	5.51018000000001
0.0900000000000016	5.5112371923625	5.52119000000001
0.0920000000000016	5.52148446429393	5.53211000000001
0.0940000000000017	5.53172203158837	5.54294000000001
0.0960000000000017	5.54173407101825	5.55365000000001
0.0980000000000018	5.55143532310816	5.56424000000001
0.100000000000002	5.56105349007531	5.57469000000001
0.102000000000002	5.57039257636646	5.58499000000001
0.104000000000002	5.57966719541419	5.59510000000001
0.106000000000002	5.58875526788324	5.60502000000001
0.108000000000002	5.59738365755478	5.61472000000001
0.110000000000002	5.60589083221497	5.62418000000001
0.112000000000002	5.61411731690392	5.63338000000001
0.114000000000002	5.62215349143093	5.64227000000001
0.116000000000002	5.62953315945509	5.65084000000001
0.118000000000002	5.63671079119384	5.65905000000001
0.120000000000002	5.64374931100741	5.66687000000001
0.122000000000002	5.65021598026507	5.67427000000001
0.124000000000003	5.65608719273107	5.68122000000001
0.126000000000002	5.66167084595151	5.68768000000001
0.128000000000002	5.66700077111609	5.69361000000001
0.130000000000002	5.67152221816833	5.69900000000001
0.132000000000002	5.67563060650362	5.7038
0.134000000000002	5.67947664045919	5.708
0.136000000000001	5.68244008205952	5.71158
0.138000000000001	5.68507494760213	5.71451
0.140000000000001	5.6872263425662	5.7168
0.142000000000001	5.68860885754193	5.71843
0.144	5.68948838968281	5.7194
0.146	5.69028510196292	5.71974
0.148	5.69023783522023	5.71945
0.1501	5.68954771731141	5.71849
0.1521	5.68888373199622	5.71698
0.154099999999999	5.68735361437404	5.71493
0.156099999999999	5.68552743879225	5.71237
0.158099999999999	5.68338362918592	5.70935
0.160099999999999	5.6808074741256	5.7059
0.162099999999998	5.67777094628454	5.70206
0.164099999999998	5.67472892999025	5.69789
0.166099999999998	5.67139917566501	5.69342
0.168099999999998	5.66741501941685	5.68870000000001
0.170099999999998	5.66360151566458	5.68377000000001
0.172099999999997	5.65989427660639	5.67866000000001
0.174099999999997	5.65562439302007	5.67341000000001
0.176099999999997	5.6512070198365	5.66806000000001
0.178099999999997	5.64691659738036	5.66263000000001
0.180099999999996	5.64266386784257	5.65716000000001
0.182099999999996	5.63796090933213	5.65166000000001
0.184099999999996	5.63352804413767	5.64615000000001
0.186099999999996	5.62896400105818	5.64067000000001
0.188099999999996	5.62457102728672	5.63521000000001
0.190099999999995	5.61984626657294	5.62981000000001
0.192099999999995	5.6152098495745	5.62446000000001
0.194099999999995	5.61100384061471	5.61918000000001
0.196099999999995	5.60666193380793	5.61398000000001
0.198099999999995	5.60233690722695	5.60887000000001
0.200099999999994	5.597828119676	5.60384000000001
0.202099999999994	5.59350020989877	5.59891000000001
0.204099999999994	5.58950377500763	5.59407000000002
0.206099999999994	5.58566507779787	5.58934000000002
0.208099999999993	5.58167536559366	5.58471000000002
0.210099999999993	5.57762431741702	5.58018000000002
0.212099999999993	5.57380581651211	5.57575000000002
0.214099999999993	5.56995906655033	5.57142000000002
0.216099999999993	5.56642979524137	5.56720000000001
0.218099999999992	5.5629732304178	5.56307000000002
0.220099999999992	5.55945808579496	5.55905000000002
0.222099999999992	5.55586930604773	5.55512000000002
0.224099999999992	5.55251579951199	5.55130000000002
0.226099999999991	5.54944720584027	5.54756000000002
0.228099999999991	5.5462312141053	5.54392000000002
0.230099999999991	5.54324970103356	5.54037000000002
0.232099999999991	5.54028715545394	5.53691000000002
0.234099999999991	5.53724479179058	5.53353000000002
0.23609999999999	5.53417631294454	5.53024000000002
0.23809999999999	5.53134123806109	5.52704000000002
0.24009999999999	5.52871673572578	5.52391000000002
0.24209999999999	5.52630508591302	5.52086000000002
0.244099999999989	5.52385354408679	5.51789000000002
0.246099999999989	5.52142109983875	5.51500000000001
0.248099999999989	5.51896506665938	5.51217000000002
0.250099999999989	5.51656424705019	5.50942000000002
0.252099999999989	5.51415519904639	5.50674000000001
0.254099999999988	5.511777502999	5.50412000000002
0.256099999999988	5.50958403565418	5.50157000000002
0.258099999999988	5.50751930556541	5.49908000000001
0.260099999999988	5.50561945070529	5.49666000000002
0.262099999999987	5.50381446499842	5.49429000000002
0.264099999999987	5.50186495463341	5.49198000000002
0.266099999999987	5.49997826090053	5.48973000000001
0.268099999999987	5.49800700722488	5.48754000000002
0.270099999999987	5.49616373104412	5.48540000000001
0.272099999999986	5.49448647369052	5.48331000000001
0.274099999999986	5.49279674023266	5.48127000000001
0.276099999999986	5.49108644034572	5.47929000000001
0.278099999999986	5.48947150520011	5.47735000000001
0.280099999999985	5.48798691181776	5.47546000000001
0.282099999999985	5.48658422684108	5.47362000000001
0.284099999999985	5.48522270844425	5.47182000000001
0.286099999999985	5.48376489641232	5.47006000000001
0.288099999999985	5.48236086266915	5.46835000000001
0.290099999999984	5.48085707955759	5.46668000000001
0.292099999999984	5.47945951715087	5.46506000000001
0.294099999999984	5.47813167998487	5.46347000000001
0.296099999999984	5.47694018017949	5.46192000000001
0.298099999999983	5.47581701876583	5.46041000000001
0.300099999999983	5.47479484829338	5.45894000000001
0.302099999999983	5.47365013706876	5.45750000000001
0.304099999999983	5.47255067686712	5.45610000000001
0.306099999999983	5.47152688908777	5.45474000000001
0.308099999999982	5.47057797963489	5.45341000000001
0.310099999999982	5.4696115105169	5.45211000000001
0.312099999999982	5.46858987410434	5.45085000000001
0.314099999999982	5.46762132709585	5.44962000000001
0.316099999999982	5.46653382913207	5.44842000000001
0.318099999999981	5.46551717735825	5.44725000000001
0.320099999999981	5.46458350971347	5.44611000000001
0.322099999999981	5.46370053833177	5.44500000000001
0.324099999999981	5.46291474282088	5.44392000000001
0.32609999999998	5.46216054783493	5.44286000000001
0.32809999999998	5.46149031936239	5.44184000000001
0.33009999999998	5.46087598883036	5.44084000000001
0.33209999999998	5.46031478970188	5.43987000000001
0.33409999999998	5.45978898798294	5.43893000000001
0.336099999999979	5.45914096248371	5.43801000000001
0.338099999999979	5.45852981081046	5.43712000000001
0.340099999999979	5.45797690036536	5.43626000000001
0.342099999999979	5.45732707548359	5.43541000000001
0.344099999999978	5.45668683226485	5.43459000000001
0.346099999999978	5.45609760969103	5.43380000000001
0.348099999999978	5.45555454269137	5.43303000000001
0.350099999999978	5.4550720006343	5.43228000000001
0.352099999999978	5.45450799853454	5.43155000000001
0.354099999999977	5.45393138309324	5.43085000000001
0.356099999999977	5.45341352225085	5.43017000000001
0.358099999999977	5.45295209561416	5.42951000000001
0.360099999999977	5.45253892863997	5.42887000000001
0.362099999999976	5.4521583494974	5.42825000000001
0.364099999999976	5.45182230218282	5.42765000000001
0.366099999999976	5.45153132507498	5.42707000000001
0.368099999999976	5.45127547547601	5.42651000000001
0.370099999999976	5.4510720370665	5.42597000000001
0.372099999999975	5.45086985875731	5.42545000000001
0.374099999999975	5.45055830367146	5.42495
0.376099999999975	5.45027763590274	5.42447
0.378099999999975	5.45004721839976	5.424
0.380099999999974	5.44975250452427	5.42355
0.382099999999974	5.44941749056	5.42312
0.384099999999974	5.44911644089443	5.42271000000001
0.386099999999974	5.44887141195531	5.42232000000001
0.388099999999974	5.44865277459003	5.42194000000001
0.390099999999973	5.44847390104839	5.42158
0.392099999999973	5.44833819212163	5.42123000000001
0.394099999999973	5.44822895392461	5.4209
0.396099999999973	5.44814761982241	5.42059
0.398099999999972	5.44805145884831	5.42029
0.400099999999972	5.44787736296234	5.42001
0.402099999999972	5.44773894745167	5.41974000000001
0.404099999999972	5.44762970632369	5.41949
0.406099999999972	5.44755102232561	5.41925000000001
0.408099999999971	5.4475137766536	5.41903
0.410099999999971	5.44750187319057	5.41882
0.412099999999971	5.4475239855324	5.41863
0.414099999999971	5.44755728597978	5.41845
0.41609999999997	5.44762985232997	5.41829
0.41809999999997	5.44768272225286	5.41813
0.42009999999997	5.44765193948496	5.41799
0.42209999999997	5.44763726430422	5.41787
0.42409999999997	5.44766346989472	5.41776
0.426099999999969	5.44771076286607	5.41766
0.428099999999969	5.44767207689775	5.41757
0.430099999999969	5.44762600092808	5.4175
0.432099999999969	5.44760760049825	5.41744
0.434099999999969	5.44762357064468	5.41739
0.436099999999968	5.44766099997589	5.41735
