t;VF15;VF14;VF13;VF12;VF11;VF10;VF9;VF8;VF7;VF6;VF5;VF4;VF3;VF2;VF1;VF0;
0.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
20.000000;7.131851;7.588421;6.942139;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
40.000000;7.131851;7.588421;7.511451;7.022196;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
60.000000;7.131851;7.588421;7.511451;7.584836;7.191580;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
80.002000;7.131851;7.588421;7.511451;7.584836;7.770194;7.172686;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
100.002000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.212986;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
120.002000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;7.242371;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
140.002000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;8.017415;7.125349;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
160.000000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;8.017415;7.841752;7.230215;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
180.000000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;8.017415;7.841752;7.849356;7.307236;7.000000;7.000000;7.000000;7.000000;7.000000;
200.000000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;8.017415;7.841752;7.849356;7.968587;7.805480;6.968111;7.000000;7.000000;7.000000;
220.000000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;8.017415;7.841752;7.849356;7.968587;7.805480;7.696307;7.021702;7.000000;7.000000;
240.000000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;8.017415;7.841752;7.849356;7.968587;7.805480;7.696307;7.738966;7.390228;7.047078;
260.000000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;8.017415;7.841752;7.849356;7.968587;7.805480;7.696307;7.738966;7.650039;7.552034;
280.000000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;8.017415;7.841752;7.849356;7.968587;7.805480;7.696307;7.738966;7.650039;7.552034;
300.000000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;8.017415;7.841752;7.849356;7.968587;7.805480;7.696307;7.738966;7.650039;7.552034;
320.000000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;8.017415;7.841752;7.849356;7.968587;7.805480;7.696307;7.738966;7.650039;7.552034;
340.000000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;8.017415;7.841752;7.849356;7.968587;7.805480;7.696307;7.738966;7.650039;7.552034;
360.000000;7.131851;7.588421;7.511451;7.584836;7.770194;7.926180;7.797183;8.017415;7.841752;7.849356;7.968587;7.805480;7.696307;7.738966;7.650039;7.552034;
