t	fg_A_per_fg_A_Det
0.320099999999981	0.774165331751048
0.322099999999981	0.773565320553047
0.324099999999981	0.776622297703134
0.32609999999998	0.782226159835508
0.32809999999998	0.791145334170509
0.33009999999998	0.794241717938918
0.33209999999998	0.795792945460313
0.33409999999998	0.799481782161446
0.336099999999979	0.804344656413267
0.338099999999979	0.807890207696298
0.340099999999979	0.812245998988151
0.342099999999979	0.814476224756571
0.344099999999978	0.818825009844266
0.346099999999978	0.818154308595677
0.348099999999978	0.819509337871693
0.350099999999978	0.821551172023628
0.352099999999978	0.829141220861982
0.354099999999977	0.835769491977386
0.356099999999977	0.837417195619307
0.358099999999977	0.83758203710736
0.360099999999977	0.837632742061649
0.362099999999976	0.839368641244105
0.364099999999976	0.842574612235632
0.366099999999976	0.849332965311487
0.368099999999976	0.850978963389894
0.370099999999976	0.851613243273134
0.372099999999975	0.854262879225193
0.374099999999975	0.858848645769379
0.376099999999975	0.858973928760938
0.378099999999975	0.861233684715677
0.380099999999974	0.860928934340943
0.382099999999974	0.863866337952385
0.384099999999974	0.866250854288586
0.386099999999974	0.868605455735731
0.388099999999974	0.868241604011421
0.390099999999973	0.869382760790717
0.392099999999973	0.876212374555087
0.394099999999973	0.879001147958306
0.396099999999973	0.879129774923084
0.398099999999972	0.878568270558806
0.400099999999972	0.881326909272471
0.402099999999972	0.88231803265584
0.404099999999972	0.883180498322836
0.406099999999972	0.884206234430632
0.408099999999971	0.88806783707659
0.410099999999971	0.888233272326852
0.412099999999971	0.889706632060229
0.414099999999971	0.890407061921988
0.41609999999997	0.893572121563144
0.41809999999997	0.893780851264724
0.42009999999997	0.893906187123771
0.42209999999997	0.894199622218254
0.42409999999997	0.897824291240489
0.426099999999969	0.899982855320708
0.428099999999969	0.900328482288049
0.430099999999969	0.901753114323005
0.432099999999969	0.902171922303098
0.434099999999969	0.901900753418401
0.436099999999968	0.902942822915928
0.438099999999968	0.9060512399701
0.440099999999968	0.907217736087227
0.442099999999968	0.907901683066267
0.444099999999967	0.909349762812731
0.446099999999967	0.91008847538891
0.448099999999967	0.910318849565568
0.450099999999967	0.912161831517193
0.452099999999967	0.912407503326342
0.454099999999966	0.912579506292952
0.456099999999966	0.913075066094335
0.458099999999966	0.915390215481499
0.460099999999966	0.916499389608363
0.462099999999965	0.918400328959576
0.464099999999965	0.918604724563742
0.466099999999965	0.918696661072463
0.468099999999965	0.919346709608242
0.470099999999965	0.920448491433555
0.472099999999964	0.920793005787166
0.474099999999964	0.921353082659653
0.476099999999964	0.923256198042546
0.478099999999964	0.924753036102615
0.480099999999963	0.92428895989764
0.482099999999963	0.924670310798933
0.484099999999963	0.925854000778638
0.486099999999963	0.926425443408267
0.488099999999963	0.926992738702636
0.490099999999962	0.927569863786355
0.492099999999962	0.928676813658236
0.494099999999962	0.929490956234718
0.496099999999962	0.929476661872009
0.498099999999961	0.930742228381735
0.500099999999961	0.931568247340049
0.502099999999961	0.931547086824399
0.504099999999961	0.932088476456242
0.506099999999961	0.931967384861298
0.50809999999996	0.93312449965175
0.51009999999996	0.93382066218369
0.51209999999996	0.933794074547627
0.51409999999996	0.934641814939778
0.516099999999959	0.935052904064814
0.518099999999959	0.936041946235025
0.520099999999959	0.936727385185832
0.522099999999959	0.936410586983116
0.524099999999959	0.937595995861393
0.526099999999958	0.938177828393938
0.528099999999958	0.938493361380486
0.530099999999958	0.939280275511442
0.532099999999958	0.939125828254902
0.534099999999958	0.939915208724584
0.536099999999957	0.940059231462775
0.538099999999957	0.939822707945491
0.540099999999957	0.941071519465757
0.542099999999957	0.941527570786074
0.544099999999956	0.941979690358145
0.546099999999956	0.941857723937623
0.548099999999956	0.942606334463622
0.550099999999956	0.94299014681805
0.552099999999956	0.943037098900493
0.554099999999955	0.943438694122794
0.556099999999955	0.943431379917183
0.558099999999955	0.944438094785536
0.560099999999955	0.944883107529777
0.562099999999954	0.945114248086935
0.564099999999954	0.945569041758712
0.566099999999954	0.945412322679915
0.568099999999954	0.945417755699226
0.570099999999954	0.946228833788359
0.572099999999953	0.946665367578197
0.574099999999953	0.947496225065497
0.576099999999953	0.947421197098466
0.578099999999953	0.947701838979712
0.580099999999952	0.947848168752999
0.582099999999952	0.948126501765384
0.584099999999952	0.948498434305555
0.586099999999952	0.948704752485973
0.588099999999952	0.948553552473635
0.590099999999951	0.949446674521491
0.592099999999951	0.949638736979644
0.594099999999951	0.94983893999309
0.596099999999951	0.950082025652062
0.59809999999995	0.950293574975946
0.60009999999995	0.950664788903438
0.60209999999995	0.950801795395649
0.60409999999995	0.950537491300138
0.60609999999995	0.951352412024177
0.608099999999949	0.951335942459746
0.610099999999949	0.951446744313533
0.612099999999949	0.951841628766708
0.614099999999949	0.951900948207336
0.616099999999948	0.952067754149853
0.618099999999948	0.952582031465955
0.620099999999948	0.952883975895258
0.622099999999948	0.952899387824096
