t	fs_A	fs_V
0	0	0	0
0.002	0	0	0
0.0041	1.03877481108495E-08	1.14886430465969E-14	5.27465E-12
0.006	1.06297923293413E-08	4.86954704140293E-14	5.26771E-12
0.00800000000000001	1.10689381680499E-08	1.17271389120367E-13	5.27068E-12
0.0101	1.17380386319175E-08	2.24369033451781E-13	5.29672E-12
0.0121	1.25771727249491E-08	3.63028192324917E-13	5.3097E-12
0.0141	1.36164661871675E-08	5.41246183034242E-13	5.32713999999999E-12
0.0161	1.48585746705797E-08	7.63300156915134E-13	5.35015999999999E-12
0.0180999999999999	1.63057365533632E-08	1.0339312444406E-12	5.37996999999998E-12
0.0200999999999999	1.79598433133926E-08	1.35827189018349E-12	5.41789999999997E-12
0.0220999999999999	1.98225120158389E-08	1.74178131199956E-12	5.46536999999996E-12
0.0240999999999999	2.1895151520248E-08	2.19019090180143E-12	5.52392999999996E-12
0.0260999999999999	2.41790181431056E-08	2.70945957423005E-12	5.59525999999994E-12
0.0280999999999999	2.66752597316799E-08	3.30573808151808E-12	5.68121999999993E-12
0.0300999999999999	2.93849490216606E-08	3.98534091352872E-12	5.78384999999992E-12
0.0320999999999999	3.23091080040311E-08	4.75472435837191E-12	5.90539999999993E-12
0.0341	3.54487252057711E-08	5.62046943518083E-12	6.04839999999996E-12
0.036	3.86318106422888E-08	6.53827663398019E-12	6.13693000000001E-12
0.0380000000000001	4.21943403189165E-08	7.6112682807254E-12	6.32617000000006E-12
0.0400000000000001	4.5975146771298E-08	8.80064766994603E-12	6.5461700000001E-12
0.0420000000000002	4.99751703863248E-08	1.01133836365164E-11	6.80098000000017E-12
0.0440000000000002	5.41953484085189E-08	1.15565266340819E-11	7.09523000000025E-12
0.0460000000000003	5.86366160129766E-08	1.31372045555624E-11	7.43422000000032E-12
0.0480000000000003	6.32999067724689E-08	1.4862619329419E-11	7.82403000000041E-12
0.0500000000000004	6.81861527367578E-08	1.67400441151841E-11	8.27168000000049E-12
0.0520000000000005	7.3296284273745E-08	1.87768209646518E-11	8.78526000000061E-12
0.0540000000000005	7.86312297737621E-08	2.09803588473055E-11	9.37411000000073E-12
0.0560000000000006	8.41919152845523E-08	2.3358131962697E-11	1.00490000000009E-11
0.0580000000000006	8.99792641211029E-08	2.59176782806196E-11	1.0822600000001E-11
0.0600000000000007	9.59941964784158E-08	2.8666598263563E-11	1.17092000000012E-11
0.0620000000000007	1.0223762906436E-07	3.16125537362482E-11	1.27259000000014E-11
0.0640000000000008	1.08710474762376E-07	3.4763266874858E-11	1.38919000000016E-11
0.0660000000000009	1.15413642328892E-07	3.81265192945314E-11	1.52300000000018E-11
0.0680000000000009	1.22348036127124E-07	4.17101512182507E-11	1.67663000000021E-11
0.070000000000001	1.29514555896894E-07	4.5325921068078E-11	1.85313000000024E-11
0.072000000000001	1.53190739070869E-07	6.89356752693679E-11	2.05602000000028E-11
0.0740000000000011	1.78120635930215E-07	9.58552581324477E-11	2.28936000000031E-11
0.0760000000000012	2.0436304294063E-07	1.26308218971185E-10	2.55788000000036E-11
0.0780000000000012	2.31981844149948E-07	1.60546334379516E-10	2.86703000000041E-11
0.0800000000000013	2.61045987835055E-07	1.9884999978545E-10	3.54483000000048E-11
0.0820000000000013	2.91629574531851E-07	2.41529319572448E-10	4.35144000000057E-11
0.0840000000000014	3.23812021316797E-07	2.88925740336957E-10	5.26564000000067E-11
0.0860000000000014	3.57678282491448E-07	3.41414129593019E-10	6.3019200000008E-11
0.0880000000000015	3.93319115432036E-07	3.99405250469659E-10	7.47673000000094E-11
0.0900000000000016	4.30831385200459E-07	4.6334861139807E-10	8.8088100000011E-11
0.0920000000000016	4.70318404373695E-07	5.33735687780244E-10	1.03195000000013E-10
0.0940000000000017	5.1189030632353E-07	6.11103524873115E-10	1.20330000000015E-10
0.0960000000000017	5.55664451321882E-07	6.9603874010231E-10	1.39769000000018E-10
0.0980000000000018	6.0176586558954E-07	7.89181950086292E-10	1.61827000000021E-10
0.100000000000002	6.50327713849745E-07	8.91232653509907E-10	1.86862000000025E-10
0.102000000000002	7.01491806118364E-07	1.00295460594391E-09	2.15280000000029E-10
0.104000000000002	7.55409139369817E-07	1.12518172687274E-09	2.47545000000034E-10
0.106000000000002	8.12240474512601E-07	1.25882458290072E-09	2.84183000000039E-10
0.108000000000002	8.72156949525029E-07	1.40487749620184E-09	3.25795000000046E-10
0.110000000000002	9.35340733166372E-07	1.56442634086428E-09	3.73061000000054E-10
0.112000000000002	1.00198573781613E-06	1.73865713450873E-09	4.26756000000062E-10
0.114000000000002	1.07229840624014E-06	1.92886554022193E-09	4.87761000000073E-10
0.116000000000002	1.146501939816E-06	2.13649306416386E-09	5.57073000000085E-10
0.118000000000002	1.22485735636697E-06	2.3632922910836E-09	6.35826000000099E-10
0.120000000000002	1.30765405338721E-06	2.61127290389592E-09	7.25305000000116E-10
0.122000000000002	1.39520312900152E-06	2.88266477599891E-09	8.26967000000134E-10
0.124000000000003	1.48783884627901E-06	3.17994180332287E-09	9.42461000000155E-10
0.126000000000002	1.5859201996675E-06	3.50584835954163E-09	1.07365000000017E-09
0.128000000000002	1.68983256961867E-06	3.8634284835995E-09	1.22265000000018E-09
0.130000000000002	1.79998946891648E-06	4.25605805630808E-09	1.39184000000018E-09
0.132000000000002	1.91683438417888E-06	4.68748024327817E-09	1.58391000000018E-09
