t	La
0	0	0
0.002	0	0
0.0041	0.0361284284565204	0.03481
0.006	0.0365469177345933	0.03481
0.00800000000000001	0.0372942043701972	0.03482
0.0101	0.0384048552824833	0.03483
0.0121	0.0397539125734	0.03485
0.0141	0.0413638135308972	0.03488
0.0161	0.0432092712002773	0.03493
0.0180999999999999	0.0452645884754676	0.03498
0.0200999999999999	0.0475050344530842	0.03506
0.0220999999999999	0.0499077177815744	0.03515
0.0240999999999999	0.0524520351005454	0.03527
0.0260999999999999	0.0551198080167313	0.03542
0.0280999999999999	0.0578952180645388	0.0356
0.0300999999999999	0.0607646270182332	0.0358
0.0320999999999999	0.0637163442057999	0.03605
0.0341	0.0667403802363209	0.03634
0.036	0.0696724203110083	0.03663
0.0380000000000001	0.0728140967244638	0.037
0.0400000000000001	0.076006358863426	0.03743
0.0420000000000002	0.0792438390861373	0.0379100000000001
0.0440000000000002	0.0825219291263599	0.0384500000000001
0.0460000000000003	0.0858366609157082	0.0390500000000002
0.0480000000000003	0.0891846065845505	0.0397200000000002
0.0500000000000004	0.0925627948264125	0.0404600000000003
0.0520000000000005	0.0959686410502109	0.0412800000000004
0.0540000000000005	0.0993998890570501	0.0421900000000005
0.0560000000000006	0.10285456230221	0.0431800000000006
0.0580000000000006	0.106330923107213	0.0442600000000007
0.0600000000000007	0.109827438457815	0.0454300000000009
0.0620000000000007	0.113342751257497	0.046710000000001
0.0640000000000008	0.11687565610356	0.0481000000000011
0.0660000000000009	0.120425078817706	0.0495900000000014
0.0680000000000009	0.123990059099194	0.0512100000000016
0.070000000000001	0.127570321208381	0.0529500000000017
0.072000000000001	0.138740936416233	0.054810000000002
0.0740000000000011	0.149604784941576	0.0568100000000023
0.0760000000000012	0.160246866504716	0.0589500000000025
0.0780000000000012	0.170732171464346	0.0612400000000028
0.0800000000000013	0.181111854271032	0.0658800000000032
0.0820000000000013	0.191427420752247	0.0710800000000034
0.0840000000000014	0.201713446331293	0.076600000000004
0.0860000000000014	0.211999409575645	0.0824700000000043
0.0880000000000015	0.222310969461212	0.0886900000000048
0.0900000000000016	0.232670879939879	0.0952700000000053
0.0920000000000016	0.243099660631107	0.102240000000006
0.0940000000000017	0.253616099125296	0.109590000000006
0.0960000000000017	0.26423763430547	0.117360000000007
0.0980000000000018	0.274980653868789	0.125540000000007
0.100000000000002	0.285860728831105	0.134160000000008
0.102000000000002	0.296892800945504	0.143220000000009
0.104000000000002	0.308091334331601	0.15275000000001
0.106000000000002	0.319470439429286	0.16275000000001
0.108000000000002	0.331043975299347	0.173250000000011
0.110000000000002	0.342825635394784	0.184250000000012
0.112000000000002	0.354829023142105	0.195770000000013
0.114000000000002	0.367067721417178	0.207830000000014
0.116000000000002	0.379671022579777	0.220440000000015
0.118000000000002	0.392839281726965	0.233620000000016
0.120000000000002	0.406590712569817	0.247390000000017
0.122000000000002	0.420941384623191	0.261750000000018
0.124000000000003	0.435907567561351	0.276730000000019
0.126000000000002	0.45150573162934	0.292340000000019
0.128000000000002	0.467752548068626	0.308600000000018
0.130000000000002	0.484664889556406	0.325520000000017
0.132000000000002	0.502259830657964	0.343130000000016
0.134000000000002	0.520554648291542	0.361440000000015
0.136000000000001	0.539566822205186	0.380470000000013
0.138000000000001	0.55931403546505	0.400230000000011
0.140000000000001	0.579814174954704	0.420750000000009
0.142000000000001	0.60108533188495	0.442040000000008
0.144	0.623145802313717	0.464120000000005
0.146	0.646014087675599	0.487010000000003
0.148	0.669708895320622	0.51072
0.1501	0.695498686042946	0.536529999999997
0.1521	0.720947220201748	0.561999999999994
0.154099999999999	0.747280611583942	0.588359999999991
0.156099999999999	0.77451840718226	0.615619999999988
0.158099999999999	0.80268036275225	0.643799999999985
0.160099999999999	0.831786443398451	0.67292999999998
0.162099999999998	0.861856824167037	0.703029999999977
0.164099999999998	0.89291189064459	0.734109999999973
0.166099999999998	0.924972239562561	0.766189999999968
0.168099999999998	0.95805867940708	0.799309999999963
0.170099999999998	0.992192231033677	0.833469999999958
0.172099999999997	1.02739412828651	0.868699999999953
0.174099999999997	1.0636858186217	0.905019999999947
0.176099999999997	1.10108896373426	0.942459999999942
0.178099999999997	1.13962544018829	0.981019999999936
0.180099999999996	1.1793173400498	1.02074999999993
0.182099999999996	1.22018697152179	1.06164999999992
0.184099999999996	1.26225685958103	1.10375999999992
0.186099999999996	1.30554974661588	1.14708999999991
0.188099999999996	1.35008859306477	1.1916599999999
0.190099999999995	1.39589657805451	1.23750999999989
0.192099999999995	1.44299710003792	1.28464999999988
0.194099999999995	1.49141377742996	1.33309999999988
0.196099999999995	1.54117044924174	1.38289999999987
0.198099999999995	1.59229117571149	1.43405999999986
0.200099999999994	1.64480023893176	1.48661999999985
0.202099999999994	1.69872214347181	1.54057999999984
0.204099999999994	1.75408161699433	1.59598999999983
0.206099999999994	1.81090361086537	1.65285999999982
0.208099999999993	1.86921330075646	1.7112199999998
0.210099999999993	1.92903608723757	1.77108999999979
0.212099999999993	1.99008695344065	1.83249999999978
0.214099999999993	2.05301303766036	1.89547999999977
0.216099999999993	2.11752977625712	1.96004999999976
0.218099999999992	2.18366347536495	2.02623999999974
0.220099999999992	2.25144066883744	2.09406999999973
0.222099999999992	2.32088811875901	2.16357999999971
0.224099999999992	2.39203281593773	2.2347799999997
0.226099999999991	2.46490198037645	2.30770999999968
0.228099999999991	2.53952306171987	2.38239999999967
0.230099999999991	2.61592373967531	2.45885999999965
0.232099999999991	2.69413192440467	2.53712999999964
0.234099999999991	2.77417575688482	2.61723999999962
0.23609999999999	2.85608360923369	2.6992199999996
0.23809999999999	2.93988408499803	2.78308999999958
0.24009999999999	2.96693256647877	2.86888999999956
0.24209999999999	3.05460506917642	2.95662999999954
0.244099999999989	3.1442574471518	3.04635999999952
0.246099999999989	3.2359192373007	3.1380999999995
0.248099999999989	3.32962020912656	3.23187999999948
0.250099999999989	3.42539036476574	3.32772999999946
0.252099999999989	3.52325993894933	3.42567999999944
0.254099999999988	3.62325939889664	3.52576999999941
0.256099999999988	3.72541944413528	3.62800999999939
0.258099999999988	3.82977100624224	3.73244999999936
0.260099999999988	3.93627279914647	3.83911999999934
0.262099999999987	4.04510109294217	3.94803999999931
0.264099999999987	4.15621504731053	4.05923999999928
0.266099999999987	4.26964651374124	4.17276999999926
0.268099999999987	4.38542757277586	4.28864999999923
0.270099999999987	4.50359053311002	4.4069199999992
0.272099999999986	4.60281335540214	4.52759999999916
0.274099999999986	4.72583816446208	4.65072999999914
0.276099999999986	4.85134321379114	4.77633999999911
0.278099999999986	4.97936171977364	4.90446999999907
0.280099999999985	5.10992712099419	5.03513999999904
0.282099999999985	5.24307307646433	5.16839999999901
0.284099999999985	5.37883346365809	5.30427999999897
0.286099999999985	5.51724237634349	5.44280999999894
0.288099999999985	5.65833412219659	5.5840199999989
0.290099999999984	5.78836589172202	5.72794999999886
0.292099999999984	5.93476201735345	5.87463999999883
0.294099999999984	6.08411043037503	6.02411999999879
0.296099999999984	6.23628111516733	6.17641999999875
0.298099999999983	6.36854230375307	6.33158999999871
0.300099999999983	6.52646361480407	6.48963999999867
0.302099999999983	6.68731363383303	6.65062999999862
0.304099999999983	6.8511282667447	6.81458999999858
0.306099999999983	7.01794359997872	6.98154999999854
0.308099999999982	7.18779589508041	7.15154999999849
0.310099999999982	7.35743038026411	7.32462999999845
0.312099999999982	7.51966343878698	7.5008199999984
0.314099999999982	7.69884663082003	7.68015999999835
0.316099999999982	7.88107307532176	7.8626899999983
0.318099999999981	8.066661075543	8.04843999999825
0.320099999999981	8.24958451587897	8.23744999999819
0.322099999999981	8.4320905986164	8.42975999999814
0.324099999999981	8.6245999700285	8.62540999999809
0.32609999999998	8.82344406964699	8.82442999999803
0.32809999999998	9.01526390083874	9.02685999999797
0.33009999999998	9.22096203100611	9.23273999999792
0.33209999999998	9.43014344205772	9.44209999999786
0.33409999999998	9.64284600621644	9.6549899999978
0.336099999999979	9.85872995311756	9.87144999999774
0.338099999999979	10.0768285619325	10.0914999999977
0.340099999999979	10.2890923428715	10.3151899999976
0.342099999999979	10.5162589015162	10.5425599999976
0.344099999999978	10.743377511869	10.7736399999975
0.346099999999978	10.9714659340095	11.0084699999974
0.348099999999978	11.209877197689	11.2470999999973
0.350099999999978	11.4528387032939	11.4895499999973
0.352099999999978	11.6989354717728	11.7358599999972
0.354099999999977	11.9392843727435	11.9860799999971
0.356099999999977	12.1845920266442	12.2402399999971
0.358099999999977	12.4424980964582	12.498369999997
0.360099999999977	12.7030662603263	12.7605199999969
0.362099999999976	12.9687248165073	13.0267199999968
0.364099999999976	13.2253232734058	13.2969999999968
0.366099999999976	13.4932123365971	13.5714099999967
0.368099999999976	13.7712405047942	13.8499699999966
0.370099999999976	14.0488026433098	14.1327299999965
0.372099999999975	14.337800648569	14.4197199999964
0.374099999999975	14.6154833997632	14.7109699999964
0.376099999999975	14.9107748854701	15.0065099999963
0.378099999999975	15.2085394788768	15.3063899999962
0.380099999999974	15.5045728118024	15.6106199999961
0.382099999999974	15.8130400677483	15.919259999996
0.384099999999974	16.1097974109759	16.2323199999959
0.386099999999974	16.4213772775839	16.5498299999958
0.388099999999974	16.7388582316857	16.8718299999957
0.390099999999973	17.0663070411637	17.1983499999956
0.392099999999973	17.4014156722295	17.5294099999955
0.394099999999973	17.7365278155898	17.8650399999954
0.396099999999973	18.0665516279617	18.2052599999953
0.398099999999972	18.414604161633	18.5501099999952
0.400099999999972	18.7525379763054	18.8995999999951
0.402099999999972	19.0946757305482	19.253759999995
0.404099999999972	19.4477351955473	19.6125999999949
0.406099999999972	19.8027208504541	19.9761599999948
0.408099999999971	20.1705150984296	20.3444299999947
0.410099999999971	20.5390183884919	20.7174499999946
