t;VF15;VF14;VF13;VF12;VF11;VF10;VF9;VF8;VF7;VF6;VF5;VF4;VF3;VF2;VF1;VF0;
0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
20.000000;0.200000;0.200000;0.023569;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
40.000000;0.200000;0.200000;0.200000;0.105051;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
60.000000;0.200000;0.200000;0.200000;0.200000;0.173737;0.000673;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
80.002000;0.200000;0.200000;0.200000;0.200000;0.200000;0.162290;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
100.002000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.179798;0.001347;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
120.002000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.173737;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
140.002000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.154209;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
160.000000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.180471;0.001347;0.000000;0.000000;0.000000;0.000000;0.000000;
180.000000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.183838;0.001347;0.002020;0.000000;0.000000;0.000000;
200.000000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.023569;0.000000;0.001347;0.000000;
220.000000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.103704;0.000000;0.000673;
240.000000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.194613;0.047811;
260.000000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;
280.000000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;
300.000000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;
320.000000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;
340.000000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;
360.000000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;0.200000;
