t	T	T	T
0.193299999999995	889.626334049041	885.829813230064	885.801528569199
0.193399999999995	889.628193970858	885.825468403218	885.79702872709
0.193499999999995	889.630052754946	885.821124374326	885.792528885806
0.193599999999995	889.631910393092	885.816781147129	885.788029045352
0.193699999999995	889.633766877158	885.812438725385	885.783529205732
0.193799999999995	889.635622199078	885.808097112867	885.77902936695
0.193899999999995	889.637476350858	885.803756313363	885.77452952901
0.193999999999995	889.639329324573	885.799416330678	885.770029691917
0.194099999999995	889.641181112372	885.79507716863	885.765529855673
0.194199999999995	889.64303170647	885.790738831055	885.761030020284
0.194299999999995	889.644881099158	885.786401321802	885.756530185754
0.194399999999995	889.64672928279	885.782064644737	885.752030352086
0.194499999999995	889.648576249796	885.777728803743	885.747530519285
0.194599999999995	889.65042199267	885.773393802716	885.743030687355
0.194699999999995	889.652266503976	885.76905964557	885.7385308563
0.194799999999995	889.654109776346	885.764726336233	885.734031026125
0.194899999999995	889.655951802482	885.76039387865	885.729531196834
0.194999999999995	889.657792575151	885.756062276782	885.72503136843
0.195099999999995	889.659632087187	885.751731534605	885.720531540919
0.195199999999995	889.661470331492	885.747401656112	885.716031714305
0.195299999999995	889.663307301034	885.743072645311	885.711531888592
0.195399999999995	889.665142988846	885.738744506228	885.707032063784
0.195499999999995	889.666977388028	885.734417242903	885.702532239886
0.195599999999995	889.668810491744	885.730090859392	885.698032416902
0.195699999999995	889.670642293223	885.72576535977	885.693532594836
0.195799999999995	889.67247278576	885.721440748127	885.689032773693
0.195899999999995	889.674301962712	885.717117028566	885.684532953478
0.195999999999995	889.676129817501	885.712794205213	885.680033134195
0.196099999999995	889.677956343612	885.708472282204	885.675533315847
0.196199999999995	889.679781534594	885.704151263695	885.671033498441
0.196299999999995	889.681605384057	885.699831153859	885.66653368198
0.196399999999995	889.683427885674	885.695511956883	885.66203386647
0.196499999999995	889.68524903318	885.691193676972	885.657534051913
0.196599999999995	889.687068820372	885.686876318349	885.653034238316
0.196699999999995	889.688887241109	885.682559885251	885.648534425682
0.196799999999995	889.690704289308	885.678244381935	885.644034614017
0.196899999999995	889.69251995895	885.673929812671	885.639534803324
0.196999999999995	889.694334244074	885.669616181749	885.63503499361
0.197099999999995	889.696147138778	885.665303493475	885.630535184877
0.197199999999995	889.697958637223	885.660991752171	885.626035377132
0.197299999999995	889.699768733625	885.656680962178	885.621535570378
0.197399999999995	889.701577422262	885.652371127853	885.617035764621
0.197499999999995	889.703384697469	885.64806225357	885.612535959865
0.197599999999995	889.70519055364	885.643754343719	885.608036156116
0.197699999999995	889.706994985224	885.639447402711	885.603536353377
0.197799999999995	889.708797986731	885.635141434969	885.599036551654
0.197899999999995	889.710599552726	885.630836444939	885.594536750951
0.197999999999995	889.71239967783	885.626532437079	885.590036951274
0.198099999999995	889.714198356724	885.622229415869	885.585537152627
0.198199999999994	889.715995584141	885.617927385803	885.581037355016
0.198299999999994	889.717791354871	885.613626351395	885.576537558445
0.198399999999994	889.71958566376	885.609326317175	885.572037762919
0.198499999999994	889.721378505709	885.605027287692	885.567537968443
0.198599999999994	889.723169875673	885.600729267511	885.563038175022
0.198699999999994	889.724959768662	885.596432261216	885.558538382661
0.198799999999994	889.726748179739	885.592136273408	885.554038591366
0.198899999999994	889.728535104022	885.587841308707	885.549538801141
0.198999999999994	889.730320536681	885.58354737175	885.545039011991
0.199099999999994	889.73210447294	885.579254467192	885.540539223922
0.199199999999994	889.733886908075	885.574962599705	885.536039436939
0.199299999999994	889.735667837416	885.570671773981	885.531539651046
0.199399999999994	889.737447256344	885.56638199473	885.527039866249
0.199499999999994	889.73922516029	885.562093266678	885.522540082554
0.199599999999994	889.741001544739	885.55780559457	885.518040299965
0.199699999999994	889.742776405225	885.553518983172	885.513540518487
0.199799999999994	889.744549737336	885.549233437263	885.509040738127
0.199899999999994	889.746321536706	885.544948961646	885.504540958889
0.199999999999994	889.748091799023	885.540665561138	885.500041180778
0.200099999999994	889.749860520023	885.536383240577	885.4955414038
0.200199999999994	889.751627695491	885.532102004818	885.491041627961
0.200299999999994	889.753393321262	885.527821858736	885.486541853265
0.200399999999994	889.75515739322	885.523542807222	885.482042079718
0.200499999999994	889.756919907298	885.519264855189	885.477542307326
0.200599999999994	889.758680859475	885.514988007567	885.473042536094
0.200699999999994	889.76044024578	885.510712269304	885.468542766027
0.200799999999994	889.76219806229	885.506437645368	885.464042997131
0.200899999999994	889.763954305128	885.502164140746	885.459543229411
0.200999999999994	889.765708970465	885.497891760441	885.455043462874
0.201099999999994	889.767462054516	885.49362050948	885.450543697524
0.201199999999994	889.769213553547	885.489350392904	885.446043933367
0.201299999999994	889.770963463867	885.485081415776	885.441544170409
0.201399999999994	889.772711781832	885.480813583178	885.437044408656
0.201499999999994	889.774458503841	885.47654690021	885.432544648113
0.201599999999994	889.776203626343	885.47228137199	885.428044888785
0.201699999999994	889.777947145827	885.468017003659	885.423545130679
0.201799999999994	889.77968905883	885.463753800375	885.419045373801
0.201899999999994	889.781429361931	885.459491767314	885.414545618155
0.201999999999994	889.783168051756	885.455230909673	885.410045863749
0.202099999999994	889.784905124972	885.45097123267	885.405546110587
0.202199999999994	889.78664057829	885.446712741538	885.401046358675
0.202299999999994	889.788374408464	885.442455441535	885.39654660802
0.202399999999994	889.790106612293	885.438199337934	885.392046858628
0.202499999999994	889.791837186617	885.433944436029	885.387547110503
0.202599999999994	889.793566128317	885.429690741136	885.383047363653
0.202699999999994	889.795293434318	885.425438258588	885.378547618083
0.202799999999994	889.797019101587	885.421186993739	885.374047873798
0.202899999999994	889.79874312713	885.416936951961	885.369548130806
0.202999999999994	889.800465507998	885.412688138649	885.365048389113
0.203099999999994	889.802186241278	885.408440559215	885.360548648723
0.203199999999994	889.803905324103	885.404194219093	885.356048909644
0.203299999999994	889.805622753642	885.399949123736	885.351549171882
0.203399999999994	889.807338527106	885.395705278617	885.347049435442
0.203499999999994	889.809052641747	885.391462689229	885.342549700331
0.203599999999994	889.810765094854	885.387221361087	885.338049966555
0.203699999999994	889.812475883756	885.382981299724	885.33355023412
0.203799999999994	889.814185005823	885.378742510693	885.329050503033
0.203899999999994	889.815892458461	885.37450499957	885.324550773299
0.203999999999994	889.817598239116	885.370268771949	885.320051044926
0.204099999999994	889.819302345272	885.366033833446	885.315551317919
0.204199999999994	889.821004774451	885.361800189695	885.311051592285
0.204299999999994	889.822705524213	885.357567846353	885.306551868031
0.204399999999994	889.824404592154	885.353336809096	885.302052145162
0.204499999999994	889.826101975908	885.349107083622	885.297552423684
0.204599999999994	889.827797673146	885.344878675649	885.293052703606
0.204699999999994	889.829491681577	885.340651590915	885.288552984933
0.204799999999994	889.831183998944	885.33642583518	885.284053267671
0.204899999999994	889.832874623027	885.332201414223	885.279553551827
0.204999999999994	889.834563551642	885.327978333847	885.275053837408
0.205099999999994	889.836250782642	885.323756599871	885.27055412442
0.205199999999994	889.837936313912	885.31953621814	885.266054412871
0.205299999999994	889.839620143377	885.315317194518	885.261554702766
0.205399999999994	889.841302268991	885.311099534888	885.257054994112
0.205499999999994	889.842982688748	885.306883245157	885.252555286916
0.205599999999994	889.844661400674	885.302668331252	885.248055581185
0.205699999999994	889.846338402827	885.298454799121	885.243555876926
0.205799999999994	889.848013693304	885.294242654734	885.239056174145
0.205899999999994	889.849687270231	885.290031904082	885.23455647285
0.205999999999994	889.851359131771	885.285822553175	885.230056773046
0.206099999999994	889.853029276116	885.281614608048	885.225557074742
0.206199999999994	889.854697701495	885.277408074756	885.221057377943
0.206299999999994	889.856364406168	885.273202959374	885.216557682657
0.206399999999994	889.858029388427	885.268999268001	885.212057988892
0.206499999999994	889.859692646597	885.264797006755	885.207558296653
0.206599999999994	889.861354179035	885.260596181778	885.203058605948
0.206699999999994	889.86301398413	885.256396799233	885.198558916784
0.206799999999994	889.8646720603	885.252198865302	885.194059229168
0.206899999999994	889.866328405999	885.248002386193	885.189559543107
0.206999999999994	889.867983019708	885.243807368133	885.185059858609
0.207099999999994	889.869635899941	885.239613817372	885.18056017568
0.207199999999994	889.871287045241	885.23542174018	885.176060494328
0.207299999999993	889.872936454183	885.231231142852	885.17156081456
0.207399999999993	889.874584125372	885.227042031703	885.167061136383
0.207499999999993	889.876230057442	885.222854413069	885.162561459805
0.207599999999993	889.877874249057	885.218668293311	885.158061784834
0.207699999999993	889.879516698911	885.214483678809	885.153562111475
0.207799999999993	889.881157405727	885.210300575968	885.149062439737
0.207899999999993	889.882796368257	885.206118991213	885.144562769628
0.207999999999993	889.884433585282	885.201938930991	885.140063101154
0.208099999999993	889.886069055612	885.197760401775	885.135563434323
0.208199999999993	889.887702778085	885.193583410054	885.131063769143
0.208299999999993	889.889334751567	885.189407962346	885.126564105621
0.208399999999993	889.890964974952	885.185234065187	885.122064443765
0.208499999999993	889.892593447163	885.181061725137	885.117564783583
0.208599999999993	889.894220167149	885.176890948778	885.113065125082
0.208699999999993	889.895845133887	885.172721742715	885.108565468269
0.208799999999993	889.897468346382	885.168554113576	885.104065813154
0.208899999999993	889.899089803664	885.164388068009	885.099566159742
0.208999999999993	889.900709504793	885.160223612689	885.095066508042
0.209099999999993	889.902327448851	885.156060754311	885.090566858063
0.209199999999993	889.903943634951	885.151899499592	885.086067209811
0.209299999999993	889.905558062229	885.147739855274	885.081567563295
0.209399999999993	889.907170729848	885.14358182812	885.077067918522
0.209499999999993	889.908781636997	885.139425424917	885.072568275501
0.209599999999993	889.91039078289	885.135270652474	885.068068634239
0.209699999999993	889.911998166768	885.131117517624	885.063568994745
0.209799999999993	889.913603787894	885.126966027223	885.059069357026
0.209899999999993	889.91520764556	885.122816188148	885.054569721091
0.209999999999993	889.916809739078	885.118668007302	885.050070086947
0.210099999999993	889.91841006779	885.114521491609	885.045570454604
0.210199999999993	889.920008631057	885.110376648017	885.041070824068
0.210299999999993	889.921605428269	885.106233483498	885.036571195349
0.210399999999993	889.923200458836	885.102092005045	885.032071568455
0.210499999999993	889.924793722196	885.097952219676	885.027571943393
0.210599999999993	889.926385217806	885.093814134432	885.023072320172
0.210699999999993	889.92797494515	885.089677756378	885.0185726988
0.210799999999993	889.929562903733	885.0855430926	885.014073079287
0.210899999999993	889.931149093086	885.081410150211	885.00957346164
0.210999999999993	889.93273351276	885.077278936345	885.005073845867
0.211099999999993	889.93431616233	885.073149458159	885.000574231978
0.211199999999993	889.935897041393	885.069021722836	884.996074619981
0.211299999999993	889.937476149568	885.064895737581	884.991575009883
0.211399999999993	889.939053486499	885.060771509622	884.987075401695
0.211499999999993	889.940629051849	885.056649046213	884.982575795424
0.211599999999993	889.942202845303	885.052528354629	884.97807619108
0.211699999999993	889.943774866569	885.04840944217	884.97357658867
0.211799999999993	889.945345115376	885.044292316161	884.969076988204
0.211899999999993	889.946913591474	885.040176983948	884.96457738969
0.211999999999993	889.948480294634	885.036063452904	884.960077793138
0.212099999999993	889.95004522465	885.031951730423	884.955578198556
0.212199999999993	889.951608381334	885.027841823925	884.951078605952
0.212299999999993	889.953169764519	885.023733740853	884.946579015337
0.212399999999993	889.954729374061	885.019627488675	884.942079426718
0.212499999999993	889.956287209834	885.01552307488	884.937579840105
0.212599999999993	889.957843271732	885.011420506986	884.933080255507
0.212699999999993	889.959397559671	885.00731979253	884.928580672933
0.212799999999993	889.960950073584	885.003220939077	884.924081092392
0.212899999999993	889.962500813426	884.999123954214	884.919581513893
0.212999999999993	889.964049779171	884.995028845554	884.915081937446
0.213099999999993	889.965596970811	884.990935620731	884.910582363059
0.213199999999993	889.967142388359	884.986844287407	884.906082790741
0.213299999999993	889.968686031846	884.982754853266	884.901583220503
0.213399999999993	889.970227901321	884.978667326018	884.897083652353
0.213499999999993	889.971767996854	884.974581713395	884.892584086301
0.213599999999993	889.973306318532	884.970498023156	884.888084522357
0.213699999999993	889.974842866461	884.966416263081	884.883584960529
0.213799999999993	889.976377640763	884.962336440979	884.879085400827
0.213899999999993	889.977910641582	884.958258564681	884.87458584326
0.213999999999993	889.979441869076	884.954182642041	884.870086287839
0.214099999999993	889.980971323424	884.95010868094	884.865586734573
0.214199999999993	889.982499004821	884.946036689283	884.861087183471
0.214299999999993	889.98402491348	884.941966674999	884.856587634543
0.214399999999993	889.98554904963	884.937898646042	884.852088087799
0.214499999999993	889.98707141352	884.933832610391	884.847588543249
0.214599999999993	889.988592005412	884.929768576049	884.843089000902
0.214699999999993	889.990110825588	884.925706551044	884.838589460768
0.214799999999993	889.991627874347	884.92164654343	884.834089922857
0.214899999999993	889.993143152003	884.917588561283	884.82959038718
0.214999999999993	889.994656658886	884.913532612706	884.825090853745
0.215099999999993	889.996168395344	884.909478705826	884.820591322563
0.215199999999993	889.99767836174	884.905426848796	884.816091793645
0.215299999999993	889.999186558454	884.901377049792	884.811592266999
0.215399999999993	890.000692985882	884.897329317016	884.807092742636
0.215499999999993	890.002197644434	884.893283658696	884.802593220567
0.215599999999993	890.003700534537	884.889240083082	884.798093700802
0.215699999999993	890.005201656633	884.885198598452	884.79359418335
0.215799999999993	890.006701011181	884.881159213107	884.789094668222
0.215899999999993	890.008198598652	884.877121935375	884.784595155429
0.215999999999993	890.009694419535	884.873086773606	884.78009564498
0.216099999999993	890.011188474333	884.869053736179	884.775596136887
0.216199999999993	890.012680763563	884.865022831494	884.771096631159
0.216299999999992	890.014171287758	884.86099406798	884.766597127807
0.216399999999992	890.015660047464	884.856967454088	884.762097626842
0.216499999999992	890.017147043244	884.852942998297	884.757598128274
0.216599999999992	890.018632275672	884.848920709108	884.753098632115
0.216699999999992	890.020115745338	884.844900595049	884.748599138373
0.216799999999992	890.021597452847	884.840882664675	884.744099647061
0.216899999999992	890.023077398815	884.836866926562	884.739600158189
0.216999999999992	890.024555583876	884.832853389315	884.735100671767
0.217099999999992	890.026032008673	884.828842061562	884.730601187807
0.217199999999992	890.027506673866	884.824832951959	884.726101706319
0.217299999999992	890.028979580127	884.820826069183	884.721602227315
0.217399999999992	890.030450728141	884.816821421941	884.717102750806
0.217499999999992	890.031920118608	884.812819018963	884.712603276801
0.217599999999992	890.033387752238	884.808818869003	884.708103805313
0.217699999999992	890.034853629757	884.804820980843	884.703604336353
0.217799999999992	890.036317751902	884.80082536329	884.699104869931
0.217899999999992	890.037780119424	884.796832025175	884.694605406059
0.217999999999992	890.039240733084	884.792840975357	884.690105944748
0.218099999999992	890.040699593659	884.788852222716	884.685606486009
0.218199999999992	890.042156701936	884.784865776162	884.681107029855
0.218299999999992	890.043612058715	884.780881644628	884.676607576295
0.218399999999992	890.045065664808	884.776899837074	884.672108125341
0.218499999999992	890.046517521038	884.772920362484	884.667608677006
0.218599999999992	890.047967628243	884.768943229868	884.6631092313
0.218699999999992	890.049415987269	884.764968448262	884.658609788235
0.218799999999992	890.050862598976	884.760996026728	884.654110347823
0.218899999999992	890.052307464235	884.757025974352	884.649610910074
0.218999999999992	890.053750583928	884.753058300246	884.645111475002
0.219099999999992	890.055191958949	884.74909301355	884.640612042617
0.219199999999992	890.056631590203	884.745130123425	884.636112612932
0.219299999999992	890.058069478606	884.741169639061	884.631613185958
0.219399999999992	890.059505625086	884.737211569674	884.627113761707
0.219499999999992	890.06094003058	884.733255924503	884.622614340191
0.219599999999992	890.062372696037	884.729302712814	884.618114921423
0.219699999999992	890.063803622416	884.7253519439	884.613615505413
0.219799999999992	890.065232810689	884.721403627076	884.609116092174
0.219899999999992	890.066660261836	884.717457771687	884.604616681719
0.219999999999992	890.068085976847	884.713514387099	884.600117274059
0.220099999999992	890.069509956725	884.709573482709	884.595617869207
0.220199999999992	890.07093220248	884.705635067935	884.591118467174
0.220299999999992	890.072352715135	884.701699152222	884.586619067974
0.220399999999992	890.073771495721	884.697765745042	884.582119671618
0.220499999999992	890.07518854528	884.693834855892	884.577620278119
0.220599999999992	890.076603864863	884.689906494294	884.57312088749
0.220699999999992	890.078017455532	884.685980669796	884.568621499742
0.220799999999992	890.079429318357	884.682057391971	884.564122114889
0.220899999999992	890.080839454418	884.678136670419	884.559622732943
0.220999999999992	890.082247864805	884.674218514766	884.555123353917
0.221099999999992	890.083654550617	884.670302934661	884.550623977823
0.221199999999992	890.085059512962	884.66638993978	884.546124604675
0.221299999999992	890.086462752957	884.662479539827	884.541625234484
0.221399999999992	890.08786427173	884.658571744529	884.537125867264
0.221499999999992	890.089264070414	884.654666563638	884.532626503028
0.221599999999992	890.090662150155	884.650764006933	884.528127141789
0.221699999999992	890.092058512106	884.64686408422	884.523627783559
0.221799999999992	890.093453157427	884.642966805329	884.519128428352
0.221899999999992	890.094846087289	884.639072180114	884.514629076182
0.221999999999992	890.096237302872	884.635180218458	884.51012972706
0.222099999999992	890.097626805361	884.631290930268	884.505630381
0.222199999999992	890.099014595953	884.627404325476	884.501131038016
0.222299999999992	890.10040067585	884.623520414041	884.496631698121
0.222399999999992	890.101785046266	884.619639205945	884.492132361328
0.222499999999992	890.10316770842	884.615760711199	884.487633027651
0.222599999999992	890.104548663539	884.611884939838	884.483133697103
0.222699999999992	890.10592791286	884.608011901922	884.478634369697
0.222799999999992	890.107305457625	884.604141607537	884.474135045448
0.222899999999992	890.108681299087	884.600274066795	884.469635724369
0.222999999999992	890.110055438504	884.596409289832	884.465136406473
0.223099999999992	890.111427877143	884.592547286812	884.460637091775
0.223199999999992	890.112798616278	884.588688067922	884.456137780288
0.223299999999992	890.114167657189	884.584831643376	884.451638472025
0.223399999999992	890.115535001167	884.580978023413	884.447139167002
0.223499999999992	890.116900649506	884.577127218298	884.442639865232
0.223599999999992	890.118264603509	884.57327923832	884.438140566728
0.223699999999992	890.119626864488	884.569434093794	884.433641271505
0.223799999999992	890.120987433759	884.565591795062	884.429141979578
0.223899999999992	890.122346312645	884.561752352489	884.424642690959
0.223999999999992	890.123703502479	884.557915776467	884.420143405664
0.224099999999992	890.125059004597	884.554082077413	884.415644123707
0.224199999999992	890.126412820344	884.550251265768	884.411144845102
0.224299999999992	890.127764951072	884.546423351999	884.406645569864
0.224399999999992	890.129115398137	884.5425983466	884.402146298007
0.224499999999992	890.130464162903	884.538776260089	884.397647029545
0.224599999999992	890.131811246741	884.534957103008	884.393147764493
0.224699999999992	890.133156651028	884.531140885925	884.388648502866
0.224799999999992	890.134500377147	884.527327619434	884.384149244678
0.224899999999992	890.135842426487	884.523517314153	884.379649989944
0.224999999999992	890.137182800442	884.519709980727	884.37515073868
0.225099999999992	890.138521500415	884.515905629823	884.370651490899
0.225199999999992	890.139858527812	884.512104272136	884.366152246617
0.225299999999992	890.141193884046	884.508305918384	884.361653005848
0.225399999999991	890.142527570537	884.504510579311	884.357153768609
0.225499999999991	890.14385958871	884.500718265687	884.352654534913
0.225599999999991	890.145189939994	884.496928988304	884.348155304776
0.225699999999991	890.146518625825	884.493142757981	884.343656078213
0.225799999999991	890.147845647646	884.489359585562	884.33915685524
0.225899999999991	890.149171006903	884.485579481915	884.334657635872
0.225999999999991	890.150494705048	884.481802457933	884.330158420124
0.226099999999991	890.151816743539	884.478028524533	884.325659208011
0.226199999999991	890.153137123841	884.47425769266	884.32115999955
0.226299999999991	890.154455847419	884.470489973279	884.316660794755
0.226399999999991	890.155772915749	884.466725377383	884.312161593642
0.226499999999991	890.157088330308	884.462963915988	884.307662396228
0.226599999999991	890.158402092581	884.459205600136	884.303163202527
0.226699999999991	890.159714204055	884.455450440891	884.298664012556
0.226799999999991	890.161024666225	884.451698449344	884.29416482633
0.226899999999991	890.162333480587	884.44794963661	884.289665643866
0.226999999999991	890.163640648646	884.444204013828	884.285166465179
0.227099999999991	890.164946171909	884.440461592161	884.280667290286
0.227199999999991	890.166250051888	884.436722382796	884.276168119202
0.227299999999991	890.167552290101	884.432986396946	884.271668951944
0.227399999999991	890.168852888068	884.429253645846	884.267169788528
0.227499999999991	890.170151847316	884.425524140757	884.26267062897
0.227599999999991	890.171449169376	884.421797892964	884.258171473287
0.227699999999991	890.172744855781	884.418074913775	884.253672321494
0.227799999999991	890.174038908071	884.414355214522	884.24917317361
0.227899999999991	890.17533132779	884.410638806562	884.244674029649
0.227999999999991	890.176622116484	884.406925701275	884.240174889629
0.228099999999991	890.177911275706	884.403215910066	884.235675753567
0.228199999999991	890.17919880701	884.399509444363	884.231176621479
0.228299999999991	890.180484711957	884.395806315618	884.226677493382
0.228399999999991	890.18176899211	884.392106535307	884.222178369293
0.228499999999991	890.183051649036	884.388410114928	884.217679249228
0.228599999999991	890.184332684308	884.384717066004	884.213180133206
0.228699999999991	890.1856120995	884.381027400083	884.208681021242
0.228799999999991	890.18688989619	884.377341128734	884.204181913354
0.228899999999991	890.188166075962	884.37365826355	884.19968280956
0.228999999999991	890.189440640402	884.369978816148	884.195183709876
0.229099999999991	890.1907135911	884.366302798167	884.19068461432
0.229199999999991	890.191984929648	884.362630221272	884.186185522909
0.229299999999991	890.193254657644	884.358961097148	884.181686435661
0.229399999999991	890.194522776687	884.355295437506	884.177187352593
0.229499999999991	890.195789288382	884.351633254077	884.172688273723
0.229599999999991	890.197054194335	884.347974558617	884.168189199069
0.229699999999991	890.198317496157	884.344319362904	884.163690128648
0.229799999999991	890.19957919546	884.340667678741	884.159191062478
0.229899999999991	890.200839293861	884.33701951795	884.154692000577
0.229999999999991	890.202097792981	884.333374892379	884.150192942963
0.230099999999991	890.203354694441	884.329733813896	884.145693889654
0.230199999999991	890.204609999867	884.326096294395	884.141194840668
0.230299999999991	890.205863710888	884.322462345789	884.136695796023
0.230399999999991	890.207115829137	884.318831980015	884.132196755737
0.230499999999991	890.208366356246	884.315205209032	884.127697719829
0.230599999999991	890.209615293854	884.311582044823	884.123198688317
0.230699999999991	890.210862643602	884.307962499389	884.11869966122
0.230799999999991	890.21210840713	884.304346584758	884.114200638555
0.230899999999991	890.213352586087	884.300734312976	884.109701620342
0.230999999999991	890.214595182119	884.297125696115	884.105202606599
0.231099999999991	890.215836196877	884.293520746264	884.100703597345
0.231199999999991	890.217075632016	884.289919475538	884.096204592599
0.231299999999991	890.21831348919	884.286321896071	884.091705592379
0.231399999999991	890.219549770058	884.282728020021	884.087206596704
0.231499999999991	890.220784476282	884.279137859565	884.082707605594
0.231599999999991	890.222017609523	884.275551426904	884.078208619068
0.231699999999991	890.223249171449	884.271968734257	884.073709637144
0.231799999999991	890.224479163726	884.268389793869	884.069210659842
0.231899999999991	890.225707588025	884.264814618001	884.064711687181
0.231999999999991	890.226934446019	884.261243218938	884.06021271918
0.232099999999991	890.228159739381	884.257675608987	884.055713755859
0.232199999999991	890.229383469788	884.254111800473	884.051214797238
0.232299999999991	890.230605638919	884.250551805744	884.046715843336
0.232399999999991	890.231826248455	884.246995637168	884.042216894172
0.232499999999991	890.233045300079	884.243443307133	884.037717949767
0.232599999999991	890.234262795475	884.239894828049	884.03321901014
0.232699999999991	890.23547873633	884.236350212346	884.028720075311
0.232799999999991	890.236693124332	884.232809472473	884.0242211453
0.232899999999991	890.237905961173	884.2292726209	884.019722220127
0.232999999999991	890.239117248544	884.225739670118	884.015223299812
0.233099999999991	890.240326988139	884.222210632638	884.010724384376
0.233199999999991	890.241535181654	884.218685520988	884.006225473838
0.233299999999991	890.242741830787	884.21516434772	884.001726568219
0.233399999999991	890.243946937236	884.211647125404	883.997227667539
0.233499999999991	890.245150502703	884.208133866628	883.992728771819
0.233599999999991	890.246352528889	884.204624584003	883.988229881079
0.233699999999991	890.2475530175	884.201119290155	883.983730995341
0.233799999999991	890.248751970239	884.197617997733	883.979232114624
0.233899999999991	890.249949388813	884.194120719403	883.97473323895
0.233999999999991	890.251145274932	884.190627467852	883.970234368338
0.234099999999991	890.252339630305	884.187138255785	883.965735502812
0.234199999999991	890.253532456643	884.183653095924	883.96123664239
0.234299999999991	890.254723755659	884.180172001012	883.956737787096
0.234399999999991	890.255913529065	884.176694983811	883.952238936948
0.23449999999999	890.257101778578	884.1732220571	883.94774009197
0.23459999999999	890.258288505913	884.169753233677	883.943241252182
0.23469999999999	890.259473712788	884.166288526358	883.938742417606
0.23479999999999	890.260657400921	884.162827947977	883.934243588262
0.23489999999999	890.261839572033	884.159371511386	883.929744764174
0.23499999999999	890.263020227844	884.155919229456	883.925245945362
0.23509999999999	890.264199370075	884.152471115074	883.920747131849
0.23519999999999	890.265377000451	884.149027181147	883.916248323655
0.23529999999999	890.266553120694	884.145587440598	883.911749520803
0.23539999999999	890.267727732531	884.142151906366	883.907250723316
0.23549999999999	890.268900837686	884.138720591409	883.902751931214
0.23559999999999	890.270072437886	884.135293508703	883.89825314452
0.23569999999999	890.27124253486	884.13187067124	883.893754363257
0.23579999999999	890.272411130335	884.128452092027	883.889255587447
0.23589999999999	890.273578226041	884.125037784091	883.884756817112
0.23599999999999	890.274743823709	884.121627760473	883.880258052274
0.23609999999999	890.275907925068	884.118222034233	883.875759292957
0.23619999999999	890.277070531852	884.114820618445	883.871260539183
0.23629999999999	890.278231645791	884.1114235262	883.866761790974
0.23639999999999	890.279391268619	884.108030770605	883.862263048354
0.23649999999999	890.280549402069	884.104642364783	883.857764311345
0.23659999999999	890.281706047876	884.101258321874	883.85326557997
0.23669999999999	890.282861207775	884.09787865503	883.848766854253
0.23679999999999	890.284014883501	884.094503377423	883.844268134217
0.23689999999999	890.28516707679	884.091132502238	883.839769419884
0.23699999999999	890.286317789378	884.087766042675	883.835270711279
0.23709999999999	890.287467023002	884.084404011949	883.830772008424
0.23719999999999	890.288614779399	884.081046423291	883.826273311344
0.23729999999999	890.289761060308	884.077693289946	883.821774620061
0.23739999999999	890.290905867466	884.074344625174	883.8172759346
0.23749999999999	890.292049202612	884.071000442249	883.812777254984
0.23759999999999	890.293191067485	884.067660754458	883.808278581238
0.23769999999999	890.294331463823	884.064325575106	883.803779913384
0.23779999999999	890.295470393367	884.060994917509	883.799281251447
0.23789999999999	890.296607857855	884.057668794996	883.794782595452
0.23799999999999	890.297743859029	884.054347220912	883.790283945422
0.23809999999999	890.298878398627	884.051030208615	883.785785301382
0.23819999999999	890.300011478391	884.047717771475	883.781286663357
0.23829999999999	890.301143100061	884.044409922876	883.77678803137
0.23839999999999	890.302273265377	884.041106676216	883.772289405446
0.23849999999999	890.303401976081	884.037808044905	883.76779078561
0.23859999999999	890.304529233912	884.034514042365	883.763292171887
0.23869999999999	890.305655040613	884.031224682032	883.758793564302
0.23879999999999	890.306779397923	884.027939977353	883.754294962879
0.23889999999999	890.307902307585	884.024659941788	883.749796367644
0.23899999999999	890.309023771338	884.021384588808	883.745297778621
0.23909999999999	890.310143790923	884.018113931898	883.740799195837
0.23919999999999	890.311262368083	884.014847984552	883.736300619315
0.23929999999999	890.312379504557	884.011586760278	883.731802049082
0.23939999999999	890.313495202085	884.008330272593	883.727303485164
0.23949999999999	890.31460946241	884.005078535027	883.722804927585
0.23959999999999	890.31572228727	884.00183156112	883.718306376372
0.23969999999999	890.316833678407	883.998589364424	883.71380783155
0.23979999999999	890.317943637561	883.995351958499	883.709309293145
0.23989999999999	890.31905216647	883.992119356918	883.704810761183
0.23999999999999	890.320159266876	883.988891573264	883.700312235691
0.24009999999999	890.321264940517	883.985668621129	883.695813716694
0.24019999999999	890.322369189133	883.982450514115	883.691315204218
0.24029999999999	890.323472014462	883.979237265834	883.686816698291
0.24039999999999	890.324573418242	883.976028889908	883.682318198937
0.24049999999999	890.325673402214	883.972825399968	883.677819706185
0.24059999999999	890.326771968113	883.969626809654	883.673321220061
0.24069999999999	890.327869117677	883.966433132615	883.668822740591
0.24079999999999	890.328964852644	883.963244382507	883.664324267802
0.24089999999999	890.33005917475	883.960060572999	883.659825801721
0.24099999999999	890.331152085732	883.956881717765	883.655327342376
0.24109999999999	890.332243587325	883.953707830486	883.650828889793
0.24119999999999	890.333333681265	883.950538924855	883.646330444
0.24129999999999	890.334422369286	883.947375014569	883.641832005024
0.24139999999999	890.335509653123	883.944216113335	883.637333572892
