t	T	T	T
0.0053	894.261591174782	894.261500089142	894.261500000089
0.0054	894.257095642792	894.25700009351	894.257000000093
0.0055	894.252595642792	894.25250009796	894.252500000097
0.0056	894.248099990129	894.24800009796	894.248000000097
0.0057	894.243604414021	894.243500102267	894.243500000102
0.0058	894.239108914447	894.239000106648	894.239000000106
0.0059	894.234613491387	894.234500111104	894.234500000111
0.006	894.230118144822	894.230000115634	894.230000000115
0.0061	894.225622874732	894.225500120238	894.22550000012
0.0062	894.221127681099	894.221000124917	894.221000000124
0.0063	894.216632563904	894.21650012967	894.216500000129
0.0064	894.21213752313	894.212000134497	894.212000000134
0.0065	894.207642558758	894.207500139399	894.207500000139
0.0066	894.203147670772	894.203000144375	894.203000000144
0.0067	894.198652859154	894.198500149425	894.198500000149
0.0068	894.194158123887	894.19400015455	894.194000000154
0.00690000000000001	894.189663464956	894.189500159749	894.189500000159
0.00700000000000001	894.185168882345	894.185000165022	894.185000000164
0.00710000000000001	894.180674376037	894.180500170369	894.18050000017
0.00720000000000001	894.176179946019	894.17600017579	894.176000000175
0.00730000000000001	894.171685592276	894.171500181286	894.171500000181
0.00740000000000001	894.167191314794	894.167000186856	894.167000000186
0.00750000000000001	894.162697113558	894.1625001925	894.162500000192
0.00760000000000001	894.158202988555	894.158000198218	894.158000000197
0.00770000000000001	894.153708939774	894.153500204011	894.153500000203
0.00780000000000001	894.1492149672	894.149000209878	894.149000000209
0.00790000000000001	894.144721070823	894.144500215819	894.144500000215
0.00800000000000001	894.140227250631	894.140000221834	894.140000000221
0.00810000000000001	894.135733506612	894.135500227923	894.135500000227
0.00820000000000001	894.131239838757	894.131000234086	894.131000000233
0.00830000000000001	894.126746247054	894.126500240324	894.12650000024
0.0084	894.122252731495	894.122000246635	894.122000000246
0.0085	894.117759292071	894.117500253021	894.117500000252
0.0086	894.113265928772	894.113000259481	894.113000000259
0.0087	894.108772641591	894.108500266016	894.108500000265
0.0088	894.104279430519	894.104000272624	894.104000000272
0.0089	894.099786295551	894.099500279306	894.099500000278
0.009	894.095293236679	894.095000286063	894.095000000285
0.0091	894.090800253898	894.090500292894	894.090500000292
0.0092	894.086307347201	894.086000299799	894.086000000299
0.0093	894.081814516584	894.081500306778	894.081500000306
0.0094	894.077321762043	894.077000313831	894.077000000313
0.0095	894.072829083573	894.072500320958	894.07250000032
0.0096	894.068336481172	894.06800032816	894.068000000327
0.0097	894.063843954837	894.063500335436	894.063500000334
0.0098	894.059351504564	894.059000342785	894.059000000342
0.0099	894.054859130354	894.05450035021	894.054500000349
0.01	894.050366832205	894.050000357708	894.050000000357
0.0101	894.045874610117	894.04550036528	894.045500000364
0.0102	894.04138246409	894.041000372927	894.041000000372
0.0103	894.036890394124	894.036500380648	894.03650000038
0.0104	894.032398400222	894.032000388443	894.032000000387
0.0105	894.027906482385	894.027500396312	894.027500000395
0.0106	894.023414640617	894.023000404256	894.023000000403
0.0107	894.01892287492	894.018500412273	894.018500000411
0.0108	894.014431185298	894.014000420365	894.014000000419
0.0109	894.009939571757	894.009500428532	894.009500000427
0.011	894.005448034301	894.005000436772	894.005000000436
0.0111	894.000956572938	894.000500445087	894.000500000444
0.0112	893.996465187672	893.996000453476	893.996000000452
0.0113	893.991973878512	893.99150046194	893.991500000461
0.0114	893.987482645466	893.987000470478	893.987000000469
0.0115	893.982991488543	893.98250047909	893.982500000478
0.0116	893.978500407752	893.978000487777	893.978000000487
0.0117	893.974009403103	893.973500496538	893.973500000495
0.0118	893.969518474607	893.969000505373	893.969000000504
0.0119	893.965027622276	893.964500514283	893.964500000513
0.012	893.960536846122	893.960000523267	893.960000000522
0.0121	893.956046146159	893.955500532326	893.955500000531
0.0122	893.9515555224	893.951000541459	893.95100000054
0.0123	893.947064974859	893.946500550667	893.946500000549
0.0124	893.942574503553	893.942000559949	893.942000000559
0.0125	893.938084108498	893.937500569306	893.937500000568
0.0126	893.933593789709	893.933000578738	893.933000000577
0.0127	893.929103547206	893.928500588244	893.928500000587
0.0128	893.924613381006	893.924000597825	893.924000000596
0.0129	893.92012329113	893.91950060748	893.919500000606
0.013	893.915633277596	893.915000617211	893.915000000616
0.0131	893.911143340427	893.910500627016	893.910500000626
0.0132	893.906653479643	893.906000636895	893.906000000636
0.0133	893.902163695268	893.90150064685	893.901500000646
0.0134	893.897673987325	893.897000656879	893.897000000656
0.0135	893.893184355838	893.892500666983	893.892500000666
0.0136	893.888694800832	893.888000677162	893.888000000676
0.0137	893.884205322334	893.883500687416	893.883500000686
0.0138	893.87971592037	893.879000697745	893.879000000696
0.0139	893.875226594969	893.874500708149	893.874500000707
0.014	893.870737346158	893.870000718628	893.870000000717
0.0141	893.866248173968	893.865500729183	893.865500000728
0.0142	893.861759078428	893.861000739812	893.861000000738
0.0143	893.857270059571	893.856500750516	893.856500000749
0.0144	893.852781117429	893.852000761296	893.85200000076
0.0145	893.848292252034	893.847500772151	893.847500000771
0.0146	893.843792252034	893.843000783081	893.843000000781
0.0147	893.839300763383	893.838500794086	893.838500000792
0.0148	893.834809326812	893.834000805167	893.834000000803
0.0149	893.830317942363	893.829500816324	893.829500000815
0.015	893.825826610078	893.825000827555	893.825000000826
0.0151	893.821335330002	893.820500827555	893.820500000826
0.0152	893.816844102179	893.816000835998	893.816000000834
0.0153	893.812352926655	893.811500844491	893.811500000843
0.0154	893.807861803477	893.807000853034	893.807000000851
0.0155	893.803370732692	893.802500861627	893.80250000086
0.0156	893.798879714349	893.79800087027	893.798000000869
0.0157	893.794388748497	893.793500878963	893.793500000877
0.0158	893.789897835187	893.789000887707	893.789000000886
0.0159	893.78540697447	893.784500896501	893.784500000895
0.016	893.780916166398	893.780000905345	893.780000000904
0.0161	893.776425411025	893.775500914239	893.775500000912
0.0162	893.771934708406	893.771000923184	893.771000000921
0.0163	893.767444058596	893.766500932179	893.76650000093
0.0164	893.762953461651	893.762000941225	893.762000000939
0.0165	893.758462917629	893.757500950322	893.757500000949
0.0166	893.753972426589	893.753000959469	893.753000000958
0.0167	893.74948198859	893.748500968667	893.748500000967
0.0168	893.744991603692	893.744000977916	893.744000000976
0.0169	893.740501271958	893.739500987216	893.739500000985
0.017	893.736010993451	893.735000996567	893.735000000995
0.0171	893.731520768233	893.730501005969	893.730500001004
0.0172	893.727030596371	893.726001015422	893.726000001014
0.0173	893.722540477931	893.721501024926	893.721500001023
0.0174	893.718050412979	893.717001034482	893.717000001033
0.0175	893.713560401583	893.712501044089	893.712500001042
0.0175999999999999	893.709070443815	893.708001053747	893.708000001052
0.0176999999999999	893.704580539743	893.703501063457	893.703500001061
0.0177999999999999	893.70009068944	893.699001073219	893.699000001071
0.0178999999999999	893.695600892979	893.694501083032	893.694500001081
0.0179999999999999	893.691111150433	893.690001092897	893.690000001091
0.0180999999999999	893.686621461878	893.685501102814	893.685500001101
0.0181999999999999	893.682131827391	893.681001112783	893.681000001111
0.0182999999999999	893.677642247049	893.676501122803	893.676500001121
0.0183999999999999	893.67315272093	893.672001132876	893.672000001131
0.0184999999999999	893.668663249116	893.667501143001	893.667500001141
0.0185999999999999	893.664173831686	893.663001153179	893.663000001151
0.0186999999999999	893.659684468725	893.658501163408	893.658500001161
0.0187999999999999	893.655195160314	893.654001173691	893.654000001172
0.0188999999999999	893.65070590654	893.649501184025	893.649500001182
0.0189999999999999	893.646216707489	893.645001194413	893.645000001192
0.0190999999999999	893.641727563247	893.640501204853	893.640500001203
0.0191999999999999	893.637238473905	893.636001215346	893.636000001213
0.0192999999999999	893.632749439551	893.631501225892	893.631500001224
0.0193999999999999	893.628260460277	893.627001236491	893.627000001234
0.0194999999999999	893.623771536177	893.622501247143	893.622500001245
0.0195999999999999	893.619282667343	893.618001257848	893.618000001256
0.0196999999999999	893.614793853872	893.613501268607	893.613500001267
0.0197999999999999	893.610305095859	893.609001279419	893.609000001277
0.0198999999999999	893.605816393403	893.604501290285	893.604500001288
0.0199999999999999	893.601327746604	893.600001301204	893.600000001299
0.0200999999999999	893.596839155561	893.595501312178	893.59550000131
0.0201999999999999	893.592350620377	893.591001323205	893.591000001321
0.0202999999999999	893.587862141156	893.586501334286	893.586500001332
0.0203999999999999	893.583373718002	893.582001345421	893.582000001343
0.0204999999999999	893.578885351022	893.57750135661	893.577500001354
0.0205999999999999	893.574397040323	893.573001367854	893.573000001366
0.0206999999999999	893.569908786014	893.568501379152	893.568500001377
0.0207999999999999	893.565420588206	893.564001390505	893.564000001388
0.0208999999999999	893.560932447011	893.559501401912	893.5595000014
0.0209999999999999	893.556444362542	893.555001413375	893.555000001411
0.0210999999999999	893.551956334915	893.550501424892	893.550500001423
0.0211999999999999	893.547468364245	893.546001436464	893.546000001434
0.0212999999999999	893.54298045065	893.541501448091	893.541500001446
0.0213999999999999	893.538492594251	893.537001459774	893.537000001458
0.0214999999999999	893.534004795167	893.532501471512	893.532500001469
0.0215999999999999	893.529517053521	893.528001483306	893.528000001481
0.0216999999999999	893.525029369438	893.523501495156	893.523500001493
0.0217999999999999	893.520541743042	893.519001507061	893.519000001505
0.0218999999999999	893.51605417446	893.514501519022	893.514500001517
0.0219999999999999	893.511566663822	893.51000153104	893.510000001529
0.0220999999999999	893.507079211256	893.505501543113	893.505500001541
0.0221999999999999	893.502591816896	893.501001555243	893.501000001553
0.0222999999999999	893.498104480875	893.49650156743	893.496500001565
0.0223999999999999	893.493617203326	893.492001579673	893.492000001577
0.0224999999999999	893.489129984387	893.487501591973	893.48750000159
0.0225999999999999	893.484642824197	893.48300160433	893.483000001602
0.0226999999999999	893.480155722894	893.478501616744	893.478500001614
0.0227999999999999	893.475668680621	893.474001629215	893.474000001627
0.0228999999999999	893.47118169752	893.469501641744	893.469500001639
0.0229999999999999	893.466694773736	893.46500165433	893.465000001652
0.0230999999999999	893.462207909416	893.460501666974	893.460500001665
0.0231999999999999	893.457721104709	893.456001679676	893.456000001677
0.0232999999999999	893.453234359763	893.451501692436	893.45150000169
0.0233999999999999	893.44874767473	893.447001705254	893.447000001703
0.0234999999999999	893.444261049764	893.44250171813	893.442500001716
0.0235999999999999	893.43977448502	893.438001731065	893.438000001729
0.0236999999999999	893.435287980655	893.433501744059	893.433500001742
0.0237999999999999	893.430801536828	893.429001757111	893.429000001755
0.0238999999999999	893.426315153697	893.424501770222	893.424500001768
0.0239999999999999	893.421828831427	893.420001783393	893.420000001781
0.0240999999999999	893.417342570181	893.415501796623	893.415500001794
0.0241999999999999	893.412856370125	893.411001809912	893.411000001807
0.0242999999999999	893.408370231426	893.406501823261	893.406500001821
0.0243999999999999	893.403884154253	893.40200183667	893.402000001834
0.0244999999999999	893.399398138779	893.397501850139	893.397500001848
0.0245999999999999	893.394912185176	893.393001863668	893.393000001861
0.0246999999999999	893.390426293619	893.388501877258	893.388500001875
0.0247999999999999	893.385940464285	893.384001890908	893.384000001888
0.0248999999999999	893.381454697353	893.379501904619	893.379500001902
0.0249999999999999	893.376968993005	893.375001918391	893.375000001916
0.0250999999999999	893.372483351421	893.370501932224	893.37050000193
0.0251999999999999	893.367997772788	893.366001946118	893.366000001944
0.0252999999999999	893.363512257291	893.361501960074	893.361500001958
0.0253999999999999	893.359026805119	893.357001974092	893.357000001972
0.0254999999999999	893.354541416463	893.352501988172	893.352500001986
0.0255999999999999	893.350056091515	893.348002002313	893.348000002
0.0256999999999999	893.345570830469	893.343502016518	893.343500002014
0.0257999999999999	893.341085633522	893.339002030784	893.339000002028
0.0258999999999999	893.336600500873	893.334502045113	893.334500002043
0.0259999999999999	893.332115432722	893.330002059506	893.330000002057
0.0260999999999999	893.327630429272	893.325502073961	893.325500002071
0.0261999999999999	893.323145490727	893.32100208848	893.321000002086
0.0262999999999999	893.318660617295	893.316502103062	893.316500002101
0.0263999999999999	893.314175809183	893.312002117708	893.312000002115
0.0264999999999999	893.309691066603	893.307502132418	893.30750000213
0.0265999999999999	893.305206389769	893.303002147193	893.303000002145
0.0266999999999999	893.300721778894	893.298502162032	893.298500002159
0.0267999999999999	893.296237234197	893.294002176935	893.294000002174
0.0268999999999999	893.291752755898	893.289502191903	893.289500002189
0.0269999999999999	893.287268344217	893.285002206937	893.285000002204
0.0270999999999999	893.282783999378	893.280502222036	893.280500002219
0.0271999999999999	893.278299721609	893.2760022372	893.276000002235
0.0272999999999999	893.273815511137	893.271502252431	893.27150000225
0.0273999999999999	893.269331368193	893.267002267727	893.267000002265
0.0274999999999999	893.264847293008	893.262502283089	893.26250000228
0.0275999999999999	893.26036328582	893.258002298519	893.258000002296
0.0276999999999999	893.255879346864	893.253502314015	893.253500002311
0.0277999999999999	893.251395476381	893.249002329577	893.249000002327
0.0278999999999999	893.246911674612	893.244502345208	893.244500002343
0.0279999999999999	893.242427941801	893.240002360905	893.240000002358
0.0280999999999999	893.237944278196	893.235502376671	893.235500002374
0.0281999999999999	893.233460684045	893.231002392505	893.23100000239
0.0282999999999999	893.228977159599	893.226502408407	893.226500002406
0.0283999999999999	893.224493705112	893.222002424377	893.222000002422
0.0284999999999999	893.22001032084	893.217502440416	893.217500002438
0.0285999999999999	893.215527007041	893.213002456525	893.213000002454
0.0286999999999999	893.211043763976	893.208502472702	893.20850000247
0.0287999999999999	893.20656059191	893.20400248895	893.204000002486
0.0288999999999999	893.202077491106	893.199502505267	893.199500002503
0.0289999999999999	893.197594461834	893.195002521654	893.195000002519
0.0290999999999999	893.193111504364	893.190502538112	893.190500002536
0.0291999999999999	893.18862861897	893.18600255464	893.186000002552
0.0292999999999999	893.184145805927	893.18150257124	893.181500002569
0.0293999999999999	893.179663065513	893.177002587911	893.177000002585
0.0294999999999999	893.175180398009	893.172502604653	893.172500002602
0.0295999999999999	893.170697803699	893.168002621467	893.168000002619
0.0296999999999999	893.166215282868	893.163502638353	893.163500002636
0.0297999999999999	893.161732835805	893.159002655312	893.159000002653
0.0298999999999999	893.157250462801	893.154502672344	893.15450000267
0.0299999999999999	893.152768164149	893.150002689448	893.150000002687
0.0300999999999999	893.148285940147	893.145502706626	893.145500002704
0.0301999999999999	893.143803791093	893.141002723878	893.141000002721
0.0302999999999999	893.139321717289	893.136502741203	893.136500002739
0.0303999999999999	893.134839719039	893.132002758603	893.132000002756
0.0304999999999999	893.130357796651	893.127502776077	893.127500002773
0.0305999999999999	893.125875950433	893.123002793626	893.123000002791
0.0306999999999999	893.121394180699	893.118502811251	893.118500002809
0.0307999999999999	893.116912487765	893.114002828951	893.114000002826
0.0308999999999999	893.112430871947	893.109502846727	893.109500002844
0.0309999999999999	893.107949333567	893.105002864579	893.105000002862
0.0310999999999999	893.10346787295	893.100502882507	893.10050000288
0.0311999999999999	893.09898649042	893.096002900512	893.096000002898
0.0312999999999999	893.094505186307	893.091502918595	893.091500002916
0.0313999999999999	893.090023960945	893.087002936755	893.087000002934
0.0314999999999999	893.085542814667	893.082502954993	893.082500002952
0.0315999999999999	893.081061747812	893.078002973309	893.078000002971
0.0316999999999999	893.07658076072	893.073502991703	893.073500002989
0.0317999999999999	893.072099853736	893.069003010177	893.069000003007
0.0318999999999999	893.067619027206	893.06450302873	893.064500003026
0.0319999999999999	893.06313828148	893.060003047362	893.060000003045
0.0320999999999999	893.05865761691	893.055503066074	893.055500003063
0.0321999999999999	893.054177033852	893.051003084867	893.051000003082
0.0322999999999999	893.049696532666	893.04650310374	893.046500003101
0.0323999999999999	893.045216113711	893.042003122695	893.04200000312
0.0324999999999999	893.040735777355	893.03750314173	893.037500003139
0.0325999999999999	893.036255523963	893.033003160848	893.033000003158
0.0326999999999999	893.031775353908	893.028503180048	893.028500003177
0.0327999999999999	893.027295267563	893.02400319933	893.024000003197
0.0328999999999999	893.022815265305	893.019503218695	893.019500003216
0.0329999999999999	893.018335347515	893.015003238144	893.015000003235
0.0330999999999999	893.013855514576	893.010503257676	893.010500003255
0.0331999999999999	893.009375766874	893.006003277293	893.006000003274
0.0332999999999999	893.004896104801	893.001503296994	893.001500003294
0.0333999999999999	893.000416528748	892.997003316779	892.997000003314
0.0334999999999999	892.995937039112	892.99250333665	892.992500003334
0.0335999999999999	892.991457636293	892.988003356607	892.988000003354
0.0336999999999999	892.986978320694	892.98350337665	892.983500003374
0.0337999999999999	892.98249909272	892.979003396779	892.979000003394
0.0338999999999999	892.978019952781	892.974503416996	892.974500003414
0.0339999999999999	892.97354090129	892.9700034373	892.970000003435
0.0341	892.969061938662	892.965503457691	892.965500003455
0.0342	892.964583065319	892.961003478171	892.961000003475
0.0343	892.960104281682	892.956503498739	892.956500003496
0.0344	892.955625588177	892.952003519397	892.952000003517
0.0345	892.951146985235	892.947503540143	892.947500003537
0.0346	892.946668473289	892.94300356098	892.943000003558
0.0347	892.942190052775	892.938503581908	892.938500003579
0.0348	892.937711724134	892.934003602926	892.9340000036
0.0349	892.933233487809	892.929503624035	892.929500003621
0.035	892.928755344248	892.925003645236	892.925000003642
0.0351	892.924277293901	892.920503666529	892.920500003664
0.0352	892.919799337222	892.916003687915	892.916000003685
0.0353	892.91532147467	892.911503709394	892.911500003707
0.0354	892.910843706707	892.907003730967	892.907000003728
0.0355	892.906366033797	892.902503752634	892.90250000375
0.0356	892.901888456409	892.898003774395	892.898000003772
0.0357	892.897410975016	892.893503796251	892.893500003793
0.0358	892.892933590093	892.889003818203	892.889000003815
0.0359	892.888456302122	892.884503840251	892.884500003837
0.036	892.883979111586	892.880003862395	892.88000000386
0.0361	892.879502018972	892.875503884636	892.875500003882
0.0362	892.875025024772	892.871003906974	892.871000003904
0.0363	892.87054812948	892.866503929411	892.866500003927
0.0364	892.866071333596	892.862003951946	892.862000003949
0.0365	892.861594637621	892.85750397458	892.857500003972
0.0366	892.857118042064	892.853003997313	892.853000003994
0.0367	892.852641547435	892.848504020147	892.848500004017
0.0368	892.848165154247	892.844004043081	892.84400000404
0.0369	892.843688863019	892.839504066116	892.839500004063
0.037	892.839212674275	892.835004089253	892.835000004087
0.0371	892.834736588539	892.830504112491	892.83050000411
0.0372	892.830260606342	892.826004135833	892.826000004133
0.0373	892.825784728219	892.821504159277	892.821500004156
0.0374	892.821308954709	892.817004182826	892.81700000418
0.0375	892.816833286353	892.812504206478	892.812500004204
0.0376000000000001	892.812357723698	892.808004230236	892.808000004227
0.0377000000000001	892.807882267295	892.803504254099	892.803500004251
0.0378000000000001	892.803406917699	892.799004278068	892.799000004275
0.0379000000000001	892.798931675469	892.794504302143	892.794500004299
0.0380000000000001	892.794456541168	892.790004326326	892.790000004323
0.0381000000000001	892.789981515364	892.785504350616	892.785500004348
0.0382000000000001	892.785506598628	892.781004375014	892.781000004372
0.0383000000000001	892.781031791536	892.776504399522	892.776500004397
0.0384000000000001	892.776557094668	892.772004424138	892.772000004421
0.0385000000000001	892.772082508609	892.767504448865	892.767500004446
0.0386000000000001	892.767608033948	892.763004473702	892.763000004471
0.0387000000000001	892.763133671279	892.758504498651	892.758500004496
0.0388000000000001	892.758659421197	892.754004523712	892.754000004521
0.0389000000000001	892.754185284307	892.749504548884	892.749500004546
0.0390000000000001	892.749711261214	892.74500457417	892.745000004571
0.0391000000000001	892.745237352528	892.74050459957	892.740500004597
0.0392000000000001	892.740763558866	892.736004625084	892.736000004622
0.0393000000000001	892.736289880847	892.731504650712	892.731500004648
0.0394000000000001	892.731816319096	892.727004676457	892.727000004674
0.0395000000000001	892.727342874241	892.722504702317	892.7225000047
0.0396000000000001	892.722869546916	892.718004728295	892.718000004726
0.0397000000000001	892.71839633776	892.71350475439	892.713500004752
0.0398000000000001	892.713923247415	892.709004780603	892.709000004778
0.0399000000000001	892.709450276527	892.704504806934	892.704500004804
0.0400000000000001	892.704977425751	892.700004833386	892.700000004831
0.0401000000000001	892.700504695741	892.695504859957	892.695500004857
0.0402000000000001	892.696032087161	892.691004886649	892.691000004884
0.0403000000000001	892.691559600675	892.686504913463	892.686500004911
0.0404000000000001	892.687087236955	892.682004940399	892.682000004938
0.0405000000000001	892.682614996677	892.677504967457	892.677500004965
0.0406000000000001	892.678142880521	892.673004994639	892.673000004992
0.0407000000000001	892.673670889174	892.668505021946	892.668500005019
0.0408000000000001	892.669199023325	892.664005049377	892.664000005047
0.0409000000000001	892.66472728367	892.659505076934	892.659500005074
0.0410000000000001	892.660255670908	892.655005104617	892.655000005102
0.0411000000000002	892.655784185746	892.650505132427	892.65050000513
0.0412000000000002	892.651312828893	892.646005160365	892.646000005158
0.0413000000000002	892.646841601064	892.641505188432	892.641500005186
0.0414000000000002	892.64237050298	892.637005216628	892.637000005214
0.0415000000000002	892.637899535367	892.632505244954	892.632500005242
0.0416000000000002	892.633428698953	892.62800527341	892.628000005271
0.0417000000000002	892.628957994476	892.623505301998	892.623500005299
0.0418000000000002	892.624487422674	892.619005330718	892.619000005328
0.0419000000000002	892.620016984296	892.614505359571	892.614500005357
0.0420000000000002	892.61554668009	892.610005388558	892.610000005386
0.0421000000000002	892.611076510814	892.605505417679	892.605500005415
0.0422000000000002	892.606606477229	892.601005446936	892.601000005444
0.0423000000000002	892.602136580102	892.596505476329	892.596500005474
0.0424000000000002	892.597666820205	892.592005505858	892.592000005503
0.0425000000000002	892.593197198315	892.587505535525	892.587500005533
0.0426000000000002	892.588727715214	892.583005565331	892.583000005563
0.0427000000000002	892.584258371692	892.578505595276	892.578500005593
0.0428000000000002	892.579789168542	892.574005625361	892.574000005623
0.0429000000000002	892.575320106562	892.569505655586	892.569500005653
0.0430000000000002	892.570851186558	892.565005685954	892.565000005683
0.0431000000000002	892.566382409338	892.560505716463	892.560500005714
0.0432000000000002	892.561913775719	892.556005747117	892.556000005745
0.0433000000000002	892.557445286522	892.551505777914	892.551500005775
0.0434000000000002	892.552976942573	892.547005808856	892.547000005806
0.0435000000000002	892.548508744705	892.542505839944	892.542500005837
0.0436000000000002	892.544040693755	892.538005871179	892.538000005869
0.0437000000000002	892.539572790567	892.533505902562	892.5335000059
0.0438000000000002	892.53510503599	892.529005934092	892.529000005931
0.0439000000000002	892.530637430879	892.524505965772	892.524500005963
0.0440000000000002	892.526169976095	892.520005997603	892.520000005995
0.0441000000000002	892.521702672505	892.515506029584	892.515500006027
0.0442000000000002	892.51723552098	892.511006061717	892.511000006059
0.0443000000000002	892.512768522399	892.506506094003	892.506500006091
0.0444000000000002	892.508301677646	892.502006126443	892.502000006124
0.0445000000000002	892.503834987611	892.497506159037	892.497500006156
0.0446000000000003	892.499368453189	892.493006191787	892.493000006189
0.0447000000000003	892.494902075283	892.488506224694	892.488500006222
0.0448000000000003	892.4904358548	892.484006257757	892.484000006255
0.0449000000000003	892.485969792654	892.47950629098	892.479500006288
0.0450000000000003	892.481503889765	892.475006324361	892.475000006322
0.0451000000000003	892.477038147059	892.470506357903	892.470500006355
0.0452000000000003	892.472572565467	892.466006391605	892.466000006389
0.0453000000000003	892.468107145928	892.46150642547	892.461500006423
0.0454000000000003	892.463641889387	892.457006459498	892.457000006457
0.0455000000000003	892.459176796793	892.45250649369	892.452500006491
0.0456000000000003	892.454711869103	892.448006528047	892.448000006525
0.0457000000000003	892.450247107281	892.44350656257	892.44350000656
0.0458000000000003	892.445782512296	892.43900659726	892.439000006595
0.0459000000000003	892.441318085123	892.434506632118	892.43450000663
0.0460000000000003	892.436853826744	892.430006667145	892.430000006665
0.0461000000000003	892.432389738147	892.425506702342	892.4255000067
0.0462000000000003	892.427925820327	892.421006737709	892.421000006735
0.0463000000000003	892.423462074286	892.416506773249	892.416500006771
0.0464000000000003	892.41899850103	892.412006808962	892.412000006806
0.0465000000000003	892.414535101574	892.40750684485	892.407500006842
0.0466000000000003	892.410071876938	892.403006880912	892.403000006878
0.0467000000000003	892.405608828149	892.39850691715	892.398500006915
0.0468000000000003	892.401145956242	892.394006953566	892.394000006951
0.0469000000000003	892.396683262256	892.38950699016	892.389500006988
0.0470000000000003	892.392220747239	892.385007026933	892.385000007024
0.0471000000000003	892.387758412244	892.380507063887	892.380500007061
0.0472000000000003	892.383296258331	892.376007101022	892.376000007099
0.0473000000000003	892.378834286568	892.37150713834	892.371500007136
0.0474000000000003	892.374372498029	892.367007175842	892.367000007173
0.0475000000000003	892.369910893793	892.362507213528	892.362500007211
0.0476000000000003	892.365449474949	892.358007251401	892.358000007249
0.0477000000000003	892.360988242591	892.35350728946	892.353500007287
0.0478000000000003	892.356527197821	892.349007327708	892.349000007325
0.0479000000000003	892.352066341745	892.344507366145	892.344500007364
0.0480000000000003	892.347605675481	892.340007404773	892.340000007402
0.0481000000000004	892.343145200149	892.335507443592	892.335500007441
0.0482000000000004	892.338684916878	892.331007482604	892.33100000748
0.0483000000000004	892.334224826806	892.32650752181	892.326500007519
0.0484000000000004	892.329764931075	892.322007561211	892.322000007559
0.0485000000000004	892.325305230836	892.317507600808	892.317500007598
0.0486000000000004	892.320845727246	892.313007640602	892.313000007638
0.0487000000000004	892.31638642147	892.308507680596	892.308500007678
0.0488000000000004	892.31192731468	892.304007720789	892.304000007719
0.0489000000000004	892.307468408055	892.299507761183	892.299500007759
0.0490000000000004	892.303009702782	892.29500780178	892.295000007799
0.0491000000000004	892.298551200054	892.29050784258	892.29050000784
0.0492000000000004	892.294092901072	892.286007883585	892.286000007881
0.0493000000000004	892.289634807046	892.281507924795	892.281500007923
0.0494000000000004	892.28517691919	892.277007966213	892.277000007964
0.0495000000000004	892.280719238729	892.27250800784	892.272500008006
0.0496000000000004	892.276261766892	892.268008049676	892.268000008047
0.0497000000000004	892.271804504919	892.263508091723	892.263500008089
0.0498000000000004	892.267347454055	892.259008133983	892.259000008132
