t	Cl	Cl	Cl
0.165199999999998	5.02033943916812	5.00001822367067	5.00000001823487
0.165299999999998	5.02036915279914	5.00001828645815	5.00000001829775
0.165399999999998	5.02039890144594	5.00001834942641	5.00000001836081
0.165499999999998	5.02042868503027	5.00001841257585	5.00000001842405
0.165599999999998	5.0204585034739	5.00001847590686	5.00000001848747
0.165699999999998	5.02048835669867	5.00001853941983	5.00000001855108
0.165799999999998	5.02051824462651	5.00001860311517	5.00000001861487
0.165899999999998	5.02054816717939	5.00001866699327	5.00000001867884
0.165999999999998	5.02057812427936	5.00001873105453	5.000000018743
0.166099999999998	5.02060811584853	5.00001879529934	5.00000001880734
0.166199999999998	5.02063814180909	5.00001885972812	5.00000001887186
0.166299999999998	5.02066820208332	5.00001892434125	5.00000001893657
0.166399999999998	5.02069829659354	5.00001898913913	5.00000001900147
0.166499999999998	5.02072842526218	5.00001905412218	5.00000001906655
0.166599999999998	5.02075858801173	5.00001911929079	5.00000001913182
0.166699999999998	5.02078878476476	5.00001918464535	5.00000001919727
0.166799999999998	5.02081901544393	5.00001925018628	5.00000001926291
0.166899999999998	5.020849279972	5.00001931591398	5.00000001932874
0.166999999999998	5.02087957827177	5.00001938182885	5.00000001939476
0.167099999999998	5.02090991026618	5.0000194479313	5.00000001946097
0.167199999999998	5.02094027587822	5.00001951422172	5.00000001952736
0.167299999999998	5.02097067503099	5.00001958070053	5.00000001959394
0.167399999999998	5.02100110764768	5.00001964736814	5.00000001966072
0.167499999999998	5.02103157365157	5.00001971422494	5.00000001972768
0.167599999999998	5.02106207296604	5.00001978127135	5.00000001979483
0.167699999999998	5.02109260551456	5.00001984850777	5.00000001986218
0.167799999999998	5.02112317122069	5.00001991593461	5.00000001992972
0.167899999999998	5.02115377000813	5.00001998355228	5.00000001999744
0.167999999999998	5.02118440180062	5.0000200513612	5.00000002006536
0.168099999999998	5.02121506652207	5.00002011936176	5.00000002013347
0.168199999999998	5.02124576409644	5.00002018755438	5.00000002020178
0.168299999999998	5.02127649444782	5.00002025593948	5.00000002027028
0.168399999999998	5.02130725750041	5.00002032451745	5.00000002033897
0.168499999999998	5.02133805317851	5.00002039328873	5.00000002040786
0.168599999999998	5.02136888140653	5.00002046225371	5.00000002047694
0.168699999999998	5.021399742109	5.00002053141281	5.00000002054621
0.168799999999998	5.02143063521056	5.00002060076645	5.00000002061568
0.168899999999998	5.02146156063596	5.00002067031504	5.00000002068535
0.168999999999998	5.02149251831006	5.000020740059	5.00000002075521
0.169099999999998	5.02152350815785	5.00002080999874	5.00000002082527
0.169199999999998	5.02155453010444	5.00002088013467	5.00000002089553
0.169299999999998	5.02158558407505	5.00002095046722	5.00000002096599
0.169399999999998	5.02161666999501	5.0000210209968	5.00000002103664
0.169499999999998	5.02164778778981	5.00002109172384	5.00000002110749
0.169599999999998	5.02167893738503	5.00002116264874	5.00000002117854
0.169699999999998	5.02171011870637	5.00002123377193	5.00000002124979
0.169799999999998	5.02174133167969	5.00002130509382	5.00000002132124
0.169899999999998	5.02177257623096	5.00002137661485	5.00000002139289
0.169999999999998	5.02180385228626	5.00002144833542	5.00000002146474
0.170099999999998	5.02183515977182	5.00002152025596	5.00000002153679
0.170199999999998	5.021866498614	5.0000215923769	5.00000002160904
0.170299999999998	5.02189786873929	5.00002166469865	5.00000002168149
0.170399999999998	5.02192927007431	5.00002173722164	5.00000002175415
0.170499999999998	5.02196070254581	5.0000218099463	5.00000002182701
0.170599999999998	5.02199216608069	5.00002188287304	5.00000002190007
0.170699999999998	5.02202366060597	5.00002195600229	5.00000002197333
0.170799999999998	5.02205518604882	5.00002202933448	5.0000000220468
0.170899999999997	5.02208674233655	5.00002210287003	5.00000002212047
0.170999999999997	5.02211832939659	5.00002217660937	5.00000002219435
0.171099999999997	5.02214994715653	5.00002225055293	5.00000002226844
0.171199999999997	5.02218159554409	5.00002232470114	5.00000002234273
0.171299999999997	5.02221327448715	5.00002239905442	5.00000002241722
0.171399999999997	5.02224498391371	5.0000224736132	5.00000002249192
0.171499999999997	5.02227672375193	5.00002254837792	5.00000002256683
0.171599999999997	5.02230849393012	5.000022623349	5.00000002264195
0.171699999999997	5.02234029437672	5.00002269852687	5.00000002271727
0.171799999999997	5.02237212502034	5.00002277391197	5.00000002279281
0.171899999999997	5.0224039857897	5.00002284950472	5.00000002286855
0.171999999999997	5.02243587661372	5.00002292530557	5.0000000229445
0.172099999999997	5.02246779742143	5.00002300131493	5.00000002302066
0.172199999999997	5.02249974814204	5.00002307753326	5.00000002309703
0.172299999999997	5.02253172870488	5.00002315396097	5.00000002317361
0.172399999999997	5.02256373903947	5.00002323059851	5.0000000232504
0.172499999999997	5.02259577907545	5.00002330744632	5.00000002332741
0.172599999999997	5.02262784874264	5.00002338450482	5.00000002340462
0.172699999999997	5.022659947971	5.00002346177445	5.00000002348205
0.172799999999997	5.02269207669065	5.00002353925566	5.00000002355969
0.172899999999997	5.02272423483187	5.00002361694887	5.00000002363754
0.172999999999997	5.0227564223251	5.00002369485454	5.00000002371561
0.173099999999997	5.02278863910093	5.00002377297309	5.00000002379389
0.173199999999997	5.02282088509012	5.00002385130496	5.00000002387239
0.173299999999997	5.02285316022359	5.0000239298506	5.0000000239511
0.173399999999997	5.0228854644324	5.00002400861046	5.00000002403002
0.173499999999997	5.02291779764779	5.00002408758496	5.00000002410917
0.173599999999997	5.02295015980117	5.00002416677455	5.00000002418853
0.173699999999997	5.0229825508241	5.00002424617967	5.0000000242681
0.173799999999997	5.0230149706483	5.00002432580077	5.00000002434789
0.173899999999997	5.02304741920566	5.00002440563829	5.00000002442791
0.173999999999997	5.02307989642823	5.00002448569268	5.00000002450813
0.174099999999997	5.02311240224825	5.00002456596437	5.00000002458858
0.174199999999997	5.02314493659809	5.00002464645383	5.00000002466925
0.174299999999997	5.02317749941032	5.00002472716148	5.00000002475013
0.174399999999997	5.02321009061764	5.00002480808778	5.00000002483124
0.174499999999997	5.02324271015295	5.00002488923317	5.00000002491256
0.174599999999997	5.02327535794932	5.00002497059811	5.00000002499411
0.174699999999997	5.02330803393996	5.00002505218305	5.00000002507588
0.174799999999997	5.02334073805827	5.00002513398842	5.00000002515787
0.174899999999997	5.02337347023782	5.00002521601468	5.00000002524008
0.174999999999997	5.02340623041235	5.00002529826229	5.00000002532252
0.175099999999997	5.02343901851577	5.00002538073169	5.00000002540518
0.175199999999997	5.02347183448215	5.00002546342333	5.00000002548806
0.175299999999997	5.02350467824576	5.00002554633766	5.00000002557117
0.175399999999997	5.02353754974102	5.00002562947514	5.0000000256545
0.175499999999997	5.02357044890253	5.00002571283623	5.00000002573806
0.175599999999997	5.02360337566506	5.00002579642137	5.00000002582184
0.175699999999997	5.02363632996356	5.00002588023102	5.00000002590584
0.175799999999997	5.02366931173316	5.00002596426564	5.00000002599008
0.175899999999997	5.02370232090914	5.00002604852567	5.00000002607454
0.175999999999997	5.02373535742699	5.00002613301159	5.00000002615923
0.176099999999997	5.02376842122235	5.00002621772383	5.00000002624414
0.176199999999997	5.02380151223105	5.00002630266287	5.00000002632929
0.176299999999997	5.02383463038909	5.00002638782916	5.00000002641466
0.176399999999997	5.02386777563264	5.00002647322315	5.00000002650026
0.176499999999997	5.02390094789807	5.00002655884531	5.0000000265861
0.176599999999997	5.02393414712191	5.0000266446961	5.00000002667216
0.176699999999997	5.02396737324087	5.00002673077598	5.00000002675845
0.176799999999997	5.02400062619185	5.0000268170854	5.00000002684498
0.176899999999997	5.0240339059119	5.00002690362484	5.00000002693173
0.176999999999997	5.02406721233828	5.00002699039475	5.00000002701872
0.177099999999997	5.02410054540842	5.00002707739559	5.00000002710594
0.177199999999997	5.02413390505993	5.00002716462783	5.0000000271934
0.177299999999997	5.02416729123059	5.00002725209193	5.00000002728108
0.177399999999997	5.02420070385836	5.00002733978836	5.000000027369
0.177499999999997	5.02423414288141	5.00002742771759	5.00000002745716
0.177599999999997	5.02426760823805	5.00002751588007	5.00000002754555
0.177699999999997	5.0243010998668	5.00002760427628	5.00000002763418
0.177799999999997	5.02433461770635	5.00002769290668	5.00000002772304
0.177899999999997	5.02436816169556	5.00002778177174	5.00000002781214
0.177999999999997	5.0244017317735	5.00002787087193	5.00000002790147
0.178099999999997	5.0244353278794	5.00002796020771	5.00000002799105
0.178199999999997	5.02446894995268	5.00002804977956	5.00000002808086
0.178299999999997	5.02450259793293	5.00002813958795	5.00000002817091
0.178399999999997	5.02453627175994	5.00002822963335	5.00000002826119
0.178499999999997	5.02456997137367	5.00002831991622	5.00000002835172
0.178599999999997	5.02460369671428	5.00002841043704	5.00000002844249
0.178699999999997	5.02463744772209	5.00002850119629	5.00000002853349
0.178799999999997	5.0246712243376	5.00002859219443	5.00000002862474
0.178899999999997	5.02470502650153	5.00002868343194	5.00000002871623
0.178999999999997	5.02473885415475	5.0000287749093	5.00000002880796
0.179099999999997	5.02477270723832	5.00002886662697	5.00000002889993
0.179199999999997	5.02480658569349	5.00002895858544	5.00000002899215
0.179299999999997	5.02484048946168	5.00002905078518	5.00000002908461
0.179399999999997	5.02487441848452	5.00002914322667	5.00000002917731
0.179499999999997	5.02490837270379	5.00002923591038	5.00000002927026
0.179599999999997	5.02494235206147	5.00002932883679	5.00000002936345
0.179699999999997	5.02497635649974	5.00002942200639	5.00000002945689
0.179799999999997	5.02501038596094	5.00002951541964	5.00000002955057
0.179899999999997	5.02504444038759	5.00002960907703	5.00000002964449
0.179999999999996	5.02507851972242	5.00002970297905	5.00000002973867
0.180099999999996	5.02511262390833	5.00002979712617	5.00000002983309
0.180199999999996	5.02514675288839	5.00002989151886	5.00000002992776
0.180299999999996	5.02518090660588	5.00002998615763	5.00000003002268
0.180399999999996	5.02521508500425	5.00003008104294	5.00000003011785
0.180499999999996	5.02524928802712	5.00003017617528	5.00000003021326
0.180599999999996	5.02528351561833	5.00003027155514	5.00000003030893
0.180699999999996	5.02531776772187	5.000030367183	5.00000003040484
0.180799999999996	5.02535204428193	5.00003046305934	5.00000003050101
0.180899999999996	5.02538634524288	5.00003055918466	5.00000003059742
0.180999999999996	5.02542067054927	5.00003065555943	5.00000003069409
0.181099999999996	5.02545502014585	5.00003075218414	5.00000003079101
0.181199999999996	5.02548939397753	5.00003084905929	5.00000003088819
0.181299999999996	5.02552379198942	5.00003094618536	5.00000003098561
0.181399999999996	5.02555821412681	5.00003104356284	5.00000003108329
0.181499999999996	5.02559266033516	5.00003114119221	5.00000003118123
0.181599999999996	5.02562713056015	5.00003123907398	5.00000003127941
0.181699999999996	5.02566162474759	5.00003133720862	5.00000003137786
0.181799999999996	5.02569614284352	5.00003143559664	5.00000003147656
0.181899999999996	5.02573068479414	5.00003153423852	5.00000003157551
0.181999999999996	5.02576525054584	5.00003163313475	5.00000003167473
0.182099999999996	5.02579984004518	5.00003173228583	5.0000000317742
0.182199999999996	5.02583445323893	5.00003183169226	5.00000003187392
0.182299999999996	5.02586909007401	5.00003193135452	5.00000003197391
0.182399999999996	5.02590375049755	5.00003203127311	5.00000003207415
0.182499999999996	5.02593843445684	5.00003213144853	5.00000003217465
0.182599999999996	5.02597314189937	5.00003223188127	5.00000003227542
0.182699999999996	5.02600787277281	5.00003233257183	5.00000003237644
0.182799999999996	5.02604262702499	5.00003243352071	5.00000003247772
0.182899999999996	5.02607740460395	5.0000325347284	5.00000003257927
0.182999999999996	5.02611220545789	5.00003263619541	5.00000003268108
0.183099999999996	5.0261470295352	5.00003273792223	5.00000003278315
0.183199999999996	5.02618187678447	5.00003283990936	5.00000003288548
0.183299999999996	5.02621674715443	5.00003294215731	5.00000003298807
0.183399999999996	5.02625164059402	5.00003304466657	5.00000003309093
0.183499999999996	5.02628655705236	5.00003314743765	5.00000003319406
0.183599999999996	5.02632149647873	5.00003325047105	5.00000003329745
0.183699999999996	5.02635645882262	5.00003335376727	5.0000000334011
0.183799999999996	5.02639144403367	5.00003345732681	5.00000003350502
0.183899999999996	5.02642645206172	5.00003356115018	5.00000003360921
0.183999999999996	5.02646148285678	5.00003366523789	5.00000003371366
0.184099999999996	5.02649653636904	5.00003376959043	5.00000003381838
0.184199999999996	5.02653161254887	5.00003387420832	5.00000003392337
0.184299999999996	5.02656671134682	5.00003397909206	5.00000003402863
0.184399999999996	5.02660183271362	5.00003408424216	5.00000003413416
0.184499999999996	5.02663697660017	5.00003418965913	5.00000003423995
0.184599999999996	5.02667214295755	5.00003429534347	5.00000003434602
0.184699999999996	5.02670733173703	5.0000344012957	5.00000003445236
0.184799999999996	5.02674254289003	5.00003450751631	5.00000003455897
0.184899999999996	5.02677777636819	5.00003461400583	5.00000003466585
0.184999999999996	5.02681303212328	5.00003472076477	5.000000034773
0.185099999999996	5.02684831010728	5.00003482779363	5.00000003488042
0.185199999999996	5.02688361027233	5.00003493509294	5.00000003498812
0.185299999999996	5.02691893257075	5.00003504266318	5.0000000350961
0.185399999999996	5.02695427695503	5.0000351505049	5.00000003520434
0.185499999999996	5.02698964337784	5.00003525861859	5.00000003531287
0.185599999999996	5.02702503179204	5.00003536700478	5.00000003542166
0.185699999999996	5.02706044215063	5.00003547566397	5.00000003553074
0.185799999999996	5.02709587440682	5.00003558459668	5.00000003564009
0.185899999999996	5.02713132851397	5.00003569380344	5.00000003574971
0.185999999999996	5.02716680442562	5.00003580328475	5.00000003585962
0.186099999999996	5.02720230209549	5.00003591304113	5.0000000359698
0.186199999999996	5.02723782147747	5.00003602307311	5.00000003608026
0.186299999999996	5.02727336252561	5.0000361333812	5.000000036191
0.186399999999996	5.02730892519415	5.00003624396591	5.00000003630203
0.186499999999996	5.0273445094375	5.00003635482778	5.00000003641333
0.186599999999996	5.02738011521022	5.00003646596732	5.00000003652491
0.186699999999996	5.02741574246708	5.00003657738505	5.00000003663677
0.186799999999996	5.02745139116298	5.00003668908149	5.00000003674892
0.186899999999996	5.02748706125301	5.00003680105717	5.00000003686134
0.186999999999996	5.02752275269244	5.00003691331261	5.00000003697405
0.187099999999996	5.02755846543668	5.00003702584833	5.00000003708705
0.187199999999996	5.02759419944135	5.00003713866486	5.00000003720033
0.187299999999996	5.02762995466221	5.00003725176272	5.00000003731389
0.187399999999996	5.02766573105519	5.00003736514243	5.00000003742774
0.187499999999996	5.02770152857639	5.00003747880453	5.00000003754187
0.187599999999996	5.0277373471821	5.00003759274954	5.0000000376563
0.187699999999996	5.02777318682874	5.00003770697799	5.000000037771
0.187799999999996	5.02780904747293	5.0000378214904	5.000000037886
0.187899999999996	5.02784492907144	5.00003793628731	5.00000003800128
0.187999999999996	5.0278808315812	5.00003805136924	5.00000003811685
0.188099999999996	5.02791675495932	5.00003816673672	5.00000003823271
0.188199999999996	5.02795269916308	5.00003828239028	5.00000003834886
0.188299999999996	5.02798866414991	5.00003839833046	5.0000000384653
0.188399999999996	5.02802464987741	5.00003851455778	5.00000003858203
0.188499999999996	5.02806065630334	5.00003863107278	5.00000003869906
0.188599999999996	5.02809668338563	5.00003874787599	5.00000003881637
0.188699999999996	5.02813273108239	5.00003886496794	5.00000003893398
0.188799999999996	5.02816879935185	5.00003898234917	5.00000003905188
0.188899999999996	5.02820488815244	5.00003910002021	5.00000003917007
0.188999999999996	5.02824099744274	5.0000392179816	5.00000003928856
0.189099999999995	5.02827712718149	5.00003933623387	5.00000003940734
0.189199999999995	5.0283132773276	5.00003945477756	5.00000003952642
0.189299999999995	5.02834944784012	5.00003957361321	5.00000003964579
0.189399999999995	5.02838563867828	5.00003969274135	5.00000003976546
0.189499999999995	5.02842184980147	5.00003981216252	5.00000003988543
0.189599999999995	5.02845808116923	5.00003993187727	5.00000004000569
0.189699999999995	5.02849433274127	5.00004005188612	5.00000004012625
0.189799999999995	5.02853060447744	5.00004017218963	5.00000004024711
0.189899999999995	5.02856689633776	5.00004029278832	5.00000004036827
0.189999999999995	5.02860320828242	5.00004041368275	5.00000004048973
0.190099999999995	5.02863954027175	5.00004053487345	5.00000004061149
0.190199999999995	5.02867589226624	5.00004065636097	5.00000004073355
0.190299999999995	5.02871226422654	5.00004077814584	5.00000004085592
0.190399999999995	5.02874865611346	5.00004090022862	5.00000004097858
0.190499999999995	5.02878506788795	5.00004102260985	5.00000004110155
0.190599999999995	5.02882149951113	5.00004114529007	5.00000004122482
0.190699999999995	5.02885795094427	5.00004126826983	5.00000004134839
0.190799999999995	5.02889442214879	5.00004139154967	5.00000004147227
0.190899999999995	5.02893091308628	5.00004151513014	5.00000004159646
0.190999999999995	5.02896742371846	5.00004163901179	5.00000004172095
0.191099999999995	5.02900395400722	5.00004176319516	5.00000004184574
0.191199999999995	5.0290405039146	5.00004188768081	5.00000004197084
0.191299999999995	5.02907707340277	5.00004201246927	5.00000004209625
0.191399999999995	5.02911366243409	5.00004213756112	5.00000004222197
0.191499999999995	5.02915027097104	5.00004226295688	5.00000004234799
0.191599999999995	5.02918689897626	5.00004238865712	5.00000004247433
0.191699999999995	5.02922354641255	5.00004251466238	5.00000004260097
0.191799999999995	5.02926021324283	5.00004264097322	5.00000004272793
0.191899999999995	5.02929689943022	5.00004276759019	5.00000004285519
0.191999999999995	5.02933360493793	5.00004289451384	5.00000004298277
0.192099999999995	5.02937032972936	5.00004302174472	5.00000004311065
0.192199999999995	5.02940707376804	5.0000431492834	5.00000004323885
0.192299999999995	5.02944383701765	5.00004327713043	5.00000004336737
0.192399999999995	5.02948061944202	5.00004340528636	5.00000004349619
0.192499999999995	5.02951742100512	5.00004353375174	5.00000004362534
0.192599999999995	5.02955424167106	5.00004366252714	5.00000004375479
0.192699999999995	5.02959108140413	5.00004379161311	5.00000004388456
0.192799999999995	5.02962794016871	5.00004392101021	5.00000004401465
0.192899999999995	5.02966481792937	5.000044050719	5.00000004414505
0.192999999999995	5.02970171465081	5.00004418074003	5.00000004427578
0.193099999999995	5.02973863029785	5.00004431107388	5.00000004440682
0.193199999999995	5.02977556483549	5.00004444172109	5.00000004453817
0.193299999999995	5.02981251822885	5.00004457268223	5.00000004466985
0.193399999999995	5.02984949044319	5.00004470395786	5.00000004480185
0.193499999999995	5.02988648144393	5.00004483554855	5.00000004493416
0.193599999999995	5.02992349119661	5.00004496745485	5.0000000450668
0.193699999999995	5.02996051966691	5.00004509967732	5.00000004519976
0.193799999999995	5.02999756682068	5.00004523221654	5.00000004533304
0.193899999999995	5.03003463262387	5.00004536507307	5.00000004546664
0.193999999999995	5.0300717170426	5.00004549824747	5.00000004560057
0.194099999999995	5.0301088200431	5.0000456317403	5.00000004573482
0.194199999999995	5.03014594159177	5.00004576555214	5.00000004586939
0.194299999999995	5.03018308165511	5.00004589968356	5.00000004600429
0.194399999999995	5.03022024019979	5.0000460341351	5.00000004613952
0.194499999999995	5.0302574171926	5.00004616890736	5.00000004627507
0.194599999999995	5.03029461260046	5.00004630400089	5.00000004641095
0.194699999999995	5.03033182639045	5.00004643941626	5.00000004654715
0.194799999999995	5.03036905852976	5.00004657515405	5.00000004668369
0.194899999999995	5.03040630898572	5.00004671121482	5.00000004682055
0.194999999999995	5.0304435777258	5.00004684759915	5.00000004695774
0.195099999999995	5.0304808647176	5.00004698430761	5.00000004709526
0.195199999999995	5.03051816992886	5.00004712134076	5.00000004723311
0.195299999999995	5.03055549332743	5.00004725869918	5.0000000473713
0.195399999999995	5.03059283488132	5.00004739638345	5.00000004750981
0.195499999999995	5.03063019455866	5.00004753439414	5.00000004764866
0.195599999999995	5.03066757232769	5.00004767273182	5.00000004778784
0.195699999999995	5.03070496815682	5.00004781139706	5.00000004792735
0.195799999999995	5.03074238201456	5.00004795039045	5.0000000480672
0.195899999999995	5.03077981386956	5.00004808971257	5.00000004820738
0.195999999999995	5.0308172636906	5.00004822936397	5.0000000483479
0.196099999999995	5.03085473144658	5.00004836934525	5.00000004848875
0.196199999999995	5.03089221710654	5.00004850965698	5.00000004862994
0.196299999999995	5.03092972063963	5.00004865029975	5.00000004877147
0.196399999999995	5.03096724201515	5.00004879127412	5.00000004891334
0.196499999999995	5.03100478120251	5.00004893258068	5.00000004905554
0.196599999999995	5.03104233817124	5.00004907422	5.00000004919808
0.196699999999995	5.03107991289102	5.00004921619268	5.00000004934097
0.196799999999995	5.03111750533163	5.00004935849929	5.00000004948419
0.196899999999995	5.03115511546299	5.00004950114041	5.00000004962775
0.196999999999995	5.03119274325513	5.00004964411663	5.00000004977166
0.197099999999995	5.03123038867821	5.00004978742852	5.00000004991591
0.197199999999995	5.03126805170253	5.00004993107668	5.0000000500605
0.197299999999995	5.03130573229848	5.00005007506168	5.00000005020543
0.197399999999995	5.0313434304366	5.00005021938411	5.00000005035071
0.197499999999995	5.03138114608752	5.00005036404456	5.00000005049633
0.197599999999995	5.03141887922204	5.00005050904361	5.0000000506423
0.197699999999995	5.03145662981102	5.00005065438185	5.00000005078861
0.197799999999995	5.03149439782549	5.00005080005987	5.00000005093527
0.197899999999995	5.03153218323658	5.00005094607825	5.00000005108228
0.197999999999995	5.03156998601552	5.00005109243757	5.00000005122964
0.198099999999995	5.0316078061337	5.00005123913844	5.00000005137734
0.198199999999994	5.03164564356259	5.00005138618144	5.0000000515254
0.198299999999994	5.0316834982738	5.00005153356715	5.0000000516738
0.198399999999994	5.03172137023904	5.00005168129618	5.00000005182255
0.198499999999994	5.03175925943015	5.0000518293691	5.00000005197166
0.198599999999994	5.03179716581908	5.00005197778652	5.00000005212111
0.198699999999994	5.0318350893779	5.00005212654902	5.00000005227092
0.198799999999994	5.0318730300788	5.00005227565719	5.00000005242109
0.198899999999994	5.03191098789405	5.00005242511164	5.0000000525716
0.198999999999994	5.03194896279609	5.00005257491294	5.00000005272247
0.199099999999994	5.03198695475742	5.00005272506171	5.0000000528737
0.199199999999994	5.03202496375068	5.00005287555852	5.00000005302528
0.199299999999994	5.03206298974863	5.00005302640399	5.00000005317722
0.199399999999994	5.03210103272413	5.00005317759869	5.00000005332951
0.199499999999994	5.03213909265014	5.00005332914324	5.00000005348216
0.199599999999994	5.03217716949975	5.00005348103822	5.00000005363517
0.199699999999994	5.03221526324615	5.00005363328424	5.00000005378854
0.199799999999994	5.03225337386265	5.00005378588189	5.00000005394227
0.199899999999994	5.03229150132266	5.00005393883177	5.00000005409635
0.199999999999994	5.0323296455997	5.00005409213448	5.0000000542508
0.200099999999994	5.0323678066674	5.00005424579062	5.00000005440561
0.200199999999994	5.03240598449951	5.00005439980079	5.00000005456078
0.200299999999994	5.03244417906986	5.00005455416559	5.00000005471632
0.200399999999994	5.03248239035242	5.00005470888563	5.00000005487222
0.200499999999994	5.03252061832123	5.00005486396149	5.00000005502848
0.200599999999994	5.03255886295048	5.0000550193938	5.0000000551851
0.200699999999994	5.03259712421443	5.00005517518314	5.0000000553421
0.200799999999994	5.03263540208745	5.00005533133013	5.00000005549945
0.200899999999994	5.03267369654404	5.00005548783536	5.00000005565718
0.200999999999994	5.03271200755877	5.00005564469944	5.00000005581527
0.201099999999994	5.03275033510634	5.00005580192298	5.00000005597373
0.201199999999994	5.03278867916155	5.00005595950659	5.00000005613256
0.201299999999994	5.03282703969927	5.00005611745086	5.00000005629176
0.201399999999994	5.03286541669453	5.00005627575641	5.00000005645133
0.201499999999994	5.03290381012241	5.00005643442384	5.00000005661127
0.201599999999994	5.03294221995812	5.00005659345376	5.00000005677158
0.201699999999994	5.03298064617697	5.00005675284677	5.00000005693226
0.201799999999994	5.03301908875435	5.0000569126035	5.00000005709331
0.201899999999994	5.03305754766577	5.00005707272454	5.00000005725474
0.201999999999994	5.03309602288684	5.00005723321051	5.00000005741654
0.202099999999994	5.03313451439325	5.00005739406201	5.00000005757872
0.202199999999994	5.03317302216081	5.00005755527966	5.00000005774127
0.202299999999994	5.03321154616542	5.00005771686408	5.0000000579042
0.202399999999994	5.03325008638307	5.00005787881586	5.0000000580675
0.202499999999994	5.03328864278986	5.00005804113562	5.00000005823118
0.202599999999994	5.03332721536198	5.00005820382398	5.00000005839525
0.202699999999994	5.03336580407572	5.00005836688156	5.00000005855968
0.202799999999994	5.03340440890746	5.00005853030895	5.0000000587245
0.202899999999994	5.03344302983369	5.00005869410678	5.0000000588897
0.202999999999994	5.03348166683096	5.00005885827567	5.00000005905528
0.203099999999994	5.03352031987596	5.00005902281623	5.00000005922124
0.203199999999994	5.03355898894545	5.00005918772907	5.00000005938758
0.203299999999994	5.03359767401628	5.00005935301481	5.0000000595543
0.203399999999994	5.0336363750654	5.00005951867407	5.00000005972141
0.203499999999994	5.03367509206986	5.00005968470747	5.0000000598889
0.203599999999994	5.03371382500679	5.00005985111562	5.00000006005678
0.203699999999994	5.03375257385342	5.00006001789914	5.00000006022504
0.203799999999994	5.03379133858706	5.00006018505865	5.00000006039369
0.203899999999994	5.03383011918512	5.00006035259478	5.00000006056273
0.203999999999994	5.0338689156251	5.00006052050813	5.00000006073215
0.204099999999994	5.0339077278846	5.00006068879934	5.00000006090196
0.204199999999994	5.0339465559413	5.00006085746902	5.00000006107216
0.204299999999994	5.03398539977295	5.0000610265178	5.00000006124275
0.204399999999994	5.03402425935742	5.00006119594629	5.00000006141373
0.204499999999994	5.03406313467266	5.00006136575512	5.0000000615851
0.204599999999994	5.03410202569669	5.00006153594491	5.00000006175687
0.204699999999994	5.03414093240765	5.00006170651629	5.00000006192902
0.204799999999994	5.03417985478373	5.00006187746988	5.00000006210157
0.204899999999994	5.03421879280323	5.0000620488063	5.00000006227451
0.204999999999994	5.03425774644454	5.00006222052618	5.00000006244785
0.205099999999994	5.03429671568611	5.00006239263014	5.00000006262158
0.205199999999994	5.03433570050651	5.00006256511881	5.00000006279571
0.205299999999994	5.03437470088437	5.00006273799282	5.00000006297023
0.205399999999994	5.03441371679841	5.0000629112528	5.00000006314515
0.205499999999994	5.03445274822744	5.00006308489936	5.00000006332048
0.205599999999994	5.03449179515034	5.00006325893314	5.00000006349619
0.205699999999994	5.03453085754609	5.00006343335477	5.00000006367231
0.205799999999994	5.03456993539374	5.00006360816487	5.00000006384883
0.205899999999994	5.03460902867244	5.00006378336408	5.00000006402575
0.205999999999994	5.0346481373614	5.00006395895302	5.00000006420307
0.206099999999994	5.03468726143992	5.00006413493233	5.00000006438079
0.206199999999994	5.03472640088738	5.00006431130263	5.00000006455891
0.206299999999994	5.03476555568326	5.00006448806456	5.00000006473744
0.206399999999994	5.03480472580708	5.00006466521875	5.00000006491637
0.206499999999994	5.03484391123849	5.00006484276583	5.00000006509571
0.206599999999994	5.03488311195717	5.00006502070643	5.00000006527546
0.206699999999994	5.0349223279429	5.00006519904118	5.00000006545561
0.206799999999994	5.03496155917557	5.00006537777072	5.00000006563616
0.206899999999994	5.03500080563509	5.00006555689569	5.00000006581713
0.206999999999994	5.03504006730148	5.00006573641671	5.0000000659985
0.207099999999994	5.03507934415485	5.00006591633442	5.00000006618028
0.207199999999994	5.03511863617536	5.00006609664946	5.00000006636247
0.207299999999993	5.03515794334327	5.00006627736246	5.00000006654508
0.207399999999993	5.03519726563888	5.00006645847406	5.00000006672809
0.207499999999993	5.03523660304262	5.0000666399849	5.00000006691152
0.207599999999993	5.03527595553494	5.00006682189561	5.00000006709536
0.207699999999993	5.03531532309641	5.00006700420682	5.00000006727961
0.207799999999993	5.03535470570765	5.00006718691919	5.00000006746428
0.207899999999993	5.03539410334936	5.00006737003333	5.00000006764936
0.207999999999993	5.0354335160023	5.00006755354991	5.00000006783486
0.208099999999993	5.03547294364734	5.00006773746954	5.00000006802078
0.208199999999993	5.03551238626539	5.00006792179288	5.00000006820711
0.208299999999993	5.03555184383744	5.00006810652056	5.00000006839386
0.208399999999993	5.03559131634457	5.00006829165322	5.00000006858103
0.208499999999993	5.0356308037679	5.00006847719151	5.00000006876862
0.208599999999993	5.03567030608865	5.00006866313607	5.00000006895663
0.208699999999993	5.03570982328809	5.00006884948753	5.00000006914506
0.208799999999993	5.03574935534759	5.00006903624654	5.0000000693339
