t	wld	wld	wld
0.258499999999988	0.000120519775885032	0.00228031627025201	0.00264643013601808
0.258599999999988	0.000120414685126218	0.0022814933218624	0.00264921662001083
0.258699999999988	0.000120309740681946	0.00228266669852762	0.00265200506268065
0.258799999999988	0.000120204942273468	0.00228383638989559	0.00265479546475113
0.258899999999988	0.00012010028962266	0.00228500238564212	0.00265758782694567
0.258999999999988	0.000119995782451996	0.00228616467547134	0.0026603821499877
0.259099999999988	0.000119891420484583	0.00228732324911594	0.00266317843460048
0.259199999999988	0.000119787203444123	0.00228847809633751	0.0026659766815072
0.259299999999988	0.000119683131054923	0.00228962920692675	0.00266877689143103
0.259399999999988	0.000119579203041911	0.00229077657070387	0.00267157906509505
0.259499999999988	0.000119475419130613	0.002291920177519	0.00267438320322225
0.259599999999988	0.000119371779047161	0.00229306001725217	0.00267718930653547
0.259699999999988	0.000119268282518298	0.00229419607981403	0.00267999737575756
0.259799999999988	0.000119164929271358	0.00229532835514577	0.00268280741161126
0.259899999999988	0.000119061719034283	0.00229645683321968	0.00268561941481921
0.259999999999988	0.000118958651535623	0.00229758150403943	0.00268843338610399
0.260099999999988	0.000118855726504514	0.00229870235764015	0.00269124932618806
0.260199999999988	0.000118752943670708	0.00229981938408909	0.00269406723579385
0.260299999999988	0.000118650302764532	0.00230093257348568	0.00269688711564358
0.260399999999988	0.000118547803516925	0.00230204191596184	0.00269970896645953
0.260499999999988	0.000118445445659426	0.0023031474016824	0.00270253278896376
0.260599999999988	0.000118343228924145	0.00230424902084536	0.00270535858387836
0.260699999999988	0.000118241153043813	0.00230534676368214	0.00270818635192524
0.260799999999988	0.000118139217751727	0.00230644062045796	0.00271101609382626
0.260899999999988	0.000118037422781793	0.00230753058147202	0.00271384781030314
0.260999999999988	0.000117935767868499	0.00230861663705797	0.00271668150207759
0.261099999999988	0.000117834252746928	0.00230969877758413	0.00271951716987117
0.261199999999988	0.000117732877152739	0.00231077699345376	0.00272235481440539
0.261299999999988	0.000117631640822178	0.00231185127510545	0.00272519443640159
0.261399999999988	0.000117530543492086	0.00231292161301329	0.00272803603658103
0.261499999999988	0.000117429584899882	0.0023139879976873	0.00273087961566493
0.261599999999988	0.00011732876478356	0.00231505041967368	0.0027337251743744
0.261699999999988	0.000117228082881706	0.00231610886955513	0.00273657271343034
0.261799999999987	0.000117127538933486	0.00231716333795111	0.00273942223355374
0.261899999999987	0.000117027132678637	0.0023182138155181	0.00274227373546533
0.261999999999987	0.000116926863857484	0.00231926029295007	0.00274512721988579
0.262099999999987	0.000116826732210917	0.00232030276097864	0.00274798268753566
0.262199999999987	0.000116726737480415	0.00232134121037339	0.00275084013913552
0.262299999999987	0.000116626879408017	0.00232237563194211	0.00275369957540564
0.262399999999987	0.000116527157736353	0.00232340601653123	0.00275656099706633
0.262499999999987	0.000116427572208608	0.00232443235502605	0.0027594244048378
0.262599999999987	0.000116328122568542	0.00232545463835109	0.00276228979944008
0.262699999999987	0.000116228808560495	0.00232647285747017	0.00276515718159305
0.262799999999987	0.000116129629929364	0.002327487003387	0.00276802655201661
0.262899999999987	0.000116030586420617	0.00232849706714535	0.00277089791143047
0.262999999999987	0.000115931677780283	0.00232950303982919	0.00277377126055429
0.263099999999987	0.000115832903754971	0.0023305049125632	0.00277664660010748
0.263199999999987	0.000115734264091843	0.00233150267651303	0.00277952393080952
0.263299999999987	0.000115635758538633	0.00233249632288551	0.00278240325337964
0.263399999999987	0.000115537386843619	0.00233348584292897	0.00278528456853706
0.263499999999987	0.000115439148755654	0.00233447122793354	0.00278816787700079
0.263599999999987	0.000115341044024159	0.00233545246923138	0.00279105317948972
0.263699999999987	0.000115243072399086	0.00233642955819719	0.00279394047672278
0.263799999999987	0.00011514523363097	0.00233740248624811	0.00279682976941854
0.263899999999987	0.000115047527470887	0.00233837124484436	0.00279972105829565
0.263999999999987	0.000114949953670471	0.00233933582548941	0.00280261434407254
0.264099999999987	0.000114852511981908	0.00234029621973017	0.00280550962746762
0.264199999999987	0.000114755202157952	0.00234125241915748	0.00280840690919905
0.264299999999987	0.000114658023951887	0.00234220441540611	0.0028113061899849
0.264399999999987	0.00011456097711756	0.00234315220015521	0.00281420747054321
0.264499999999987	0.000114464061409359	0.00234409576512871	0.00281711075159183
0.264599999999987	0.000114367276582226	0.00234503510209536	0.00282001603384842
0.264699999999987	0.000114270622391653	0.00234597020286916	0.00282292331803062
0.264799999999987	0.000114174098593666	0.00234690105930955	0.00282583260485585
0.264899999999987	0.000114077704944847	0.00234782766332178	0.00282874389504152
0.264999999999987	0.000113981441202312	0.00234875000685717	0.00283165718930481
0.265099999999987	0.000113885307123728	0.00234966808191326	0.00283457248836275
0.265199999999987	0.000113789302467304	0.00235058188053428	0.00283748979293237
0.265299999999987	0.00011369342699177	0.00235149139481125	0.00284040910373042
0.265399999999987	0.000113597680456423	0.0023523966168824	0.00284333042147367
0.265499999999987	0.000113502062621075	0.00235329753893327	0.00284625374687865
0.265599999999987	0.000113406573246085	0.00235419415319713	0.00284917908066174
0.265699999999987	0.000113311212092346	0.00235508645195528	0.00285210642353918
0.265799999999987	0.00011321597892129	0.00235597442753707	0.00285503577622724
0.265899999999987	0.000113120873494869	0.00235685807232041	0.00285796713944184
0.265999999999987	0.00011302589557558	0.00235773737873192	0.00286090051389881
0.266099999999987	0.00011293104492644	0.00235861233924733	0.00286383590031396
0.266199999999987	0.000112836321311	0.00235948294639157	0.00286677329940286
0.266299999999987	0.000112741724493344	0.00236034919273906	0.00286971271188094
0.266399999999987	0.000112647254238081	0.00236121107091412	0.00287265413846349
0.266499999999987	0.000112552910310341	0.00236206857359105	0.00287559757986565
0.266599999999987	0.000112458692475789	0.00236292169349444	0.00287854303680248
0.266699999999987	0.000112364600500604	0.00236377042339953	0.0028814905099888
0.266799999999987	0.00011227063415149	0.0023646147561323	0.00288444000013938
0.266899999999987	0.000112176793195684	0.00236545468456986	0.00288739150796882
0.266999999999987	0.000112083077400925	0.00236629020164067	0.00289034503419149
0.267099999999987	0.000111989486535482	0.00236712130032473	0.00289330057952162
0.267199999999987	0.000111896020368145	0.00236794797365386	0.00289625814467342
0.267299999999987	0.000111802678668214	0.00236877021471198	0.0028992177303608
0.267399999999987	0.000111709461205512	0.00236958801663529	0.00290217933729761
0.267499999999987	0.000111616367750367	0.0023704013726127	0.00290514296619752
0.267599999999987	0.000111523398073631	0.00237121027588577	0.00290810861777404
0.267699999999987	0.000111430551946663	0.00237201471974929	0.00291107629274047
0.267799999999987	0.000111337829141337	0.00237281469755116	0.00291404599181008
0.267899999999987	0.000111245229430033	0.00237361020269293	0.00291701771569584
0.267999999999987	0.000111152752585642	0.00237440122862994	0.00291999146511066
0.268099999999987	0.000111060398381567	0.00237518776887152	0.00292296724076725
0.268199999999987	0.000110968166591716	0.00237596981698119	0.00292594504337818
0.268299999999987	0.0001108760569905	0.00237674736657706	0.00292892487365578
0.268399999999987	0.000110784069352845	0.00237752041133188	0.00293190673231238
0.268499999999987	0.000110692203454157	0.00237828894497332	0.00293489062005998
0.268599999999987	0.000110600459070372	0.00237905296128436	0.0029378765376105
0.268699999999987	0.000110508835977915	0.00237981245410323	0.00294086448567564
0.268799999999987	0.00011041733395371	0.00238056741732386	0.00294385446496697
0.268899999999987	0.00011032595277518	0.00238131784489603	0.00294684647619593
0.268999999999987	0.000110234692220252	0.00238206373082554	0.0029498405200737
0.269099999999987	0.000110143552067339	0.00238280506917454	0.00295283659731139
0.269199999999987	0.000110052532095368	0.00238354185406167	0.00295583470861977
0.269299999999987	0.000109961632083742	0.00238427407966226	0.00295883485470969
0.269399999999987	0.000109870851812373	0.00238500174020863	0.0029618370362916
0.269499999999987	0.000109780191061655	0.00238572482999028	0.00296484125407583
0.269599999999987	0.000109689649612476	0.00238644334335405	0.00296784750877257
0.269699999999987	0.000109599227246219	0.00238715727470434	0.00297085580109192
0.269799999999987	0.000109508923744748	0.00238786661850333	0.00297386613174365
0.269899999999987	0.000109418738890422	0.00238857136927119	0.00297687850143733
0.269999999999987	0.000109328672466091	0.00238927152158633	0.0029798929108825
0.270099999999987	0.000109238724255077	0.00238996707008556	0.00298290936078837
0.270199999999987	0.000109148894041197	0.00239065800946418	0.00298592785186413
0.270299999999987	0.000109059181608751	0.00239134433447646	0.00298894838481867
0.270399999999987	0.000108969586742524	0.00239202603993552	0.00299197096036064
0.270499999999987	0.000108880109227772	0.00239270312071374	0.00299499557919868
0.270599999999987	0.000108790748850241	0.00239337557174287	0.00299802224204109
0.270699999999987	0.000108701505396154	0.00239404338801418	0.003001050949596
0.270799999999987	0.000108612378652219	0.00239470656457882	0.00300408170257143
0.270899999999986	0.000108523368405607	0.00239536509654783	0.00300711450167518
0.270999999999986	0.000108434474443979	0.00239601897909233	0.00301014934761474
0.271099999999986	0.000108345696555458	0.00239666820744385	0.0030131862410976
0.271199999999986	0.000108257034528656	0.00239731277689438	0.00301622518283086
0.271299999999986	0.000108168488152648	0.00239795268279657	0.00301926617352158
0.271399999999986	0.00010808005721698	0.00239858792056394	0.00302230921387661
0.271499999999986	0.000107991741511675	0.00239921848567106	0.00302535430460252
0.271599999999986	0.000107903540827221	0.00239984437365377	0.00302840144640564
0.271699999999986	0.000107815454954573	0.00240046558010914	0.00303145063999223
0.271799999999986	0.000107727483685158	0.00240108210069583	0.00303450188606828
0.271899999999986	0.000107639626810869	0.00240169393113423	0.00303755518533961
0.271999999999986	0.000107551884124072	0.00240230106720671	0.00304061053851182
0.272099999999986	0.00010746425541758	0.00240290350475751	0.00304366794629028
0.272199999999986	0.000107376740484683	0.00240350123969317	0.00304672740938015
0.272299999999986	0.000107289339119126	0.00240409426798257	0.00304978892848643
0.272399999999986	0.000107202051115117	0.00240468258565707	0.00305285250431382
0.272499999999986	0.000107114876267327	0.00240526618881077	0.00305591813756695
0.272599999999986	0.000107027814370881	0.00240584507360054	0.00305898582895006
0.272699999999986	0.000106940865221372	0.00240641923624621	0.00306205557916739
0.272799999999986	0.000106854028614836	0.00240698867303075	0.00306512738892275
0.272899999999986	0.000106767304347776	0.00240755338030046	0.00306820125891989
0.272999999999986	0.000106680692217146	0.00240811335446491	0.00307127718986226
0.273099999999986	0.000106594192020347	0.00240866859199732	0.00307435518245313
0.273199999999986	0.000106507803555247	0.00240921908943451	0.00307743523739557
0.273299999999986	0.000106421526620156	0.00240976484337723	0.00308051735539232
0.273399999999986	0.000106335361013836	0.00241030585049009	0.00308360153714603
0.273499999999986	0.000106249306535496	0.00241084210750189	0.00308668778335906
0.273599999999986	0.000106163362984793	0.00241137361120554	0.00308977609473361
0.273699999999986	0.000106077530161846	0.00241190035845843	0.00309286647197149
0.273799999999986	0.000105991807867202	0.00241242234618225	0.00309595891577447
0.273899999999986	0.000105906195901871	0.00241293957136341	0.00309905342684398
0.273999999999986	0.000105820694067284	0.00241345203105295	0.00310215000588133
0.274099999999986	0.000105735302165338	0.00241395972236683	0.00310524865358747
0.274199999999986	0.00010565001999836	0.00241446264248588	0.00310834937066314
0.274299999999986	0.000105564847369123	0.00241496078865606	0.00311145215780888
0.274399999999986	0.000105479784080838	0.00241545415818838	0.00311455701572503
0.274499999999986	0.000105394829937157	0.0024159427484593	0.00311766394511167
0.274599999999986	0.000105309984742171	0.00241642655691057	0.00312077294666856
0.274699999999986	0.000105225248300397	0.00241690558104939	0.00312388402109535
0.274799999999986	0.000105140620416807	0.00241737981844866	0.00312699716909135
0.274899999999986	0.0001050561008968	0.00241784926674688	0.00313011239135571
0.274999999999986	0.000104971689546197	0.00241831392364836	0.00313322968858722
0.275099999999986	0.000104887386171266	0.0024187737869233	0.00313634906148456
0.275199999999986	0.000104803190578707	0.00241922885440784	0.0031394705107461
0.275299999999986	0.000104719102575648	0.00241967912400431	0.00314259403706995
0.275399999999986	0.000104635121969653	0.00242012459368103	0.00314571964115398
0.275499999999986	0.000104551248568697	0.00242056526147255	0.00314884732369586
0.275599999999986	0.000104467482181206	0.00242100112547993	0.0031519770853929
0.275699999999986	0.000104383822616016	0.00242143218387041	0.00315510892694228
0.275799999999986	0.000104300269682396	0.00242185843487783	0.00315824284904087
0.275899999999986	0.000104216823190037	0.00242227987680253	0.00316137885238525
0.275999999999986	0.000104133482949056	0.00242269650801147	0.00316451693767179
0.276099999999986	0.000104050248769997	0.00242310832693824	0.00316765710559657
0.276199999999986	0.000103967120463821	0.00242351533208334	0.00317079935685546
0.276299999999986	0.000103884097841906	0.00242391752201396	0.00317394369214399
0.276399999999986	0.000103801180716062	0.00242431489536416	0.00317709011215755
0.276499999999986	0.000103718368898512	0.00242470745083505	0.00318023861759115
0.276599999999986	0.000103635662201894	0.00242509518719467	0.00318338920913956
0.276699999999986	0.000103553060439261	0.00242547810327815	0.00318654188749737
0.276799999999986	0.000103470563424091	0.00242585619798765	0.00318969665335875
0.276899999999986	0.000103388170970268	0.00242622947029259	0.00319285350741778
0.276999999999986	0.000103305882892101	0.00242659791922949	0.00319601245036807
0.277099999999986	0.000103223699004305	0.00242696154390216	0.00319917348290311
0.277199999999986	0.000103141619122004	0.0024273203434817	0.00320233660571608
0.277299999999986	0.000103059643060728	0.00242767431720654	0.00320550181949984
0.277399999999986	0.000102977770636439	0.00242802346438247	0.00320866912494697
0.277499999999986	0.000102896001665494	0.00242836778438269	0.00321183852274988
0.277599999999986	0.000102814335964659	0.00242870727664782	0.0032150100136006
0.277699999999986	0.000102732773351103	0.00242904194068593	0.00321818359819086
0.277799999999986	0.000102651313642406	0.00242937177607263	0.00322135927721223
0.277899999999986	0.000102569956656554	0.00242969678245096	0.00322453705135589
0.277999999999986	0.000102488702211941	0.00243001695953151	0.00322771692131273
0.278099999999986	0.000102407550127357	0.0024303323070925	0.00323089888777345
0.278199999999986	0.00010232650022199	0.0024306428249796	0.00323408295142839
0.278299999999986	0.000102245552315447	0.00243094851310611	0.00323726911296756
0.278399999999986	0.000102164706227725	0.00243124937145294	0.00324045737308074
0.278499999999986	0.00010208396177921	0.00243154540006856	0.0032436477324574
0.278599999999986	0.000102003318790704	0.00243183659906914	0.0032468401917867
0.278699999999986	0.000101922777083406	0.00243212296863835	0.00325003475175762
0.278799999999986	0.000101842336478899	0.00243240450902751	0.00325323141305866
0.278899999999986	0.000101761996799166	0.00243268122055556	0.00325643017637812
0.278999999999986	0.000101681757866589	0.00243295310360905	0.00325963104240403
0.279099999999986	0.000101601619503948	0.00243322015864214	0.00326283401182402
0.279199999999986	0.000101521581534403	0.00243348238617651	0.00326603908532548
0.279299999999986	0.000101441643781518	0.00243373978680141	0.00326924626359548
0.279399999999986	0.000101361806069236	0.00243399236117375	0.00327245554732078
0.279499999999986	0.000101282068221905	0.00243424011001798	0.00327566693718787
0.279599999999986	0.000101202430064248	0.00243448303412591	0.00327888043388294
0.279699999999986	0.000101122891421381	0.00243472113435707	0.00328209603809175
0.279799999999986	0.000101043452118807	0.00243495441163829	0.0032853137504999
0.279899999999985	0.000100964111982427	0.00243518286696398	0.00328853357179252
0.279999999999985	0.000100884870838507	0.0024354065013959	0.00329175550265456
0.280099999999985	0.000100805728513713	0.00243562531606319	0.00329497954377063
0.280199999999985	0.000100726684835085	0.00243583931216238	0.00329820569582492
0.280299999999985	0.000100647739630049	0.00243604849095731	0.00330143395950142
0.280399999999985	0.000100568892726419	0.00243625285377899	0.00330466433548365
0.280499999999985	0.000100490143952382	0.0024364524020258	0.00330789682445498
0.280599999999985	0.000100411493136502	0.00243664713716324	0.00331113142709837
0.280699999999985	0.000100332940107735	0.00243683706072397	0.00331436814409652
0.280799999999985	0.000100254484695401	0.00243702217430774	0.00331760697613162
0.280899999999985	0.000100176126729208	0.00243720247958126	0.0033208479238857
0.280999999999985	0.000100097866039227	0.00243737797827829	0.00332409098804045
0.281099999999985	0.000100019702455923	0.00243754867219949	0.00332733616927712
0.281199999999985	9.9941635810115E-05	0.0024377145632123	0.00333058346827674
0.281299999999985	9.98636659330184E-05	0.00243787565325112	0.00333383288571989
0.281399999999985	9.97857926561929E-05	0.00243803194431691	0.00333708442228694
0.281499999999985	9.97080158115991E-05	0.00243818343847737	0.00334033807865784
0.281599999999985	9.96303352315468E-05	0.00243833013786679	0.00334359385551218
0.281699999999985	9.95527507487208E-05	0.00243847204468599	0.00334685175352919
0.281799999999985	9.94752621961897E-05	0.00243860916120216	0.00335011177338789
0.281899999999985	9.93978694073633E-05	0.00243874148974889	0.00335337391576678
0.281999999999985	9.932057221604E-05	0.00243886903272606	0.00335663818134413
0.282099999999985	9.92433704563843E-05	0.0024389917925997	0.00335990457079789
0.282199999999985	9.91662639629074E-05	0.00243910977190202	0.00336317308480547
0.282299999999985	9.90892525705079E-05	0.00243922297323114	0.00336644372404414
0.282399999999985	9.90123361144282E-05	0.00243933139925122	0.00336971648919074
0.282499999999985	9.8935514430295E-05	0.0024394350526922	0.00337299138092166
0.282599999999985	9.88587873540714E-05	0.00243953393634974	0.00337626839991307
0.282699999999985	9.87821547221017E-05	0.0024396280530852	0.00337954754684064
0.282799999999985	9.87056163710832E-05	0.00243971740582538	0.0033828288223798
0.282899999999985	9.86291721380736E-05	0.00243980199756262	0.00338611222720553
0.282999999999985	9.85528218604871E-05	0.00243988183135458	0.00338939776199255
0.283099999999985	9.84765653760935E-05	0.00243995691032407	0.00339268542741512
0.283199999999985	9.84004025230241E-05	0.00244002723765903	0.00339597522414713
0.283299999999985	9.83243331397691E-05	0.00244009281661241	0.00339926715286215
0.283399999999985	9.82483570651595E-05	0.00244015365050203	0.00340256121423334
0.283499999999985	9.81724741383926E-05	0.00244020974271053	0.00340585740893343
0.283599999999985	9.80966841990222E-05	0.00244026109668508	0.00340915573763497
0.283699999999985	9.80209870869408E-05	0.00244030771593749	0.00341245620100996
0.283799999999985	9.79453826424048E-05	0.00244034960404389	0.00341575879973003
0.283899999999985	9.78698707060101E-05	0.00244038676464466	0.00341906353446646
0.283999999999985	9.77944511187128E-05	0.00244041920144433	0.00342237040589014
0.284099999999985	9.77191237218067E-05	0.00244044691821151	0.0034256794146716
0.284199999999985	9.76438883569471E-05	0.00244046991877858	0.00342899056148092
0.284299999999985	9.75687448661314E-05	0.00244048820704173	0.00343230384698789
0.284399999999985	9.7493693091693E-05	0.00244050178696067	0.00343561927186184
0.284499999999985	9.74187328763238E-05	0.00244051066255858	0.00343893683677172
0.284599999999985	9.73438640630569E-05	0.00244051483792193	0.00344225654238612
0.284699999999985	9.72690864952761E-05	0.00244051431720035	0.00344557838937315
0.284799999999985	9.71944000166863E-05	0.00244050910460656	0.00344890237840056
0.284899999999985	9.71198044713608E-05	0.00244049920441604	0.00345222851013581
0.284999999999985	9.70452997037005E-05	0.00244048462096705	0.00345555678524579
0.285099999999985	9.69708855584456E-05	0.00244046535866032	0.00345888720439703
0.285199999999985	9.68965618806731E-05	0.00244044142195902	0.00346221976825566
0.285299999999985	9.68223285158161E-05	0.00244041281538852	0.00346555447748753
0.285399999999985	9.67481853096248E-05	0.00244037954353633	0.00346889133275792
0.285499999999985	9.66741321082041E-05	0.00244034161105177	0.00347223033473176
0.285599999999985	9.6600168757975E-05	0.00244029902264598	0.00347557148407346
0.285699999999985	9.65262951057197E-05	0.00244025178309159	0.00347891478144724
0.285799999999985	9.6452510998538E-05	0.00244019989722272	0.00348226022751677
0.285899999999985	9.63788162838613E-05	0.00244014336993459	0.00348560782294523
0.285999999999985	9.63052108094703E-05	0.0024400822061836	0.00348895756839549
0.286099999999985	9.62316944234624E-05	0.0024400164109869	0.00349230946452997
0.286199999999985	9.61582669742652E-05	0.00243994598942242	0.00349566351201067
0.286299999999985	9.60849283106539E-05	0.00243987094662853	0.00349901971149913
0.286399999999985	9.60116782817165E-05	0.00243979128780404	0.00350237806365657
0.286499999999985	9.59385167368807E-05	0.00243970701820773	0.00350573856914357
0.286599999999985	9.58654435259005E-05	0.00243961814315846	0.00350910122862045
0.286699999999985	9.57924584988508E-05	0.00243952466803478	0.0035124660427471
0.286799999999985	9.57195615061416E-05	0.00243942659827486	0.00351583301218289
0.286899999999985	9.56467523985047E-05	0.00243932393937615	0.00351920213758679
0.286999999999985	9.55740310269931E-05	0.00243921669689537	0.0035225734196173
0.287099999999985	9.55013972429893E-05	0.00243910487644819	0.00352594685893249
0.287199999999985	9.54288508981998E-05	0.00243898848370901	0.00352932245618998
0.287299999999985	9.53563918446472E-05	0.00243886752441084	0.00353270021204704
0.287399999999985	9.52840199346854E-05	0.00243874200434508	0.00353608012716038
0.287499999999985	9.52117350209765E-05	0.00243861192936125	0.00353946220218628
0.287599999999985	9.51395369565198E-05	0.00243847730536685	0.00354284643778056
0.287699999999985	9.50674255946224E-05	0.00243833813832713	0.00354623283459859
0.287799999999985	9.49954007889122E-05	0.00243819443426483	0.00354962139329537
0.287899999999985	9.49234623933355E-05	0.00243804619925999	0.00355301211452528
0.287999999999985	9.48516102621539E-05	0.00243789343944985	0.00355640499894241
0.288099999999985	9.47798442499548E-05	0.00243773616102837	0.00355980004720031
0.288199999999985	9.47081642116278E-05	0.00243757437024636	0.00356319725995197
0.288299999999985	9.46365700023838E-05	0.0024374080734109	0.00356659663785014
0.288399999999985	9.45650614777465E-05	0.00243723727688543	0.00356999818154687
0.288499999999985	9.44936384935542E-05	0.00243706198708922	0.00357340189169388
0.288599999999985	9.44223009059581E-05	0.00243688221049739	0.00357680776894234
0.288699999999985	9.43510485714178E-05	0.00243669795364064	0.00358021581394301
0.288799999999985	9.42798813467092E-05	0.00243650922310491	0.00358362602734613
0.288899999999985	9.42087990889142E-05	0.00243631602553121	0.00358703840980148
0.288999999999984	9.41378016554209E-05	0.00243611836761534	0.00359045296195832
0.289099999999984	9.40668889039399E-05	0.0024359162561078	0.00359386968446548
0.289199999999984	9.39960606924677E-05	0.00243570969781339	0.00359728857797133
0.289299999999984	9.39253168793336E-05	0.002435498699591	0.00360070964312366
0.289399999999984	9.3854657323152E-05	0.00243528326835343	0.00360413288056986
0.289499999999984	9.3784081882857E-05	0.00243506341106711	0.00360755829095674
0.289599999999984	9.37135904176764E-05	0.00243483913475188	0.0036109858749307
0.289699999999984	9.36431827871504E-05	0.00243461044648071	0.0036144156331376
0.289799999999984	9.35728588511186E-05	0.0024343773533795	0.00361784756622271
0.289899999999984	9.35026184697216E-05	0.00243413986262673	0.00362128167483104
0.289999999999984	9.343246150341E-05	0.00243389798145328	0.0036247179596069
0.290099999999984	9.33623878129246E-05	0.00243365171714216	0.00362815642119413
0.290199999999984	9.32923972593138E-05	0.00243340107702835	0.00363159706023612
0.290299999999984	9.32224897039243E-05	0.0024331460684984	0.00363503987737562
0.290399999999984	9.315266500841E-05	0.00243288669899027	0.00363848487325506
0.290499999999984	9.30829230347062E-05	0.00243262297599297	0.00364193204851622
0.290599999999984	9.30132636450595E-05	0.00243235490704645	0.00364538140380039
0.290699999999984	9.29436867019982E-05	0.00243208249974112	0.00364883293974845
0.290799999999984	9.28741920683625E-05	0.00243180576171789	0.00365228665700052
0.290899999999984	9.28047796072877E-05	0.0024315247006676	0.00365574255619645
0.290999999999984	9.27354491821879E-05	0.00243123932433093	0.00365920063797543
0.291099999999984	9.26662006567862E-05	0.00243094964049807	0.00366266090297614
0.291199999999984	9.25970338950924E-05	0.00243065565700854	0.00366612335183679
0.291299999999984	9.25279487614104E-05	0.00243035738175073	0.00366958798519499
0.291399999999984	9.24589451203341E-05	0.00243005482266186	0.00367305480368777
0.291499999999984	9.23900228367523E-05	0.00242974798772758	0.00367652380795183
0.291599999999984	9.23211817758417E-05	0.00242943688498163	0.00367999499862312
0.291699999999984	9.22524218030658E-05	0.00242912152250577	0.00368346837633705
0.291799999999984	9.21837427841839E-05	0.0024288019084292	0.00368694394172866
0.291899999999984	9.21151445852289E-05	0.00242847805092867	0.00369042169543227
0.291999999999984	9.20466270725407E-05	0.00242814995822783	0.00369390163808183
0.292099999999984	9.19781901127305E-05	0.00242781763859713	0.00369738377031054
0.292199999999984	9.19098335727061E-05	0.00242748110035359	0.00370086809275125
0.292299999999984	9.18415573196472E-05	0.00242714035186039	0.00370435460603604
0.292399999999984	9.17733612210377E-05	0.0024267954015266	0.00370784331079665
0.292499999999984	9.1705245144621E-05	0.00242644625780705	0.00371133420766409
0.292599999999984	9.16372089584457E-05	0.00242609292920184	0.00371482729726885
0.292699999999984	9.15692525308372E-05	0.0024257354242561	0.0037183225802409
0.292799999999984	9.15013757303957E-05	0.00242537375155985	0.00372182005720974
0.292899999999984	9.14335784260011E-05	0.00242500791974751	0.00372531972880401
0.292999999999984	9.13658604868313E-05	0.00242463793749775	0.00372882159565209
0.293099999999984	9.12982217823244E-05	0.00242426381353308	0.00373232565838156
0.293199999999984	9.12306621822004E-05	0.00242388555661973	0.0037358319176196
0.293299999999984	9.11631815564644E-05	0.00242350317556713	0.00373934037399268
0.293399999999984	9.10957797754E-05	0.0024231166792278	0.00374285102812677
0.293499999999984	9.1028456709566E-05	0.002422726076497	0.00374636388064724
0.293599999999984	9.09612122297953E-05	0.00242233137631237	0.00374987893217884
0.293699999999984	9.08940462071971E-05	0.00242193258765376	0.00375339618334568
0.293799999999984	9.08269585131488E-05	0.00242152971954276	0.00375691563477147
0.293899999999984	9.07599490193136E-05	0.0024211227810425	0.00376043728707915
0.293999999999984	9.06930175976246E-05	0.00242071178125737	0.00376396114089119
0.294099999999984	9.06261641202853E-05	0.00242029672933274	0.00376748719682927
0.294199999999984	9.05593884597798E-05	0.0024198776344545	0.0037710154555147
0.294299999999984	9.04926904888502E-05	0.00241945450584895	0.00377454591756802
0.294399999999984	9.04260700805167E-05	0.00241902735278241	0.00377807858360936
0.294499999999984	9.03595271080684E-05	0.00241859618456082	0.00378161345425799
0.294599999999984	9.0293061445069E-05	0.00241816101052964	0.00378515053013269
0.294699999999984	9.02266729653434E-05	0.00241772184007337	0.00378868981185175
0.294799999999984	9.01603615429882E-05	0.00241727868261533	0.00379223130003256
0.294899999999984	9.00941270523709E-05	0.00241683154761725	0.00379577499529216
0.294999999999984	9.00279693681197E-05	0.00241638044457914	0.00379932089824687
0.295099999999984	8.99618883651322E-05	0.00241592538303888	0.0038028690095124
0.295199999999984	8.98958839185775E-05	0.00241546637257185	0.0038064193297038
0.295299999999984	8.98299559038729E-05	0.00241500342279063	0.00380997185943553
0.295399999999984	8.97641041967151E-05	0.00241453654334487	0.00381352659932134
0.295499999999984	8.96983286730666E-05	0.00241406574392081	0.00381708354997447
0.295599999999984	8.96326292091422E-05	0.00241359103424086	0.00382064271200746
0.295699999999984	8.95670056814204E-05	0.0024131124240636	0.0038242040860322
0.295799999999984	8.95014579666484E-05	0.00241262992318325	0.00382776767265992
0.295899999999984	8.94359859418287E-05	0.00241214354142935	0.00383133347250127
0.295999999999984	8.93705894842244E-05	0.00241165328866654	0.00383490148616631
0.296099999999984	8.93052684713593E-05	0.00241115917479414	0.00383847171426426
0.296199999999984	8.92400227810152E-05	0.00241066120974604	0.00384204415740388
0.296299999999984	8.91748522912444E-05	0.00241015940349005	0.00384561881619315
0.296399999999984	8.91097568803329E-05	0.00240965376602789	0.00384919569123951
0.296499999999984	8.90447364268494E-05	0.00240914430739476	0.00385277478314956
0.296599999999984	8.8979790809605E-05	0.00240863103765893	0.00385635609252941
0.296699999999984	8.89149199076688E-05	0.0024081139669216	0.00385993961998441
0.296799999999984	8.88501236003585E-05	0.0024075931053164	0.0038635253661193
0.296899999999984	8.8785401767266E-05	0.00240706846300927	0.00386711333153816
0.296999999999984	8.87207542882138E-05	0.00240654005019799	0.00387070351684431
0.297099999999984	8.86561810432972E-05	0.00240600787711184	0.00387429592264053
0.297199999999984	8.85916819128582E-05	0.00240547195401142	0.0038778905495288
0.297299999999984	8.85272567774793E-05	0.00240493229118822	0.0038814873981104
0.297399999999984	8.84629055180127E-05	0.00240438889896439	0.00388508646898605
