t	fd	fd	fd
1.0330999999999	0.188890725943278	0.477083191170039	0.176629391633055
1.0331999999999	0.188891688976592	0.477138194559043	0.176663892606706
1.0332999999999	0.188892651099574	0.47719319433545	0.176698392914089
1.0333999999999	0.188893612312455	0.477248190498657	0.176732892555257
1.0334999999999	0.188894572615467	0.477303183048057	0.176767391530264
1.0335999999999	0.188895532008843	0.477358171983046	0.176801889839162
1.0336999999999	0.188896490492814	0.477413157303018	0.176836387482005
1.0337999999999	0.188897448067611	0.477468139007369	0.176870884458847
1.0338999999999	0.188898404733468	0.477523117095494	0.176905380769741
1.0339999999999	0.188899360490614	0.477578091566787	0.17693987641474
1.0340999999999	0.188900315339281	0.477633062420643	0.176974371393897
1.0341999999999	0.188901269279702	0.477688029656456	0.177008865707265
1.0342999999999	0.188902222312106	0.477742993273622	0.177043359354899
1.0343999999999	0.188903174436726	0.477797953271535	0.17707785233685
1.0344999999999	0.188904125653792	0.477852909649589	0.177112344653172
1.0345999999999	0.188905075963535	0.477907862407179	0.177146836303919
1.0346999999999	0.188906025366186	0.4779628115437	0.177181327289143
1.0347999999999	0.188906973861976	0.478017757058546	0.177215817608898
1.0348999999999	0.188907921451135	0.478072698951111	0.177250307263236
1.0349999999999	0.188908868133894	0.478127637220789	0.177284796252211
1.0350999999999	0.188909813910484	0.478182571866976	0.177319284575876
1.0351999999999	0.188910758781135	0.478237502889064	0.177353772234284
1.0352999999999	0.188911702746077	0.478292430286448	0.177388259227487
1.0353999999999	0.188912645805541	0.478347354058523	0.177422745555539
1.0354999999999	0.188913587959756	0.478402274204683	0.177457231218493
1.0355999999999	0.188914529208952	0.47845719072432	0.177491716216402
1.0356999999999	0.18891546955336	0.47851210361683	0.177526200549319
1.0357999999999	0.188916408993209	0.478567012881607	0.177560684217296
1.0358999999999	0.188917347528729	0.478621918518043	0.177595167220387
1.0359999999999	0.18891828516015	0.478676820525533	0.177629649558644
1.0360999999999	0.1889192218877	0.478731718903472	0.17766413123212
1.0361999999999	0.188920157711611	0.478786613651252	0.177698612240868
1.0362999999999	0.18892109263211	0.478841504768267	0.177733092584942
1.0363999999999	0.188922026649427	0.47889639225391	0.177767572264392
1.0364999999999	0.188922959763791	0.478951276107577	0.177802051279274
1.0365999999999	0.188923891975431	0.479006156328659	0.177836529629638
1.0366999999999	0.188924823284577	0.479061032916551	0.177871007315538
1.0367999999999	0.188925753691457	0.479115905870646	0.177905484337027
1.0368999999999	0.188926683196299	0.479170775190337	0.177939960694157
1.0369999999999	0.188927611799333	0.479225640875017	0.177974436386981
1.0370999999999	0.188928539500788	0.479280502924081	0.178008911415552
1.0371999999999	0.188929466300891	0.479335361336921	0.178043385779922
1.0372999999999	0.18893039219987	0.47939021611293	0.178077859480144
1.0373999999999	0.188931317197956	0.479445067251502	0.17811233251627
1.0374999999999	0.188932241295374	0.479499914752029	0.178146804888352
1.0375999999999	0.188933164492354	0.479554758613905	0.178181276596445
1.0376999999999	0.188934086789124	0.479609598836523	0.178215747640599
1.0377999999999	0.188935008185911	0.479664435419276	0.178250218020868
1.0378999999999	0.188935928682943	0.479719268361556	0.178284687737303
1.0379999999999	0.188936848280449	0.479774097662757	0.178319156789958
1.0380999999999	0.188937766978655	0.479828923322271	0.178353625178885
1.0381999999999	0.18893868477779	0.479883745339491	0.178388092904136
1.0382999999999	0.18893960167808	0.47993856371381	0.178422559965764
1.0383999999999	0.188940517679753	0.47999337844462	0.17845702636382
1.0384999999999	0.188941432783036	0.480048189531315	0.178491492098358
1.0385999999999	0.188942346988157	0.480102996973286	0.178525957169429
1.0386999999999	0.188943260295343	0.480157800769927	0.178560421577086
1.0387999999999	0.188944172704819	0.480212600920629	0.178594885321381
1.0388999999999	0.188945084216815	0.480267397424786	0.178629348402366
1.0389999999999	0.188945994831555	0.480322190281789	0.178663810820094
1.0390999999999	0.188946904549267	0.48037697949103	0.178698272574617
1.0391999999999	0.188947813370178	0.480431765051903	0.178732733665987
1.0392999999999	0.188948721294514	0.4804865469638	0.178767194094255
1.0393999999999	0.188949628322501	0.480541325226112	0.178801653859475
1.0394999999999	0.188950534454366	0.480596099838232	0.178836112961699
1.0395999999999	0.188951439690335	0.480650870799552	0.178870571400978
1.0396999999999	0.188952344030634	0.480705638109463	0.178905029177364
1.0397999999999	0.188953247475489	0.480760401767359	0.17893948629091
1.0398999999999	0.188954150025127	0.480815161772631	0.178973942741667
1.0399999999999	0.188955051679772	0.48086991812467	0.179008398529688
1.0400999999999	0.188955952439651	0.480924670822869	0.179042853655024
1.0401999999999	0.188956852304989	0.48097941986662	0.179077308117728
1.0402999999999	0.188957751276013	0.481034165255314	0.179111761917852
1.0403999999999	0.188958649352946	0.481088906988343	0.179146215055446
1.0404999999999	0.188959546536016	0.481143645065099	0.179180667530564
1.0405999999999	0.188960442825447	0.481198379484973	0.179215119343257
1.0406999999999	0.188961338221464	0.481253110247357	0.179249570493576
1.0407999999999	0.188962232724293	0.481307837351643	0.179284020981575
1.0408999999999	0.188963126334158	0.481362560797221	0.179318470807304
1.0409999999999	0.188964019051285	0.481417280583484	0.179352919970815
1.0410999999999	0.188964910875898	0.481471996709823	0.17938736847216
1.0411999999999	0.188965801808222	0.481526709175629	0.17942181631139
1.0412999999999	0.188966691848481	0.481581417980293	0.179456263488558
1.0413999999999	0.188967580996901	0.481636123123207	0.179490710003715
1.0414999999999	0.188968469253706	0.481690824603762	0.179525155856913
1.0415999999999	0.18896935661912	0.481745522421348	0.179559601048203
1.0416999999999	0.188970243093367	0.481800216575358	0.179594045577637
1.0417999999999	0.188971128676672	0.481854907065183	0.179628489445267
1.0418999999999	0.188972013369258	0.481909593890212	0.179662932651144
1.0419999999999	0.18897289717135	0.481964277049838	0.179697375195319
1.0420999999999	0.188973780083172	0.482018956543451	0.179731817077844
1.0421999999999	0.188974662104947	0.482073632370442	0.179766258298771
1.0422999999999	0.1889755432369	0.482128304530201	0.179800698858151
1.0423999999999	0.188976423479253	0.48218297302212	0.179835138756035
1.0424999999999	0.188977302832231	0.48223763784559	0.179869577992475
1.0425999999999	0.188978181296056	0.482292299000001	0.179904016567522
1.0426999999999	0.188979058870953	0.482346956484743	0.179938454481228
1.0427999999999	0.188979935557144	0.482401610299208	0.179972891733644
1.0428999999999	0.188980811354853	0.482456260442786	0.180007328324821
1.0429999999999	0.188981686264303	0.482510906914867	0.180041764254811
1.0430999999999	0.188982560285716	0.482565549714841	0.180076199523664
1.0431999999999	0.188983433419316	0.4826201888421	0.180110634131433
1.0432999999999	0.188984305665326	0.482674824296033	0.180145068078168
1.0433999999999	0.188985177023967	0.482729456076032	0.18017950136392
1.0434999999999	0.188986047495464	0.482784084181485	0.18021393398874
1.0435999999999	0.188986917080038	0.482838708611784	0.180248365952681
1.0436999999999	0.188987785777912	0.482893329366318	0.180282797255792
1.0437999999999	0.188988653589308	0.482947946444478	0.180317227898126
1.0438999999999	0.188989520514449	0.483002559845654	0.180351657879732
1.0439999999999	0.188990386553556	0.483057169569235	0.180386087200662
1.0440999999999	0.188991251706853	0.483111775614612	0.180420515860968
1.0441999999999	0.18899211597456	0.483166377981175	0.180454943860699
1.0442999999999	0.188992979356899	0.483220976668314	0.180489371199908
1.0443999999999	0.188993841854094	0.483275571675417	0.180523797878644
1.0444999999999	0.188994703466364	0.483330163001876	0.18055822389696
1.0445999999999	0.188995564193932	0.483384750647081	0.180592649254905
1.0446999999999	0.18899642403702	0.483439334610419	0.18062707395253
1.0447999999999	0.188997282995849	0.483493914891282	0.180661497989888
1.0448999999999	0.18899814107064	0.483548491489059	0.180695921367027
1.0449999999999	0.188998998261614	0.48360306440314	0.180730344084
1.0450999999999	0.188999854568993	0.483657633632913	0.180764766140857
1.0451999999999	0.189000709992998	0.48371219917777	0.180799187537648
1.0452999999999	0.18900156453385	0.483766761037098	0.180833608274424
1.0453999999999	0.18900241819177	0.483821319210287	0.180868028351237
1.0454999999999	0.189003270966978	0.483875873696727	0.180902447768136
1.0455999999999	0.189004122859695	0.483930424495807	0.180936866525173
1.0456999999999	0.189004973870143	0.483984971606916	0.180971284622397
1.0457999999999	0.189005823998541	0.484039515029444	0.18100570205986
1.0458999999999	0.18900667324511	0.484094054762779	0.181040118837612
1.0459999999999	0.18900752161007	0.484148590806311	0.181074534955704
1.0460999999999	0.189008369093642	0.484203123159428	0.181108950414186
1.0461999999999	0.189009215696045	0.48425765182152	0.181143365213108
1.0462999999999	0.189010061417501	0.484312176791976	0.181177779352522
1.0463999999999	0.189010906258228	0.484366698070184	0.181212192832477
1.0464999999999	0.189011750218448	0.484421215655534	0.181246605653024
1.0465999999999	0.189012593298379	0.484475729547414	0.181281017814213
1.0466999999999	0.189013435498242	0.484530239745214	0.181315429316095
1.0467999999999	0.189014276818255	0.484584746248321	0.18134984015872
1.0468999999999	0.18901511725864	0.484639249056124	0.181384250342138
1.0469999999999	0.189015956819614	0.484693748168013	0.1814186598664
1.0470999999999	0.189016795501399	0.484748243583375	0.181453068731556
1.0471999999999	0.189017633304212	0.484802735301599	0.181487476937655
1.0472999999999	0.189018470228273	0.484857223322075	0.181521884484749
1.0473999999999	0.189019306273801	0.484911707644189	0.181556291372888
1.0474999999999	0.189020141441016	0.484966188267331	0.181590697602121
1.0475999999999	0.189020975730135	0.48502066519089	0.181625103172499
1.0476999999999	0.189021809141379	0.485075138414252	0.181659508084071
1.0477999999999	0.189022641674966	0.485129607936807	0.181693912336889
1.0478999999999	0.189023473331114	0.485184073757943	0.181728315931001
1.0479999999999	0.189024304110042	0.485238535877048	0.181762718866458
1.0480999999999	0.189025134011968	0.48529299429351	0.18179712114331
1.0481999999999	0.189025963037112	0.485347449006717	0.181831522761608
1.0482999999999	0.189026791185691	0.485401900016058	0.1818659237214
1.0483999999999	0.189027618457923	0.485456347320919	0.181900324022736
1.0484999999999	0.189028444854027	0.48551079092069	0.181934723665668
1.0485999999999	0.189029270374221	0.485565230814758	0.181969122650243
1.0486999999999	0.189030095018723	0.485619667002511	0.182003520976514
1.0487999999999	0.18903091878775	0.485674099483337	0.182037918644528
1.0488999999999	0.189031741681521	0.485728528256623	0.182072315654336
1.0489999999999	0.189032563700252	0.485782953321758	0.182106712005988
1.0490999999999	0.189033384844162	0.485837374678128	0.182141107699533
1.0491999999999	0.189034205113469	0.485891792325123	0.182175502735021
1.0492999999999	0.189035024508389	0.485946206262128	0.182209897112502
1.0493999999999	0.18903584302914	0.486000616488532	0.182244290832025
1.0494999999999	0.18903666067594	0.486055023003722	0.182278683893641
1.0495999999999	0.189037477449004	0.486109425807086	0.182313076297398
1.0496999999999	0.189038293348552	0.486163824898011	0.182347468043346
1.0497999999999	0.189039108374799	0.486218220275884	0.182381859131534
1.0498999999999	0.189039922527962	0.486272611940093	0.182416249562013
1.0499999999999	0.189040735808259	0.486326999890025	0.182450639334832
1.0500999999999	0.189041548215905	0.486381384125067	0.18248502845004
1.0501999999999	0.189042359751118	0.486435764644607	0.182519416907686
1.0502999999999	0.189043170414115	0.486490141448031	0.18255380470782
1.0503999999999	0.189043980205111	0.486544514534726	0.182588191850492
1.0504999999999	0.189044789124323	0.48659888390408	0.18262257833575
1.0505999999999	0.189045597171967	0.48665324955548	0.182656964163644
1.0506999999999	0.18904640434826	0.486707611488313	0.182691349334224
1.0507999999999	0.189047210653418	0.486761969701965	0.182725733847537
1.0508999999999	0.189048016087656	0.486816324195823	0.182760117703635
1.0509999999999	0.189048820651191	0.486870674969274	0.182794500902566
1.0510999999999	0.189049624344239	0.486925022021705	0.182828883444379
1.0511999999999	0.189050427167014	0.486979365352503	0.182863265329123
1.0512999999999	0.189051229119734	0.487033704961054	0.182897646556847
1.0513999999999	0.189052030202613	0.487088040846745	0.182932027127601
1.0514999999999	0.189052830415868	0.487142373008963	0.182966407041434
1.0515999999999	0.189053629759712	0.487196701447093	0.183000786298394
1.0516999999999	0.189054428234363	0.487251026160523	0.183035164898531
1.0517999999999	0.189055225840035	0.487305347148639	0.183069542841893
1.0518999999999	0.189056022576943	0.487359664410828	0.18310392012853
1.0519999999999	0.189056818445302	0.487413977946475	0.183138296758491
1.0520999999999	0.189057613445327	0.487468287754967	0.183172672731824
1.0521999999999	0.189058407577234	0.487522593835691	0.183207048048578
1.0522999999999	0.189059200841237	0.487576896188032	0.183241422708802
1.0523999999999	0.18905999323755	0.487631194811377	0.183275796712545
1.0524999999999	0.189060784766389	0.487685489705112	0.183310170059856
1.0525999999999	0.189061575427968	0.487739780868622	0.183344542750783
1.0526999999999	0.189062365222501	0.487794068301295	0.183378914785376
1.0527999999999	0.189063154150203	0.487848352002516	0.183413286163683
1.0528999999999	0.189063942211288	0.48790263197167	0.183447656885752
1.0529999999999	0.18906472940597	0.487956908208145	0.183482026951632
1.0530999999999	0.189065515734464	0.488011180711325	0.183516396361372
1.0531999999999	0.189066301196983	0.488065449480597	0.18355076511502
1.0532999999999	0.189067085793741	0.488119714515346	0.183585133212626
1.0533999999999	0.189067869524953	0.488173975814958	0.183619500654237
1.0534999999999	0.189068652390832	0.488228233378818	0.183653867439902
1.0535999999999	0.189069434391591	0.488282487206313	0.18368823356967
1.0536999999999	0.189070215527445	0.488336737296828	0.183722599043588
1.0537999999999	0.189070995798607	0.488390983649749	0.183756963861706
1.0538999999999	0.18907177520529	0.48844522626446	0.183791328024072
1.0539999999999	0.189072553747707	0.488499465140348	0.183825691530733
1.0540999999999	0.189073331426072	0.488553700276798	0.18386005438174
1.0541999999999	0.189074108240599	0.488607931673195	0.183894416577139
1.0542999999999	0.189074884191499	0.488662159328925	0.183928778116978
1.0543999999999	0.189075659278987	0.488716383243372	0.183963139001308
1.0544999999999	0.189076433503275	0.488770603415922	0.183997499230174
1.0545999999999	0.189077206864575	0.488824819845961	0.184031858803627
1.0546999999999	0.189077979363102	0.488879032532873	0.184066217721713
1.0547999999999	0.189078750999066	0.488933241476044	0.184100575984481
1.0548999999999	0.189079521772682	0.488987446674858	0.184134933591979
1.0549999999999	0.18908029168416	0.489041648128701	0.184169290544256
1.0550999999999	0.189081060733715	0.489095845836957	0.184203646841358
1.0551999999999	0.189081828921558	0.489150039799012	0.184238002483335
1.0552999999999	0.1890825962479	0.48920423001425	0.184272357470234
1.0553999999999	0.189083362712956	0.489258416482056	0.184306711802103
1.0554999999999	0.189084128316936	0.489312599201815	0.18434106547899
1.0555999999999	0.189084893060052	0.489366778172912	0.184375418500943
1.0556999999999	0.189085656942517	0.489420953394732	0.18440977086801
1.0557999999999	0.189086419964542	0.489475124866658	0.184444122580238
1.0558999999999	0.189087182126339	0.489529292588076	0.184478473637676
1.0559999999999	0.18908794342812	0.48958345655837	0.184512824040371
1.0560999999999	0.189088703870095	0.489637616776925	0.184547173788372
1.0561999999999	0.189089463452477	0.489691773243126	0.184581522881725
1.0562999999999	0.189090222175478	0.489745925956355	0.184615871320478
1.0563999999999	0.189090980039307	0.489800074915999	0.184650219104679
1.0564999999999	0.189091737044177	0.489854220121442	0.184684566234376
1.0565999999999	0.189092493190298	0.489908361572067	0.184718912709617
1.0566999999999	0.189093248477883	0.489962499267259	0.184753258530448
1.0567999999999	0.18909400290714	0.490016633206402	0.184787603696917
1.0568999999999	0.189094756478283	0.490070763388881	0.184821948209073
1.0569999999999	0.18909550919152	0.490124889814079	0.184856292066962
1.0570999999999	0.189096261047064	0.49017901248138	0.184890635270632
1.0571999999999	0.189097012045124	0.490233131390169	0.18492497782013
1.0572999999999	0.189097762185911	0.49028724653983	0.184959319715504
1.0573999999999	0.189098511469636	0.490341357929746	0.184993660956801
1.0574999999999	0.189099259896508	0.490395465559302	0.185028001544068
1.0575999999999	0.189100007466739	0.490449569427881	0.185062341477353
1.0576999999999	0.189100754180539	0.490503669534867	0.185096680756703
1.0577999999999	0.189101500038117	0.490557765879643	0.185131019382165
1.0578999999999	0.189102245039684	0.490611858461595	0.185165357353786
1.0579999999999	0.189102989185449	0.490665947280104	0.185199694671615
1.0580999999999	0.189103732475622	0.490720032334556	0.185234031335696
1.0581999999999	0.189104474910414	0.490774113624333	0.185268367346079
1.0582999999999	0.189105216490034	0.490828191148819	0.18530270270281
1.0583999999999	0.189105957214691	0.490882264907397	0.185337037405936
1.0584999999999	0.189106697084595	0.490936334899452	0.185371371455504
1.0585999999999	0.189107436099955	0.490990401124366	0.18540570485156
1.0586999999999	0.189108174260982	0.491044463581523	0.185440037594153
1.0587999999999	0.189108911567883	0.491098522270306	0.185474369683329
1.0588999999999	0.189109648020869	0.491152577190098	0.185508701119135
1.0589999999999	0.189110383620148	0.491206628340283	0.185543031901618
1.0590999999999	0.18911111836593	0.491260675720244	0.185577362030824
1.0591999999999	0.189111852258423	0.491314719329364	0.185611691506801
1.0592999999999	0.189112585297836	0.491368759167025	0.185646020329595
1.0593999999999	0.189113317484378	0.491422795232613	0.185680348499253
1.0594999999999	0.189114048818258	0.491476827525508	0.185714676015822
1.0595999999999	0.189114779299684	0.491530856045094	0.185749002879348
1.0596999999999	0.189115508928865	0.491584880790755	0.185783329089878
1.0597999999999	0.189116237706009	0.491638901761873	0.185817654647459
1.0598999999999	0.189116965631325	0.49169291895783	0.185851979552138
1.0599999999999	0.189117692705021	0.49174693237801	0.18588630380396
1.0600999999999	0.189118418927305	0.491800942021796	0.185920627402973
1.0601999999999	0.189119144298385	0.49185494788857	0.185954950349223
1.0602999999999	0.189119868818469	0.491908949977714	0.185989272642756
1.0603999999999	0.189120592487766	0.491962948288612	0.18602359428362
1.0604999999999	0.189121315306483	0.492016942820646	0.186057915271859
1.0605999999999	0.189122037274827	0.492070933573199	0.186092235607522
1.0606999999999	0.189122758393007	0.492124920545653	0.186126555290653
1.0607999999999	0.18912347866123	0.49217890373739	0.1861608743213
1.0608999999999	0.189124198079704	0.492232883147793	0.186195192699509
1.0609999999999	0.189124916648636	0.492286858776244	0.186229510425326
1.0610999999999	0.189125634368233	0.492340830622126	0.186263827498797
1.0611999999999	0.189126351238703	0.492394798684821	0.186298143919968
1.0612999999999	0.189127067260253	0.492448762963711	0.186332459688886
1.0613999999999	0.18912778243309	0.492502723458179	0.186366774805597
1.0614999999999	0.189128496757421	0.492556680167606	0.186401089270147
1.0615999999999	0.189129210233453	0.492610633091374	0.186435403082581
1.0616999999999	0.189129922861394	0.492664582228867	0.186469716242947
1.0617999999999	0.189130634641449	0.492718527579465	0.18650402875129
1.0618999999999	0.189131345573825	0.49277246914255	0.186538340607656
1.0619999999999	0.189132055658729	0.492826406917505	0.18657265181209
1.0620999999999	0.189132764896368	0.492880340903712	0.18660696236464
1.0621999999999	0.189133473286948	0.492934271100552	0.186641272265351
1.0622999999999	0.189134180830676	0.492988197507407	0.186675581514268
1.0623999999999	0.189134887527757	0.493042120123659	0.186709890111438
1.0624999999999	0.189135593378398	0.49309603894869	0.186744198056906
1.0625999999999	0.189136298382805	0.493149953981881	0.186778505350718
1.0626999999999	0.189137002541185	0.493203865222614	0.18681281199292
1.0627999999999	0.189137705853742	0.493257772670271	0.186847117983557
1.0628999999999	0.189138408320683	0.493311676324232	0.186881423322676
1.0629999999999	0.189139109942215	0.49336557618388	0.186915728010321
1.0630999999999	0.189139810718541	0.493419472248597	0.186950032046539
1.0631999999999	0.189140510649869	0.493473364517762	0.186984335431375
1.0632999999999	0.189141209736403	0.493527252990759	0.187018638164874
1.0633999999999	0.18914190797835	0.493581137666967	0.187052940247083
1.0634999999999	0.189142605375914	0.493635018545769	0.187087241678046
1.0635999999999	0.189143301929301	0.493688895626546	0.187121542457809
1.0636999999999	0.189143997638717	0.493742768908679	0.187155842586418
1.0637999999999	0.189144692504365	0.493796638391548	0.187190142063918
1.0638999999999	0.189145386526452	0.493850504074536	0.187224440890353
1.0639999999999	0.189146079705182	0.493904365957023	0.187258739065771
1.0640999999999	0.18914677204076	0.49395822403839	0.187293036590215
1.0641999999999	0.189147463533392	0.494012078318019	0.187327333463731
1.0642999999999	0.189148154183281	0.494065928795289	0.187361629686364
1.0643999999999	0.189148843990633	0.494119775469583	0.18739592525816
1.0644999999999	0.189149532955651	0.494173618340281	0.187430220179164
1.0645999999999	0.189150221078542	0.494227457406763	0.187464514449421
1.0646999999999	0.189150908359508	0.494281292668412	0.187498808068975
1.0647999999999	0.189151594798755	0.494335124124606	0.187533101037872
1.0648999999999	0.189152280396486	0.494388951774727	0.187567393356158
1.0649999999999	0.189152965152906	0.494442775618156	0.187601685023876
1.0650999999999	0.189153649068219	0.494496595654273	0.187635976041073
1.0651999999999	0.189154332142628	0.494550411882459	0.187670266407792
1.0652999999999	0.189155014376339	0.494604224302094	0.18770455612408
1.0653999999999	0.189155695769554	0.494658032912559	0.18773884518998
1.0654999999999	0.189156376322478	0.494711837713234	0.187773133605537
1.0655999999999	0.189157056035313	0.494765638703499	0.187807421370797
1.0656999999999	0.189157734908265	0.494819435882736	0.187841708485805
1.0657999999999	0.189158412941536	0.494873229250323	0.187875994950604
1.0658999999999	0.189159090135329	0.494927018805643	0.18791028076524
1.0659999999999	0.189159766489849	0.494980804548073	0.187944565929757
1.0660999999999	0.189160442005298	0.495034586476996	0.1879788504442
1.0661999999999	0.189161116681879	0.495088364591791	0.188013134308614
1.0662999999999	0.189161790519797	0.495142138891838	0.188047417523042
1.0663999999999	0.189162463519253	0.495195909376517	0.188081700087531
1.0664999999999	0.189163135680451	0.495249676045208	0.188115982002124
1.0665999999999	0.189163807003593	0.495303438897291	0.188150263266866
1.0666999999999	0.189164477488883	0.495357197932146	0.188184543881801
1.0667999999999	0.189165147136523	0.495410953149153	0.188218823846973
1.0668999999999	0.189165815946716	0.495464704547692	0.188253103162427
1.0669999999999	0.189166483919665	0.495518452127142	0.188287381828208
1.0670999999999	0.189167151055571	0.495572195886884	0.18832165984436
1.0671999999999	0.189167817354638	0.495625935826296	0.188355937210927
1.0672999999999	0.189168482817067	0.495679671944759	0.188390213927952
1.0673999999999	0.189169147443061	0.495733404241653	0.188424489995482
1.0674999999999	0.189169811232823	0.495787132716356	0.188458765413559
1.0675999999999	0.189170474186553	0.495840857368249	0.188493040182228
1.0676999999999	0.189171136304455	0.495894578196711	0.188527314301533
1.0677999999999	0.189171797586729	0.495948295201121	0.188561587771518
1.0678999999999	0.189172458033579	0.496002008380859	0.188595860592227
1.0679999999999	0.189173117645205	0.496055717735304	0.188630132763704
1.0680999999999	0.18917377642181	0.496109423263835	0.188664404285993
1.0681999999999	0.189174434363595	0.496163124965832	0.188698675159139
1.0682999999999	0.189175091470762	0.496216822840674	0.188732945383185
1.0683999999999	0.189175747743511	0.496270516887741	0.188767214958174
1.0684999999999	0.189176403182045	0.49632420710641	0.188801483884152
1.0685999999999	0.189177057786564	0.496377893496062	0.188835752161161
1.0686999999999	0.189177711557271	0.496431576056076	0.188870019789246
1.0687999999999	0.189178364494366	0.49648525478583	0.188904286768449
1.0688999999999	0.189179016598049	0.496538929684704	0.188938553098816
1.0689999999999	0.189179667868523	0.496592600752076	0.18897281878039
1.0690999999999	0.189180318305988	0.496646267987326	0.189007083813213
1.0691999999999	0.189180967910645	0.496699931389832	0.189041348197331
1.0692999999999	0.189181616682694	0.496753590958973	0.189075611932787
1.0693999999999	0.189182264622336	0.496807246694128	0.189109875019623
1.0694999999999	0.189182911729773	0.496860898594676	0.189144137457884
1.0695999999999	0.189183558005203	0.496914546659995	0.189178399247614
1.0696999999999	0.189184203448829	0.496968190889464	0.189212660388855
1.0697999999999	0.189184848060849	0.497021831282462	0.189246920881651
1.0698999999999	0.189185491841465	0.497075467838367	0.189281180726045
1.0699999999999	0.189186134790876	0.497129100556557	0.189315439922082
1.0700999999999	0.189186776909283	0.497182729436412	0.189349698469804
1.0701999999999	0.189187418196886	0.497236354477309	0.189383956369254
1.0702999999999	0.189188058653885	0.497289975678628	0.189418213620476
1.0703999999999	0.189188698280479	0.497343593039745	0.189452470223513
1.0704999999999	0.189189337076868	0.497397206560041	0.189486726178408
1.0705999999999	0.189189975043253	0.497450816238892	0.189520981485204
1.0706999999999	0.189190612179832	0.497504422075678	0.189555236143945
1.0707999999999	0.189191248486805	0.497558024069776	0.189589490154674
1.0708999999999	0.189191883964372	0.497611622220565	0.189623743517433
1.0709999999999	0.189192518612733	0.497665216527423	0.189657996232266
1.0710999999999	0.189193152432086	0.497718806989727	0.189692248299216
1.0711999999999	0.18919378542263	0.497772393606856	0.189726499718325
1.0712999999999	0.189194417584566	0.497825976378188	0.189760750489637
1.0713999999999	0.189195048918092	0.497879555303101	0.189795000613195
1.0714999999999	0.189195679423406	0.497933130380972	0.18982925008904
1.0715999999999	0.189196309100709	0.49798670161118	0.189863498917217
1.0716999999999	0.189196937950198	0.498040268993103	0.189897747097768
1.0717999999999	0.189197565972073	0.498093832526117	0.189931994630736
1.0718999999999	0.189198193166533	0.498147392209601	0.189966241516164
1.0719999999999	0.189198819533775	0.498200948042933	0.190000487754093
1.0720999999999	0.189199445073999	0.49825450002549	0.190034733344567
1.0721999999999	0.189200069787403	0.49830804815665	0.190068978287629
1.0722999999999	0.189200693674185	0.49836159243579	0.190103222583321
1.0723999999999	0.189201316734544	0.498415132862288	0.190137466231686
1.0724999999999	0.189201938968678	0.498468669435522	0.190171709232765
1.0725999999999	0.189202560376785	0.498522202154869	0.190205951586603
1.0726999999999	0.189203180959063	0.498575731019705	0.19024019329324
1.0727999999999	0.18920380071571	0.49862925602941	0.19027443435272
1.0728999999999	0.189204419646925	0.498682777183359	0.190308674765085
1.0729999999999	0.189205037752904	0.498736294480931	0.190342914530378
1.0730999999999	0.189205655033846	0.498789807921502	0.19037715364864
1.0731999999999	0.189206271489949	0.49884331750445	0.190411392119913
1.0732999999999	0.18920688712141	0.498896823229152	0.190445629944241
1.0733999999999	0.189207501928426	0.498950325094985	0.190479867121666
1.0734999999999	0.189208115911195	0.499003823101326	0.190514103652229
1.0735999999999	0.189208729069915	0.499057317247552	0.190548339535973
1.0736999999999	0.189209341404782	0.49911080753304	0.190582574772939
1.0737999999999	0.189209952915995	0.499164293957167	0.19061680936317
1.0738999999999	0.18921056360375	0.49921777651931	0.190651043306709
1.0739999999999	0.189211173468244	0.499271255218846	0.190685276603596
1.0740999999999	0.189211782509674	0.499324730055152	0.190719509253875
1.0741999999999	0.189212390728237	0.499378201027604	0.190753741257586
1.0742999999999	0.189212998124131	0.49943166813558	0.190787972614772
1.0743999999999	0.189213604697551	0.499485131378455	0.190822203325475
1.0744999999999	0.189214210448695	0.499538590755607	0.190856433389736
1.0745999999999	0.189214815377759	0.499592046266412	0.190890662807598
1.0746999999999	0.189215419484939	0.499645497910247	0.190924891579102
1.0747999999999	0.189216022770433	0.499698945686488	0.19095911970429
1.0748999999999	0.189216625234436	0.499752389594512	0.190993347183203
1.0749999999999	0.189217226877145	0.499805829633696	0.191027574015884
1.0750999999999	0.189217827698756	0.499859265803415	0.191061800202374
1.0751999999999	0.189218427699465	0.499912698103047	0.191096025742714
1.0752999999999	0.189219026879469	0.499966126531967	0.191130250636946
1.0753999999999	0.189219625238963	0.500019551089551	0.191164474885112
1.0754999999999	0.189220222778143	0.500072971775177	0.191198698487252
1.0755999999999	0.189220819497205	0.50012638858822	0.19123292144341
1.0756999999999	0.189221415396345	0.500179801528056	0.191267143753625
1.0757999999999	0.189222010475759	0.500233210594062	0.19130136541794
1.0758999999999	0.189222604735642	0.500286615785614	0.191335586436396
1.0759999999999	0.189223198176189	0.500340017102087	0.191369806809034
1.0760999999999	0.189223790797597	0.500393414542858	0.191404026535895
1.0761999999999	0.189224382600061	0.500446808107303	0.19143824561702
1.0762999999999	0.189224973583775	0.500500197794797	0.191472464052452
1.0763999999999	0.189225563748936	0.500553583604717	0.191506681842231
1.0764999999999	0.189226153095738	0.500606965536439	0.191540898986397
1.0765999999999	0.189226741624377	0.500660343589337	0.191575115484993
1.0766999999999	0.189227329335047	0.500713717762789	0.19160933133806
