t	fs	fs	fs
0.102600000000002	0.000298801162425599	3.55918186730233E-07	3.55932655274314E-10
0.102700000000002	0.000300267158333725	3.57912047499325E-07	3.5792673765996E-10
0.102800000000002	0.00030174156619888	3.59917646999839E-07	3.59932561321319E-10
0.102900000000002	0.000303224435820923	3.61935057063091E-07	3.61950198102095E-10
0.103000000000002	0.000304715817208403	3.63964349971325E-07	3.63979720350727E-10
0.103100000000002	0.000306215760578562	3.66005598460467E-07	3.66021200860181E-10
0.103200000000002	0.000307724316357336	3.68058875722965E-07	3.6807471280891E-10
0.103300000000002	0.000309241535179345	3.70124255410593E-07	3.70140329891956E-10
0.103400000000002	0.000310767467887868	3.72201811637279E-07	3.72218126261439E-10
0.103500000000002	0.000312302165534817	3.74291618981886E-07	3.74308176530744E-10
0.103600000000002	0.00031384567938069	3.76393752491222E-07	3.76410555716405E-10
0.103700000000002	0.000315398060894528	3.78508287682741E-07	3.78525339429435E-10
0.103800000000002	0.000316959361753848	3.80635300547603E-07	3.80652603692139E-10
0.103900000000002	0.000318529633844576	3.82774867553488E-07	3.82792425004834E-10
0.104000000000002	0.000320108929260965	3.84927065647576E-07	3.84944880350048E-10
0.104100000000002	0.000321697300305505	3.87091972259482E-07	3.87110047196711E-10
0.104200000000002	0.000323294799488823	3.89269665304276E-07	3.89288003504346E-10
0.104300000000002	0.000324901479529569	3.91460223185349E-07	3.91478827666545E-10
0.104400000000002	0.0003265173933543	3.93663724797486E-07	3.9368259863707E-10
0.104500000000002	0.000328142594097343	3.95880249529966E-07	3.95899395872873E-10
0.104600000000002	0.000329777135100657	3.98109877269377E-07	3.98129299278242E-10
0.104700000000002	0.00033142106991368	4.00352688402892E-07	4.00372389269736E-10
0.104800000000002	0.000333074452311428	4.02608763821257E-07	4.02628746780393E-10
0.104900000000002	0.000334737336176483	4.04878184921875E-07	4.04898453204534E-10
0.105000000000002	0.000336409775672702	4.0716103361185E-07	4.07181590580408E-10
0.105100000000002	0.000338091825170155	4.09457392311299E-07	4.09478241297825E-10
0.105200000000002	0.000339783539244892	4.11767343956273E-07	4.11788488339993E-10
0.105300000000002	0.000341484972678694	4.14090972002119E-07	4.14112415228336E-10
0.105400000000002	0.00034319618045881	4.16428360426517E-07	4.16450105968402E-10
0.105500000000002	0.000344917217777689	4.18779593732716E-07	4.18801645054953E-10
0.105600000000002	0.00034664814003269	4.21144756952802E-07	4.21167117650736E-10
0.105700000000002	0.000348389002825789	4.23523935650932E-07	4.23546609300607E-10
0.105800000000002	0.000350139861963265	4.25917215926536E-07	4.25940206168209E-10
0.105900000000002	0.000351900773455381	4.28324684417666E-07	4.28347994924851E-10
0.106000000000002	0.000353671793516047	4.307464283042E-07	4.30770062811651E-10
0.106100000000002	0.00035545297856247	4.33182535311239E-07	4.3320649758696E-10
0.106200000000002	0.000357244385214797	4.35633093712431E-07	4.35657387588085E-10
0.106300000000002	0.000359046070295735	4.38098192333311E-07	4.3812282162273E-10
0.106400000000002	0.000360858090830171	4.40577920554675E-07	4.40602889199762E-10
0.106500000000002	0.000362680504044764	4.43072368315986E-07	4.43097680251824E-10
0.106600000000002	0.000364513367367539	4.45581626118859E-07	4.45607285365281E-10
0.106700000000002	0.000366356738427451	4.48105785030414E-07	4.48131795616922E-10
0.106800000000002	0.000368210675053954	4.50644936686762E-07	4.50671302690668E-10
0.106900000000002	0.00037007523527654	4.53199173296535E-07	4.53225898881876E-10
0.107000000000002	0.000371950477324271	4.55768587644321E-07	4.55795676991695E-10
0.107100000000002	0.000373836459625303	4.58353273094247E-07	4.58380730442566E-10
0.107200000000002	0.000375733240806388	4.60953323593543E-07	4.60981153227973E-10
0.107300000000002	0.00037764087969236	4.63568833676072E-07	4.63597039971959E-10
0.107400000000002	0.000379559435305619	4.66199898465957E-07	4.66228485770963E-10
0.107500000000002	0.00038148896686559	4.68846613681179E-07	4.68875586470429E-10
0.107600000000002	0.00038342953378817	4.7150907563732E-07	4.71538438398717E-10
0.107700000000002	0.000385381195685167	4.74187381251126E-07	4.74217138534588E-10
0.107800000000002	0.000387344012363713	4.76881628044309E-07	4.76911784458208E-10
0.107900000000002	0.000389318043825676	4.79591914147182E-07	4.79622474356343E-10
0.108000000000002	0.000391303350267046	4.82318338302428E-07	4.82349307027552E-10
0.108100000000002	0.000393299992077311	4.85060999868908E-07	4.85092381887397E-10
0.108200000000002	0.000395308029838824	4.87819998825556E-07	4.8785179897366E-10
0.108300000000002	0.000397327524326142	4.90595435774998E-07	4.90627658951569E-10
0.108400000000002	0.000399358536505362	4.9338741194768E-07	4.93420063066848E-10
0.108500000000002	0.000401401127533438	4.9619602920551E-07	4.96229113307755E-10
0.108600000000002	0.000403455358757477	4.99021390046013E-07	4.99054912201555E-10
0.108700000000002	0.000405521291714034	5.0186359760621E-07	5.01897562924588E-10
0.108800000000002	0.000407598988128375	5.04722755666543E-07	5.04757169358994E-10
0.108900000000002	0.000409688509913738	5.07598968654942E-07	5.07633835943545E-10
0.109000000000002	0.000411789919170569	5.10492341650991E-07	5.10527667833658E-10
0.109100000000002	0.000413903278185751	5.13402980389879E-07	5.13438770855114E-10
0.109200000000002	0.000416028649431807	5.16330991266657E-07	5.16367251458767E-10
0.109300000000002	0.000418166095566102	5.19276481340332E-07	5.19313216777174E-10
0.109400000000002	0.00042031567943001	5.2223955833812E-07	5.2227677457972E-10
0.109500000000002	0.000422477464048085	5.25220330659741E-07	5.25258033328915E-10
0.109600000000002	0.000424651512627199	5.28218907381674E-07	5.28257102185865E-10
0.109700000000002	0.000426837888555678	5.31235398261508E-07	5.31274090966026E-10
0.109800000000002	0.00042903665540241	5.34269913742353E-07	5.34309110195029E-10
0.109900000000002	0.000431247876915945	5.37322564957312E-07	5.37362271064866E-10
0.110000000000002	0.000433471617023573	5.40393463733902E-07	5.40433685489407E-10
0.110100000000002	0.000435707939830394	5.4348272259865E-07	5.43523466061023E-10
0.110200000000002	0.000437956909618358	5.46590454781744E-07	5.46631726056988E-10
0.110300000000002	0.000440218590845303	5.49716774098329E-07	5.49758579362635E-10
0.110400000000002	0.000442493048143963	5.52861795042528E-07	5.52904140590614E-10
0.110500000000002	0.000444780346320971	5.5602563293235E-07	5.56068525107412E-10
0.110600000000002	0.00044708055035584	5.59208403801903E-07	5.59251849031391E-10
0.110700000000002	0.00044939372539992	5.62410224405663E-07	5.62454229190141E-10
0.110800000000002	0.000451719936775353	5.65631212222862E-07	5.65675783126503E-10
0.110900000000002	0.000454059249973999	5.68871485461726E-07	5.68916629152161E-10
0.111000000000002	0.000456411730656347	5.72131163064125E-07	5.72176886258167E-10
0.111100000000002	0.000458777444650413	5.75410364709734E-07	5.75456674216122E-10
0.111200000000002	0.000461156457950616	5.78709210820605E-07	5.78756113536463E-10
0.111300000000002	0.00046354883671664	5.82027822565587E-07	5.82075325474504E-10
0.111400000000002	0.000465954647272274	5.85366321864917E-07	5.85414432036491E-10
0.111500000000002	0.000468373956104242	5.88724831394569E-07	5.88773555939124E-10
0.111600000000002	0.000470806829861005	5.92103474590913E-07	5.92152820755384E-10
0.111700000000002	0.000473253335351553	5.95502375655271E-07	5.95552350734478E-10
0.111800000000002	0.000475713539544179	5.98921659558461E-07	5.98972270993345E-10
0.111900000000002	0.000478187509565228	6.02361452045514E-07	6.0241270729215E-10
0.112000000000002	0.000480675312697839	6.05821879640194E-07	6.05873786270795E-10
0.112100000000002	0.000483177016380657	6.09303069649784E-07	6.09355635362631E-10
0.112200000000002	0.000485692688206534	6.12805150169682E-07	6.12858382709903E-10
0.112300000000002	0.000488222395921214	6.16328250088205E-07	6.16382157306706E-10
0.112400000000002	0.000490766207421991	6.19872499091349E-07	6.19927088959431E-10
0.112500000000002	0.000493324190756355	6.23438027667483E-07	6.23493308203225E-10
0.112600000000002	0.00049589641412062	6.27024967112179E-07	6.27080946488128E-10
0.112700000000002	0.000498482945858528	6.30633449533117E-07	6.30690135961374E-10
0.112800000000002	0.000501083854459841	6.34263607854844E-07	6.34321009697215E-10
0.112900000000002	0.000503699208558907	6.37915575823713E-07	6.37973701480895E-10
0.113000000000002	0.000506329076933215	6.41589488012804E-07	6.41648346036835E-10
0.113100000000002	0.000508973528501926	6.45285479826842E-07	6.45345078858111E-10
0.113200000000002	0.000511632632324385	6.49003687507149E-07	6.49064036301315E-10
0.113300000000002	0.000514306457598617	6.5274424813668E-07	6.52805355505701E-10
0.113400000000002	0.0005169950736598	6.56507299645005E-07	6.56569174574136E-10
0.113500000000002	0.000519698549978724	6.60292980813419E-07	6.60355632362006E-10
0.113600000000002	0.000522416956160226	6.64101431279953E-07	6.64164868614501E-10
0.113700000000002	0.000525150361941605	6.67932791544515E-07	6.6799702392996E-10
0.113800000000002	0.000527898837191025	6.71787202973979E-07	6.71852239809478E-10
0.113900000000002	0.000530662451905891	6.75664807807441E-07	6.75730658578021E-10
0.114000000000002	0.000533441276211205	6.79565749161341E-07	6.79632423476779E-10
0.114100000000002	0.000536235380357912	6.83490171034753E-07	6.83557678627184E-10
0.114200000000002	0.000539044834721215	6.87438218314499E-07	6.8750656903782E-10
0.114300000000002	0.000541869709798876	6.91410036780554E-07	6.91479240569414E-10
0.114400000000002	0.000544710076209496	6.95405773111366E-07	6.95475840067737E-10
0.114500000000002	0.000547566004690777	6.99425574889087E-07	6.99496515202778E-10
0.114600000000002	0.000550437566097761	7.03469590605006E-07	7.03541414601365E-10
0.114700000000002	0.000553324831401053	7.07537969664991E-07	7.07610687770857E-10
0.114800000000002	0.000556227871685016	7.11630862394788E-07	7.11704485189068E-10
0.114900000000002	0.000559146758145958	7.1574842004562E-07	7.15822958228591E-10
0.115000000000002	0.00056208156209029	7.19890794799614E-07	7.19966259205266E-10
0.115100000000002	0.000565032354932662	7.24058139775227E-07	7.24134541344461E-10
0.115200000000002	0.00056799920819409	7.28250609032999E-07	7.28327958829252E-10
0.115300000000002	0.000570982193500051	7.32468357580934E-07	7.32546666847848E-10
0.115400000000002	0.000573981382578562	7.36711541380254E-07	7.36790821479228E-10
0.115500000000002	0.000576996847258242	7.40980317350903E-07	7.41060579741496E-10
0.115600000000002	0.000580028659466347	7.45274843377377E-07	7.45356099679464E-10
0.115700000000002	0.00058307689122679	7.49595278314268E-07	7.49677540291473E-10
0.115800000000002	0.000586141614658137	7.53941781992099E-07	7.54025061576737E-10
0.115900000000002	0.000589222901971584	7.58314515223069E-07	7.58398824463372E-10
0.116000000000002	0.000592320825468915	7.62713639806805E-07	7.62798990856053E-10
0.116100000000002	0.000595435457540434	7.67139318536316E-07	7.67225723761414E-10
0.116200000000002	0.000598566870662884	7.71591715203663E-07	7.71679187059451E-10
0.116300000000002	0.000601715137397334	7.76070994606037E-07	7.76159545746672E-10
0.116400000000002	0.000604880330387062	7.80577322551555E-07	7.80666965748058E-10
0.116500000000002	0.000608062522355397	7.85110865865298E-07	7.85201614041942E-10
0.116600000000002	0.000611261786103559	7.89671792395196E-07	7.89763658667176E-10
0.116700000000002	0.000614478194508463	7.94260271018224E-07	7.94353268615192E-10
0.116800000000002	0.000617711820520514	7.98876471646299E-07	7.98970613991852E-10
0.116900000000002	0.000620962737161371	8.03520565232439E-07	8.03615865871713E-10
0.117000000000002	0.000624231017521699	8.08192723776864E-07	8.08289196458769E-10
0.117100000000002	0.000627516734758892	8.12893120333164E-07	8.12990778941874E-10
0.117200000000002	0.00063081996209478	8.17621929014486E-07	8.17720787616705E-10
0.117300000000002	0.000634140772813317	8.22379324999787E-07	8.22479397817959E-10
0.117400000000002	0.000637479240258237	8.27165484539994E-07	8.27266785965154E-10
0.117500000000002	0.000640835437830704	8.31980584964421E-07	8.32083129570479E-10
0.117600000000002	0.00064420943898693	8.36824804686978E-07	8.36928607209544E-10
0.117700000000002	0.000647601317235775	8.41698323212635E-07	8.41803398566794E-10
0.117800000000002	0.000651011146136327	8.46601321143725E-07	8.46707684443409E-10
0.117900000000002	0.000654438999295461	8.51533980186456E-07	8.5164164669178E-10
0.118000000000002	0.000657884950365371	8.56496483157262E-07	8.56605468334261E-10
0.118100000000002	0.000661349073041095	8.61489013989448E-07	8.61599333497672E-10
0.118200000000002	0.000664831441058001	8.66511757739591E-07	8.66623427421793E-10
0.118300000000002	0.000668332128189264	8.71564900594162E-07	8.71677936467869E-10
0.118400000000002	0.000671851208243318	8.76648629876165E-07	8.76763048127126E-10
0.118500000000002	0.000675388755061289	8.81763134051741E-07	8.81878951101123E-10
0.118600000000002	0.000678944842514401	8.86908602736826E-07	8.87025835201891E-10
0.118700000000002	0.00068251954450137	8.92085226703882E-07	8.92203891361023E-10
0.118800000000002	0.000686112934945769	8.97293197888642E-07	8.97413311745324E-10
0.118900000000002	0.000689725087793375	9.02532709396942E-07	9.02654289658182E-10
0.119000000000002	0.000693356077009495	9.07803955511444E-07	9.07927019619201E-10
0.119100000000002	0.000697005976576271	9.13107131698597E-07	9.1323169726692E-10
0.119200000000002	0.000700674860489966	9.18442434615455E-07	9.18568519473466E-10
0.119300000000002	0.000704362802758221	9.23810062116626E-07	9.23937684317816E-10
0.119400000000002	0.000708069877397305	9.2921021326129E-07	9.29339391059708E-10
0.119500000000002	0.000711796158429328	9.3464308832013E-07	9.34773840183445E-10
0.119600000000002	0.000715541719879447	9.40108888782455E-07	9.40241233406584E-10
0.119700000000002	0.00071930663577304	9.45607817363185E-07	9.45741773688635E-10
0.119800000000002	0.000723090980132872	9.51140078010102E-07	9.51275665171321E-10
0.119900000000002	0.000726894826976223	9.56705875910868E-07	9.56843113290648E-10
0.120000000000002	0.000730718250312013	9.62305417500333E-07	9.62444324717191E-10
0.120100000000002	0.000734561324137895	9.67938910467686E-07	9.68079507365362E-10
0.120200000000002	0.000738424122437331	9.73606563763789E-07	9.73748870402703E-10
0.120300000000002	0.000742306719176647	9.79308587608497E-07	9.79452624326411E-10
0.120400000000002	0.000746209188302067	9.85045193497915E-07	9.85190980871192E-10
0.120500000000002	0.000750131603736731	9.90816594211922E-07	9.90964153052465E-10
0.120600000000002	0.000754074039377683	9.96623003821458E-07	9.96772355175708E-10
0.120700000000002	0.000758036569092852	1.00246463769614E-06	1.00261580287895E-09
0.120800000000002	0.000762019266717997	1.00834171251168E-06	1.00849471307566E-09
0.120900000000002	0.000766022206053648	1.0142544462574E-06	1.0144093040304E-09
0.121000000000002	0.000770045460862014	1.02020305824397E-06	1.02035979533498E-09
0.121100000000002	0.00077408910486388	1.02618776911089E-06	1.02634640785266E-09
0.121200000000002	0.000778153211735479	1.03220880083424E-06	1.03236936385857E-09
0.121300000000002	0.000782237855105344	1.03826637673433E-06	1.03842888691871E-09
0.121400000000002	0.000786343108551145	1.04436072148355E-06	1.04452520199716E-09
0.121500000000002	0.000790469045596501	1.05049206111405E-06	1.05065853536866E-09
0.121600000000002	0.000794615739707778	1.05666062302567E-06	1.05682911475726E-09
0.121700000000002	0.000798783264290861	1.06286663599377E-06	1.06303716918529E-09
0.121800000000002	0.000802971692687913	1.06911033017713E-06	1.06928292914336E-09
0.121900000000002	0.00080718109817411	1.07539193712596E-06	1.07556662644056E-09
0.122000000000002	0.000811411553954361	1.08171168978989E-06	1.08188849431018E-09
0.122100000000002	0.000815663133160007	1.08806982252593E-06	1.08824876741938E-09
0.122200000000002	0.000819935908845501	1.09446657110672E-06	1.0946476818474E-09
0.122300000000002	0.000824229953985068	1.10090217272849E-06	1.10108547509576E-09
0.122400000000002	0.000828545341469354	1.1073768660194E-06	1.10756238609837E-09
0.122500000000002	0.000832882144102043	1.11389089104758E-06	1.1140786552317E-09
0.122600000000002	0.00083724043459647	1.12044448932949E-06	1.12063452432495E-09
0.122700000000002	0.000841620285572207	1.12703790383825E-06	1.12723023667029E-09
0.122800000000002	0.000846021769551634	1.13367137901193E-06	1.13386603703303E-09
0.122900000000002	0.000850444958956493	1.1403451607619E-06	1.14054217166189E-09
0.123000000000002	0.00085488992610442	1.14705949648137E-06	1.14725888826884E-09
0.123100000000002	0.000859356743205467	1.15381463505384E-06	1.15401643607012E-09
0.123200000000003	0.0008638454823586	1.16061082686152E-06	1.16081506579656E-09
0.123300000000003	0.000868356215548182	1.16744832379404E-06	1.16765502967381E-09
0.123400000000003	0.000872889014640442	1.174327379257E-06	1.17453658146314E-09
0.123500000000003	0.000877443951379922	1.18124824818054E-06	1.18145997641195E-09
0.123600000000003	0.00088202109738591	1.18821118702824E-06	1.1884254713843E-09
0.123700000000003	0.000886620524148861	1.19521645380567E-06	1.19543332472196E-09
0.123800000000003	0.000891242303026791	1.20226430806934E-06	1.20248379634492E-09
0.123900000000003	0.000895886505241666	1.2093550109354E-06	1.20957714773234E-09
0.124000000000003	0.000900553201875772	1.21648882508866E-06	1.21671364196289E-09
0.124100000000003	0.00090524246386806	1.2236660147914E-06	1.22389354366669E-09
0.124200000000003	0.000909954362010495	1.23088684589245E-06	1.23111711906589E-09
0.124300000000003	0.00091468896694437	1.23815158583615E-06	1.23838463598562E-09
0.124400000000003	0.000919446349156617	1.24546050367145E-06	1.24569636386502E-09
0.124500000000003	0.0009242265789761	1.25281387006101E-06	1.25305257376825E-09
0.124600000000003	0.000929029726569892	1.26021195729042E-06	1.26045353839555E-09
0.124700000000003	0.00093385586193954	1.26765503927736E-06	1.26789953203707E-09
0.124800000000003	0.000938705054917316	1.27514339158086E-06	1.2753908306989E-09
0.124900000000003	0.000943577375162452	1.28267729141062E-06	1.28292771197123E-09
0.125000000000003	0.000948472892157363	1.29025701763644E-06	1.29051045515406E-09
0.125100000000003	0.000953391675203857	1.29788285079751E-06	1.29813934123972E-09
0.125200000000003	0.000958333793419331	1.30555507311195E-06	1.30581465283971E-09
0.125300000000003	0.000963299315732955	1.31327396848624E-06	1.31353667430926E-09
0.125400000000003	0.000968288310881845	1.32103982252488E-06	1.32130569167437E-09
0.125500000000002	0.000973300847407218	1.3288529225399E-06	1.32912199269957E-09
0.125600000000002	0.000978336993650544	1.33671355756058E-06	1.3369858668715E-09
0.125700000000002	0.000983396817749676	1.34462201834307E-06	1.34489760541062E-09
0.125800000000002	0.000988480387634978	1.35257859738024E-06	1.35285750125549E-09
0.125900000000002	0.000993587771025439	1.36058358891141E-06	1.36086584912978E-09
0.126000000000002	0.00099871903542477	1.36863728893224E-06	1.36892294547169E-09
0.126100000000002	0.0010038742481175	1.37673999520466E-06	1.37702908852831E-09
0.126200000000002	0.00100905347616506	1.38489200726668E-06	1.38518457833989E-09
0.126300000000002	0.00101425678640183	1.39309362644263E-06	1.39338971669772E-09
0.126400000000002	0.00101948424543126	1.40134515585302E-06	1.40164480723764E-09
0.126500000000002	0.00102473591962185	1.40964690042477E-06	1.40995015537105E-09
0.126600000000002	0.00103001187510325	1.41799916690127E-06	1.41830606835116E-09
0.126700000000002	0.00103531217776225	1.42640226385268E-06	1.42671285525836E-09
0.126800000000002	0.00104063689323884	1.43485650168614E-06	1.43517082703915E-09
0.126900000000002	0.00104598608692224	1.44336219265616E-06	1.4436802964389E-09
0.127000000000002	0.00105135982394685	1.45191965087488E-06	1.45224157812044E-09
0.127100000000002	0.00105675816918833	1.46052919232259E-06	1.46085498859708E-09
0.127200000000002	0.00106218118725954	1.46919113485818E-06	1.46952084627165E-09
0.127300000000002	0.00106762894250655	1.47790579822963E-06	1.47823947142299E-09
0.127400000000002	0.00107310149900465	1.48667350408466E-06	1.48701118629682E-09
0.127500000000002	0.00107859892055427	1.49549457598132E-06	1.49583631498825E-09
0.127600000000002	0.00108412127067701	1.50436933939867E-06	1.50471518353286E-09
0.127700000000002	0.00108966861261158	1.51329812174761E-06	1.51364811994508E-09
0.127800000000002	0.00109524100930975	1.52228125238156E-06	1.52263545412813E-09
0.127900000000002	0.00110083852343236	1.53131906260744E-06	1.53167751801538E-09
0.128000000000002	0.00110646121734521	1.54041188569647E-06	1.54077464545532E-09
0.128100000000002	0.00111210915311505	1.54956005689523E-06	1.54992717230144E-09
0.128200000000002	0.00111778239250552	1.55876391343663E-06	1.55913543639977E-09
0.128300000000002	0.00112348099697311	1.56802379455096E-06	1.56839977760217E-09
0.128400000000002	0.00112920502766307	1.57734004147714E-06	1.57772053775449E-09
0.128500000000002	0.00113495454540536	1.58671299747376E-06	1.58709806078512E-09
0.128600000000002	0.00114072961071061	1.59614300783042E-06	1.59653269259321E-09
0.128700000000002	0.00114653028376604	1.60563041987903E-06	1.60602478116225E-09
0.128800000000002	0.00115235662443141	1.61517558300515E-06	1.61557467654835E-09
0.128900000000002	0.00115820869223492	1.62477884865941E-06	1.62518273084451E-09
0.129000000000002	0.00116408654636922	1.634440570369E-06	1.63484929826828E-09
0.129100000000002	0.00116999024568725	1.64416110374915E-06	1.64457473510158E-09
0.129200000000002	0.00117591984869827	1.65394080651482E-06	1.65435939975366E-09
0.129300000000002	0.00118187541356373	1.66378003849226E-06	1.66420365275033E-09
0.129400000000002	0.00118785699809325	1.67367916163076E-06	1.67410785674792E-09
0.129500000000002	0.00119386465974057	1.68363854001439E-06	1.68407237652315E-09
0.129600000000002	0.00119989845559944	1.69365853987389E-06	1.69409757905946E-09
0.129700000000002	0.00120595844239964	1.70373952959847E-06	1.70418383344081E-09
0.129800000000002	0.00121204467650289	1.71388187974785E-06	1.71433151098587E-09
0.129900000000002	0.00121815721389882	1.72408596306414E-06	1.72454098516648E-09
0.130000000000002	0.00122429611020092	1.73435215448404E-06	1.73481263169346E-09
0.130100000000002	0.00123046142064252	1.74468083115085E-06	1.74514682845967E-09
0.130200000000002	0.00123665320007277	1.75507237242676E-06	1.7555439556254E-09
0.130300000000002	0.00124287150295256	1.76552715990504E-06	1.76600439553864E-09
0.130400000000002	0.0012491163833506	1.77604557742231E-06	1.77652853284362E-09
0.130500000000002	0.00125538789493932	1.78662801107097E-06	1.7871167544251E-09
0.130600000000002	0.00126168609099092	1.79727484921166E-06	1.79776944944655E-09
0.130700000000002	0.00126801102437335	1.80798648248566E-06	1.80848700936483E-09
0.130800000000002	0.00127436274754634	1.81876330382753E-06	1.81926982796794E-09
0.130900000000002	0.00128074131255742	1.82960570847765E-06	1.83011830132077E-09
0.131000000000002	0.00128714677103794	1.84051409399498E-06	1.84103282784906E-09
0.131100000000002	0.00129357917419913	1.85148886026973E-06	1.85201380828571E-09
0.131200000000002	0.00130003857282812	1.86253040953624E-06	1.86306164573163E-09
0.131300000000002	0.00130652501728404	1.87363914638578E-06	1.87417674567072E-09
0.131400000000002	0.00131303855749407	1.88481547777955E-06	1.88535951593979E-09
0.131500000000002	0.00131957924294953	1.89605981306159E-06	1.89661036678912E-09
0.131600000000002	0.00132614712270197	1.90737256397195E-06	1.90792971087514E-09
0.131700000000002	0.00133274224535931	1.91875414465975E-06	1.9193179632536E-09
0.131800000000002	0.00133936465908191	1.93020497169635E-06	1.93077554143968E-09
0.131900000000002	0.00134601441157876	1.9417254640887E-06	1.94230286537897E-09
0.132000000000002	0.00135269155010359	1.95331604329257E-06	1.95390035748537E-09
0.132100000000002	0.00135939612145107	1.96497713322597E-06	1.96556844265661E-09
0.132200000000002	0.00136612817195297	1.97670916028262E-06	1.97730754824618E-09
0.132300000000002	0.00137288774747433	1.98851255334543E-06	1.98911810412315E-09
0.132400000000002	0.00137967489340974	2.00038774380014E-06	2.00100054268784E-09
0.132500000000002	0.00138648965467952	2.01233516554895E-06	2.01295529884436E-09
0.132600000000002	0.00139333207572596	2.02435525502421E-06	2.02498281003848E-09
0.132700000000002	0.00140020220050963	2.03644845120224E-06	2.03708351629529E-09
0.132800000000002	0.00140710007250559	2.04861519561721E-06	2.0492578602136E-09
0.132900000000002	0.00141402573469979	2.06085593237499E-06	2.06150628693957E-09
0.133000000000002	0.00142097922958529	2.07317110816721E-06	2.07382924424725E-09
0.133100000000002	0.00142796059915867	2.08556117228529E-06	2.08622718251224E-09
0.133200000000002	0.00143496988491634	2.0980265766346E-06	2.09870055472834E-09
0.133300000000002	0.00144200712785098	2.11056777574856E-06	2.11124981654523E-09
0.133400000000002	0.00144907236844788	2.12318522680305E-06	2.12387542626397E-09
0.133500000000002	0.00145616564668142	2.13587938963063E-06	2.13657784485373E-09
0.133600000000002	0.00146328700201146	2.14865072673504E-06	2.14935753596859E-09
0.133700000000002	0.00147043647337986	2.16149970330558E-06	2.16221496596444E-09
0.133800000000002	0.00147761409920696	2.17442678723172E-06	2.17515060391581E-09
0.133900000000002	0.00148481991738806	2.18743244911771E-06	2.18816492159169E-09
0.134000000000002	0.00149205396529003	2.20051716229726E-06	2.20125839355511E-09
0.134100000000002	0.0014993162797478	2.21368140284831E-06	2.21443149709783E-09
0.134200000000002	0.00150660689706103	2.22692564960785E-06	2.22768471229875E-09
0.134300000000002	0.00151392585299064	2.24025038418685E-06	2.24101852200041E-09
0.134400000000002	0.00152127318275555	2.25365609098517E-06	2.25443341188742E-09
0.134500000000002	0.00152864892102928	2.26714325720668E-06	2.26792987042276E-09
0.134600000000001	0.00153605310193665	2.28071237287438E-06	2.28150838894625E-09
0.134700000000001	0.00154348575905058	2.29436393084554E-06	2.29516946159147E-09
0.134800000000001	0.00155094692538875	2.30809842682701E-06	2.308913585404E-09
0.134900000000001	0.00155843663341046	2.32191635939054E-06	2.32274126029889E-09
0.135000000000001	0.00156595491501338	2.33581822998824E-06	2.33665298907868E-09
0.135100000000001	0.00157350180153045	2.34980454296801E-06	2.35064927747122E-09
0.135200000000001	0.00158107732372672	2.36387580558913E-06	2.36473063410815E-09
0.135300000000001	0.00158868151179628	2.37803252803793E-06	2.3788975705825E-09
0.135400000000001	0.00159631439535917	2.39227522344348E-06	2.39315060144714E-09
0.135500000000001	0.00160397600345836	2.40660440789333E-06	2.40749024421354E-09
0.135600000000001	0.00161166636455676	2.42102060044947E-06	2.42191701940915E-09
0.135700000000001	0.00161938550653425	2.43552432316424E-06	2.43643145053747E-09
0.135800000000001	0.00162713345668474	2.45011610109627E-06	2.45103406417405E-09
0.135900000000001	0.00163491024171327	2.46479646232672E-06	2.46572538986928E-09
0.136000000000001	0.00164271588773318	2.47956593797532E-06	2.48050596028267E-09
0.136100000000001	0.00165055042026323	2.49442506221673E-06	2.49537631112465E-09
0.136200000000001	0.00165841386422483	2.50937437229676E-06	2.51033698121371E-09
0.136300000000001	0.00166630624393931	2.52441440854886E-06	2.52538851243827E-09
0.136400000000001	0.00167422758312514	2.53954571441061E-06	2.54053144983278E-09
0.136500000000001	0.00168217790489531	2.55476883644017E-06	2.55576634157765E-09
0.136600000000001	0.00169015723175461	2.57008432433305E-06	2.57109373898095E-09
0.136700000000001	0.00169816558559711	2.58549273093878E-06	2.58651419655395E-09
0.136800000000001	0.00170620298770351	2.60099461227772E-06	2.60202827199294E-09
0.136900000000001	0.00171426945873862	2.61659052755791E-06	2.61763652619869E-09
0.137000000000001	0.00172236501874893	2.63228103919208E-06	2.63333952327755E-09
0.137100000000001	0.00173048968716006	2.64806671281464E-06	2.64913783059812E-09
0.137200000000001	0.00173864348277444	2.66394811729883E-06	2.66503201877397E-09
0.137300000000001	0.00174682642376884	2.67992582477397E-06	2.68102266170189E-09
0.137400000000001	0.00175503852769213	2.69600041064265E-06	2.69711033659985E-09
0.137500000000001	0.00176327981146291	2.71217245359817E-06	2.7132956239359E-09
0.137600000000001	0.00177155029136732	2.72844253564194E-06	2.72957910757553E-09
0.137700000000001	0.00177984998305678	2.74481124210107E-06	2.74596137467488E-09
0.137800000000001	0.00178817890154587	2.76127916164594E-06	2.76244301579136E-09
0.137900000000001	0.00179653706121017	2.7778468863079E-06	2.77902462484985E-09
0.138000000000001	0.0018049244757842	2.79451501149704E-06	2.79570679916332E-09
0.138100000000001	0.00181334115835938	2.81128413602013E-06	2.812490139489E-09
0.138200000000001	0.00182178712138202	2.82815486209848E-06	2.82937525001316E-09
0.138300000000001	0.0018302623766514	2.84512779538598E-06	2.8463627383896E-09
