t	fg	fg	fg
0.736999999999935	0.252742917399244	0.365571799583024	0.110819493050496
0.737099999999935	0.252758683421371	0.365646795569879	0.110870936784103
0.737199999999935	0.252774446886757	0.365721789126123	0.110922379432446
0.737299999999935	0.252790207796495	0.365796780251577	0.110973820992943
0.737399999999935	0.252805966151681	0.365871768946057	0.11102526146302
0.737499999999935	0.252821721953408	0.365946755209382	0.111076700840109
0.737599999999935	0.252837475202771	0.366021739041371	0.111128139121648
0.737699999999935	0.252853225900861	0.36609672044184	0.111179576305083
0.737799999999935	0.252868974048772	0.366171699410607	0.111231012387866
0.737899999999935	0.252884719647594	0.366246675947489	0.111282447367456
0.737999999999935	0.252900462698419	0.366321650052303	0.111333881241317
0.738099999999935	0.252916203202336	0.366396621724865	0.111385314006921
0.738199999999935	0.252931941160435	0.366471590964992	0.111436745661746
0.738299999999935	0.252947676573806	0.366546557772498	0.111488176203278
0.738399999999935	0.252963409443535	0.366621522147201	0.111539605629007
0.738499999999935	0.252979139770712	0.366696484088915	0.111591033936431
0.738599999999935	0.252994867556423	0.366771443597455	0.111642461123056
0.738699999999935	0.253010592801754	0.366846400672635	0.11169388718639
0.738799999999935	0.253026315507791	0.366921355314271	0.111745312123953
0.738899999999935	0.253042035675619	0.366996307522176	0.111796735933267
0.738999999999935	0.253057753306322	0.367071257296165	0.111848158611863
0.739099999999935	0.253073468400984	0.36714620463605	0.111899580157278
0.739199999999935	0.253089180960689	0.367221149541645	0.111951000567055
0.739299999999935	0.253104890986519	0.367296092012763	0.112002419838743
0.739399999999935	0.253120598479555	0.367371032049217	0.112053837969898
0.739499999999935	0.253136303440879	0.367445969650818	0.112105254958083
0.739599999999935	0.253152005871571	0.36752090481738	0.112156670800866
0.739699999999935	0.253167705772712	0.367595837548714	0.112208085495823
0.739799999999935	0.25318340314538	0.367670767844631	0.112259499040535
0.739899999999935	0.253199097990655	0.367745695704944	0.112310911432589
0.739999999999935	0.253214790309613	0.367820621129461	0.112362322669581
0.740099999999935	0.253230480103333	0.367895544117996	0.11241373274911
0.740199999999935	0.253246167372892	0.367970464670356	0.112465141668783
0.740299999999935	0.253261852119364	0.368045382786354	0.112516549426214
0.740399999999935	0.253277534343827	0.368120298465799	0.112567956019021
0.740499999999935	0.253293214047354	0.368195211708499	0.112619361444831
0.740599999999935	0.25330889123102	0.368270122514265	0.112670765701275
0.740699999999935	0.253324565895898	0.368345030882905	0.112722168785991
0.740799999999935	0.253340238043061	0.368419936814229	0.112773570696623
0.740899999999935	0.253355907673582	0.368494840308043	0.112824971430824
0.740999999999935	0.253371574788532	0.368569741364157	0.112876370986248
0.741099999999935	0.253387239388982	0.368644639982379	0.112927769360559
0.741199999999935	0.253402901476003	0.368719536162515	0.112979166551427
0.741299999999935	0.253418561050663	0.368794429904373	0.113030562556527
0.741399999999935	0.253434218114033	0.36886932120776	0.113081957373539
0.741499999999935	0.253449872667181	0.368944210072483	0.113133351000153
0.741599999999935	0.253465524711175	0.369019096498348	0.113184743434061
0.741699999999935	0.253481174247081	0.369093980485161	0.113236134672964
0.741799999999935	0.253496821275967	0.369168862032728	0.113287524714568
0.741899999999935	0.253512465798898	0.369243741140855	0.113338913556585
0.741999999999935	0.253528107816939	0.369318617809346	0.113390301196733
0.742099999999935	0.253543747331156	0.369393492038007	0.113441687632736
0.742199999999935	0.253559384342613	0.369468363826642	0.113493072862326
0.742299999999935	0.253575018852372	0.369543233175056	0.113544456883237
0.742399999999935	0.253590650861497	0.369618100083053	0.113595839693214
0.742499999999935	0.253606280371049	0.369692964550436	0.113647221290004
0.742599999999935	0.253621907382091	0.36976782657701	0.113698601671362
0.742699999999935	0.253637531895683	0.369842686162577	0.113749980835048
0.742799999999935	0.253653153912886	0.369917543306941	0.11380135877883
0.742899999999935	0.253668773434759	0.369992398009904	0.113852735500479
0.742999999999934	0.253684390462361	0.370067250271269	0.113904110997774
0.743099999999934	0.25370000499675	0.370142100090837	0.113955485268499
0.743199999999934	0.253715617038986	0.370216947468411	0.114006858310446
0.743299999999934	0.253731226590123	0.370291792403793	0.11405823012141
0.743399999999934	0.25374683365122	0.370366634896783	0.114109600699193
0.743499999999934	0.253762438223332	0.370441474947182	0.114160970041605
0.743599999999934	0.253778040307514	0.370516312554791	0.114212338146458
0.743699999999934	0.253793639904821	0.370591147719412	0.114263705011573
0.743799999999934	0.253809237016306	0.370665980440843	0.114315070634775
0.743899999999934	0.253824831643025	0.370740810718885	0.114366435013897
0.743999999999934	0.253840423786028	0.370815638553337	0.114417798146777
0.744099999999934	0.253856013446369	0.370890463943999	0.114469160031256
0.744199999999934	0.253871600625099	0.37096528689067	0.114520520665185
0.744299999999934	0.253887185323269	0.371040107393148	0.114571880046419
0.744399999999934	0.253902767541929	0.371114925451232	0.114623238172819
0.744499999999934	0.253918347282129	0.371189741064721	0.114674595042251
0.744599999999934	0.253933924544917	0.371264554233412	0.114725950652588
0.744699999999934	0.253949499331344	0.371339364957103	0.114777305001708
0.744799999999934	0.253965071642455	0.371414173235591	0.114828658087494
0.744899999999934	0.253980641479299	0.371488979068673	0.114880009907838
0.744999999999934	0.253996208842922	0.371563782456146	0.114931360460634
0.745099999999934	0.25401177373437	0.371638583397807	0.114982709743784
0.745199999999934	0.254027336154688	0.371713381893453	0.115034057755194
0.745299999999934	0.254042896104921	0.371788177942878	0.115085404492777
0.745399999999934	0.254058453586114	0.371862971545879	0.115136749954452
0.745499999999934	0.25407400859931	0.371937762702251	0.115188094138143
0.745599999999934	0.254089561145551	0.372012551411789	0.115239437041778
0.745699999999934	0.25410511122588	0.372087337674288	0.115290778663295
0.745799999999934	0.254120658841339	0.372162121489544	0.115342119000633
0.745899999999934	0.254136203992969	0.372236902857349	0.115393458051739
0.745999999999934	0.25415174668181	0.372311681777498	0.115444795814566
0.746099999999934	0.254167286908902	0.372386458249786	0.115496132287071
0.746199999999934	0.254182824675284	0.372461232274005	0.115547467467219
0.746299999999934	0.254198359981995	0.372536003849949	0.115598801352977
0.746399999999934	0.254213892830072	0.37261077297741	0.115650133942322
0.746499999999934	0.254229423220554	0.372685539656181	0.115701465233232
0.746599999999934	0.254244951154477	0.372760303886056	0.115752795223694
0.746699999999934	0.254260476632877	0.372835065666825	0.1158041239117
0.746799999999934	0.25427599965679	0.372909824998281	0.115855451295246
0.746899999999934	0.25429152022725	0.372984581880215	0.115906777372334
0.746999999999934	0.254307038345293	0.373059336312419	0.115958102140973
0.747099999999934	0.25432255401195	0.373134088294683	0.116009425599177
0.747199999999934	0.254338067228257	0.373208837826799	0.116060747744963
0.747299999999934	0.254353577995245	0.373283584908556	0.116112068576357
0.747399999999934	0.254369086313946	0.373358329539746	0.116163388091388
0.747499999999934	0.254384592185392	0.373433071720157	0.116214706288091
0.747599999999934	0.254400095610613	0.373507811449581	0.116266023164509
0.747699999999934	0.254415596590639	0.373582548727805	0.116317338718686
0.747799999999934	0.2544310951265	0.373657283554619	0.116368652948675
0.747899999999934	0.254446591219224	0.373732015929813	0.116419965852533
0.747999999999934	0.25446208486984	0.373806745853174	0.116471277428322
0.748099999999934	0.254477576079376	0.37388147332449	0.11652258767411
0.748199999999934	0.254493064848858	0.373956198343551	0.116573896587971
