t	fg	fg	fg
0.41629999999997	0.178311828734399	0.111781571820154	0.00131472379026368
0.41639999999997	0.178348073921218	0.111865266713929	0.00131823452106952
0.41649999999997	0.178384305409691	0.111948960115132	0.00132175364770867
0.41659999999997	0.178420523207754	0.112032652014532	0.00132528118734368
0.41669999999997	0.178456727323341	0.112116342402934	0.00132881715716306
0.41679999999997	0.178492917764381	0.112200031271177	0.00133236157438132
0.41689999999997	0.178529094538796	0.112283718610138	0.00133591445623892
0.41699999999997	0.178565257654506	0.112367404410729	0.00133947582000234
0.41709999999997	0.178601407119426	0.112451088663899	0.00134304568296405
0.41719999999997	0.178637542941467	0.112534771360629	0.00134662406244252
0.41729999999997	0.178673665128533	0.11261845249194	0.00135021097578223
0.41739999999997	0.178709773688527	0.112702132048884	0.00135380644035369
0.41749999999997	0.178745868629345	0.112785810022553	0.00135741047355343
0.41759999999997	0.178781949958878	0.112869486404069	0.00136102309280402
0.41769999999997	0.178818017685015	0.112953161184592	0.00136464431555405
0.41779999999997	0.178854071815639	0.113036834355317	0.00136827415927818
0.41789999999997	0.178890112358628	0.113120505907473	0.0013719126414771
0.41799999999997	0.178926139321856	0.113204175832323	0.00137555977967758
0.41809999999997	0.178962152713193	0.113287844121165	0.00137921559143243
0.41819999999997	0.178998152540505	0.113371510765333	0.00138288009432055
0.41829999999997	0.179034138811651	0.113455175756192	0.00138655330594689
0.41839999999997	0.179070111534487	0.113538839085145	0.00139023524394251
0.41849999999997	0.179106070716866	0.113622500743627	0.00139392592596455
0.41859999999997	0.179142016366634	0.113706160723106	0.00139762536969621
0.41869999999997	0.179177948491634	0.113789819015086	0.00140133359284682
0.41879999999997	0.179213867099704	0.113873475611104	0.0014050506131518
0.41889999999997	0.179249772198677	0.11395713050273	0.00140877644837267
0.41899999999997	0.179285663796382	0.114040783681567	0.00141251111629708
0.41909999999997	0.179321541900644	0.114124435139255	0.00141625463473876
0.41919999999997	0.179357406519283	0.114208084867462	0.00142000702153759
0.41929999999997	0.179393257660115	0.114291732857894	0.00142376829455955
0.41939999999997	0.179429095330951	0.114375379102286	0.00142753847169678
0.41949999999997	0.179464919539596	0.11445902359241	0.00143131757086752
0.41959999999997	0.179500730293854	0.114542666320069	0.00143510561001614
0.41969999999997	0.179536527601522	0.114626307277097	0.00143890260711318
0.41979999999997	0.179572311470393	0.114709946455363	0.0014427085801553
0.41989999999997	0.179608081908256	0.114793583846768	0.0014465235471653
0.41999999999997	0.179643838922894	0.114877219443246	0.00145034752619215
0.42009999999997	0.179679582522089	0.114960853236761	0.00145418053531095
0.42019999999997	0.179715312713614	0.115044485219314	0.00145802259262295
0.42029999999997	0.17975102950524	0.115128115382932	0.00146187371625559
0.42039999999997	0.179786732904735	0.115211743719678	0.00146573392436243
0.42049999999997	0.179822422919859	0.115295370221647	0.00146960323512321
0.42059999999997	0.179858099558371	0.115378994880965	0.00147348166674382
0.42069999999997	0.179893762828022	0.115462617689788	0.00147736923745634
0.42079999999997	0.179929412736561	0.115546238640306	0.001481265965519
0.42089999999997	0.179965049291733	0.115629857724741	0.00148517186921618
0.42099999999997	0.180000672501277	0.115713474935343	0.00148908696685848
0.42109999999997	0.180036282372928	0.115797090264396	0.00149301127678262
0.42119999999997	0.180071878914416	0.115880703704216	0.00149694481735152
0.42129999999997	0.180107462133467	0.115964315247147	0.00150088760695427
0.42139999999997	0.180143032037804	0.116047924885567	0.00150483966400613
0.42149999999997	0.180178588635143	0.116131532611883	0.00150880100694854
0.42159999999997	0.180214131933197	0.116215138418533	0.0015127716542491
0.42169999999997	0.180249661939675	0.116298742297987	0.00151675162440162
0.42179999999997	0.18028517866228	0.116382344242745	0.00152074093592606
0.42189999999997	0.180320682108712	0.116465944245336	0.00152473960736856
0.42199999999997	0.180356172286666	0.116549542298321	0.00152874765730143
0.42209999999997	0.180391649203832	0.116633138394291	0.00153276510432318
0.42219999999997	0.180427112867897	0.116716732525867	0.00153679196705847
0.42229999999997	0.180462563286542	0.1168003246857	0.00154082826415814
0.42239999999997	0.180498000467444	0.116883914866472	0.00154487401429923
0.42249999999997	0.180533424418276	0.116967503060893	0.00154892923618491
0.42259999999997	0.180568835146707	0.117051089261705	0.00155299394854456
0.42269999999997	0.1806042326604	0.117134673461677	0.0015570681701337
0.42279999999997	0.180639616967016	0.117218255653611	0.00156115191973406
0.42289999999997	0.180674988074208	0.117301835830335	0.00156524521615348
0.42299999999997	0.180710345989628	0.117385413984708	0.00156934807822603
0.42309999999997	0.180745690720923	0.11746899010962	0.00157346052481188
0.42319999999997	0.180781022275733	0.117552564197987	0.00157758257479742
0.42329999999997	0.180816340661696	0.117636136242757	0.00158171424709516
0.42339999999997	0.180851645886445	0.117719706236904	0.00158585556064379
0.42349999999997	0.18088693795761	0.117803274173434	0.00159000653440813
0.42359999999997	0.180922216882813	0.117886840045381	0.00159416718737918
0.42369999999997	0.180957482669675	0.117970403845805	0.00159833753857406
0.42379999999997	0.180992735325811	0.118053965567799	0.00160251760703606
0.42389999999997	0.181027974858831	0.118137525204481	0.0016067074118346
0.42399999999997	0.181063201276344	0.118221082748999	0.00161090697206522
0.42409999999997	0.181098414585949	0.11830463819453	0.00161511630684964
0.42419999999997	0.181133614795246	0.118388191534278	0.00161933543533567
0.42429999999997	0.181168801911828	0.118471742761476	0.00162356437669725
0.42439999999997	0.181203975943283	0.118555291869383	0.00162780315013447
0.42449999999997	0.181239136897197	0.11863883885129	0.00163205177487351
0.42459999999997	0.181274284781148	0.118722383700512	0.00163631027016667
0.42469999999997	0.181309419602713	0.118805926410394	0.00164057865529236
0.42479999999997	0.181344541369464	0.118889466974308	0.0016448569495551
0.42489999999997	0.181379650088966	0.118973005385653	0.0016491451722855
0.42499999999997	0.181414745768784	0.119056541637857	0.00165344334284025
0.42509999999997	0.181449828416474	0.119140075724374	0.00165775148060215
0.425199999999969	0.181484898039591	0.119223607638687	0.00166206960498007
0.425299999999969	0.181519954645684	0.119307137374304	0.00166639773540896
0.425399999999969	0.181554998242298	0.119390664924762	0.00167073589134983
0.425499999999969	0.181590028836974	0.119474190283624	0.00167508409228976
0.425599999999969	0.181625046437248	0.119557713444481	0.00167944235774187
0.425699999999969	0.181660051050652	0.11964123440095	0.00168381070724536
0.425799999999969	0.181695042684713	0.119724753146676	0.00168818916036545
0.425899999999969	0.181730021346955	0.119808269675328	0.0016925777366934
0.425999999999969	0.181764987044896	0.119891783980605	0.0016969764558465
0.426099999999969	0.181799939786051	0.11997529605623	0.00170138533746806
0.426199999999969	0.18183487957793	0.120058805895954	0.00170580440122739
0.426299999999969	0.181869806428039	0.120142313493553	0.00171023366681983
0.426399999999969	0.181904720343878	0.120225818842831	0.00171467315396671
0.426499999999969	0.181939621332945	0.120309321937617	0.00171912288241532
0.426599999999969	0.181974509402733	0.120392822771767	0.00172358287193897
0.426699999999969	0.182009384560729	0.12047632133916	0.00172805314233692
0.426799999999969	0.182044246814418	0.120559817633706	0.0017325337134344
0.426899999999969	0.182079096171279	0.120643311649336	0.00173702460508259
0.426999999999969	0.182113932638787	0.12072680338001	0.00174152583715862
0.427099999999969	0.182148756224413	0.120810292819713	0.00174603742956554
0.427199999999969	0.182183566935624	0.120893779962453	0.00175055940223234
0.427299999999969	0.182218364779882	0.120977264802268	0.00175509177511392
0.427399999999969	0.182253149764644	0.121060747333218	0.00175963456819109
0.427499999999969	0.182287921897364	0.121144227549388	0.00176418780147056
0.427599999999969	0.182322681185491	0.121227705444892	0.0017687514949849
0.427699999999969	0.182357427636471	0.121311181013865	0.00177332566879258
0.427799999999969	0.182392161257742	0.121394654250469	0.00177791034297792
0.427899999999969	0.182426882056742	0.121478125148891	0.00178250553765111
0.427999999999969	0.182461590040903	0.121561593703343	0.00178711127294815
0.428099999999969	0.182496285217651	0.121645059908061	0.0017917275690309
0.428199999999969	0.182530967594409	0.121728523757306	0.00179635444608702
0.428299999999969	0.182565637178598	0.121811985245365	0.00180099192432998
0.428399999999969	0.18260029397763	0.121895444366547	0.00180564002399905
0.428499999999969	0.182634937998917	0.121978901115188	0.00181029876535926
0.428599999999969	0.182669569249864	0.122062355485647	0.00181496816870145
0.428699999999969	0.182704187737872	0.122145807472308	0.00181964825434217
0.428799999999969	0.182738793470339	0.122229257069578	0.00182433904262374
0.428899999999969	0.182773386454658	0.12231270427189	0.00182904055391422
0.428999999999969	0.182807966698217	0.122396149073701	0.00183375280860735
0.429099999999969	0.1828425342084	0.122479591469489	0.0018384758271226
0.429199999999969	0.182877088992587	0.122563031453759	0.00184320962990514
0.429299999999969	0.182911631058155	0.12264646902104	0.00184795423742579
0.429399999999969	0.182946160412474	0.122729904165882	0.00185270967018103
0.429499999999969	0.18298067706291	0.122813336882862	0.00185747594869302
0.429599999999969	0.183015181016828	0.122896767166578	0.00186225309350952
0.429699999999969	0.183049672281586	0.122980195011653	0.00186704112520392
0.429799999999969	0.183084150864536	0.123063620412732	0.0018718400643752
0.429899999999969	0.183118616773031	0.123147043364486	0.00187664993164796
0.429999999999969	0.183153070014414	0.123230463861606	0.00188147074767233
0.430099999999969	0.183187510596027	0.123313881898809	0.00188630253312402
0.430199999999969	0.183221938525206	0.123397297470833	0.00189114530870428
0.430299999999969	0.183256353809286	0.123480710572441	0.00189599909513987
0.430399999999969	0.183290756455593	0.123564121198418	0.00190086391318307
0.430499999999969	0.183325146471453	0.123647529343571	0.00190573978361165
0.430599999999969	0.183359523864184	0.123730935002731	0.00191062672722885
0.430699999999969	0.183393888641103	0.123814338170751	0.00191552476486336
0.430799999999969	0.18342824080952	0.123897738842509	0.00192043391736932
0.430899999999969	0.183462580376743	0.123981137012902	0.00192535420562629
0.430999999999969	0.183496907350074	0.124064532676852	0.00193028565053923
0.431099999999969	0.183531221736811	0.124147925829302	0.0019352282730385
0.431199999999969	0.183565523544249	0.124231316465219	0.00194018209407981
0.431299999999969	0.183599812779677	0.12431470457959	0.00194514713464422
0.431399999999969	0.183634089450382	0.124398090167428	0.00195012341573814
0.431499999999969	0.183668353563644	0.124481473223763	0.00195511095839328
0.431599999999969	0.18370260512674	0.124564853743651	0.00196010978366663
0.431699999999969	0.183736844146943	0.124648231722169	0.00196511991264049
0.431799999999969	0.183771070631522	0.124731607154415	0.00197014136642238
0.431899999999969	0.183805284587742	0.124814980035511	0.00197517416614506
0.431999999999969	0.183839486022861	0.124898350360597	0.00198021833296652
0.432099999999969	0.183873674944135	0.124981718124839	0.00198527388806994
0.432199999999969	0.183907851358817	0.125065083323422	0.00199034085266366
0.432299999999969	0.183942015274154	0.125148445951553	0.00199541924798118
0.432399999999969	0.183976166697387	0.12523180600446	0.00200050909528115
0.432499999999969	0.184010305635757	0.125315163477394	0.00200561041584729
0.432599999999969	0.184044432096498	0.125398518365627	0.00201072323098846
0.432699999999969	0.184078546086839	0.12548187066445	0.00201584756203855
0.432799999999969	0.184112647614007	0.125565220369178	0.00202098343035651
0.432899999999969	0.184146736685224	0.125648567475146	0.00202613085732632
0.432999999999969	0.184180813307707	0.125731911977709	0.00203128986435694
0.433099999999969	0.18421487748867	0.125815253872245	0.00203646047288233
0.433199999999969	0.184248929235321	0.125898593154151	0.0020416427043614
0.433299999999969	0.184282968554865	0.125981929818847	0.002046836580278
0.433399999999969	0.184316995454503	0.126065263861771	0.00205204212214086
0.433499999999969	0.184351009941432	0.126148595278385	0.00205725935148363
0.433599999999969	0.184385012022842	0.126231924064168	0.00206248828986482
0.433699999999969	0.184419001705923	0.126315250214622	0.00206772895886775
0.433799999999969	0.184452978997858	0.126398573725269	0.00207298138010058
0.433899999999969	0.184486943905827	0.126481894591651	0.00207824557519624
0.433999999999969	0.184520896437004	0.126565212809331	0.00208352156581246
0.434099999999969	0.18455483659856	0.126648528373892	0.00208880937363166
0.434199999999969	0.184588764397663	0.126731841280936	0.00209410902036102
0.434299999999968	0.184622679841475	0.126815151526087	0.00209942052773237
0.434399999999968	0.184656582937154	0.126898459104989	0.00210474391750223
0.434499999999968	0.184690473691855	0.126981764013304	0.00211007921145175
0.434599999999968	0.184724352112728	0.127065066246716	0.00211542643138669
0.434699999999968	0.184758218206917	0.127148365800927	0.00212078559913738
0.434799999999968	0.184792071981565	0.127231662671662	0.00212615673655874
0.434899999999968	0.18482591344381	0.127314956854661	0.00213153986553018
0.434999999999968	0.184859742600783	0.127398248345689	0.00213693500795565
0.435099999999968	0.184893559459615	0.127481537140526	0.00214234218576355
0.435199999999968	0.18492736402743	0.127564823234974	0.00214776142090674
0.435299999999968	0.184961156311348	0.127648106624853	0.0021531927353625
0.435399999999968	0.184994936318485	0.127731387306005	0.00215863615113249
0.435499999999968	0.185028704055955	0.127814665274288	0.00216409169024275
0.435599999999968	0.185062459530864	0.127897940525582	0.00216955937474364
0.435699999999968	0.185096202750317	0.127981213055785	0.00217503922670983
0.435799999999968	0.185129933721414	0.128064482860813	0.00218053126824028
0.435899999999968	0.185163652451249	0.128147749936604	0.00218603552145817
0.435999999999968	0.185197358946913	0.128231014279112	0.00219155200851091
0.436099999999968	0.185231053215495	0.128314275884312	0.0021970807515701
0.436199999999968	0.185264735264076	0.128397534748196	0.00220262177283149
0.436299999999968	0.185298405099736	0.128480790866777	0.00220817509451495
0.436399999999968	0.185332062729548	0.128564044236086	0.00221374073886447
0.436499999999968	0.185365708160584	0.12864729485217	0.00221931872814807
0.436599999999968	0.18539934139991	0.1287305427111	0.00222490908465783
0.436699999999968	0.185432962454586	0.128813787808961	0.0022305118307098
0.436799999999968	0.185466571331672	0.128897030141858	0.00223612698864403
0.436899999999968	0.185500168038221	0.128980269705914	0.0022417545808245
0.436999999999968	0.185533752581282	0.129063506497272	0.00224739462963907
0.437099999999968	0.1855673249679	0.129146740512091	0.0022530471574995
0.437199999999968	0.185600885205118	0.129229971746551	0.00225871218684138
0.437299999999968	0.185634433299971	0.129313200196846	0.00226438974012409
0.437399999999968	0.185667969259493	0.129396425859193	0.0022700798398308
0.437499999999968	0.185701493090713	0.129479648729823	0.00227578250846842
0.437599999999968	0.185735004800654	0.129562868804988	0.00228149776856754
0.437699999999968	0.185768504396338	0.129646086080955	0.00228722564268245
0.437799999999968	0.185801991884781	0.129729300554013	0.00229296615339105
0.437899999999968	0.185835467272994	0.129812512220464	0.00229871932329486
0.437999999999968	0.185868930567986	0.129895721076631	0.00230448517501895
0.438099999999968	0.18590238177676	0.129978927118853	0.00231026373121192
0.438199999999968	0.185935820906317	0.130062130343489	0.00231605501454588
0.438299999999968	0.185969247963651	0.130145330746912	0.00232185904771638
0.438399999999968	0.186002662955754	0.130228528325516	0.00232767585344241
0.438499999999968	0.186036065889614	0.130311723075709	0.00233350545446633
0.438599999999968	0.186069456772213	0.130394914993921	0.00233934787355386
0.438699999999968	0.186102835610531	0.130478104076594	0.00234520313349401
0.438799999999968	0.186136202411542	0.130561290320191	0.0023510712570991
0.438899999999968	0.186169557182217	0.130644473721191	0.00235695226720466
0.438999999999968	0.186202899929523	0.13072765427609	0.00236284618666943
0.439099999999968	0.186236230660422	0.130810831981402	0.0023687530383753
0.439199999999968	0.186269549381873	0.130894006833656	0.00237467284522729
0.439299999999968	0.18630285610083	0.130977178829401	0.00238060563015352
0.439399999999968	0.186336150824242	0.131060347965199	0.00238655141610514
0.439499999999968	0.186369433559056	0.131143514237633	0.00239251022605629
0.439599999999968	0.186402704312215	0.1312266776433	0.0023984820830041
0.439699999999968	0.186435963090655	0.131309838178815	0.00240446700996862
0.439799999999968	0.18646920990131	0.131392995840809	0.00241046502999278
0.439899999999968	0.18650244475111	0.13147615062593	0.00241647616614238
0.439999999999968	0.18653566764698	0.131559302530842	0.00242250044150599
0.440099999999968	0.186568878595842	0.131642451552227	0.00242853787919496
0.440199999999968	0.186602077604613	0.131725597686781	0.00243458850234338
0.440299999999968	0.186635264680207	0.131808740931219	0.00244065233410799
0.440399999999968	0.186668439829531	0.131891881282271	0.00244672939766821
0.440499999999968	0.186701603059491	0.131975018736683	0.00245281971622601
0.440599999999968	0.186734754376989	0.132058153291218	0.00245892331300597
0.440699999999968	0.18676789378892	0.132141284942654	0.00246504021125513
0.440799999999968	0.186801021302177	0.132224413687788	0.00247117043424305
0.440899999999968	0.18683413692365	0.132307539523429	0.00247731400526167
0.440999999999968	0.186867240660221	0.132390662446405	0.00248347094762534
0.441099999999968	0.186900332518773	0.132473782453558	0.00248964128467077
0.441199999999968	0.186933412506181	0.132556899541748	0.00249582503975691
0.441299999999968	0.186966480629318	0.132640013707849	0.00250202223626502
0.441399999999968	0.186999536895051	0.132723124948752	0.00250823289759852
0.441499999999968	0.187032581310244	0.132806233261363	0.00251445704718303
0.441599999999968	0.187065613881759	0.132889338642604	0.00252069470846627
0.441699999999968	0.18709863461645	0.132972441089412	0.00252694590491801
0.441799999999968	0.187131643521169	0.133055540598741	0.00253321066003009
0.441899999999968	0.187164640602765	0.133138637167558	0.0025394889973163
0.441999999999968	0.187197625868081	0.133221730792849	0.00254578094031236
0.442099999999968	0.187230599323956	0.133304821471612	0.00255208651257589
0.442199999999968	0.187263560977227	0.133387909200862	0.00255840573768635
0.442299999999968	0.187296510834724	0.13347099397763	0.00256473863924498
0.442399999999968	0.187329448903276	0.13355407579896	0.00257108524087478
0.442499999999968	0.187362375189705	0.133637154661914	0.00257744556622043
0.442599999999968	0.187395289700831	0.133720230563566	0.00258381963894827
0.442699999999968	0.18742819244347	0.133803303501008	0.00259020748274624
0.442799999999968	0.187461083424432	0.133886373471345	0.00259660912132382
0.442899999999968	0.187493962650525	0.133969440471699	0.00260302457841201
0.442999999999968	0.187526830128551	0.134052504499204	0.00260945387776325
0.443099999999968	0.187559685865311	0.134135565551012	0.00261589704315139
0.443199999999968	0.187592529867598	0.134218623624288	0.00262235409837162
0.443299999999968	0.187625362142204	0.134301678716212	0.00262882506724045
0.443399999999967	0.187658182695917	0.134384730823978	0.00263530997359564
0.443499999999967	0.187690991535518	0.134467779944797	0.00264180884129614
0.443599999999967	0.187723788667787	0.134550826075893	0.00264832169422207
0.443699999999967	0.187756574099498	0.134633869214504	0.00265484855627463
0.443799999999967	0.187789347837423	0.134716909357884	0.00266138945137607
0.443899999999967	0.187822109888328	0.134799946503301	0.00266794440346964
0.443999999999967	0.187854860258975	0.134882980648036	0.00267451343651955
0.444099999999967	0.187887598956125	0.134966011789386	0.00268109657451087
0.444199999999967	0.18792032598653	0.135049039924662	0.00268769384144952
0.444299999999967	0.187953041356943	0.13513206505119	0.00269430526136221
0.444399999999967	0.187985745074109	0.135215087166308	0.00270093085829638
0.444499999999967	0.188018437144772	0.13529810626737	0.00270757065632014
0.444599999999967	0.188051117575669	0.135381122351743	0.00271422467952221
0.444699999999967	0.188083786373535	0.13546413541681	0.00272089295201191
0.444799999999967	0.188116443545102	0.135547145459965	0.00272757549791906
0.444899999999967	0.188149089097095	0.13563015247862	0.00273427234139391
0.444999999999967	0.188181723036237	0.135713156470196	0.00274098350660716
0.445099999999967	0.188214345369246	0.135796157432133	0.00274770901774982
0.445199999999967	0.188246956102838	0.13587915536188	0.00275444889903322
0.445299999999967	0.188279555243723	0.135962150256904	0.00276120317468889
0.445399999999967	0.188312142798606	0.136045142114683	0.00276797186896856
0.445499999999967	0.188344718774191	0.136128130932709	0.00277475500614409
0.445599999999967	0.188377283177176	0.136211116708488	0.00278155261050738
0.445699999999967	0.188409836014256	0.136294099439541	0.00278836470637035
0.445799999999967	0.188442377292122	0.136377079123401	0.00279519131806487
0.445899999999967	0.188474907017458	0.136460055757613	0.00280203246994268
0.445999999999967	0.18850742519695	0.136543029339739	0.00280888818637538
0.446099999999967	0.188539931837274	0.136625999867352	0.00281575849175433
0.446199999999967	0.188572426945105	0.136708967338039	0.00282264341049059
0.446299999999967	0.188604910527114	0.1367919317494	0.0028295429670149
0.446399999999967	0.188637382589968	0.136874893099048	0.00283645718577757
0.446499999999967	0.188669843140328	0.136957851384611	0.00284338609124846
0.446599999999967	0.188702292184855	0.137040806603728	0.00285032970791688
0.446699999999967	0.188734729730201	0.137123758754052	0.0028572880602916
0.446799999999967	0.188767155783019	0.137206707833249	0.00286426117290069
0.446899999999967	0.188799570349955	0.137289653838998	0.00287124907029153
0.446999999999967	0.18883197343765	0.137372596768991	0.00287825177703075
0.447099999999967	0.188864365052745	0.137455536620933	0.00288526931770411
0.447199999999967	0.188896745201874	0.137538473392543	0.00289230171691649
0.447299999999967	0.188929113891668	0.137621407081549	0.00289934899929183
0.447399999999967	0.188961471128753	0.137704337685697	0.00290641118947302
0.447499999999967	0.188993816919752	0.137787265202742	0.00291348831212188
0.447599999999967	0.189026151271285	0.137870189630454	0.00292058039191908
0.447699999999967	0.189058474189966	0.137953110966613	0.00292768745356408
0.447799999999967	0.189090785682406	0.138036029209014	0.00293480952177505
0.447899999999967	0.189123085755213	0.138118944355464	0.00294194662128885
0.447999999999967	0.189155374414989	0.138201856403782	0.00294909877686089
0.448099999999967	0.189187651668334	0.1382847653518	0.00295626601326515
0.448199999999967	0.189219917521842	0.138367671197362	0.00296344835529404
0.448299999999967	0.189252171982105	0.138450573938325	0.00297064582775841
0.448399999999967	0.18928441505571	0.138533473572558	0.00297785845548739
0.448499999999967	0.189316646749241	0.138616370097941	0.00298508626332841
0.448599999999967	0.189348867069277	0.138699263512369	0.0029923292761471
0.448699999999967	0.189381076022393	0.138782153813747	0.00299958751882719
0.448799999999967	0.189413273615161	0.138865040999994	0.0030068610162705
0.448899999999967	0.189445459854149	0.138947925069038	0.00301414979339684
0.448999999999967	0.18947763474592	0.139030806018824	0.00302145387514395
0.449099999999967	0.189509798297033	0.139113683847303	0.00302877328646742
0.449199999999967	0.189541950514046	0.139196558552444	0.00303610805234063
0.449299999999967	0.189574091403508	0.139279430132223	0.0030434581977547
0.449399999999967	0.18960622097197	0.139362298584632	0.00305082374771837
0.449499999999967	0.189638339225973	0.139445163907672	0.003058204727258
0.449599999999967	0.189670446172059	0.139528026099356	0.00306560116141743
0.449699999999967	0.189702541816764	0.139610885157712	0.00307301307525796
0.449799999999967	0.189734626166619	0.139693741080774	0.00308044049385825
0.449899999999967	0.189766699228154	0.139776593866594	0.00308788344231426
0.449999999999967	0.189798761007892	0.139859443513231	0.00309534194573919
0.450099999999967	0.189830811512355	0.139942290018759	0.00310281602926339
0.450199999999967	0.189862850748057	0.14002513338126	0.00311030571803429
0.450299999999967	0.189894878721514	0.14010797359883	0.00311781103721634
0.450399999999967	0.189926895439232	0.140190810669577	0.00312533201199091
0.450499999999967	0.189958900907717	0.140273644591619	0.00313286866755627
0.450599999999967	0.18999089513347	0.140356475363085	0.00314042102912746
0.450699999999967	0.190022878122988	0.140439302982118	0.00314798912193624
0.450799999999967	0.190054849882764	0.140522127446869	0.00315557297123102
0.450899999999967	0.190086810419287	0.140604948755502	0.00316317260227678
0.450999999999967	0.190118759739043	0.140687766906192	0.00317078804035499
0.451099999999967	0.190150697848512	0.140770581897127	0.00317841931076356
0.451199999999967	0.190182624754174	0.140853393726503	0.00318606643881673
0.451299999999967	0.1902145404625	0.140936202392529	0.003193729449845
0.451399999999967	0.190246444979962	0.141019007893425	0.00320140836919509
0.451499999999967	0.190278338313025	0.141101810227422	0.00320910322222983
0.451599999999967	0.19031022046815	0.141184609392762	0.00321681403432807
0.451699999999967	0.190342091451797	0.141267405387696	0.00322454083088465
0.451799999999967	0.190373951270418	0.14135019821049	0.00323228363731028
0.451899999999967	0.190405799930466	0.141432987859418	0.00324004247903149
0.451999999999967	0.190437637438385	0.141515774332766	0.00324781738149054
0.452099999999967	0.190469463800619	0.141598557628829	0.00325560837014533
0.452199999999967	0.190501279023607	0.141681337745915	0.00326341547046935
0.452299999999967	0.190533083113783	0.141764114682342	0.00327123870795158
0.452399999999967	0.190564876077578	0.141846888436439	0.0032790781080964
0.452499999999966	0.19059665792142	0.141929659006544	0.00328693369642355
0.452599999999966	0.190628428651731	0.142012426391008	0.00329480549846801
0.452699999999966	0.190660188274932	0.142095190588191	0.00330269353977993
0.452799999999966	0.190691936797437	0.142177951596464	0.00331059784592459
0.452899999999966	0.190723674225658	0.142260709414209	0.00331851844248223
0.452999999999966	0.190755400566003	0.142343464039818	0.00332645535504806
0.453099999999966	0.190787115824876	0.142426215471694	0.00333440860923214
0.453199999999966	0.190818820008677	0.142508963708248	0.00334237823065927
0.453299999999966	0.190850513123803	0.142591708747905	0.00335036424496897
0.453399999999966	0.190882195176645	0.142674450589098	0.00335836667781534
0.453499999999966	0.190913866173593	0.142757189230271	0.00336638555486701
0.453599999999966	0.19094552612103	0.142839924669878	0.00337442090180704
0.453699999999966	0.190977175025338	0.142922656906384	0.00338247274433286
0.453799999999966	0.191008812892895	0.143005385938262	0.00339054110815614
0.453899999999966	0.191040439730072	0.143088111763999	0.00339862601900276
0.453999999999966	0.191072055543239	0.143170834382087	0.00340672750261269
0.454099999999966	0.191103660338762	0.143253553791034	0.00341484558473992
0.454199999999966	0.191135254123002	0.143336269989352	0.00342298029115236
0.454299999999966	0.191166836902318	0.143418982975567	0.00343113164763176
0.454399999999966	0.191198408683063	0.143501692748215	0.00343929967997365
0.454499999999966	0.191229969471587	0.143584399305839	0.00344748441398721
0.454599999999966	0.191261519274237	0.143667102646995	0.00345568587549521
0.454699999999966	0.191293058097355	0.143749802770247	0.00346390409033392
0.454799999999966	0.19132458594728	0.143832499674169	0.00347213908435301
0.454899999999966	0.191356102830347	0.143915193357345	0.00348039088341548
0.454999999999966	0.191387608752887	0.14399788381837	0.00348865951339757
0.455099999999966	0.191419103721226	0.144080571055847	0.00349694500018865
0.455199999999966	0.191450587741689	0.144163255068389	0.00350524736969115
0.455299999999966	0.191482060820595	0.144245935854619	0.00351356664782048
0.455399999999966	0.191513522964259	0.14432861341317	0.00352190286050491
0.455499999999966	0.191544974178995	0.144411287742683	0.00353025603368552
0.455599999999966	0.191576414471109	0.144493958841811	0.00353862619331605
0.455699999999966	0.191607843846906	0.144576626709215	0.00354701336536289
0.455799999999966	0.191639262312687	0.144659291343564	0.00355541757580491
0.455899999999966	0.191670669874748	0.14474195274354	0.00356383885063343
0.455999999999966	0.191702066539383	0.144824610907831	0.0035722772158521
0.456099999999966	0.19173345231288	0.144907265835136	0.0035807326974768
0.456199999999966	0.191764827201525	0.144989917524165	0.00358920532153556
0.456299999999966	0.191796191211599	0.145072565973633	0.00359769511406848
0.456399999999966	0.191827544349381	0.145155211182267	0.00360620210112761
0.456499999999966	0.191858886621143	0.145237853148805	0.00361472630877689
0.456599999999966	0.191890218033157	0.14532049187199	0.003623267763092
0.456699999999966	0.191921538591688	0.145403127350577	0.00363182649016035
0.456799999999966	0.191952848303	0.145485759583329	0.0036404025160809
0.456899999999966	0.191984147173351	0.145568388569019	0.00364899586696412
0.456999999999966	0.192015435208995	0.145651014306429	0.00365760656893189
0.457099999999966	0.192046712416185	0.145733636794349	0.00366623464811737
0.457199999999966	0.192077978801168	0.145816256031578	0.00367488013066495
0.457299999999966	0.192109234370187	0.145898872016926	0.00368354304273012
0.457399999999966	0.192140479129482	0.145981484749209	0.00369222341047939
0.457499999999966	0.19217171308529	0.146064094227255	0.00370092126009018
0.457599999999966	0.192202936243842	0.146146700449898	0.00370963661775075
0.457699999999966	0.192234148611368	0.146229303415982	0.00371836950966008
0.457799999999966	0.192265350194093	0.146311903124361	0.00372711996202777
0.457899999999966	0.192296540998236	0.146394499573896	0.00373588800107395
0.457999999999966	0.192327721030017	0.146477092763457	0.00374467365302918
0.458099999999966	0.192358890295647	0.146559682691924	0.00375347694413437
0.458199999999966	0.192390048801337	0.146642269358184	0.00376229790064063
0.458299999999966	0.192421196553294	0.146724852761134	0.00377113654880924
0.458399999999966	0.192452333557718	0.146807432899678	0.0037799929149115
0.458499999999966	0.192483459820809	0.146890009772731	0.00378886702522863
0.458599999999966	0.192514575348762	0.146972583379214	0.0037977589060517
