t	Cl_star	Cl_star	Cl_star
0	0	0	0	0	0	0
0.0001	0	0	0	0	0	0
0.0002	0	0	0	0	0	0
0.0003	0	0	0	0	0	0
0.0004	0	0	0	0	0	0
0.0005	0	0	0	0	0	0
0.0006	0	0	0	0	0	0
0.0007	0	0	0	0	0	0
0.0008	0	0	0	0	0	0
0.0009	0	0	0	0	0	0
0.001	0	0	0	0	0	0
0.0011	0	0	0	0	0	0
0.0012	0	0	0	0	0	0
0.0013	0	0	0	0	0	0
0.0014	0	0	0	0	0	0
0.0015	0	0	0	0	0	0
0.0016	0	0	0	0	0	0
0.0017	0	0	0	0	0	0
0.0018	0	0	0	0	0	0
0.0019	0	0	0	0	0	0
0.002	0	0	0	0	0	0
0.0021	0	0	0	0	0	0
0.0022	0	0	0	0	0	0
0.0023	0	0	0	0	0	0
0.0024	5	5	5	5.01344155844158	5.01344155844158	5.01344155844158
0.0025	5.00058441558442	5.00058441558442	5.00058441558442	5.014025974026	5.014025974026	5.014025974026
0.0026	5.01461038961041	5.01461038961041	5.01461038961041	5.01461038961041	5.01461038961041	5.01461038961041
0.0027	5.0151945292772	5.01519480492495	5.01519480519456	5.0151945292772	5.01519480492495	5.01519480519456
0.0028	5.01577865802457	5.01577922022882	5.0157792207787	5.01577865802457	5.01577922022882	5.0157792207787
0.0029	5.01636277585644	5.01636363552204	5.01636363636282	5.01636277585644	5.01636363552204	5.01636363636282
0.003	5.01694688277671	5.0169480508046	5.01694805194694	5.01694688277671	5.0169480508046	5.01694805194694
0.0031	5.01753097878926	5.01753246607651	5.01753246753105	5.01753097878926	5.01753246607651	5.01753246753105
0.0032	5.01811506389793	5.01811688133776	5.01811688311514	5.01811506389793	5.01811688133776	5.01811688311514
0.0033	5.01869913810659	5.01870129658836	5.01870129869922	5.01869913810659	5.01870129658836	5.01870129869922
0.0034	5.01928320141902	5.01928571182832	5.01928571428329	5.01928320141902	5.01928571182832	5.01928571428329
0.0035	5.01986725383901	5.01987012705764	5.01987012986736	5.01986725383901	5.01987012705764	5.01987012986736
0.0036	5.02045129537033	5.02045454227632	5.0204545454514	5.02045129537033	5.02045454227632	5.0204545454514
0.0037	5.02103532601671	5.02103895748438	5.02103896103545	5.02103532601671	5.02103895748438	5.02103896103545
0.0038	5.02161934578186	5.0216233726818	5.02162337661948	5.02161934578186	5.0216233726818	5.02162337661948
0.0039	5.02220335466946	5.02220778786859	5.0222077922035	5.02220335466946	5.02220778786859	5.0222077922035
0.004	5.02278735268317	5.02279220304476	5.02279220778751	5.02278735268317	5.02279220304476	5.02279220778751
0.0041	5.02337133982662	5.0233766182103	5.02337662337151	5.02337133982662	5.0233766182103	5.02337662337151
0.0042	5.0239553161034	5.02396103336522	5.0239610389555	5.0239553161034	5.02396103336522	5.0239610389555
0.0043	5.0245392815171	5.02454544850952	5.02454545453947	5.0245392815171	5.02454544850952	5.02454545453947
0.0044	5.02512323607124	5.02512986364322	5.02512987012343	5.02512323607124	5.02512986364322	5.02512987012343
0.0045	5.02570717976934	5.0257142787663	5.02571428570739	5.02570717976934	5.0257142787663	5.02571428570739
0.0046	5.02629111261486	5.02629869387879	5.02629870129133	5.02629111261486	5.02629869387879	5.02629870129133
0.0047	5.02687503461126	5.02688310898066	5.02688311687526	5.02687503461126	5.02688310898066	5.02688311687526
0.0048	5.02745894576197	5.02746752407192	5.02746753245919	5.02745894576197	5.02746752407192	5.02746753245919
0.0049	5.02804284607034	5.0280519391526	5.02805194804311	5.02804284607034	5.0280519391526	5.02805194804311
0.005	5.02862673553973	5.02863635422268	5.028636363627	5.02862673553973	5.02863635422268	5.028636363627
