t	Rg	Rg	Rg
0.954999999999911	6.90856844294933E-05	0.000904102408264315	0.00627471199113955
0.955099999999911	6.9086849461655E-05	0.000904161216214029	0.00627523080158915
0.955199999999911	6.90880143594115E-05	0.000904220022198679	0.00627574954332485
0.955299999999911	6.90891791228037E-05	0.000904278826219318	0.00627626821637881
0.955399999999911	6.90903437518725E-05	0.000904337628276996	0.00627678682078314
0.955499999999911	6.90915082466588E-05	0.000904396428372764	0.00627730535656995
0.955599999999911	6.90926726072036E-05	0.000904455226507671	0.00627782382377133
0.955699999999911	6.90938368335476E-05	0.000904514022682767	0.00627834222241933
0.955799999999911	6.90950009257318E-05	0.000904572816899101	0.006278860552546
0.955899999999911	6.90961648837969E-05	0.000904631609157722	0.00627937881418337
0.955999999999911	6.90973287077838E-05	0.000904690399459679	0.00627989700736342
0.956099999999911	6.90984923977332E-05	0.000904749187806019	0.00628041513211815
0.956199999999911	6.90996559536859E-05	0.00090480797419779	0.00628093318847951
0.956299999999911	6.91008193756827E-05	0.000904866758636039	0.00628145117647945
0.956399999999911	6.91019826637643E-05	0.000904925541121813	0.0062819690961499
0.956499999999911	6.91031458179713E-05	0.000904984321656159	0.00628248694752274
0.956599999999911	6.91043088383445E-05	0.000905043100240122	0.00628300473062986
0.956699999999911	6.91054717249246E-05	0.000905101876874749	0.00628352244550312
0.956799999999911	6.91066344777522E-05	0.000905160651561084	0.00628404009217436
0.956899999999911	6.91077970968678E-05	0.000905219424300173	0.0062845576706754
0.956999999999911	6.91089595823122E-05	0.000905278195093059	0.00628507518103805
0.957099999999911	6.9110121934126E-05	0.000905336963940788	0.00628559262329408
0.957199999999911	6.91112841523496E-05	0.000905395730844403	0.00628610999747525
0.957299999999911	6.91124462370236E-05	0.000905454495804947	0.00628662730361331
0.957399999999911	6.91136081881887E-05	0.000905513258823463	0.00628714454173996
0.957499999999911	6.91147700058852E-05	0.000905572019900994	0.00628766171188693
0.957599999999911	6.91159316901536E-05	0.000905630779038581	0.00628817881408587
0.957699999999911	6.91170932410346E-05	0.000905689536237268	0.00628869584836846
0.957799999999911	6.91182546585684E-05	0.000905748291498095	0.00628921281476633
0.957899999999911	6.91194159427955E-05	0.000905807044822104	0.0062897297133111
0.957999999999911	6.91205770937565E-05	0.000905865796210334	0.00629024654403438
0.958099999999911	6.91217381114915E-05	0.000905924545663827	0.00629076330696774
0.958199999999911	6.9122898996041E-05	0.000905983293183621	0.00629128000214275
0.958299999999911	6.91240597474455E-05	0.000906042038770758	0.00629179662959094
0.958399999999911	6.91252203657451E-05	0.000906100782426275	0.00629231318934383
0.958499999999911	6.91263808509803E-05	0.000906159524151212	0.00629282968143294
0.958599999999911	6.91275412031913E-05	0.000906218263946607	0.00629334610588973
0.958699999999911	6.91287014224184E-05	0.000906277001813498	0.00629386246274567
0.958799999999911	6.91298615087018E-05	0.000906335737752923	0.0062943787520322
0.958899999999911	6.91310214620818E-05	0.000906394471765918	0.00629489497378074
0.958999999999911	6.91321812825987E-05	0.000906453203853521	0.00629541112802269
0.959099999999911	6.91333409702926E-05	0.000906511934016768	0.00629592721478944
0.959199999999911	6.91345005252036E-05	0.000906570662256695	0.00629644323411235
0.959299999999911	6.91356599473721E-05	0.000906629388574338	0.00629695918602275
0.959399999999911	6.9136819236838E-05	0.000906688112970733	0.00629747507055198
0.959499999999911	6.91379783936416E-05	0.000906746835446913	0.00629799088773134
0.959599999999911	6.91391374178229E-05	0.000906805556003914	0.0062985066375921
0.959699999999911	6.91402963094221E-05	0.00090686427464277	0.00629902232016554
0.959799999999911	6.91414550684791E-05	0.000906922991364514	0.00629953793548289
0.959899999999911	6.9142613695034E-05	0.000906981706170181	0.00630005348357539
0.959999999999911	6.91437721891269E-05	0.000907040419060803	0.00630056896447423
0.960099999999911	6.91449305507978E-05	0.000907099130037412	0.0063010843782106
0.960199999999911	6.91460887800866E-05	0.000907157839101041	0.00630159972481567
0.960299999999911	6.91472468770334E-05	0.000907216546252722	0.00630211500432058
0.960399999999911	6.9148404841678E-05	0.000907275251493487	0.00630263021675646
0.960499999999911	6.91495626740604E-05	0.000907333954824366	0.00630314536215442
0.960599999999911	6.91507203742206E-05	0.00090739265624639	0.00630366044054554
0.960699999999911	6.91518779421984E-05	0.00090745135576059	0.0063041754519609
0.960799999999911	6.91530353780336E-05	0.000907510053367996	0.00630469039643153
0.96089999999991	6.91541926817662E-05	0.000907568749069637	0.00630520527398847
0.96099999999991	6.9155349853436E-05	0.000907627442866542	0.00630572008466273
0.96109999999991	6.91565068930828E-05	0.000907686134759741	0.0063062348284853
0.96119999999991	6.91576638007463E-05	0.000907744824750262	0.00630674950548715
0.96129999999991	6.91588205764665E-05	0.000907803512839132	0.00630726411569923
0.96139999999991	6.91599772202829E-05	0.000907862199027381	0.00630777865915247
0.96149999999991	6.91611337322354E-05	0.000907920883316034	0.00630829313587778
0.96159999999991	6.91622901123638E-05	0.00090797956570612	0.00630880754590606
0.96169999999991	6.91634463607076E-05	0.000908038246198664	0.00630932188926818
0.96179999999991	6.91646024773066E-05	0.000908096924794693	0.006309836165995
0.96189999999991	6.91657584622005E-05	0.000908155601495233	0.00631035037611734
0.96199999999991	6.91669143154288E-05	0.000908214276301309	0.00631086451966603
0.96209999999991	6.91680700370312E-05	0.000908272949213946	0.00631137859667186
0.96219999999991	6.91692256270474E-05	0.000908331620234169	0.00631189260716561
0.96229999999991	6.91703810855169E-05	0.000908390289363003	0.00631240655117804
0.96239999999991	6.91715364124793E-05	0.000908448956601471	0.00631292042873988
0.96249999999991	6.91726916079741E-05	0.000908507621950597	0.00631343423988186
0.96259999999991	6.91738466720408E-05	0.000908566285411404	0.00631394798463467
0.96269999999991	6.91750016047191E-05	0.000908624946984915	0.00631446166302899
0.96279999999991	6.91761564060483E-05	0.000908683606672153	0.00631497527509549
0.96289999999991	6.91773110760679E-05	0.000908742264474139	0.00631548882086481
0.96299999999991	6.91784656148175E-05	0.000908800920391895	0.00631600230036757
0.96309999999991	6.91796200223364E-05	0.000908859574426444	0.00631651571363438
0.96319999999991	6.91807742986641E-05	0.000908918226578804	0.00631702906069582
0.96329999999991	6.91819284438399E-05	0.000908976876849998	0.00631754234158245
0.96339999999991	6.91830824579032E-05	0.000909035525241046	0.00631805555632483
0.96349999999991	6.91842363408935E-05	0.000909094171752967	0.00631856870495349
0.96359999999991	6.918539009285E-05	0.00090915281638678	0.00631908178749892
0.96369999999991	6.91865437138121E-05	0.000909211459143506	0.00631959480399162
0.96379999999991	6.91876972038191E-05	0.000909270100024162	0.00632010775446206
0.96389999999991	6.91888505629102E-05	0.000909328739029768	0.00632062063894069
0.96399999999991	6.91900037911247E-05	0.00090938737616134	0.00632113345745795
0.96409999999991	6.9191156888502E-05	0.000909446011419897	0.00632164621004425
0.96419999999991	6.91923098550811E-05	0.000909504644806456	0.00632215889672997
0.96429999999991	6.91934626909014E-05	0.000909563276322034	0.00632267151754551
0.96439999999991	6.9194615396002E-05	0.000909621905967647	0.00632318407252121
0.96449999999991	6.91957679704221E-05	0.000909680533744312	0.00632369656168741
0.96459999999991	6.91969204142009E-05	0.000909739159653044	0.00632420898507443
0.96469999999991	6.91980727273774E-05	0.000909797783694858	0.00632472134271257
0.96479999999991	6.91992249099909E-05	0.00090985640587077	0.00632523363463212
0.96489999999991	6.92003769620803E-05	0.000909915026181795	0.00632574586086333
0.96499999999991	6.92015288836849E-05	0.000909973644628946	0.00632625802143644
0.96509999999991	6.92026806748435E-05	0.000910032261213237	0.00632677011638168
0.96519999999991	6.92038323355954E-05	0.000910090875935683	0.00632728214572927
0.96529999999991	6.92049838659796E-05	0.000910149488797296	0.00632779410950937
0.96539999999991	6.92061352660349E-05	0.000910208099799089	0.00632830600775216
0.96549999999991	6.92072865358005E-05	0.000910266708942075	0.0063288178404878
0.96559999999991	6.92084376753152E-05	0.000910325316227265	0.00632932960774641
0.96569999999991	6.92095886846181E-05	0.000910383921655672	0.00632984130955809
0.96579999999991	6.92107395637481E-05	0.000910442525228306	0.00633035294595296
0.96589999999991	6.92118903127441E-05	0.000910501126946179	0.00633086451696107
0.96599999999991	6.92130409316449E-05	0.000910559726810301	0.00633137602261248
0.96609999999991	6.92141914204895E-05	0.000910618324821682	0.00633188746293724
0.96619999999991	6.92153417793168E-05	0.000910676920981333	0.00633239883796535
0.96629999999991	6.92164920081655E-05	0.000910735515290262	0.00633291014772683
0.96639999999991	6.92176421070744E-05	0.00091079410774948	0.00633342139225164
0.96649999999991	6.92187920760825E-05	0.000910852698359994	0.00633393257156975
0.96659999999991	6.92199419152285E-05	0.000910911287122814	0.00633444368571111
0.96669999999991	6.9221091624551E-05	0.000910969874038946	0.00633495473470563
0.96679999999991	6.9222241204089E-05	0.0009110284591094	0.00633546571858323
0.96689999999991	6.92233906538811E-05	0.000911087042335181	0.0063359766373738
0.96699999999991	6.9224539973966E-05	0.000911145623717298	0.00633648749110719
0.96709999999991	6.92256891643825E-05	0.000911204203256756	0.00633699827981327
0.96719999999991	6.92268382251691E-05	0.000911262780954562	0.00633750900352186
0.96729999999991	6.92279871563646E-05	0.000911321356811722	0.00633801966226278
0.96739999999991	6.92291359580076E-05	0.00091137993082924	0.00633853025606582
0.96749999999991	6.92302846301367E-05	0.000911438503008123	0.00633904078496076
0.96759999999991	6.92314331727905E-05	0.000911497073349375	0.00633955124897736
0.96769999999991	6.92325815860076E-05	0.000911555641854001	0.00634006164814535
0.96779999999991	6.92337298698266E-05	0.000911614208523003	0.00634057198249446
0.96789999999991	6.9234878024286E-05	0.000911672773357387	0.00634108225205439
0.96799999999991	6.92360260494243E-05	0.000911731336358155	0.00634159245685483
0.96809999999991	6.92371739452801E-05	0.00091178989752631	0.00634210259692543
0.96819999999991	6.92383217118918E-05	0.000911848456862855	0.00634261267229585
0.96829999999991	6.9239469349298E-05	0.000911907014368792	0.00634312268299572
0.96839999999991	6.9240616857537E-05	0.000911965570045123	0.00634363262905464
0.96849999999991	6.92417642366473E-05	0.000912024123892849	0.00634414251050221
0.96859999999991	6.92429114866673E-05	0.000912082675912971	0.00634465232736801
0.96869999999991	6.92440586076355E-05	0.000912141226106491	0.00634516207968158
0.96879999999991	6.92452055995901E-05	0.000912199774474408	0.00634567176747247
0.96889999999991	6.92463524625697E-05	0.000912258321017722	0.00634618139077019
0.96899999999991	6.92474991966124E-05	0.000912316865737434	0.00634669094960425
0.96909999999991	6.92486458017567E-05	0.000912375408634542	0.00634720044400413
0.96919999999991	6.92497922780409E-05	0.000912433949710046	0.00634770987399929
0.96929999999991	6.92509386255032E-05	0.000912492488964943	0.00634821923961917
0.96939999999991	6.92520848441819E-05	0.000912551026400233	0.00634872854089321
0.96949999999991	6.92532309341153E-05	0.000912609562016912	0.00634923777785082
0.96959999999991	6.92543768953416E-05	0.00091266809581598	0.00634974695052138
0.96969999999991	6.92555227278991E-05	0.000912726627798432	0.00635025605893428
0.96979999999991	6.92566684318258E-05	0.000912785157965265	0.00635076510311886
0.96989999999991	6.92578140071601E-05	0.000912843686317476	0.00635127408310446
0.969999999999909	6.92589594539401E-05	0.000912902212856061	0.00635178299892039
0.970099999999909	6.92601047722039E-05	0.000912960737582015	0.00635229185059598
0.970199999999909	6.92612499619897E-05	0.000913019260496334	0.00635280063816048
0.970299999999909	6.92623950233356E-05	0.000913077781600013	0.00635330936164317
0.970399999999909	6.92635399562796E-05	0.000913136300894046	0.0063538180210733
0.970499999999909	6.92646847608598E-05	0.000913194818379429	0.00635432661648008
0.970599999999909	6.92658294371143E-05	0.000913253334057153	0.00635483514789274
0.970699999999909	6.92669739850812E-05	0.000913311847928214	0.00635534361534047
0.970799999999909	6.92681184047984E-05	0.000913370359993604	0.00635585201885243
0.970899999999909	6.9269262696304E-05	0.000913428870254316	0.00635636035845779
0.970999999999909	6.92704068596359E-05	0.000913487378711343	0.00635686863418568
0.971099999999909	6.92715508948322E-05	0.000913545885365676	0.00635737684606523
0.971199999999909	6.92726948019307E-05	0.000913604390218307	0.00635788499412553
0.971299999999909	6.92738385809694E-05	0.000913662893270228	0.00635839307839567
0.971399999999909	6.92749822319861E-05	0.00091372139452243	0.00635890109890471
0.971499999999909	6.92761257550189E-05	0.000913779893975904	0.00635940905568171
0.971599999999909	6.92772691501056E-05	0.000913838391631639	0.0063599169487557
0.971699999999909	6.9278412417284E-05	0.000913896887490626	0.00636042477815568
0.971799999999909	6.9279555556592E-05	0.000913955381553854	0.00636093254391065
0.971899999999909	6.92806985680673E-05	0.000914013873822312	0.0063614402460496
0.971999999999909	6.92818414517479E-05	0.00091407236429699	0.00636194788460147
0.972099999999909	6.92829842076715E-05	0.000914130852978876	0.00636245545959521
0.972199999999909	6.92841268358759E-05	0.000914189339868958	0.00636296297105974
0.972299999999909	6.92852693363987E-05	0.000914247824968223	0.00636347041902397
0.972399999999909	6.92864117092779E-05	0.000914306308277661	0.00636397780351678
0.972499999999909	6.9287553954551E-05	0.000914364789798256	0.00636448512456705
0.972599999999909	6.92886960722558E-05	0.000914423269530997	0.00636499238220363
0.972699999999909	6.92898380624299E-05	0.000914481747476869	0.00636549957645535
0.972799999999909	6.92909799251111E-05	0.000914540223636859	0.00636600670735103
0.972899999999909	6.92921216603369E-05	0.000914598698011952	0.00636651377491946
0.972999999999909	6.9293263268145E-05	0.000914657170603134	0.00636702077918944
0.973099999999909	6.9294404748573E-05	0.000914715641411389	0.00636752772018972
0.973199999999909	6.92955461016585E-05	0.000914774110437703	0.00636803459794904
0.973299999999909	6.92966873274391E-05	0.000914832577683059	0.00636854141249614
0.973399999999909	6.92978284259524E-05	0.000914891043148441	0.00636904816385973
0.973499999999909	6.92989693972358E-05	0.000914949506834834	0.00636955485206849
0.973599999999909	6.93001102413268E-05	0.000915007968743219	0.00637006147715112
0.973699999999909	6.93012509582631E-05	0.000915066428874581	0.00637056803913625
0.973799999999909	6.93023915480821E-05	0.000915124887229901	0.00637107453805253
0.973899999999909	6.93035320108212E-05	0.000915183343810161	0.00637158097392859
0.973999999999909	6.9304672346518E-05	0.000915241798616344	0.00637208734679303
0.974099999999909	6.93058125552097E-05	0.000915300251649431	0.00637259365667444
0.974199999999909	6.9306952636934E-05	0.000915358702910403	0.00637309990360138
0.974299999999909	6.93080925917281E-05	0.00091541715240024	0.00637360608760241
0.974399999999909	6.93092324196294E-05	0.000915475600119924	0.00637411220870607
0.974499999999909	6.93103721206753E-05	0.000915534046070434	0.00637461826694086
0.974599999999909	6.93115116949032E-05	0.000915592490252749	0.00637512426233529
0.974699999999909	6.93126511423504E-05	0.000915650932667849	0.00637563019491785
0.974799999999909	6.93137904630541E-05	0.000915709373316714	0.00637613606471699
0.974899999999909	6.93149296570518E-05	0.000915767812200321	0.00637664187176117
0.974999999999909	6.93160687243806E-05	0.000915826249319649	0.00637714761607881
0.975099999999909	6.93172076650778E-05	0.000915884684675676	0.00637765329769832
0.975199999999909	6.93183464791807E-05	0.00091594311826938	0.00637815891664811
0.975299999999909	6.93194851667264E-05	0.000916001550101737	0.00637866447295655
0.975399999999909	6.93206237277523E-05	0.000916059980173725	0.00637916996665199
0.975499999999909	6.93217621622954E-05	0.000916118408486319	0.00637967539776279
0.975599999999909	6.9322900470393E-05	0.000916176835040497	0.00638018076631726
0.975699999999909	6.93240386520822E-05	0.000916235259837235	0.00638068607234372
0.975799999999909	6.93251767074001E-05	0.000916293682877506	0.00638119131587045
0.975899999999909	6.93263146363839E-05	0.000916352104162287	0.00638169649692574
0.975999999999909	6.93274524390706E-05	0.000916410523692553	0.00638220161553782
0.976099999999909	6.93285901154975E-05	0.000916468941469278	0.00638270667173496
0.976199999999909	6.93297276657014E-05	0.000916527357493435	0.00638321166554536
0.976299999999909	6.93308650897195E-05	0.000916585771766	0.00638371659699723
0.976399999999909	6.93320023875888E-05	0.000916644184287944	0.00638422146611875
0.976499999999909	6.93331395593462E-05	0.000916702595060241	0.00638472627293811
0.976599999999909	6.93342766050289E-05	0.000916761004083864	0.00638523101748344
0.976699999999909	6.93354135246738E-05	0.000916819411359785	0.00638573569978289
0.976799999999909	6.93365503183179E-05	0.000916877816888977	0.00638624031986457
0.976899999999909	6.9337686985998E-05	0.00091693622067241	0.00638674487775658
0.976999999999909	6.93388235277512E-05	0.000916994622711056	0.00638724937348702
0.977099999999909	6.93399599436143E-05	0.000917053023005886	0.00638775380708393
0.977199999999909	6.93410962336243E-05	0.00091711142155787	0.00638825817857539
0.977299999999909	6.9342232397818E-05	0.00091716981836798	0.00638876248798941
0.977399999999909	6.93433684362322E-05	0.000917228213437184	0.00638926673535401
0.977499999999909	6.93445043489038E-05	0.000917286606766452	0.00638977092069719
0.977599999999909	6.93456401358697E-05	0.000917344998356754	0.00639027504404693
0.977699999999909	6.93467757971666E-05	0.000917403388209059	0.0063907791054312
0.977799999999909	6.93479113328314E-05	0.000917461776324334	0.00639128310487793
0.977899999999909	6.93490467429008E-05	0.000917520162703548	0.00639178704241507
0.977999999999909	6.93501820274115E-05	0.000917578547347669	0.00639229091807053
0.978099999999909	6.93513171864003E-05	0.000917636930257665	0.0063927947318722
0.978199999999909	6.9352452219904E-05	0.000917695311434502	0.00639329848384795
0.978299999999909	6.93535871279592E-05	0.000917753690879147	0.00639380217402566
0.978399999999909	6.93547219106026E-05	0.000917812068592567	0.00639430580243316
0.978499999999909	6.93558565678709E-05	0.000917870444575728	0.00639480936909829
0.978599999999909	6.93569910998008E-05	0.000917928818829596	0.00639531287404885
0.978699999999909	6.93581255064288E-05	0.000917987191355136	0.00639581631731264
0.978799999999909	6.93592597877916E-05	0.000918045562153313	0.00639631969891744
0.978899999999909	6.93603939439258E-05	0.000918103931225091	0.006396823018891
0.978999999999909	6.9361527974868E-05	0.000918162298571436	0.00639732627726108
0.979099999999908	6.93626618806548E-05	0.000918220664193312	0.00639782947405538
0.979199999999908	6.93637956613227E-05	0.000918279028091681	0.00639833260930164
0.979299999999908	6.93649293169081E-05	0.000918337390267507	0.00639883568302753
0.979399999999908	6.93660628474478E-05	0.000918395750721754	0.00639933869526073
0.979499999999908	6.93671962529781E-05	0.000918454109455384	0.00639984164602891
0.979599999999908	6.93683295335355E-05	0.00091851246646936	0.0064003445353597
0.979699999999908	6.93694626891566E-05	0.000918570821764643	0.00640084736328073
0.979799999999908	6.93705957198777E-05	0.000918629175342194	0.0064013501298196
0.979899999999908	6.93717286257352E-05	0.000918687527202976	0.00640185283500392
0.979999999999908	6.93728614067657E-05	0.000918745877347949	0.00640235547886125
0.980099999999908	6.93739940630054E-05	0.000918804225778074	0.00640285806141915
0.980199999999908	6.93751265944909E-05	0.000918862572494312	0.00640336058270517
0.980299999999908	6.93762590012584E-05	0.000918920917497621	0.00640386304274683
0.980399999999908	6.93773912833442E-05	0.000918979260788962	0.00640436544157163
0.980499999999908	6.93785234407848E-05	0.000919037602369293	0.00640486777920707
0.980599999999908	6.93796554736164E-05	0.000919095942239575	0.00640537005568062
0.980699999999908	6.93807873818753E-05	0.000919154280400765	0.00640587227101974
0.980799999999908	6.93819191655979E-05	0.000919212616853822	0.00640637442525187
0.980899999999908	6.93830508248203E-05	0.000919270951599703	0.00640687651840444
0.980999999999908	6.93841823595788E-05	0.000919329284639366	0.00640737855050485
0.981099999999908	6.93853137699096E-05	0.000919387615973768	0.00640788052158049
0.981199999999908	6.9386445055849E-05	0.000919445945603867	0.00640838243165874
0.981299999999908	6.93875762174332E-05	0.000919504273530618	0.00640888428076696
0.981399999999908	6.93887072546983E-05	0.000919562599754978	0.00640938606893249
0.981499999999908	6.93898381676805E-05	0.000919620924277903	0.00640988779618265
0.981599999999908	6.93909689564158E-05	0.000919679247100348	0.00641038946254476
0.981699999999908	6.93920996209406E-05	0.000919737568223268	0.0064108910680461
0.981799999999908	6.93932301612908E-05	0.000919795887647619	0.00641139261271394
0.981899999999908	6.93943605775026E-05	0.000919854205374354	0.00641189409657555
0.981999999999908	6.93954908696121E-05	0.000919912521404428	0.00641239551965817
0.982099999999908	6.93966210376552E-05	0.000919970835738795	0.00641289688198903
0.982199999999908	6.93977510816681E-05	0.000920029148378408	0.00641339818359532
0.982299999999908	6.93988810016868E-05	0.000920087459324221	0.00641389942450426
0.982399999999908	6.94000107977472E-05	0.000920145768577185	0.006414400604743
0.982499999999908	6.94011404698854E-05	0.000920204076138254	0.00641490172433872
0.982599999999908	6.94022700181374E-05	0.00092026238200838	0.00641540278331855
0.982699999999908	6.94033994425391E-05	0.000920320686188514	0.00641590378170963
0.982799999999908	6.94045287431264E-05	0.000920378988679608	0.00641640471953906
0.982899999999908	6.94056579199353E-05	0.000920437289482613	0.00641690559683393
0.982999999999908	6.94067869730018E-05	0.00092049558859848	0.00641740641362133
0.983099999999908	6.94079159023616E-05	0.00092055388602816	0.00641790716992831
0.983199999999908	6.94090447080507E-05	0.000920612181772601	0.00641840786578192
0.983299999999908	6.94101733901049E-05	0.000920670475832755	0.00641890850120919
0.983399999999908	6.94113019485601E-05	0.000920728768209571	0.00641940907623714
0.983499999999908	6.9412430383452E-05	0.000920787058903997	0.00641990959089274
0.983599999999908	6.94135586948166E-05	0.000920845347916982	0.006420410045203
0.983699999999908	6.94146868826896E-05	0.000920903635249476	0.00642091043919486
0.983799999999908	6.94158149471068E-05	0.000920961920902425	0.00642141077289528
0.983899999999908	6.94169428881039E-05	0.000921020204876779	0.00642191104633119
0.983999999999908	6.94180707057167E-05	0.000921078487173483	0.0064224112595295
0.984099999999908	6.94191983999809E-05	0.000921136767793486	0.00642291141251711
0.984199999999908	6.94203259709322E-05	0.000921195046737733	0.0064234115053209
0.984299999999908	6.94214534186064E-05	0.000921253324007172	0.00642391153796773
0.984399999999908	6.9422580743039E-05	0.000921311599602749	0.00642441151048447
0.984499999999908	6.94237079442658E-05	0.000921369873525409	0.00642491142289793
0.984599999999908	6.94248350223224E-05	0.000921428145776097	0.00642541127523494
0.984699999999908	6.94259619772444E-05	0.000921486416355759	0.00642591106752229
0.984799999999908	6.94270888090675E-05	0.00092154468526534	0.00642641079978678
0.984899999999908	6.94282155178272E-05	0.000921602952505784	0.00642691047205518
0.984999999999908	6.94293421035591E-05	0.000921661218078034	0.00642741008435422
0.985099999999908	6.94304685662989E-05	0.000921719481983036	0.00642790963671065
0.985199999999908	6.94315949060819E-05	0.000921777744221731	0.0064284091291512
0.985299999999908	6.94327211229438E-05	0.000921836004795064	0.00642890856170256
0.985399999999908	6.943384721692E-05	0.000921894263703977	0.00642940793439142
0.985499999999908	6.94349731880462E-05	0.000921952520949412	0.00642990724724445
0.985599999999908	6.94360990363576E-05	0.000922010776532311	0.00643040650028832
0.985699999999908	6.94372247618899E-05	0.000922069030453617	0.00643090569354965
0.985799999999908	6.94383503646784E-05	0.000922127282714271	0.00643140482705508
0.985899999999908	6.94394758447587E-05	0.000922185533315213	0.00643190390083121
0.985999999999908	6.9440601202166E-05	0.000922243782257384	0.00643240291490464
0.986099999999908	6.94417264369358E-05	0.000922302029541726	0.00643290186930193
0.986199999999908	6.94428515491036E-05	0.000922360275169178	0.00643340076404965
0.986299999999908	6.94439765387045E-05	0.000922418519140679	0.00643389959917434
0.986399999999908	6.94451014057741E-05	0.00092247676145717	0.00643439837470254
0.986499999999908	6.94462261503476E-05	0.000922535002119588	0.00643489709066074
0.986599999999908	6.94473507724604E-05	0.000922593241128874	0.00643539574707546
0.986699999999908	6.94484752721477E-05	0.000922651478485966	0.00643589434397316
0.986799999999908	6.94495996494448E-05	0.000922709714191801	0.00643639288138031
0.986899999999908	6.94507239043871E-05	0.000922767948247317	0.00643689135932337
0.986999999999908	6.94518480370097E-05	0.000922826180653453	0.00643738977782875
0.987099999999908	6.94529720473479E-05	0.000922884411411144	0.00643788813692289
0.987199999999908	6.94540959354369E-05	0.000922942640521328	0.00643838643663217
0.987299999999908	6.94552197013119E-05	0.000923000867984942	0.00643888467698299
0.987399999999908	6.94563433450082E-05	0.00092305909380292	0.00643938285800171
0.987499999999908	6.94574668665608E-05	0.0009231173179762	0.00643988097971469
0.987599999999908	6.94585902660049E-05	0.000923175540505716	0.00644037904214826
0.987699999999908	6.94597135433757E-05	0.000923233761392404	0.00644087704532874
0.987799999999908	6.94608366987083E-05	0.000923291980637199	0.00644137498928245
0.987899999999908	6.94619597320378E-05	0.000923350198241035	0.00644187287403566
0.987999999999908	6.94630826433993E-05	0.000923408414204846	0.00644237069961466
0.988099999999908	6.94642054328278E-05	0.000923466628529566	0.0064428684660457
0.988199999999907	6.94653281003584E-05	0.000923524841216128	0.00644336617335503
0.988299999999907	6.94664506460262E-05	0.000923583052265466	0.00644386382156886
0.988399999999907	6.94675730698662E-05	0.000923641261678513	0.00644436141071342
0.988499999999907	6.94686953719133E-05	0.000923699469456201	0.0064448589408149
0.988599999999907	6.94698175522027E-05	0.000923757675599462	0.00644535641189947
0.988699999999907	6.94709396107692E-05	0.000923815880109228	0.00644585382399331
0.988799999999907	6.94720615476478E-05	0.000923874082986431	0.00644635117712255
0.988899999999907	6.94731833628735E-05	0.000923932284232002	0.00644684847131334
0.988999999999907	6.94743050564812E-05	0.000923990483846871	0.00644734570659178
0.989099999999907	6.94754266285058E-05	0.00092404868183197	0.00644784288298399
0.989199999999907	6.94765480789822E-05	0.000924106878188228	0.00644834000051604
0.989299999999907	6.94776694079453E-05	0.000924165072916576	0.00644883705921401
0.989399999999907	6.947879061543E-05	0.000924223266017942	0.00644933405910395
0.989499999999907	6.9479911701471E-05	0.000924281457493257	0.0064498310002119
0.989599999999907	6.94810326661033E-05	0.000924339647343449	0.00645032788256388
0.989699999999907	6.94821535093616E-05	0.000924397835569447	0.00645082470618591
0.989799999999907	6.94832742312808E-05	0.000924456022172179	0.00645132147110396
0.989899999999907	6.94843948318956E-05	0.000924514207152573	0.00645181817734403
0.989999999999907	6.94855153112408E-05	0.000924572390511556	0.00645231482493207
0.990099999999907	6.94866356693512E-05	0.000924630572250057	0.00645281141389402
0.990199999999907	6.94877559062614E-05	0.000924688752369001	0.00645330794425582
0.990299999999907	6.94888760220063E-05	0.000924746930869316	0.00645380441604338
0.990399999999907	6.94899960166204E-05	0.000924805107751928	0.0064543008292826
0.990499999999907	6.94911158901386E-05	0.000924863283017762	0.00645479718399937
0.990599999999907	6.94922356425955E-05	0.000924921456667745	0.00645529348021955
0.990699999999907	6.94933552740257E-05	0.000924979628702802	0.00645578971796899
0.990799999999907	6.94944747844638E-05	0.000925037799123858	0.00645628589727353
0.990899999999907	6.94955941739446E-05	0.000925095967931838	0.006456782018159
0.990999999999907	6.94967134425026E-05	0.000925154135127665	0.0064572780806512
0.991099999999907	6.94978325901724E-05	0.000925212300712265	0.00645777408477592
0.991199999999907	6.94989516169886E-05	0.00092527046468656	0.00645827003055894
0.991299999999907	6.95000705229857E-05	0.000925328627051474	0.00645876591802602
0.991399999999907	6.95011893081983E-05	0.000925386787807931	0.0064592617472029
0.991499999999907	6.95023079726609E-05	0.000925444946956853	0.00645975751811531
0.991599999999907	6.95034265164081E-05	0.000925503104499162	0.00646025323078897
0.991699999999907	6.95045449394743E-05	0.000925561260435781	0.00646074888524957
0.991799999999907	6.9505663241894E-05	0.000925619414767631	0.0064612444815228
0.991899999999907	6.95067814237017E-05	0.000925677567495634	0.00646174001963433
0.991999999999907	6.95078994849318E-05	0.000925735718620711	0.00646223549960981
0.992099999999907	6.95090174256188E-05	0.000925793868143783	0.00646273092147488
0.992199999999907	6.95101352457971E-05	0.00092585201606577	0.00646322628525516
0.992299999999907	6.95112529455011E-05	0.000925910162387593	0.00646372159097626
0.992399999999907	6.95123705247652E-05	0.000925968307110171	0.00646421683866376
0.992499999999907	6.95134879836237E-05	0.000926026450234425	0.00646471202834326
0.992599999999907	6.9514605322111E-05	0.000926084591761272	0.0064652071600403
0.992699999999907	6.95157225402615E-05	0.000926142731691632	0.00646570223378043
