t	Rg	Rg	Rg
0.480299999999963	6.03545811010774E-05	0.000564593376341549	0.00183816831658112
0.480399999999963	6.03578810054062E-05	0.000564695739852876	0.00183949696378505
0.480499999999963	6.0361179587941E-05	0.000564798072104232	0.00184082604251843
0.480599999999963	6.03644768496051E-05	0.000564900373123852	0.00184215555213842
0.480699999999963	6.03677727913208E-05	0.000565002642939935	0.00184348549200093
0.480799999999963	6.03710674140098E-05	0.000565104881580648	0.00184481586146065
0.480899999999963	6.03743607185929E-05	0.000565207089074122	0.00184614665987098
0.480999999999963	6.03776527059902E-05	0.000565309265448455	0.00184747788658414
0.481099999999963	6.03809433771209E-05	0.000565411410731711	0.00184880954095105
0.481199999999963	6.03842327329035E-05	0.000565513524951919	0.00185014162232143
0.481299999999963	6.03875207742557E-05	0.000565615608137075	0.00185147413004375
0.481399999999963	6.03908075020942E-05	0.000565717660315141	0.00185280706346525
0.481499999999963	6.03940929173352E-05	0.000565819681514044	0.00185414042193192
0.481599999999963	6.0397377020894E-05	0.000565921671761679	0.00185547420478853
0.481699999999963	6.0400659813685E-05	0.000566023631085907	0.0018568084113786
0.481799999999963	6.04039412966219E-05	0.000566125559514553	0.00185814304104444
0.481899999999963	6.04072214706177E-05	0.00056622745707541	0.00185947809312711
0.481999999999963	6.04105003365844E-05	0.000566329323796238	0.00186081356696645
0.482099999999963	6.04137778954334E-05	0.000566431159704764	0.00186214946190107
0.482199999999963	6.04170541480753E-05	0.000566532964828677	0.00186348577726835
0.482299999999963	6.04203290954198E-05	0.000566634739195639	0.00186482251240445
0.482399999999963	6.04236027383759E-05	0.000566736482833273	0.00186615966664429
0.482499999999963	6.04268750778518E-05	0.000566838195769173	0.00186749723932159
0.482599999999963	6.04301461147548E-05	0.000566939878030895	0.00186883522976884
0.482699999999963	6.04334158499916E-05	0.000567041529645967	0.00187017363731729
0.482799999999963	6.04366842844681E-05	0.000567143150641879	0.00187151246129699
0.482899999999963	6.04399514190893E-05	0.00056724474104609	0.00187285170103677
0.482999999999963	6.04432172547596E-05	0.000567346300886027	0.00187419135586424
0.483099999999963	6.04464817923823E-05	0.000567447830189082	0.00187553142510579
0.483199999999963	6.04497450328602E-05	0.000567549328982614	0.0018768719080866
0.483299999999963	6.04530069770953E-05	0.00056765079729395	0.00187821280413063
0.483399999999963	6.04562676259888E-05	0.000567752235150384	0.00187955411256066
0.483499999999963	6.04595269804409E-05	0.000567853642579176	0.0018808958326982
0.483599999999963	6.04627850413515E-05	0.000567955019607553	0.00188223796386361
0.483699999999963	6.04660418096192E-05	0.000568056366262712	0.00188358050537602
0.483799999999963	6.04692972861422E-05	0.000568157682571814	0.00188492345655334
0.483899999999963	6.04725514718177E-05	0.000568258968561988	0.00188626681671229
0.483999999999963	6.04758043675423E-05	0.000568360224260331	0.00188761058516838
0.484099999999963	6.04790559742118E-05	0.000568461449693908	0.00188895476123594
0.484199999999963	6.0482306292721E-05	0.00056856264488975	0.00189029934422806
0.484299999999963	6.04855553239643E-05	0.000568663809874856	0.00189164433345668
0.484399999999963	6.04888030688351E-05	0.000568764944676193	0.00189298972823249
0.484499999999963	6.0492049528226E-05	0.000568866049320694	0.00189433552786502
0.484599999999963	6.0495294703029E-05	0.000568967123835262	0.0018956817316626
0.484699999999963	6.04985385941351E-05	0.000569068168246765	0.00189702833893237
0.484799999999963	6.05017812024348E-05	0.00056916918258204	0.00189837534898025
0.484899999999963	6.05050225288177E-05	0.000569270166867893	0.001899722761111
0.484999999999963	6.05082625741726E-05	0.000569371121131095	0.0019010705746282
0.485099999999963	6.05115013393876E-05	0.000569472045398387	0.0019024187888342
0.485199999999963	6.051473882535E-05	0.000569572939696478	0.00190376740303021
0.485299999999963	6.05179750329464E-05	0.000569673804052043	0.00190511641651623
0.485399999999963	6.05212099630626E-05	0.000569774638491726	0.00190646582859109
0.485499999999963	6.05244436165836E-05	0.000569875443042139	0.00190781563855243
0.485599999999963	6.05276759943936E-05	0.000569976217729863	0.00190916584569672
0.485699999999963	6.05309070973763E-05	0.000570076962581446	0.00191051644931925
0.485799999999963	6.05341369264143E-05	0.000570177677623404	0.00191186744871413
0.485899999999963	6.05373654823897E-05	0.000570278362882221	0.0019132188431743
0.485999999999963	6.05405927661837E-05	0.00057037901838435	0.00191457063199152
0.486099999999963	6.05438187786767E-05	0.000570479644156213	0.0019159228144564
0.486199999999963	6.05470435207486E-05	0.000570580240224199	0.00191727538985836
0.486299999999963	6.05502669932783E-05	0.000570680806614665	0.00191862835748567
0.486399999999963	6.05534891971441E-05	0.000570781343353938	0.0019199817166254
0.486499999999963	6.05567101332233E-05	0.000570881850468312	0.00192133546656351
0.486599999999963	6.05599298023928E-05	0.00057098232798405	0.00192268960658474
0.486699999999963	6.05631482055285E-05	0.000571082775927384	0.00192404413597272
0.486799999999963	6.05663653435056E-05	0.000571183194324514	0.00192539905400989
0.486899999999963	6.05695812171986E-05	0.000571283583201609	0.00192675435997754
0.486999999999963	6.05727958274812E-05	0.000571383942584807	0.00192811005315582
0.487099999999963	6.05760091752264E-05	0.000571484272500213	0.00192946613282369
0.487199999999963	6.05792212613064E-05	0.000571584572973904	0.001930822598259
0.487299999999963	6.05824320865927E-05	0.000571684844031921	0.00193217944873843
0.487399999999963	6.05856416519561E-05	0.00057178508570028	0.0019335366835375
0.487499999999963	6.05888499582664E-05	0.00057188529800496	0.00193489430193062
0.487599999999963	6.05920570063931E-05	0.000571985480971913	0.00193625230319101
0.487699999999963	6.05952627972045E-05	0.000572085634627057	0.00193761068659079
0.487799999999963	6.05984673315684E-05	0.000572185758996283	0.0019389694514009
0.487899999999963	6.06016706103519E-05	0.000572285854105446	0.00194032859689118
0.487999999999963	6.06048726344213E-05	0.000572385919980375	0.0019416881223303
0.488099999999963	6.06080734046419E-05	0.000572485956646864	0.00194304802698582
0.488199999999963	6.06112729218788E-05	0.000572585964130679	0.00194440831012415
0.488299999999963	6.06144711869958E-05	0.000572685942457555	0.00194576897101056
0.488399999999963	6.06176682008564E-05	0.000572785891653195	0.00194713000890923
0.488499999999963	6.06208639643231E-05	0.000572885811743272	0.00194849142308317
0.488599999999963	6.06240584782578E-05	0.000572985702753428	0.00194985321279428
0.488699999999963	6.06272517435216E-05	0.000573085564709275	0.00195121537730335
0.488799999999962	6.06304437609748E-05	0.000573185397636395	0.00195257791587003
0.488899999999962	6.06336345314771E-05	0.000573285201560339	0.00195394082775286
0.488999999999962	6.06368240558874E-05	0.000573384976506626	0.00195530411220926
0.489099999999962	6.06400123350638E-05	0.000573484722500746	0.00195666776849552
0.489199999999962	6.06431993698639E-05	0.00057358443956816	0.00195803179586684
0.489299999999962	6.06463851611443E-05	0.000573684127734296	0.0019593961935773
0.489399999999962	6.0649569709761E-05	0.000573783787024554	0.00196076096087986
0.489499999999962	6.06527530165692E-05	0.000573883417464301	0.00196212609702638
0.489599999999962	6.06559350824236E-05	0.000573983019078878	0.00196349160126763
0.489699999999962	6.06591159081778E-05	0.000574082591893592	0.00196485747285325
0.489799999999962	6.06622954946849E-05	0.000574182135933721	0.00196622371103179
0.489899999999962	6.06654738427973E-05	0.000574281651224514	0.0019675903150507
0.489999999999962	6.06686509533666E-05	0.000574381137791189	0.00196895728415634
0.490099999999962	6.06718268272436E-05	0.000574480595658934	0.00197032461759396
0.490199999999962	6.06750014652786E-05	0.000574580024852908	0.00197169231460773
0.490299999999962	6.0678174868321E-05	0.000574679425398239	0.00197306037444073
0.490399999999962	6.06813470372194E-05	0.000574778797320025	0.00197442879633493
0.490499999999962	6.06845179728219E-05	0.000574878140643336	0.00197579757953124
0.490599999999962	6.06876876759757E-05	0.000574977455393211	0.00197716672326948
0.490699999999962	6.06908561475274E-05	0.000575076741594658	0.00197853622678837
0.490799999999962	6.06940233883229E-05	0.000575175999272657	0.00197990608932556
0.490899999999962	6.06971893992072E-05	0.000575275228452159	0.00198127631011764
0.490999999999962	6.07003541810247E-05	0.000575374429158084	0.00198264688840009
0.491099999999962	6.07035177346191E-05	0.000575473601415323	0.00198401782340735
0.491199999999962	6.07066800608333E-05	0.000575572745248736	0.00198538911437277
0.491299999999962	6.07098411605097E-05	0.000575671860683156	0.00198676076052863
0.491399999999962	6.07130010344896E-05	0.000575770947743385	0.00198813276110615
0.491499999999962	6.07161596836139E-05	0.000575870006454197	0.00198950511533549
0.491599999999962	6.07193171087228E-05	0.000575969036840335	0.00199087782244572
0.491699999999962	6.07224733106556E-05	0.000576068038926513	0.0019922508816649
0.491799999999962	6.07256282902509E-05	0.000576167012737416	0.00199362429221998
0.491899999999962	6.07287820483467E-05	0.000576265958297701	0.00199499805333689
0.491999999999962	6.07319345857802E-05	0.000576364875631994	0.00199637216424049
0.492099999999962	6.07350859033881E-05	0.000576463764764893	0.00199774662415459
0.492199999999962	6.0738236002006E-05	0.000576562625720966	0.00199912143230197
0.492299999999962	6.07413848824692E-05	0.000576661458524753	0.00200049658790433
0.492399999999962	6.0744532545612E-05	0.000576760263200764	0.00200187209018236
0.492499999999962	6.07476789922681E-05	0.00057685903977348	0.00200324793835569
0.492599999999962	6.07508242232704E-05	0.000576957788267355	0.00200462413164292
0.492699999999962	6.07539682394514E-05	0.000577056508706811	0.0020060006692616
0.492799999999962	6.07571110416425E-05	0.000577155201116244	0.00200737755042827
0.492899999999962	6.07602526306747E-05	0.000577253865520019	0.0020087547743584
0.492999999999962	6.0763393007378E-05	0.000577352501942474	0.00201013234026647
0.493099999999962	6.0766532172582E-05	0.000577451110407917	0.00201151024736592
0.493199999999962	6.07696701271154E-05	0.000577549690940628	0.00201288849486914
0.493299999999962	6.07728068718063E-05	0.000577648243564858	0.00201426708198755
0.493399999999962	6.0775942407482E-05	0.000577746768304829	0.0020156460079315
0.493499999999962	6.07790767349692E-05	0.000577845265184736	0.00201702527191034
0.493599999999962	6.07822098550938E-05	0.000577943734228744	0.00201840487313243
0.493699999999962	6.07853417686812E-05	0.00057804217546099	0.00201978481080508
0.493799999999962	6.07884724765557E-05	0.000578140588905582	0.00202116508413461
0.493899999999962	6.07916019795414E-05	0.000578238974586601	0.00202254569232634
0.493999999999962	6.07947302784613E-05	0.000578337332528098	0.00202392663458456
0.494099999999962	6.0797857374138E-05	0.000578435662754097	0.00202530791011258
0.494199999999962	6.08009832673931E-05	0.000578533965288592	0.00202668951811271
0.494299999999962	6.08041079590478E-05	0.000578632240155551	0.00202807145778625
0.494399999999962	6.08072314499225E-05	0.000578730487378912	0.00202945372833352
0.494499999999962	6.08103537408368E-05	0.000578828706982586	0.00203083632895383
0.494599999999962	6.08134748326097E-05	0.000578926898990456	0.00203221925884552
0.494699999999962	6.08165947260596E-05	0.000579025063426374	0.00203360251720594
0.494799999999962	6.0819713422004E-05	0.000579123200314169	0.00203498610323144
0.494899999999962	6.08228309212598E-05	0.000579221309677637	0.00203637001611741
0.494999999999962	6.08259472246433E-05	0.00057931939154055	0.00203775425505824
0.495099999999962	6.082906233297E-05	0.000579417445926649	0.00203913881924737
0.495199999999962	6.08321762470548E-05	0.000579515472859649	0.00204052370787724
0.495299999999962	6.08352889677118E-05	0.000579613472363237	0.00204190892013934
0.495399999999962	6.08384004957544E-05	0.000579711444461072	0.00204329445522417
0.495499999999962	6.08415108319956E-05	0.000579809389176783	0.0020446803123213
0.495599999999962	6.08446199772473E-05	0.000579907306533976	0.0020460664906193
0.495699999999962	6.0847727932321E-05	0.000580005196556225	0.0020474529893058
0.495799999999962	6.08508346980274E-05	0.000580103059267078	0.00204883980756746
0.495899999999962	6.08539402751765E-05	0.000580200894690056	0.00205022694459001
0.495999999999962	6.08570446645778E-05	0.000580298702848651	0.0020516143995582
0.496099999999962	6.08601478670399E-05	0.000580396483766329	0.00205300217165585
0.496199999999962	6.08632498833707E-05	0.000580494237466527	0.00205439026006582
0.496299999999962	6.08663507143777E-05	0.000580591963972656	0.00205577866397004
0.496399999999962	6.08694503608674E-05	0.000580689663308099	0.00205716738254949
0.496499999999962	6.08725488236458E-05	0.00058078733549621	0.00205855641498421
0.496599999999962	6.08756461035181E-05	0.000580884980560318	0.00205994576045332
0.496699999999962	6.0878742201289E-05	0.000580982598523724	0.00206133541813499
0.496799999999962	6.08818371177624E-05	0.000581080189409702	0.00206272538720647
0.496899999999962	6.08849308537415E-05	0.000581177753241498	0.00206411566684408
0.496999999999962	6.08880234100289E-05	0.00058127529004233	0.00206550625622322
0.497099999999962	6.08911147874265E-05	0.000581372799835392	0.00206689715451837
0.497199999999962	6.08942049867354E-05	0.000581470282643847	0.00206828836090308
0.497299999999962	6.08972940087563E-05	0.000581567738490833	0.00206967987455
0.497399999999962	6.09003818542889E-05	0.000581665167399463	0.00207107169463087
0.497499999999962	6.09034685241325E-05	0.000581762569392818	0.00207246382031649
0.497599999999962	6.09065540190856E-05	0.000581859944493956	0.0020738562507768
0.497699999999962	6.09096383399461E-05	0.000581957292725907	0.00207524898518079
0.497799999999962	6.0912721487511E-05	0.000582054614111674	0.00207664202269658
0.497899999999961	6.0915803462577E-05	0.000582151908674233	0.00207803536249139
0.497999999999961	6.09188842659399E-05	0.000582249176436533	0.00207942900373153
0.498099999999961	6.09219638983947E-05	0.000582346417421498	0.00208082294558244
0.498199999999961	6.09250423607361E-05	0.000582443631652022	0.00208221718720864
0.498299999999961	6.09281196537578E-05	0.000582540819150975	0.00208361172777379
0.498399999999961	6.0931195778253E-05	0.0005826379799412	0.00208500656644066
0.498499999999961	6.09342707350142E-05	0.000582735114045512	0.00208640170237114
0.498599999999961	6.09373445248333E-05	0.0005828322214867	0.00208779713472625
0.498699999999961	6.09404171485013E-05	0.000582929302287528	0.00208919286266611
0.498799999999961	6.09434886068089E-05	0.000583026356470732	0.00209058888535
0.498899999999961	6.09465589005458E-05	0.000583123384059021	0.00209198520193632
0.498999999999961	6.09496280305011E-05	0.000583220385075079	0.00209338181158261
0.499099999999961	6.09526959974635E-05	0.000583317359541563	0.00209477871344553
0.499199999999961	6.09557628022208E-05	0.000583414307481103	0.0020961759066809
0.499299999999961	6.09588284455601E-05	0.000583511228916304	0.00209757339044369
0.499399999999961	6.09618929282679E-05	0.000583608123869744	0.00209897116388799
0.499499999999961	6.09649562511302E-05	0.000583704992363973	0.00210036922616707
0.499599999999961	6.09680184149322E-05	0.000583801834421519	0.00210176757643334
0.499699999999961	6.09710794204583E-05	0.00058389865006488	0.00210316621383835
0.499799999999961	6.09741392684926E-05	0.000583995439316529	0.00210456513753286
0.499899999999961	6.09771979598181E-05	0.000584092202198914	0.00210596434666673
0.499999999999961	6.09802554952176E-05	0.000584188938734456	0.00210736384038903
0.500099999999961	6.09833118754728E-05	0.000584285648945549	0.00210876361784799
0.500199999999961	6.09863671013652E-05	0.000584382332854563	0.00211016367819101
0.500299999999961	6.09894211736752E-05	0.000584478990483841	0.00211156402056465
0.500399999999961	6.09924740931829E-05	0.0005845756218557	0.00211296464411468
0.500499999999961	6.09955258606675E-05	0.000584672226992431	0.00211436554798602
0.500599999999961	6.09985764769077E-05	0.0005847688059163	0.00211576673132281
0.500699999999961	6.10016259426816E-05	0.000584865358649546	0.00211716819326834
0.500799999999961	6.10046742587663E-05	0.000584961885214383	0.00211856993296512
0.500899999999961	6.10077214259387E-05	0.000585058385633	0.00211997194955484
0.500999999999961	6.10107674449748E-05	0.000585154859927559	0.00212137424217841
0.501099999999961	6.101381231665E-05	0.000585251308120196	0.0021227768099759
0.501199999999961	6.1016856041739E-05	0.000585347730233023	0.00212417965208663
0.501299999999961	6.10198986210159E-05	0.000585444126288125	0.0021255827676491
0.501399999999961	6.10229400552542E-05	0.000585540496307563	0.00212698615580103
0.501499999999961	6.10259803452267E-05	0.00058563684031337	0.00212838981567935
0.501599999999961	6.10290194917056E-05	0.000585733158327557	0.00212979374642022
0.501699999999961	6.10320574954623E-05	0.000585829450372105	0.002131197947159
0.501799999999961	6.10350943572677E-05	0.000585925716468974	0.00213260241703029
0.501899999999961	6.1038130077892E-05	0.000586021956640097	0.00213400715516791
0.501999999999961	6.10411646581049E-05	0.000586118170907379	0.00213541216070493
0.502099999999961	6.10441980986752E-05	0.000586214359292705	0.00213681743277363
0.502199999999961	6.10472304003713E-05	0.000586310521817931	0.00213822297050554
0.502299999999961	6.10502615639608E-05	0.000586406658504887	0.00213962877303141
0.502399999999961	6.10532915902107E-05	0.000586502769375382	0.00214103483948128
0.502499999999961	6.10563204798875E-05	0.000586598854451195	0.00214244116898439
0.502599999999961	6.10593482337567E-05	0.000586694913754083	0.00214384776066926
0.502699999999961	6.10623748525835E-05	0.000586790947305778	0.00214525461366366
0.502799999999961	6.10654003371324E-05	0.000586886955127985	0.0021466617270946
0.502899999999961	6.10684246881672E-05	0.000586982937242384	0.00214806910008837
0.502999999999961	6.1071447906451E-05	0.000587078893670633	0.00214947673177053
0.503099999999961	6.10744699927464E-05	0.000587174824434362	0.00215088462126588
0.503199999999961	6.10774909478153E-05	0.000587270729555177	0.00215229276769852
0.503299999999961	6.1080510772419E-05	0.000587366609054659	0.00215370117019182
0.503399999999961	6.10835294673181E-05	0.000587462462954365	0.00215510982786841
0.503499999999961	6.10865470332725E-05	0.000587558291275826	0.00215651873985022
0.503599999999961	6.10895634710418E-05	0.00058765409404055	0.00215792790525847
0.503699999999961	6.10925787813845E-05	0.000587749871270018	0.00215933732321364
0.503799999999961	6.10955929650588E-05	0.000587845622985687	0.00216074699283553
0.503899999999961	6.10986060228222E-05	0.00058794134920899	0.00216215691324324
0.503999999999961	6.11016179554315E-05	0.000588037049961335	0.00216356708355513
0.504099999999961	6.11046287636429E-05	0.000588132725264106	0.00216497750288892
0.504199999999961	6.1107638448212E-05	0.000588228375138662	0.00216638817036158
0.504299999999961	6.11106470098937E-05	0.000588323999606336	0.00216779908508943
0.504399999999961	6.11136544494424E-05	0.000588419598688438	0.00216921024618808
0.504499999999961	6.11166607676117E-05	0.000588515172406255	0.00217062165277248
0.504599999999961	6.11196659651547E-05	0.000588610720781046	0.00217203330395687
0.504699999999961	6.11226700428239E-05	0.000588706243834049	0.00217344519885484
0.504799999999961	6.1125673001371E-05	0.000588801741586475	0.0021748573365793
0.504899999999961	6.11286748415473E-05	0.000588897214059512	0.00217626971624249
0.504999999999961	6.11316755641032E-05	0.000588992661274325	0.00217768233695598
0.505099999999961	6.11346751697886E-05	0.000589088083252051	0.00217909519783068
0.505199999999961	6.11376736593528E-05	0.000589183480013806	0.00218050829797686
0.505299999999961	6.11406710335443E-05	0.000589278851580682	0.0021819216365041
0.505399999999961	6.11436672931112E-05	0.000589374197973744	0.00218333521252136
0.505499999999961	6.1146662438801E-05	0.000589469519214035	0.00218474902513695
0.505599999999961	6.11496564713604E-05	0.000589564815322574	0.00218616307345852
0.505699999999961	6.11526493915356E-05	0.000589660086320355	0.00218757735659309
0.505799999999961	6.11556412000722E-05	0.000589755332228348	0.00218899187364704
0.505899999999961	6.1158631897715E-05	0.0005898505530675	0.00219040662372613
0.505999999999961	6.11616214852085E-05	0.000589945748858733	0.00219182160593547
0.506099999999961	6.11646099632963E-05	0.000590040919622946	0.00219323681937956
0.506199999999961	6.11675973327214E-05	0.000590136065381013	0.00219465226316228
0.506299999999961	6.11705835942264E-05	0.000590231186153785	0.00219606793638689
0.506399999999961	6.11735687485531E-05	0.00059032628196209	0.00219748383815602
0.506499999999961	6.11765527964427E-05	0.000590421352826729	0.0021988999675717
0.506599999999961	6.11795357386359E-05	0.000590516398768483	0.00220031632373537
0.506699999999961	6.11825175758726E-05	0.000590611419808107	0.00220173290574785
0.506799999999961	6.11854983088923E-05	0.000590706415966334	0.00220314971270935
0.50689999999996	6.11884779384336E-05	0.00059080138726387	0.00220456674371951
0.50699999999996	6.11914564652349E-05	0.000590896333721402	0.00220598399787736
0.50709999999996	6.11944338900336E-05	0.00059099125535959	0.00220740147428135
0.50719999999996	6.11974102135667E-05	0.000591086152199072	0.00220881917202934
0.50729999999996	6.12003854365705E-05	0.000591181024260461	0.00221023709021862
0.50739999999996	6.12033595597807E-05	0.000591275871564348	0.00221165522794588
0.50749999999996	6.12063325839325E-05	0.000591370694131301	0.00221307358430726
0.50759999999996	6.12093045097603E-05	0.000591465491981863	0.00221449215839832
0.50769999999996	6.12122753379981E-05	0.000591560265136553	0.00221591094931407
0.50779999999996	6.12152450693791E-05	0.00059165501361587	0.00221732995614893
0.50789999999996	6.1218213704636E-05	0.000591749737440286	0.00221874917799679
0.50799999999996	6.12211812445009E-05	0.000591844436630252	0.00222016861395096
0.50809999999996	6.12241476897053E-05	0.000591939111206194	0.00222158826310423
0.50819999999996	6.12271130409799E-05	0.000592033761188516	0.00222300812454881
0.50829999999996	6.12300772990552E-05	0.0005921283865976	0.0022244281973764
0.50839999999996	6.12330404646606E-05	0.000592222987453802	0.00222584848067813
0.50849999999996	6.12360025385254E-05	0.000592317563777456	0.00222726897354462
0.50859999999996	6.12389635213778E-05	0.000592412115588873	0.00222868967506595
0.50869999999996	6.12419234139459E-05	0.000592506642908342	0.00223011058433167
0.50879999999996	6.12448822169567E-05	0.000592601145756128	0.0022315317004308
0.50889999999996	6.1247839931137E-05	0.000592695624152473	0.00223295302245186
0.50899999999996	6.12507965572128E-05	0.000592790078117595	0.00223437454948284
0.50909999999996	6.12537520959095E-05	0.00059288450767169	0.00223579628061122
0.50919999999996	6.1256706547952E-05	0.000592978912834933	0.00223721821492398
0.50929999999996	6.12596599140645E-05	0.000593073293627472	0.00223864035150758
0.50939999999996	6.12626121949707E-05	0.000593167650069436	0.00224006268944799
0.50949999999996	6.12655633913937E-05	0.00059326198218093	0.0022414852278307
0.50959999999996	6.12685135040557E-05	0.000593356289982034	0.00224290796574067
0.50969999999996	6.12714625336788E-05	0.000593450573492808	0.0022443309022624
0.50979999999996	6.12744104809842E-05	0.000593544832733289	0.0022457540364799
0.50989999999996	6.12773573466925E-05	0.00059363906772349	0.00224717736747669
0.50999999999996	6.12803031315238E-05	0.000593733278483402	0.00224860089433584
0.51009999999996	6.12832478361976E-05	0.000593827465032994	0.00225002461613991
0.51019999999996	6.12861914614327E-05	0.000593921627392211	0.00225144853197102
0.51029999999996	6.12891340079475E-05	0.000594015765580977	0.00225287264091081
0.51039999999996	6.12920754764596E-05	0.000594109879619191	0.00225429694204046
0.51049999999996	6.12950158676861E-05	0.000594203969526734	0.00225572143444071
0.51059999999996	6.12979551823436E-05	0.000594298035323459	0.00225714611719183
0.51069999999996	6.1300893421148E-05	0.000594392077029201	0.00225857098937364
0.51079999999996	6.13038305848146E-05	0.00059448609466377	0.00225999605006553
0.51089999999996	6.13067666740581E-05	0.000594580088246955	0.00226142129834643
0.51099999999996	6.13097016895927E-05	0.000594674057798523	0.00226284673329486
0.51109999999996	6.13126356321319E-05	0.000594768003338216	0.00226427235398887
0.51119999999996	6.13155685023888E-05	0.000594861924885756	0.00226569815950611
0.51129999999996	6.13185003010757E-05	0.000594955822460843	0.00226712414892381
0.51139999999996	6.13214310289044E-05	0.000595049696083154	0.00226855032131875
0.51149999999996	6.13243606865861E-05	0.000595143545772344	0.00226997667576731
0.51159999999996	6.13272892748315E-05	0.000595237371548046	0.00227140321134547
0.51169999999996	6.13302167943505E-05	0.000595331173429869	0.00227282992712877
0.51179999999996	6.13331432458528E-05	0.000595424951437403	0.00227425682219237
0.51189999999996	6.1336068630047E-05	0.000595518705590214	0.00227568389561103
0.51199999999996	6.13389929476416E-05	0.000595612435907847	0.0022771111464591
0.51209999999996	6.13419161993442E-05	0.000595706142409823	0.00227853857381054
0.51219999999996	6.1344838385862E-05	0.000595799825115644	0.00227996617673894
0.51229999999996	6.13477595079015E-05	0.000595893484044788	0.00228139395431747
0.51239999999996	6.13506795661686E-05	0.000595987119216711	0.00228282190561895
0.51249999999996	6.13535985613688E-05	0.000596080730650848	0.00228425002971582
0.51259999999996	6.13565164942069E-05	0.000596174318366612	0.00228567832568013
0.51269999999996	6.1359433365387E-05	0.000596267882383394	0.00228710679258358
0.51279999999996	6.13623491756128E-05	0.000596361422720563	0.0022885354294975
0.51289999999996	6.13652639255874E-05	0.000596454939397466	0.00228996423549286
0.51299999999996	6.13681776160133E-05	0.00059654843243343	0.00229139320964027
0.51309999999996	6.13710902475924E-05	0.000596641901847758	0.00229282235101
0.51319999999996	6.1374001821026E-05	0.000596735347659733	0.00229425165867196
0.51329999999996	6.13769123370149E-05	0.000596828769888616	0.00229568113169572
0.51339999999996	6.13798217962592E-05	0.000596922168553644	0.00229711076915052
0.51349999999996	6.13827301994586E-05	0.000597015543674037	0.00229854057010525
0.51359999999996	6.13856375473121E-05	0.00059710889526899	0.00229997053362848
0.51369999999996	6.13885438405181E-05	0.000597202223357677	0.00230140065878844
0.51379999999996	6.13914490797746E-05	0.000597295527959251	0.00230283094465306
0.51389999999996	6.13943532657789E-05	0.000597388809092844	0.00230426139028992
0.51399999999996	6.13972563992276E-05	0.000597482066777566	0.00230569199476632
0.51409999999996	6.1400158480817E-05	0.000597575301032505	0.00230712275714923
0.51419999999996	6.14030595112427E-05	0.000597668511876729	0.0023085536765053
0.51429999999996	6.14059594911997E-05	0.000597761699329284	0.00230998475190091
0.51439999999996	6.14088584213824E-05	0.000597854863409194	0.00231141598240213
0.51449999999996	6.14117563024847E-05	0.000597948004135462	0.00231284736707472
0.51459999999996	6.14146531352001E-05	0.000598041121527071	0.00231427890498416
0.51469999999996	6.14175489202211E-05	0.000598134215602981	0.00231571059519567
0.51479999999996	6.142044365824E-05	0.000598227286382132	0.00231714243677414
0.51489999999996	6.14233373499484E-05	0.000598320333883443	0.00231857442878423
0.51499999999996	6.14262299960373E-05	0.000598413358125811	0.0023200065702903
0.51509999999996	6.14291215971973E-05	0.000598506359128112	0.00232143886035645
0.51519999999996	6.14320121541183E-05	0.000598599336909201	0.0023228712980465
0.51529999999996	6.14349016674895E-05	0.000598692291487912	0.00232430388242404
0.51539999999996	6.14377901379998E-05	0.000598785222883058	0.00232573661255238
0.51549999999996	6.14406775663375E-05	0.000598878131113432	0.00232716948749459
0.51559999999996	6.14435639531901E-05	0.000598971016197804	0.00232860250631348
0.51569999999996	6.14464492992447E-05	0.000599063878154925	0.00233003566807163
0.51579999999996	6.1449333605188E-05	0.000599156717003523	0.00233146897183137
0.51589999999996	6.14522168717058E-05	0.000599249532762308	0.00233290241665481
0.515999999999959	6.14550990994836E-05	0.000599342325449967	0.00233433600160382
0.516099999999959	6.14579802892063E-05	0.000599435095085166	0.00233576972574003
0.516199999999959	6.1460860441558E-05	0.000599527841686551	0.00233720358812487
0.516299999999959	6.14637395572226E-05	0.000599620565272748	0.00233863758781954
0.516399999999959	6.14666176368832E-05	0.000599713265862361	0.00234007172388502
0.516499999999959	6.14694946812225E-05	0.000599805943473974	0.00234150599538211
0.516599999999959	6.14723706909224E-05	0.000599898598126149	0.00234294040137137
0.516699999999959	6.14752456666645E-05	0.00059999122983743	0.00234437494091317
0.516799999999959	6.14781196091298E-05	0.000600083838626337	0.00234580961306769
0.516899999999959	6.14809925189985E-05	0.000600176424511372	0.00234724441689492
0.516999999999959	6.14838643969506E-05	0.000600268987511016	0.00234867935145464
0.517099999999959	6.14867352436652E-05	0.000600361527643728	0.00235011441580648
0.517199999999959	6.14896050598212E-05	0.000600454044927948	0.00235154960900985
0.517299999999959	6.14924738460966E-05	0.000600546539382096	0.00235298493012402
0.517399999999959	6.14953416031691E-05	0.00060063901102457	0.00235442037820806
0.517499999999959	6.14982083317158E-05	0.000600731459873748	0.0023558559523209
0.517599999999959	6.1501074032413E-05	0.000600823885947987	0.00235729165152129
0.517699999999959	6.15039387059369E-05	0.000600916289265626	0.00235872747486783
0.517799999999959	6.15068023529627E-05	0.000601008669844982	0.00236016342141895
0.517899999999959	6.15096649741654E-05	0.000601101027704351	0.00236159949023295
0.517999999999959	6.15125265702192E-05	0.000601193362862009	0.00236303568036797
