0	0
0.0101	5.05844
0.0201	5.11688
0.0301	5.17532
0.04	5.23317
0.05	5.2916
0.06	5.35
0.07	5.40834
0.08	5.46651
0.09	5.52412
0.1	5.57948
0.11	5.63146
0.12	5.6773
0.13	5.71288
0.14	5.73357
0.1501	5.73653
0.1601	5.72313
0.1701	5.69871
0.1801	5.66925
0.1901	5.63918
0.2001	5.61091
0.2101	5.58542
0.2201	5.56287
0.2301	5.54309
0.2401	5.52578
0.2501	5.51063
0.2601	5.49734
0.2701	5.48567
0.2801	5.47541
0.2901	5.46637
0.3001	5.45841
0.3101	5.45141
0.3201	5.44527
0.3301	5.43989
0.3401	5.43521
0.3501	5.43116
0.3601	5.42769
0.3701	5.42475
0.3801	5.4223
0.3901	5.4203
0.4001	5.41871
0.4101	5.41752
0.4201	5.41668
0.4301	5.41619
0.4401	5.416
0.4501	5.41612
0.4601	5.41651
0.4701	5.41716
0.4801	5.41805
0.4901	5.41917
0.5001	5.42051
0.5101	5.42205
0.5201	5.42378
0.5301	5.42569
0.5401	5.42776
0.5501	5.43
0.5601	5.43238
0.5701	5.43491
0.5801	5.43757
0.5901	5.44035
0.6001	5.44326
0.6101	5.44627
0.6201	5.44939
0.6301	5.45261
0.6401	5.45593
0.6501	5.45933
0.6601	5.46282
0.6701	5.46639
0.6801	5.47003
0.6901	5.47375
0.7001	5.47753
0.7101	5.48138
0.7201	5.48529
0.7301	5.48926
0.7401	5.49329
0.7501	5.49737
0.7601	5.5015
0.7701	5.50567
0.7801	5.5099
0.7901	5.51417
0.8001	5.51848
0.8101	5.52283
0.8201	5.52722
0.8301	5.53165
0.8401	5.53612
0.8501	5.54062
0.8601	5.54515
0.8701	5.54972
0.8801	5.55431
0.8901	5.55894
0.9001	5.5636
0.9101	5.56829
0.9201	5.573
0.9301	5.57774
0.9401	5.58251
0.9501	5.5873
0.9601	5.59212
0.9701	5.59696
0.9801	5.60183
0.9901	5.60672
1.0001	5.61163
1.0101	5.61657
1.0201	5.62153
1.0301	5.62651
1.0401	5.63151
1.0501	5.63653
1.0601	5.64157
1.0701	5.64663
1.0801	5.65171
1.0901	5.65681
1.1001	5.66194
1.1101	5.66708
1.1201	5.67224
1.1301	5.67741
1.1401	5.68261
1.1501	5.68782
1.1601	5.69306
1.1701	5.69831
1.1801	5.70357
1.1901	5.70886
1.2001	5.71416
1.2101	5.71948
1.2201	5.72482
1.2301	5.73018
1.2401	5.73555
1.2501	5.74094
1.2601	5.74634
1.2701	5.75176
1.2801	5.7572
1.2901	5.76266
1.3001	5.76813
1.3101	5.77361
1.3201	5.77912
1.3301	5.78464
1.3401	5.79017
1.3501	5.79572
1.3601	5.80129
1.3701	5.80687
1.3801	5.81247
1.3901	5.81808
1.4001	5.82371
1.4101	5.82936
1.4201	5.83502
1.4301	5.84069
1.4401	5.84638
1.4501	5.85209
1.4601	5.85781
1.4701	5.86355
1.4801	5.8693
1.4901	5.87507
1.5001	5.88085
1.5101	5.88665
1.5201	5.89247
1.5301	5.89829
1.5401	5.90414
1.5501	5.91
1.5601	5.91587
1.5701	5.92176
1.5801	5.92766
1.5901	5.93358
1.6001	5.93951
1.6101	5.94546
1.6201	5.95143
1.6301	5.95741
1.6401	5.9634
1.6501	5.96941
1.6601	5.97543
1.6701	5.98147
1.6801	5.98752
1.6901	5.99359
1.7001	5.99967
1.7101	6.00577
1.7201	6.01188
1.7301	6.01801
1.7401	6.02415
1.7501	6.03031
1.7601	6.03648
1.7701	6.04267
1.7801	6.04887
1.7901	6.05509
1.8001	6.06132
1.8101	6.06757
1.8201	6.07383
1.8301	6.08011
1.8401	6.0864
1.8501	6.09271
1.8601	6.09903
1.8701	6.10536
1.8801	6.11172
1.8901	6.11808
1.9001	6.12446
1.9101	6.13086
1.9201	6.13727
1.9301	6.1437
1.9401	6.15014
1.9501	6.1566
1.9601	6.16307
1.9701	6.16956
1.9801	6.17606
1.9901	6.18258
