t	fg_V
0	0	0
0.002	0	0
0.0041	5.53860545239341E-07	5.27485E-06
0.006	5.78230133325602E-07	5.2679E-06
0.00800000000000001	6.23302585310665E-07	5.27108E-06
0.0101	6.94100495991339E-07	5.2972E-06
0.0121	7.86405412679978E-07	5.31025E-06
0.0141	9.05925362014435E-07	5.32774999999999E-06
0.0161	1.05595585512704E-06	5.35080999999999E-06
0.0180999999999999	1.24011832519229E-06	5.38063999999998E-06
0.0200999999999999	1.46229937695745E-06	5.41856999999997E-06
0.0220999999999999	1.72660024414089E-06	5.46601999999997E-06
0.0240999999999999	2.03729646326451E-06	5.52452999999996E-06
0.0260999999999999	2.39880657168761E-06	5.59578999999995E-06
0.0280999999999999	2.81566820864195E-06	5.68163999999994E-06
0.0300999999999999	3.2925200144849E-06	5.78411999999993E-06
0.0320999999999999	3.83408794047363E-06	5.90546999999994E-06
0.0341	4.445174853864E-06	6.04818999999997E-06
0.036	5.09453597576522E-06	6.15298E-06
0.0380000000000001	5.85525475373328E-06	6.34469000000004E-06
0.0400000000000001	6.70004058995636E-06	6.56743000000008E-06
0.0420000000000002	7.63393750153853E-06	6.82528000000012E-06
0.0440000000000002	8.6620405640525E-06	7.12288000000017E-06
0.0460000000000003	9.78949326126539E-06	7.46558000000022E-06
0.0480000000000003	1.10214852363535E-05	7.85948000000026E-06
0.0500000000000004	1.23632503434077E-05	8.3116300000003E-06
0.0520000000000005	1.38200649244656E-05	8.83015000000036E-06
0.0540000000000005	1.56109116646573E-05	9.42440000000041E-06
0.0560000000000006	1.76500561798078E-05	1.01052000000005E-05
0.0580000000000006	1.98737898863661E-05	1.08851000000005E-05
0.0600000000000007	2.22903238658956E-05	1.17786000000005E-05
0.0620000000000007	2.49078989330415E-05	1.28025000000006E-05
0.0640000000000008	2.77347869886457E-05	1.39761000000006E-05
0.0660000000000009	3.07792919635772E-05	1.53219000000006E-05
0.0680000000000009	3.56022699412464E-05	1.68660000000006E-05
0.070000000000001	4.16609364719392E-05	1.86384000000006E-05
0.072000000000001	5.04677419764779E-05	2.06737000000005E-05
0.0740000000000011	6.32850528453583E-05	2.30121000000004E-05
0.0760000000000012	7.67155082245159E-05	2.56997000000003E-05
0.0780000000000012	9.07760432430003E-05	2.87897000000001E-05
0.0800000000000013	0.000105580721358294	3.4615200000005E-05
0.0820000000000013	0.000121768953304901	4.34452000000064E-05
0.0840000000000014	0.000139834382136271	5.43300000000084E-05
0.0860000000000014	0.000167384867495266	6.76935000000107E-05
0.0880000000000015	0.000200572229789975	8.40343000000135E-05
0.0900000000000016	0.000238117293612128	0.000103936000000017
0.0920000000000016	0.000281351221852227	0.000128078000000021
0.0940000000000017	0.000353308706858618	0.000157250000000027
0.0960000000000017	0.000399904657946993	0.000192359000000033
0.0980000000000018	0.000453736219831866	0.000234450000000041
0.100000000000002	0.000515933705546508	0.00028471300000005
0.102000000000002	0.000580075345959684	0.000344499000000062
0.104000000000002	0.000644911585439286	0.000415335000000076
0.106000000000002	0.000719542162927533	0.000498933000000092
0.108000000000002	0.000814821445909077	0.00059720000000011
0.110000000000002	0.000935893507764501	0.000712248000000132
0.112000000000002	0.0010669494710526	0.000846397000000158
0.114000000000002	0.00121403048122474	0.00100000000000022
0.116000000000002	0.00139461204983526	0.00118000000000023
0.118000000000002	0.00158322590073696	0.00139000000000024
0.120000000000002	0.00178807945562846	0.00163000000000024
0.122000000000002	0.00202604304138883	0.00190000000000025
0.124000000000003	0.00226881637500927	0.00221000000000025
0.126000000000002	0.00254934475725243	0.00256000000000049
0.128000000000002	0.00287534613989506	0.00295000000000045
0.130000000000002	0.00323489082279117	0.0033900000000004
0.132000000000002	0.00358903427386249	0.00388000000000054
0.134000000000002	0.00395826016641381	0.00443000000000031
0.136000000000001	0.00435003905027586	0.0050300000000004
0.138000000000001	0.00482822383160161	0.00569000000000033
0.140000000000001	0.0053509991896546	0.00641000000000036
0.142000000000001	0.0059448473954565	0.00719000000000035
0.144	0.0065439514015205	0.00804000000000024
0.146	0.00717374405794798	0.00896000000000012
0.148	0.00782984636990413	0.00994000000000002
0.1501	0.00853094775638166	0.0110299999999999
0.1521	0.00923993473620999	0.0121399999999998
0.154099999999999	0.00994465938718118	0.0133199999999996
0.156099999999999	0.0107547279321156	0.0145499999999995
0.158099999999999	0.0115645436128062	0.0158399999999992
0.160099999999999	0.0123823440902053	0.0171799999999991
0.162099999999998	0.0132135327201261	0.0185699999999989
0.164099999999998	0.0141347916242682	0.0200199999999986
0.166099999999998	0.0150529797702499	0.0214999999999986
0.168099999999998	0.0160523176067821	0.0230299999999982
0.170099999999998	0.0170742678405092	0.0245899999999981
0.172099999999997	0.0181063095048666	0.0261899999999979
0.174099999999997	0.0191170426582609	0.0278199999999977
0.176099999999997	0.0201188790748	0.0294699999999976
0.178099999999997	0.0211415793658819	0.031149999999997
0.180099999999996	0.0221516413491126	0.0328399999999972
0.182099999999996	0.0231425181308609	0.034549999999997
0.184099999999996	0.0241508752046299	0.0362799999999964
0.186099999999996	0.0251513166997243	0.0380199999999963
0.188099999999996	0.0262211546436964	0.039759999999996
0.190099999999995	0.0272740984481745	0.0415099999999963
0.192099999999995	0.0283104860435847	0.0432699999999956
0.194099999999995	0.0294039986863913	0.0450299999999955
0.196099999999995	0.0304860881144681	0.0467899999999953
0.198099999999995	0.0315509610069007	0.0485399999999956
0.200099999999994	0.0326190456540771	0.0502999999999948
0.202099999999994	0.033689981404063	0.0520499999999947
0.204099999999994	0.0347489638231529	0.0537999999999945
0.206099999999994	0.0357906656124633	0.0555399999999943
0.208099999999993	0.0368928208998153	0.057269999999994
0.210099999999993	0.0379810540888366	0.0589899999999945
0.212099999999993	0.0390504522786023	0.0607099999999944
0.214099999999993	0.0401071796845179	0.0624199999999935
0.216099999999993	0.0411328927358776	0.064109999999994
0.218099999999992	0.0421446099226402	0.0657999999999939
0.220099999999992	0.0431493133371678	0.0674799999999929
0.222099999999992	0.0441439290254635	0.0691399999999935
0.224099999999992	0.0451117219038961	0.0707899999999933
0.226099999999991	0.0460737917962493	0.0724299999999931
0.228099999999991	0.0470272572656755	0.074059999999993
0.230099999999991	0.0479666009655184	0.0756699999999928
0.232099999999991	0.0489459262385174	0.0772799999999926
0.234099999999991	0.0499444912512568	0.0788599999999924
0.23609999999999	0.0509365261505217	0.0804399999999923
0.23809999999999	0.0519119154274621	0.0819999999999921
0.24009999999999	0.0528741061016242	0.0835499999999919
0.24209999999999	0.0538228869980683	0.0850899999999917
0.244099999999989	0.0547924611438989	0.0866099999999915
0.246099999999989	0.0557382124043309	0.0881199999999914
0.248099999999989	0.0566722312968066	0.0896099999999923
0.250099999999989	0.0576031454043188	0.0910899999999922
0.252099999999989	0.0585115310650245	0.0925599999999909
0.254099999999988	0.059402493799083	0.0940099999999919
0.256099999999988	0.0602920821664086	0.0954499999999917
0.258099999999988	0.0611634766407282	0.0968799999999915
0.260099999999988	0.0620383976941987	0.0982899999999914
0.262099999999987	0.0629004597141016	0.0996899999999912
0.264099999999987	0.0637590996389306	0.101079999999991
0.266099999999987	0.0646078134327985	0.102449999999991
0.268099999999987	0.065439282233789	0.103809999999991
0.270099999999987	0.0662773928158746	0.105159999999991
0.272099999999986	0.0670996719674182	0.10648999999999
0.274099999999986	0.0679275600353446	0.107809999999992
0.276099999999986	0.068738484195705	0.10911999999999
0.278099999999986	0.0695758849615118	0.110409999999991
0.280099999999985	0.0704045230416289	0.11169999999999
0.282099999999985	0.0712209624408596	0.11296999999999
0.284099999999985	0.0720321424414209	0.114219999999991
0.286099999999985	0.0728363653975011	0.115469999999989
0.288099999999985	0.0736300772994383	0.116699999999991
0.290099999999984	0.0744245794378226	0.117919999999991
0.292099999999984	0.0752055917095602	0.11912999999999
0.294099999999984	0.0759781049733149	0.12031999999999
0.296099999999984	0.076715935467289	0.12150999999999
0.298099999999983	0.077453110225767	0.12267999999999
0.300099999999983	0.0781751277305551	0.12383999999999
0.302099999999983	0.0789035388097154	0.12498999999999
0.304099999999983	0.0796199911373962	0.12612999999999
0.306099999999983	0.0803361278809651	0.127249999999991
0.308099999999982	0.0810535515641587	0.128369999999989
0.310099999999982	0.0817564512551375	0.129469999999991
0.312099999999982	0.082457680338116	0.130569999999989
0.314099999999982	0.083166097727625	0.131649999999989
0.316099999999982	0.0838894214829212	0.132719999999991
0.318099999999981	0.08459850212104	0.133779999999991
0.320099999999981	0.0853043381657344	0.134829999999991
0.322099999999981	0.0860131062676099	0.13586999999999
0.324099999999981	0.0867033223779508	0.13689999999999
0.32609999999998	0.0873965353315856	0.13791999999999
0.32809999999998	0.0880902654865308	0.13892999999999
0.33009999999998	0.0887694184135716	0.13992999999999
0.33209999999998	0.0894519535488917	0.14091999999999
0.33409999999998	0.0901199623175055	0.14189999999999
0.336099999999979	0.09080875747937	0.14286999999999
0.338099999999979	0.0914969994036673	0.14382999999999
0.340099999999979	0.0921629304880851	0.144779999999989
0.342099999999979	0.0928275318182479	0.145719999999991
0.344099999999978	0.0934921751864143	0.146659999999989
0.346099999999978	0.0941416573223801	0.147579999999989
0.348099999999978	0.0947851624391318	0.148489999999991
0.350099999999978	0.0954238817475192	0.149399999999989
0.352099999999978	0.096038048520446	0.150299999999989
0.354099999999977	0.0966397629599765	0.151189999999989
0.356099999999977	0.0972426006648388	0.152059999999991
0.358099999999977	0.097831550619545	0.152939999999988
0.360099999999977	0.0984164652343571	0.153799999999991
0.362099999999976	0.0990028346951301	0.154649999999991
0.364099999999976	0.0995886145474361	0.15549999999999
0.366099999999976	0.100160926107344	0.15633999999999
0.368099999999976	0.100734924219811	0.15716999999999
0.370099999999976	0.101310660135975	0.15798999999999
0.372099999999975	0.101883257311426	0.15880999999999
