t	fs_A	fs_V
0	0	0	0
0.002	0	0	0
0.0041	6.7442493578258E-05	7.51863937954291E-09	5.27485E-06
0.006	6.94065536451606E-05	3.18786589451499E-08	5.2677E-06
0.00800000000000001	7.2968029589427E-05	7.69224965016871E-08	5.27067E-06
0.0101	7.83937735045911E-05	1.47659489896367E-07	5.2972E-06
0.0121	8.5198313108668E-05	2.39867991771407E-07	5.31025E-06
0.0141	9.36256714815825E-05	3.59246685955839E-07	5.32774999999999E-06
0.0161	0.000103696438773781	5.09085290414058E-07	5.35080999999999E-06
0.0180999999999999	0.000115427356617741	6.93000793046142E-07	5.38063999999998E-06
0.0200999999999999	0.000128832132827706	9.14876499897938E-07	5.41856999999997E-06
0.0220999999999999	0.000143922225283085	1.17881125832749E-06	5.46601999999996E-06
0.0240999999999999	0.000160707503330978	1.48907890882007E-06	5.52452999999995E-06
0.0260999999999999	0.000179196760099538	1.85009679500378E-06	5.59578999999994E-06
0.0280999999999999	0.000199398085823545	2.26640171641425E-06	5.68163999999993E-06
0.0300999999999999	0.000221319127317042	2.74263171633744E-06	5.78411999999992E-06
0.0320999999999999	0.000244967261127433	3.28351231069925E-06	5.90546999999993E-06
0.0341	0.000270349704531861	3.89384603593721E-06	6.04818999999997E-06
0.036	0.000296075921024678	4.54243038676798E-06	6.13550000000001E-06
0.0380000000000001	0.000324860715798759	5.30226682613288E-06	6.32432000000006E-06
0.0400000000000001	0.000355400708427184	6.14610377519301E-06	6.54379000000011E-06
0.0420000000000002	0.000387702915359875	7.07898505089614E-06	6.79795000000017E-06
0.0440000000000002	0.000421774327976518	8.10600552974634E-06	7.09137000000025E-06
0.0460000000000003	0.000457621908348716	9.23230849295313E-06	7.42931000000032E-06
0.0480000000000003	0.000495252582470027	1.0463083375096E-05	7.81781000000041E-06
0.0500000000000004	0.000534673232260549	1.18035638144303E-05	8.2638100000005E-06
0.0520000000000005	0.000575890687159777	1.32590259296043E-05	8.77532000000061E-06
0.0540000000000005	0.00062462425457802	1.50308959022184E-05	9.36156000000074E-06
0.0560000000000006	0.000677897545415741	1.70680367922368E-05	1.00332000000009E-05
0.0580000000000006	0.000733703283495041	1.9289653648184E-05	1.0802600000001E-05
0.0600000000000007	0.000792034779174576	2.17039584356942E-05	1.16841000000012E-05
0.0620000000000007	0.000852886807095813	2.43191927116565E-05	1.26941000000014E-05
0.0640000000000008	0.000916255419587274	2.71436289923107E-05	1.38519000000016E-05
0.0660000000000009	0.000982137778676289	3.01855717115565E-05	1.51794000000019E-05
0.0680000000000009	0.00108222723526855	3.50024590169303E-05	1.67025000000021E-05
0.070000000000001	0.00120176444778523	4.10532702667657E-05	1.84506000000024E-05
0.072000000000001	0.0013656599795597	5.13545356087879E-05	2.04580000000027E-05
0.0740000000000011	0.00158806191791279	6.7937657963556E-05	2.27642000000031E-05
0.0760000000000012	0.00180546376893762	8.41479550607612E-05	2.54147000000035E-05
0.0780000000000012	0.00201982696511922	0.000100131678660305	2.8462000000004E-05
0.0800000000000013	0.0022325223061458	0.000115991008783721	3.44579000000047E-05
0.0820000000000013	0.00244440965026862	0.000131789390506731	4.23885000000056E-05
0.0840000000000014	0.00265599258623863	0.000147564911832572	5.13595000000066E-05
0.0860000000000014	0.00294891193392327	0.000178380311267502	6.15045000000078E-05
0.0880000000000015	0.00326014388960251	0.000213162295450123	7.29740000000092E-05
0.0900000000000016	0.00356800746417105	0.000247548916351495	8.59366000000107E-05
0.0920000000000016	0.00387346413411075	0.000281649762363627	0.000100582000000013
0.0940000000000017	0.00417535801043336	0.000315241796308774	0.000117120000000015
0.0960000000000017	0.00447526649397886	0.000348698793514413	0.000135789000000017
0.0980000000000018	0.00477672490617296	0.000382328215107188	0.00015685200000002
0.100000000000002	0.0050798688155167	0.000416149887781858	0.000180599000000023
0.102000000000002	0.00538342139398946	0.000449691094961487	0.000207354000000027
0.104000000000002	0.00569184446273828	0.000484126718492679	0.000237473000000031
0.106000000000002	0.0060037673535313	0.000518972977626138	0.000271346000000036
0.108000000000002	0.00636624400790448	0.000566297231644389	0.000309399000000042
0.110000000000002	0.00678584049225645	0.000628710824709745	0.000352095000000048
0.112000000000002	0.007204869912725	0.000690580146520664	0.000399931000000056
0.114000000000002	0.00768165141509172	0.000771309833609431	0.000453440000000063
0.116000000000002	0.00820678051423974	0.000868871549811185	0.000513186000000073
0.118000000000002	0.00872858169816703	0.000964911555775742	0.000579762000000083
0.120000000000002	0.00925395448732232	0.00106247589587444	0.000653783000000094
0.122000000000002	0.00978179252244021	0.00116074963945264	0.000735879000000107
0.124000000000003	0.0103103399283335	0.00125884911602305	0.000826686000000121
0.126000000000002	0.0108644924923614	0.00136691247520298	0.000926833000000129
0.128000000000002	0.0114935217549799	0.00150644086908255	0.00104
0.130000000000002	0.0121224907142845	0.00164663479501927	0.00116
0.132000000000002	0.0127450277702572	0.00178343913845686	0.00129000000000018
0.134000000000002	0.0133735851557144	0.0019235478550031	0.00143000000000016
0.136000000000001	0.0140041554805681	0.0020639507833716	0.00159000000000013
0.138000000000001	0.0147276537917046	0.00225240066761321	0.00175000000000011
0.140000000000001	0.015442344912268	0.00243739622125932	0.00193000000000009
0.142000000000001	0.0162300665987893	0.00266827703038423	0.00213000000000007
0.144	0.0170121638846796	0.00289917021136004	0.00233000000000005
0.146	0.0177873497373479	0.00313053013122313	0.00255000000000003
