t;Call;
127.102000;3.448559;
127.202000;3.448233;
127.302000;3.447578;
127.402000;3.444310;
127.502000;3.444310;
127.602000;3.442037;
127.702000;3.441059;
127.802000;3.433866;
127.902000;3.433866;
128.002000;3.433212;
128.102000;3.432223;
128.202000;3.427625;
128.302000;3.427295;
128.402000;3.426964;
128.502000;3.426301;
128.602000;3.425969;
128.702000;3.421981;
128.802000;3.419672;
128.902000;3.418681;
129.002000;3.411389;
129.102000;3.411057;
129.202000;3.410721;
129.302000;3.410056;
129.402000;3.405723;
129.502000;3.405723;
129.602000;3.405388;
129.702000;3.404382;
129.802000;3.403714;
129.902000;3.400011;
130.002000;3.398009;
130.102000;3.396674;
130.202000;3.393991;
130.302000;3.388966;
130.402000;3.388626;
130.502000;3.388626;
130.602000;3.387276;
130.702000;3.383561;
130.802000;3.383220;
130.902000;3.383220;
131.002000;3.382199;
131.102000;3.381517;
131.202000;3.378105;
131.302000;3.375399;
131.402000;3.374045;
131.502000;3.366561;
131.602000;3.366215;
131.702000;3.366215;
131.802000;3.365871;
131.902000;3.361370;
132.002000;3.361023;
132.102000;3.360675;
132.202000;3.359632;
132.302000;3.359632;
132.402000;3.355801;
132.502000;3.353029;
132.602000;3.350938;
132.702000;3.343591;
132.802000;3.343236;
132.902000;3.343236;
133.002000;3.342883;
133.102000;3.338289;
133.202000;3.338289;
133.302000;3.337932;
133.402000;3.337218;
133.502000;3.336504;
133.602000;3.332551;
133.702000;3.329690;
133.802000;3.327533;
133.902000;3.319908;
134.002000;3.319908;
134.102000;3.319541;
134.202000;3.318811;
134.302000;3.314392;
134.402000;3.314392;
134.502000;3.314019;
134.602000;3.312898;
134.702000;3.312524;
134.802000;3.306141;
134.902000;3.303864;
135.002000;3.295373;
135.102000;3.294579;
135.202000;3.294579;
135.302000;3.293780;
135.402000;3.288920;
135.502000;3.288920;
135.602000;3.288920;
135.702000;3.288080;
135.802000;3.286807;
135.902000;3.283396;
136.002000;3.277340;
136.102000;3.266047;
136.202000;3.264545;
136.302000;3.264545;
136.402000;3.264545;
136.502000;3.257815;
136.602000;3.257815;
136.702000;3.257815;
136.802000;3.256827;
136.902000;3.255840;
137.002000;3.252354;
137.102000;3.245913;
137.202000;3.238450;
137.302000;3.237785;
137.402000;3.237785;
137.502000;3.237119;
137.602000;3.233448;
137.702000;3.233113;
137.802000;3.233113;
137.902000;3.231775;
138.002000;3.229440;
138.102000;3.224745;
138.202000;3.216691;
138.302000;3.216352;
138.402000;3.215341;
138.502000;3.215341;
138.602000;3.211295;
138.702000;3.210619;
138.802000;3.210619;
138.902000;3.210281;
139.002000;3.207589;
139.102000;3.202838;
139.202000;3.199126;
139.302000;3.194043;
139.402000;3.193023;
139.502000;3.193023;
139.602000;3.188584;
139.702000;3.188584;
139.802000;3.188243;
139.902000;3.188243;
140.002000;3.185178;
140.102000;3.183808;
140.202000;3.175898;
140.302000;3.171084;
140.402000;3.170740;
140.502000;3.169363;
140.602000;3.165911;
140.702000;3.165911;
140.802000;3.165911;
140.902000;3.165564;
141.002000;3.162447;
141.102000;3.159670;
141.202000;3.148518;
141.302000;3.147818;
141.402000;3.147118;
141.502000;3.146418;
141.602000;3.142904;
141.702000;3.142904;
141.802000;3.142904;
141.902000;3.142197;
142.002000;3.139031;
142.102000;3.132641;
142.202000;3.124835;
142.302000;3.124478;
142.402000;3.123764;
142.502000;3.123049;
142.602000;3.119460;
142.702000;3.119460;
142.802000;3.119460;
142.902000;3.118381;
143.002000;3.114058;
143.102000;3.107154;
143.202000;3.100945;
143.302000;3.100578;
143.402000;3.099840;
143.502000;3.099103;
143.602000;3.095402;
143.702000;3.095402;
143.802000;3.095029;
143.902000;3.092044;
144.002000;3.089794;
144.102000;3.081798;
144.202000;3.075597;
144.302000;3.075597;
144.402000;3.074406;
144.502000;3.073212;
144.602000;3.069997;
144.702000;3.069585;
144.802000;3.069585;
144.902000;3.065869;
145.002000;3.062532;
145.102000;3.047029;
145.202000;3.047029;
145.302000;3.047029;
145.402000;3.044342;
145.502000;3.039642;
145.602000;3.039642;
145.702000;3.039171;
145.802000;3.036801;
145.902000;3.034843;
146.002000;3.023905;
146.102000;3.020730;
146.202000;3.020730;
146.302000;3.020054;
146.402000;3.017345;
146.502000;3.014974;
146.602000;3.014974;
146.702000;3.014636;
146.802000;3.011924;
146.902000;3.009215;
147.002000;2.998312;
147.102000;2.998312;
147.202000;2.998312;
147.302000;2.996263;
147.402000;2.993186;
147.502000;2.992501;
147.602000;2.992161;
147.702000;2.989439;
147.802000;2.988069;
147.902000;2.976063;
148.002000;2.975716;
148.102000;2.975716;
148.202000;2.975027;
148.302000;2.970531;
148.402000;2.970186;
148.502000;2.969150;
148.602000;2.967770;
148.702000;2.966045;
148.802000;2.962232;
148.902000;2.952464;
149.002000;2.952115;
149.102000;2.952115;
149.202000;2.949667;
149.302000;2.946873;
149.402000;2.945822;
149.502000;2.945124;
149.602000;2.942298;
149.702000;2.939135;
149.802000;2.928905;
149.902000;2.928552;
150.002000;2.928552;
150.102000;2.925363;
150.202000;2.923232;
150.302000;2.923232;
150.402000;2.922167;
150.502000;2.919683;
150.602000;2.917194;
150.702000;2.906085;
150.802000;2.905362;
150.902000;2.904641;
151.002000;2.902472;
151.102000;2.899571;
151.202000;2.899210;
151.302000;2.898120;
151.402000;2.895580;
151.502000;2.893764;
151.602000;2.882003;
151.702000;2.881633;
151.802000;2.880888;
151.902000;2.879025;
152.002000;2.874904;
152.102000;2.874904;
152.202000;2.874156;
152.302000;2.870758;
152.402000;2.870001;
152.500000;2.857290;
152.600000;2.856094;
152.700000;2.855695;
152.800000;2.855695;
152.900000;2.851251;
153.000000;2.848767;
153.100000;2.847922;
153.200000;2.847499;
153.300000;2.843240;
153.400000;2.840316;
153.500000;2.827602;
153.600000;2.826799;
153.700000;2.826799;
153.800000;2.825403;
153.900000;2.819357;
154.000000;2.818892;
154.100000;2.818553;
154.200000;2.815246;
154.300000;2.813213;
154.400000;2.801783;
154.500000;2.801446;
154.600000;2.801109;
154.700000;2.801109;
154.800000;2.796333;
154.900000;2.795309;
155.000000;2.794631;
155.100000;2.792592;
155.200000;2.790890;
155.300000;2.788165;
155.400000;2.779278;
155.500000;2.778935;
155.600000;2.778935;
155.700000;2.776885;
155.800000;2.773116;
155.900000;2.772429;
156.000000;2.771746;
156.100000;2.769692;
156.200000;2.767973;
156.300000;2.757292;
156.400000;2.756944;
156.500000;2.756598;
156.600000;2.755910;
156.700000;2.753144;
156.800000;2.750023;
156.900000;2.749675;
157.000000;2.748980;
157.100000;2.746560;
157.200000;2.744132;
157.300000;2.733684;
157.400000;2.733684;
157.500000;2.733684;
157.600000;2.732283;
157.700000;2.727373;
157.800000;2.727024;
157.900000;2.727024;
158.000000;2.725968;
158.100000;2.723160;
158.200000;2.719643;
158.300000;2.710095;
158.400000;2.710095;
158.500000;2.710095;
158.600000;2.709028;
158.700000;2.704025;
158.800000;2.704025;
158.900000;2.703312;
159.000000;2.702241;
159.100000;2.699386;
159.200000;2.696519;
159.300000;2.686427;
159.400000;2.686427;
159.500000;2.685702;
159.600000;2.685339;
159.700000;2.680249;
159.800000;2.679884;
159.900000;2.679520;
160.000000;2.678427;
160.100000;2.675879;
160.200000;2.673309;
160.300000;2.662576;
160.400000;2.661453;
160.500000;2.661077;
160.600000;2.660702;
160.700000;2.655789;
160.800000;2.655026;
160.900000;2.655026;
161.000000;2.653887;
161.100000;2.650838;
161.200000;2.647762;
161.300000;2.637172;
161.400000;2.635961;
161.500000;2.635144;
161.600000;2.634734;
161.700000;2.629700;
161.800000;2.629700;
161.900000;2.628830;
162.000000;2.627957;
162.100000;2.623999;
162.200000;2.622231;
162.300000;2.606352;
162.400000;2.606352;
162.500000;2.605843;
162.600000;2.604824;
162.700000;2.602277;
162.800000;2.598201;
162.900000;2.597690;
163.000000;2.596845;
163.100000;2.593341;
163.200000;2.591675;
163.300000;2.585608;
163.400000;2.579957;
163.500000;2.579624;
163.600000;2.579624;
163.700000;2.578956;
163.800000;2.574601;
163.900000;2.574269;
164.000000;2.573934;
164.100000;2.573266;
164.200000;2.569594;
164.300000;2.567928;
164.400000;2.557862;
164.500000;2.557525;
164.600000;2.557525;
164.700000;2.557192;
164.800000;2.552485;
164.900000;2.552148;
165.000000;2.551814;
165.100000;2.551475;
165.200000;2.549124;
165.300000;2.547104;
165.400000;2.543044;
165.500000;2.535947;
165.600000;2.534929;
165.700000;2.534592;
165.800000;2.534252;
165.900000;2.530161;
166.000000;2.529480;
166.100000;2.529480;
166.200000;2.528799;
166.300000;2.526419;
166.400000;2.524038;
166.500000;2.519240;
166.600000;2.513430;
166.700000;2.512405;
166.800000;2.512061;
166.900000;2.511718;
167.000000;2.507591;
167.100000;2.507591;
167.200000;2.506898;
167.300000;2.506554;
167.400000;2.505172;
167.500000;2.501040;
167.600000;2.497907;
167.700000;2.490243;
167.800000;2.489893;
167.900000;2.489893;
168.000000;2.489544;
168.100000;2.484631;
168.200000;2.484631;
168.300000;2.483927;
168.400000;2.483574;
168.500000;2.482523;
168.600000;2.479362;
168.700000;2.475103;
168.800000;2.466938;
168.900000;2.466581;
169.000000;2.466581;
169.100000;2.466581;
169.200000;2.464790;
169.300000;2.460836;
169.400000;2.460836;
169.500000;2.460115;
169.600000;2.459755;
169.700000;2.456511;
169.800000;2.453972;
169.900000;2.446302;
170.000000;2.442258;
170.100000;2.442258;
170.200000;2.442258;
170.300000;2.441886;
170.400000;2.436652;
170.500000;2.436274;
170.600000;2.436274;
170.700000;2.435895;
170.800000;2.432505;
170.900000;2.431364;
171.000000;2.426744;
171.100000;2.417693;
171.200000;2.416886;
171.300000;2.416477;
171.400000;2.416065;
171.500000;2.413567;
171.600000;2.410579;
171.700000;2.410139;
171.800000;2.409700;
171.900000;2.408813;
172.000000;2.403905;
172.100000;2.399510;
172.200000;2.386514;
172.300000;2.385993;
172.400000;2.385471;
172.500000;2.384950;
172.600000;2.384428;
172.700000;2.378148;
172.800000;2.378148;
172.900000;2.377102;
173.000000;2.376774;
173.100000;2.373300;
173.200000;2.371269;
173.300000;2.367544;
173.400000;2.360038;
173.500000;2.359710;
173.600000;2.359710;
173.700000;2.359381;
173.800000;2.358394;
173.900000;2.354774;
174.000000;2.354449;
174.100000;2.353788;
174.200000;2.353788;
174.300000;2.352804;
174.400000;2.349524;
174.500000;2.346562;
174.600000;2.338331;
174.700000;2.338001;
174.800000;2.338001;
174.900000;2.337674;
175.000000;2.337342;
175.100000;2.332684;
175.200000;2.332684;
175.300000;2.332355;
175.400000;2.332021;
175.500000;2.331687;
175.600000;2.328373;
175.700000;2.326030;
175.800000;2.323037;
175.900000;2.316389;
176.000000;2.315725;
176.100000;2.315725;
176.200000;2.315393;
176.300000;2.313372;
176.400000;2.310676;
176.500000;2.310339;
176.600000;2.310339;
176.700000;2.309670;
176.800000;2.308998;
176.900000;2.305987;
177.000000;2.303615;
177.100000;2.297554;
177.200000;2.294174;
177.300000;2.293501;
177.400000;2.293160;
177.500000;2.293160;
177.600000;2.288737;
177.700000;2.288737;
177.800000;2.288053;
177.900000;2.288053;
178.000000;2.287370;
178.100000;2.286689;
178.200000;2.282958;
178.300000;2.280550;
178.400000;2.277818;
178.500000;2.271292;
178.600000;2.271292;
178.700000;2.270946;
178.800000;2.270946;
178.900000;2.269557;
179.000000;2.266088;
179.100000;2.266088;
179.200000;2.265043;
179.300000;2.264695;
179.400000;2.261553;
179.500000;2.259803;
179.600000;2.257338;
179.700000;2.248496;
179.800000;2.248139;
179.900000;2.248139;
180.000000;2.248139;
180.100000;2.247072;
180.200000;2.242410;
180.300000;2.242410;
180.400000;2.242051;
180.500000;2.241690;
180.600000;2.238809;
180.700000;2.236632;
180.800000;2.235176;
180.900000;2.224146;
181.000000;2.223776;
181.100000;2.223776;
181.200000;2.223776;
181.300000;2.223405;
181.400000;2.220405;
181.500000;2.217769;
181.600000;2.217769;
181.700000;2.217769;
181.800000;2.213581;
181.900000;2.211663;
182.000000;2.209344;
182.100000;2.198240;
182.200000;2.197829;
182.300000;2.197829;
182.400000;2.197829;
182.500000;2.196999;
182.600000;2.192346;
182.700000;2.191460;
182.800000;2.191015;
182.900000;2.186532;
183.000000;2.184729;
183.100000;2.182918;
183.200000;2.171497;
183.300000;2.168512;
183.400000;2.168512;
183.500000;2.167518;
183.600000;2.167021;
183.700000;2.161567;
183.800000;2.161235;
183.900000;2.160738;
184.000000;2.156907;
184.100000;2.155909;
184.200000;2.154410;
184.300000;2.145901;
184.400000;2.144406;
184.500000;2.142247;
184.600000;2.142247;
184.700000;2.141577;
184.800000;2.137891;
184.900000;2.137891;
185.000000;2.136891;
185.100000;2.133887;
185.200000;2.131884;
185.300000;2.128871;
185.400000;2.122848;
185.500000;2.121835;
185.600000;2.120482;
185.700000;2.120144;
185.800000;2.119469;
185.900000;2.115410;
186.000000;2.115410;
186.100000;2.112374;
186.200000;2.111697;
186.300000;2.109665;
186.400000;2.100839;
186.500000;2.100158;
186.600000;2.099135;
186.700000;2.097766;
186.800000;2.097766;
186.900000;2.096740;
187.000000;2.092975;
187.100000;2.089892;
187.200000;2.089892;
187.300000;2.087835;
187.400000;2.078877;
187.500000;2.077841;
187.600000;2.077148;
187.700000;2.075068;
187.800000;2.075068;
187.900000;2.074721;
188.000000;2.070550;
188.100000;2.066737;
188.200000;2.066737;
188.300000;2.064997;
188.400000;2.061507;
188.500000;2.055555;
188.600000;2.054849;
188.700000;2.053791;
188.800000;2.052021;
188.900000;2.051668;
189.000000;2.049195;
189.100000;2.043888;
189.200000;2.043534;
189.300000;2.041757;
189.400000;2.037835;
189.500000;2.032102;
189.600000;2.031741;
189.700000;2.031019;
189.800000;2.028491;
189.900000;2.028130;
190.000000;2.026324;
190.100000;2.020510;
190.200000;2.019781;
190.300000;2.017228;
190.400000;2.008401;
190.500000;2.008029;
190.600000;2.008029;
190.700000;2.007285;
190.800000;2.005040;
190.900000;2.003169;
191.000000;1.999035;
191.100000;1.996018;
191.200000;1.994494;
191.300000;1.992202;
191.400000;1.982852;
191.500000;1.982453;
191.600000;1.982453;
191.700000;1.982052;
191.800000;1.980443;
191.900000;1.978009;
192.000000;1.969735;
192.100000;1.968448;
192.200000;1.967157;
192.300000;1.959019;
192.400000;1.955110;
192.500000;1.954676;
192.600000;1.954676;
192.700000;1.953796;
192.800000;1.950288;
192.900000;1.944839;
193.000000;1.940699;
193.100000;1.939338;
193.200000;1.936482;
193.300000;1.930002;
193.400000;1.929660;
193.500000;1.929185;
193.600000;1.928708;
193.700000;1.927414;
193.800000;1.920945;
193.900000;1.916850;
194.000000;1.915490;
194.100000;1.913444;
194.200000;1.906277;
194.300000;1.906277;
194.400000;1.905934;
194.500000;1.905248;
194.600000;1.904216;
194.700000;1.897686;
194.800000;1.894577;
194.900000;1.892859;
195.000000;1.888721;
195.100000;1.883885;
195.200000;1.883193;
195.300000;1.883193;
195.400000;1.882152;
195.500000;1.881109;
195.600000;1.874488;
195.700000;1.871349;
195.800000;1.868912;
195.900000;1.860547;
196.000000;1.860547;
196.100000;1.860196;
196.200000;1.859845;
196.300000;1.858791;
196.400000;1.853876;
196.500000;1.848572;
196.600000;1.847164;
196.700000;1.842927;
196.800000;1.837256;
196.900000;1.837256;
197.000000;1.836542;
197.100000;1.835830;
197.200000;1.832267;
197.300000;1.827604;
197.400000;1.823653;
197.500000;1.821140;
197.600000;1.813932;
197.700000;1.813570;
197.800000;1.812461;
197.900000;1.812100;
198.000000;1.808835;
198.100000;1.805548;
198.200000;1.800418;
198.300000;1.796747;
198.400000;1.789731;
198.500000;1.789359;
198.600000;1.788987;
198.700000;1.788614;
198.800000;1.787496;
198.900000;1.783383;
199.000000;1.775823;
199.100000;1.772770;
199.200000;1.765031;
199.300000;1.764242;
199.400000;1.764242;
199.500000;1.763453;
199.600000;1.762665;
199.700000;1.757914;
199.800000;1.750215;
199.900000;1.746459;
200.000000;1.737766;
200.100000;1.737766;
200.200000;1.737347;
200.300000;1.736579;
200.400000;1.732695;
200.500000;1.731420;
200.600000;1.723220;
200.700000;1.718943;
200.800000;1.713750;
200.900000;1.713038;
201.000000;1.712222;
201.100000;1.711060;
201.200000;1.707601;
201.300000;1.705621;
201.400000;1.697136;
201.500000;1.689527;
201.600000;1.689180;
201.700000;1.688104;
201.800000;1.687756;
201.900000;1.684991;
202.000000;1.682215;
202.100000;1.676991;
202.200000;1.670360;
202.300000;1.664428;
202.400000;1.661944;
202.500000;1.661944;
202.600000;1.659850;
202.700000;1.657055;
202.800000;1.654607;
202.900000;1.646510;
203.000000;1.637696;
203.100000;1.636953;
203.200000;1.635893;
203.300000;1.635186;
203.400000;1.630228;
203.500000;1.628807;
203.600000;1.625603;
203.700000;1.619538;
203.800000;1.613817;
203.900000;1.611672;
204.000000;1.610242;
204.100000;1.608444;
204.200000;1.604132;
204.300000;1.602671;
204.400000;1.595788;
204.500000;1.589604;
204.600000;1.588511;
204.700000;1.587050;
204.800000;1.585955;
204.900000;1.581932;
205.000000;1.579361;
205.100000;1.575672;
205.200000;1.570484;
205.300000;1.565257;
205.400000;1.563761;
205.500000;1.561886;
205.600000;1.561134;
205.700000;1.557014;
205.800000;1.555115;
205.900000;1.548209;
206.000000;1.539663;
206.100000;1.538919;
206.200000;1.537779;
206.300000;1.536586;
206.400000;1.533048;
206.500000;1.528852;
206.600000;1.524842;
206.700000;1.518914;
206.800000;1.514375;
206.900000;1.512825;
207.000000;1.511530;
207.100000;1.509707;
207.200000;1.505609;
207.300000;1.502173;
207.400000;1.494997;
207.500000;1.490364;
207.600000;1.488505;
207.700000;1.487338;
207.800000;1.485606;
207.900000;1.480969;
208.000000;1.478756;
208.100000;1.474808;
208.200000;1.469471;
208.300000;1.466690;
208.400000;1.463867;
208.500000;1.462473;
208.600000;1.459689;
208.700000;1.455854;
208.800000;1.454457;
208.900000;1.448849;
209.000000;1.443947;
209.100000;1.442542;
209.200000;1.440084;
209.300000;1.439382;
209.400000;1.434107;
209.500000;1.429880;
209.600000;1.426708;
209.700000;1.421396;
209.800000;1.418208;
209.900000;1.416088;
210.000000;1.414665;
210.100000;1.412186;
210.200000;1.408271;
210.300000;1.407205;
210.400000;1.401135;
210.500000;1.395411;
210.600000;1.394337;
210.700000;1.391826;
210.800000;1.389292;
210.900000;1.386407;
211.000000;1.383511;
211.100000;1.382062;
211.200000;1.376245;
211.300000;1.371502;
211.400000;1.370772;
211.500000;1.369677;
211.600000;1.367474;
211.700000;1.361605;
211.800000;1.360127;
211.900000;1.356775;
212.000000;1.351553;
212.100000;1.347430;
212.200000;1.344793;
212.300000;1.343662;
212.400000;1.341775;
212.500000;1.338363;
212.600000;1.336835;
212.700000;1.331826;
212.800000;1.326355;
212.900000;1.322792;
213.000000;1.319578;
213.100000;1.317556;
213.200000;1.315098;
213.300000;1.310990;
213.400000;1.309330;
213.500000;1.305535;
213.600000;1.300024;
213.700000;1.297022;
213.800000;1.294222;
213.900000;1.290781;
214.000000;1.287274;
214.100000;1.284187;
214.200000;1.282376;
214.300000;1.279698;
214.400000;1.275991;
214.500000;1.272830;
214.600000;1.270631;
214.700000;1.268775;
214.800000;1.265214;
214.900000;1.260422;
215.000000;1.258706;
215.100000;1.256644;
215.200000;1.253206;
215.300000;1.250106;
215.400000;1.249416;
215.500000;1.248040;
215.600000;1.245629;
215.700000;1.241837;
215.800000;1.238038;
215.900000;1.235619;
216.000000;1.232501;
216.100000;1.229731;
216.200000;1.228002;
216.300000;1.226963;
216.400000;1.224535;
216.500000;1.222797;
216.600000;1.217929;
216.700000;1.215841;
216.800000;1.213052;
216.900000;1.210252;
217.000000;1.208146;
217.100000;1.205339;
217.200000;1.203590;
217.300000;1.201490;
217.400000;1.196938;
217.500000;1.195179;
217.600000;1.194121;
217.700000;1.190245;
217.800000;1.187422;
217.900000;1.186360;
218.000000;1.183525;
218.100000;1.179908;
218.200000;1.177779;
218.300000;1.172792;
218.400000;1.171718;
218.500000;1.169572;
218.600000;1.165998;
218.700000;1.162409;
218.800000;1.161690;
218.900000;1.159866;
219.000000;1.156979;
219.100000;1.151544;
219.200000;1.148270;
219.300000;1.148270;
219.400000;1.147176;
219.500000;1.142787;
219.600000;1.138371;
219.700000;1.135756;
219.800000;1.135014;
219.900000;1.128692;
220.000000;1.126818;
220.100000;1.125689;
220.200000;1.122676;
220.300000;1.119640;
220.400000;1.117743;
220.500000;1.113129;
220.600000;1.111188;
220.700000;1.105726;
220.800000;1.103762;
220.900000;1.100657;
221.000000;1.097921;
221.100000;1.096329;
221.200000;1.094730;
221.300000;1.089520;
221.400000;1.086786;
221.500000;1.082429;
221.600000;1.080844;
221.700000;1.078070;
221.800000;1.074798;
221.900000;1.070679;
222.000000;1.068176;
222.100000;1.067047;
222.200000;1.063666;
222.300000;1.057030;
222.400000;1.054767;
222.500000;1.053034;
222.600000;1.049455;
222.700000;1.046039;
222.800000;1.042298;
222.900000;1.040564;
223.000000;1.037093;
223.100000;1.031755;
223.200000;1.029532;
223.300000;1.024950;
223.400000;1.022037;
223.500000;1.017154;
223.600000;1.015065;
223.700000;1.011552;
223.800000;1.008393;
223.900000;1.002104;
224.000000;0.999299;
224.100000;0.996841;
224.200000;0.993676;
224.300000;0.988397;
224.400000;0.984521;
224.500000;0.982399;
224.600000;0.978513;
224.700000;0.973218;
224.800000;0.967858;
224.900000;0.965356;
225.000000;0.961785;
225.100000;0.958208;
225.200000;0.955704;
225.300000;0.950314;
225.400000;0.946708;
225.500000;0.942728;
225.600000;0.938011;
225.700000;0.932167;
225.800000;0.930706;
225.900000;0.926312;
226.000000;0.924860;
226.100000;0.921912;
226.200000;0.916363;
226.300000;0.912284;
226.400000;0.909665;
226.500000;0.906317;
226.600000;0.903682;
226.700000;0.898920;
226.800000;0.897052;
226.900000;0.894412;
227.000000;0.890575;
227.100000;0.887127;
227.200000;0.881778;
227.300000;0.878016;
227.400000;0.875681;
227.500000;0.872680;
227.600000;0.868807;
227.700000;0.863976;
227.800000;0.861331;
227.900000;0.858986;
228.000000;0.854598;
228.100000;0.851910;
228.200000;0.846492;
228.300000;0.844177;
228.400000;0.839064;
228.500000;0.835160;
228.600000;0.831630;
228.700000;0.829887;
228.800000;0.823386;
228.900000;0.821380;
229.000000;0.817500;
229.100000;0.815422;
229.200000;0.809030;
229.300000;0.807291;
229.400000;0.802301;
229.500000;0.799168;
229.600000;0.796724;
229.700000;0.791143;
229.800000;0.789039;
229.900000;0.783436;
230.000000;0.779906;
230.100000;0.776016;
230.200000;0.773555;
230.300000;0.770735;
230.400000;0.767206;
230.500000;0.763672;
230.600000;0.758711;
230.700000;0.755874;
230.800000;0.752670;
230.900000;0.749819;
231.000000;0.744816;
231.100000;0.739487;
231.200000;0.736255;
231.300000;0.734459;
231.400000;0.729416;
231.500000;0.724736;
231.600000;0.721515;
231.700000;0.718602;
231.800000;0.714590;
231.900000;0.710932;
232.000000;0.704803;
232.100000;0.697464;
232.200000;0.694895;
232.300000;0.691932;
232.400000;0.689707;
232.500000;0.685287;
232.600000;0.681677;
232.700000;0.676560;
232.800000;0.670577;
232.900000;0.666459;
233.000000;0.663145;
233.100000;0.656305;
233.200000;0.650923;
233.300000;0.647243;
233.400000;0.640706;
233.500000;0.631070;
233.600000;0.626595;
233.700000;0.623294;
233.800000;0.617791;
233.900000;0.614785;
234.000000;0.608653;
234.100000;0.602411;
234.200000;0.597570;
234.300000;0.591506;
234.400000;0.583664;
234.500000;0.576095;
234.600000;0.568136;
234.700000;0.564856;
234.800000;0.561169;
234.900000;0.557106;
235.000000;0.553812;
235.100000;0.548421;
235.200000;0.543981;
235.300000;0.539221;
235.400000;0.535242;
235.500000;0.529621;
235.600000;0.524095;
235.700000;0.517089;
235.800000;0.513053;
235.900000;0.510046;
236.000000;0.505997;
236.100000;0.501795;
236.200000;0.496157;
236.300000;0.491607;
236.400000;0.487497;
236.500000;0.483263;
236.600000;0.478277;
236.700000;0.472233;
236.800000;0.467598;
236.900000;0.463707;
237.000000;0.460590;
237.100000;0.456760;
237.200000;0.450496;
237.300000;0.443994;
237.400000;0.439186;
237.500000;0.436489;
237.600000;0.429042;
237.700000;0.423349;
237.800000;0.420991;
237.900000;0.416393;
238.000000;0.411895;
238.100000;0.407860;
238.200000;0.400383;
238.300000;0.396245;
238.400000;0.391014;
238.500000;0.387984;
238.600000;0.382494;
238.700000;0.377260;
238.800000;0.373053;
238.900000;0.370066;
239.000000;0.367512;
239.100000;0.362500;
239.200000;0.359682;
239.300000;0.354304;
239.400000;0.349368;
239.500000;0.344412;
239.600000;0.341929;
239.700000;0.336822;
239.800000;0.332178;
239.900000;0.326106;
240.000000;0.320029;
240.100000;0.315023;
240.200000;0.312148;
240.300000;0.307469;
240.400000;0.303487;
240.500000;0.296593;
240.600000;0.293000;
240.700000;0.289051;
240.800000;0.280684;
240.900000;0.277042;
241.000000;0.273393;
241.100000;0.268970;
241.200000;0.266777;
241.300000;0.259650;
241.400000;0.252395;
241.500000;0.246654;
241.600000;0.242645;
241.700000;0.239675;
241.800000;0.233689;
241.900000;0.230313;
242.000000;0.225970;
242.100000;0.215155;
242.200000;0.209726;
242.300000;0.204989;
242.400000;0.201162;
242.500000;0.195731;
242.600000;0.194171;
242.700000;0.190051;
242.800000;0.182734;
242.900000;0.174778;
243.000000;0.167426;
243.100000;0.164757;
243.200000;0.163196;
243.300000;0.160411;
243.400000;0.156239;
243.500000;0.151873;
243.600000;0.144112;
243.700000;0.139348;
243.800000;0.136674;
243.900000;0.133634;
244.000000;0.130584;
244.100000;0.126003;
244.200000;0.122986;
244.300000;0.117027;
244.400000;0.112207;
244.500000;0.109169;
244.600000;0.106562;
244.700000;0.104566;
244.800000;0.100859;
244.900000;0.097728;
245.000000;0.095924;
245.100000;0.092188;
245.200000;0.088569;
245.300000;0.085081;
245.400000;0.082545;
245.500000;0.080729;
245.600000;0.078802;
245.700000;0.075527;
245.800000;0.074072;
245.900000;0.071521;
246.000000;0.069330;
246.100000;0.066401;
246.200000;0.064568;
246.300000;0.062730;
246.400000;0.060154;
246.500000;0.057942;
246.600000;0.056835;
246.700000;0.053878;
246.800000;0.052024;
246.900000;0.049797;
247.000000;0.047939;
247.100000;0.046076;
247.200000;0.044584;
247.300000;0.041598;
247.400000;0.040099;
247.500000;0.038972;
247.600000;0.037469;
247.700000;0.036339;
247.800000;0.035206;
247.900000;0.033316;
248.000000;0.030661;
248.100000;0.028756;
248.200000;0.027993;
248.300000;0.026466;
248.400000;0.025320;
248.500000;0.024170;
248.600000;0.022244;
248.700000;0.021087;
248.800000;0.019928;
248.900000;0.017986;
249.000000;0.017207;
249.100000;0.016037;
249.200000;0.014864;
249.300000;0.014078;
249.400000;0.012894;
249.500000;0.011708;
249.600000;0.010518;
249.700000;0.009720;
249.800000;0.008918;
249.900000;0.008114;
250.000000;0.006902;
250.100000;0.006496;
250.200000;0.006088;
250.300000;0.004859;
250.400000;0.004031;
250.500000;0.003197;
250.600000;0.002776;
250.700000;0.002352;
250.800000;0.001926;
250.900000;0.001058;
251.000000;0.000615;
251.100000;0.000159;
251.200000;0.000159;
251.300000;0.000159;
251.400000;0.000159;
251.500000;0.000159;
251.600000;0.000159;
251.700000;0.000159;
251.800000;0.000159;
251.900000;0.000159;
252.000000;0.000159;
252.100000;0.000159;
252.200000;0.000159;
252.300000;0.000159;
252.400000;0.000159;
252.500000;0.000159;
252.600000;0.000159;
252.700000;0.000159;
252.800000;0.000159;
252.900000;0.000159;
253.000000;0.000159;
253.100000;0.000159;
253.200000;0.000159;
253.300000;0.000159;
253.400000;0.000159;
253.500000;0.000159;
253.600000;0.000159;
253.700000;0.000159;
253.800000;0.000159;
253.900000;0.000159;
254.000000;0.000159;
254.100000;0.000159;
254.200000;0.000159;
