t;TC1;TC2;TC3;TC4;
91.202000;645.857540;623.751937;581.630284;-273.000000;
91.302000;645.928642;623.734245;581.593846;-273.000000;
91.402000;645.837751;623.643185;581.467835;-273.000000;
91.502000;645.850546;623.753388;581.551686;-273.000000;
91.602000;645.716306;623.460276;581.382702;-273.000000;
91.702000;645.840844;623.520794;581.435499;-273.000000;
91.802000;645.671666;623.433774;581.331775;-273.000000;
91.902000;645.675120;623.429415;581.359718;-273.000000;
92.002000;645.659360;623.406924;581.282316;-273.000000;
92.102000;645.524526;623.320420;581.053539;-273.000000;
92.202000;645.633258;623.461343;581.158669;-273.000000;
92.302000;645.510625;623.335707;580.968053;-273.000000;
92.402000;645.459915;623.400021;581.109461;-273.000000;
92.502000;645.468297;623.234579;580.906941;-273.000000;
92.602000;645.373377;623.362686;581.004278;-273.000000;
92.702000;645.321743;623.075327;580.879814;-273.000000;
92.802000;645.347758;623.036806;580.936609;-273.000000;
92.902000;645.271504;623.107423;580.910847;-273.000000;
93.002000;645.261762;622.914094;580.684740;-273.000000;
93.102000;645.134960;622.992399;580.766805;-273.000000;
93.202000;645.250594;623.052390;580.690587;-273.000000;
93.302000;645.101383;622.956283;580.380496;-273.000000;
93.402000;645.038995;622.926665;580.480328;-273.000000;
93.502000;645.050788;622.976658;580.501945;-273.000000;
93.602000;644.974239;622.826074;580.336912;-273.000000;
93.702000;644.957887;622.929470;580.400539;-273.000000;
93.802000;644.946701;622.838344;580.348756;-273.000000;
93.902000;644.943571;622.867730;580.374516;-273.000000;
94.002000;644.778533;622.592396;580.234748;-273.000000;
94.102000;644.838525;622.593175;580.368016;-273.000000;
94.202000;644.791119;622.584179;580.132045;-273.000000;
94.302000;644.881995;622.593970;580.199329;-273.000000;
94.402000;644.691793;622.480735;580.014400;-273.000000;
94.502000;644.665917;622.484857;580.093872;-273.000000;
94.602000;644.688727;622.361232;579.866292;-273.000000;
94.702000;644.536693;622.435125;579.990899;-273.000000;
94.802000;644.532036;622.384172;579.896826;-273.000000;
94.902000;644.546236;622.334772;579.862175;-273.000000;
95.002000;644.393222;622.267722;579.896118;-273.000000;
95.102000;644.492248;622.125906;579.659787;-273.000000;
95.202000;644.293591;622.267056;579.719338;-273.000000;
95.302000;644.228111;622.120240;579.642573;-273.000000;
95.402000;644.338611;622.100259;579.625587;-273.000000;
95.502000;644.267417;622.006026;579.531799;-273.000000;
95.602000;644.247286;622.139075;579.571185;-273.000000;
95.702000;644.127925;622.025508;579.317908;-273.000000;
95.802000;644.296632;621.989459;579.474460;-273.000000;
95.902000;644.077294;621.969930;579.413021;-273.000000;
96.002000;644.030267;621.948847;579.340591;-273.000000;
96.102000;644.033458;622.028391;579.325618;-273.000000;
96.202000;643.907902;621.835636;579.130060;-273.000000;
96.302000;644.025562;621.850491;579.202656;-273.000000;
96.402000;643.932856;621.776030;579.202036;-273.000000;
96.502000;643.795729;621.698235;579.169298;-273.000000;
96.602000;643.806467;621.737216;579.135025;-273.000000;
96.702000;643.805187;621.596385;579.029488;-273.000000;
96.802000;643.793994;621.623766;578.938933;-273.000000;
96.902000;643.723047;621.471359;578.904711;-273.000000;
97.002000;643.730917;621.593289;578.957422;-273.000000;
97.102000;643.567435;621.493569;578.835119;-273.000000;
97.202000;643.615639;621.510247;578.706781;-273.000000;
97.302000;643.550099;621.429930;578.789516;-273.000000;
97.402000;643.522528;621.513680;578.626209;-273.000000;
97.502000;643.531053;621.351762;578.498812;-273.000000;
97.602000;643.434059;621.365258;578.627386;-273.000000;
97.702000;643.403835;621.379468;578.578921;-273.000000;
97.802000;643.478797;621.322011;578.504762;-273.000000;
97.902000;643.363057;621.278957;578.467824;-273.000000;
98.002000;643.273815;621.102139;578.246145;-273.000000;
98.102000;643.243102;621.186287;578.312692;-273.000000;
98.202000;643.194316;621.062831;578.295429;-273.000000;
98.302000;643.144504;621.089126;578.271581;-273.000000;
98.402000;643.163555;620.954878;578.088531;-273.000000;
98.502000;643.163244;620.978463;578.184728;-273.000000;
98.602000;643.015694;620.904632;578.234251;-273.000000;
98.702000;642.861840;620.744490;577.943688;-273.000000;
98.802000;643.044218;620.914725;577.990686;-273.000000;
98.902000;642.879260;620.797882;577.869396;-273.000000;
99.002000;642.933771;620.721943;577.979462;-273.000000;
99.102000;642.932386;620.635862;577.730645;-273.000000;
99.202000;643.044202;620.829100;577.736974;-273.000000;
99.302000;642.821540;620.510264;577.646004;-273.000000;
99.402000;642.746009;620.657574;577.629208;-273.000000;
99.502000;642.739172;620.613436;577.610182;-273.000000;
99.602000;642.640140;620.598402;577.562444;-273.000000;
99.702000;642.563904;620.565123;577.470056;-273.000000;
99.802000;642.543172;620.435878;577.485146;-273.000000;
99.902000;642.540309;620.337329;577.411182;-273.000000;
100.002000;642.528034;620.421937;577.507769;-273.000000;
100.102000;642.476527;620.371967;577.431102;-273.000000;
100.202000;642.512585;620.393756;577.282665;-273.000000;
100.302000;642.373089;620.326638;577.138821;-273.000000;
100.402000;642.419638;620.225025;577.153411;-273.000000;
100.502000;642.273563;620.317828;577.180815;-273.000000;
100.602000;642.239637;620.307017;577.021241;-273.000000;
100.702000;642.225205;620.212834;576.920193;-273.000000;
100.802000;642.403721;620.219700;576.942921;-273.000000;
100.902000;642.232179;619.966355;576.804476;-273.000000;
101.002000;642.200561;620.084294;576.846584;-273.000000;
101.102000;641.975199;619.977770;576.764795;-273.000000;
101.202000;641.992799;620.048994;576.811634;-273.000000;
101.302000;642.004141;619.865809;576.617940;-273.000000;
101.402000;641.896971;619.954337;576.585351;-273.000000;
101.502000;642.010548;619.841904;576.512932;-273.000000;
101.602000;641.905646;619.936461;576.661984;-273.000000;
101.702000;641.872948;619.814764;576.373909;-273.000000;
101.802000;641.901568;619.678696;576.267222;-273.000000;
101.902000;641.733380;619.809666;576.488507;-273.000000;
102.002000;641.771578;619.653840;576.411389;-273.000000;
102.102000;641.718358;619.752417;576.359329;-273.000000;
102.202000;641.566918;619.599272;576.187179;-273.000000;
102.302000;641.662702;619.550863;576.157682;-273.000000;
102.402000;641.591824;619.450646;576.018859;-273.000000;
102.502000;641.620052;619.578554;576.176221;-273.000000;
102.602000;641.464198;619.342817;575.974962;-273.000000;
102.702000;641.525911;619.464613;576.002592;-273.000000;
102.802000;641.287058;619.334565;575.918008;-273.000000;
102.902000;641.423918;619.388133;575.931647;-273.000000;
103.002000;641.431502;619.260923;575.667560;-273.000000;
103.102000;641.361076;619.361393;575.773140;-273.000000;
103.202000;641.328516;619.210612;575.743194;-273.000000;
103.302000;641.195274;619.299792;575.635502;-273.000000;
103.402000;641.314072;619.328715;575.609761;-273.000000;
103.502000;641.232932;619.172141;575.549111;-273.000000;
103.602000;641.061114;619.118823;575.680258;-273.000000;
103.702000;641.161569;619.070386;575.493795;-273.000000;
103.802000;640.977101;618.935738;575.314049;-273.000000;
103.902000;641.132687;619.037289;575.532680;-273.000000;
104.002000;640.999445;619.021080;575.526382;-273.000000;
104.102000;640.834065;618.907595;575.303648;-273.000000;
104.202000;641.084909;618.892605;575.185426;-273.000000;
104.302000;640.878847;618.768167;575.142412;-273.000000;
104.402000;640.896027;618.918023;575.085094;-273.000000;
104.502000;640.735017;618.808754;575.070880;-273.000000;
104.602000;640.677833;618.853640;574.987681;-273.000000;
104.702000;640.665848;618.833239;575.018013;-273.000000;
104.802000;640.684042;618.812070;574.892972;-273.000000;
104.902000;640.734004;618.763499;575.005307;-273.000000;
105.002000;640.700426;618.724543;574.843245;-273.000000;
105.102000;640.608984;618.765042;574.907134;-273.000000;
105.202000;640.584040;618.716355;574.739964;-273.000000;
105.302000;640.390746;618.399307;574.652944;-273.000000;
105.402000;640.454651;618.507358;574.716767;-273.000000;
105.502000;640.296088;618.459056;574.557415;-273.000000;
105.602000;640.425404;618.389803;574.438053;-273.000000;
105.702000;640.323580;618.350335;574.441511;-273.000000;
105.802000;640.332224;618.427626;574.508534;-273.000000;
105.902000;640.203222;618.342395;574.312411;-273.000000;
106.002000;640.269868;618.326525;574.272191;-273.000000;
106.102000;640.171008;618.330639;574.237211;-273.000000;
106.202000;640.184036;618.243860;574.358808;-273.000000;
106.302000;640.049529;618.237228;574.171232;-273.000000;
106.402000;640.092947;618.208746;574.273162;-273.000000;
106.502000;640.074725;618.100334;573.988008;-273.000000;
106.602000;639.921912;618.087046;574.283188;-273.000000;
106.702000;639.911994;617.935368;574.188207;-273.000000;
106.802000;639.852812;617.857666;574.014029;-273.000000;
106.902000;639.828969;617.920090;574.078626;-273.000000;
107.002000;639.756439;617.995187;573.958476;-273.000000;
107.102000;639.718241;617.777001;573.972971;-273.000000;
107.202000;639.752523;617.819584;573.921280;-273.000000;
107.302000;639.722045;617.722326;573.670556;-273.000000;
107.402000;639.667783;617.754848;573.859087;-273.000000;
107.502000;639.567361;617.725644;573.764724;-273.000000;
107.602000;639.612701;617.727965;573.633415;-273.000000;
107.702000;639.561303;617.639245;573.658122;-273.000000;
107.802000;639.497694;617.676685;573.545414;-273.000000;
107.902000;639.462612;617.602047;573.669176;-273.000000;
108.002000;639.476743;617.497867;573.563674;-273.000000;
108.102000;639.450999;617.440803;573.558021;-273.000000;
108.202000;639.318999;617.354156;573.391438;-273.000000;
108.302000;639.371553;617.465651;573.400391;-273.000000;
108.402000;639.332931;617.400008;573.280509;-273.000000;
108.502000;639.277555;617.430260;573.346921;-273.000000;
108.602000;639.211775;617.341987;573.235427;-273.000000;
108.702000;639.136975;617.414879;573.271129;-273.000000;
108.802000;639.218148;617.186481;573.139827;-273.000000;
108.902000;639.128566;617.308613;573.092115;-273.000000;
109.002000;639.175359;617.194464;573.103139;-273.000000;
109.102000;639.128143;617.253659;573.044828;-273.000000;
109.202000;639.048228;617.096747;573.002576;-273.000000;
109.302000;639.006628;617.010630;572.899734;-273.000000;
109.402000;639.110537;617.185906;572.894114;-273.000000;
109.502000;638.990462;617.139333;572.791662;-273.000000;
109.602000;638.966458;617.037320;572.647504;-273.000000;
109.702000;638.845742;617.112343;572.794821;-273.000000;
109.802000;638.820286;617.065967;572.675960;-273.000000;
109.902000;638.765555;617.049309;572.783460;-273.000000;
110.002000;638.718482;616.772358;572.541844;-273.000000;
110.102000;638.674447;616.914788;572.694194;-273.000000;
110.202000;638.710056;616.843272;572.397858;-273.000000;
110.302000;638.707106;616.958718;572.516195;-273.000000;
110.402000;638.700438;616.791281;572.355499;-273.000000;
110.502000;638.527865;616.674166;572.479729;-273.000000;
110.602000;638.572261;616.713528;572.346932;-273.000000;
110.702000;638.454621;616.590868;572.276885;-273.000000;
110.802000;638.504365;616.631408;572.227128;-273.000000;
110.902000;638.404436;616.580277;572.258072;-273.000000;
111.002000;638.525658;616.612709;572.132999;-273.000000;
111.102000;638.320587;616.474198;572.064020;-273.000000;
111.202000;638.427159;616.465576;572.059839;-273.000000;
111.302000;638.132673;616.403618;572.018718;-273.000000;
111.402000;638.296715;616.431622;572.014199;-273.000000;
111.502000;638.177459;616.377153;572.038528;-273.000000;
111.602000;638.252159;616.317111;571.936575;-273.000000;
111.702000;638.129097;616.348122;571.768916;-273.000000;
111.802000;638.082137;616.390428;571.934149;-273.000000;
111.902000;638.087743;616.236145;571.881878;-273.000000;
112.002000;638.027663;616.194250;571.839639;-273.000000;
112.102000;637.973039;616.223900;571.737491;-273.000000;
112.202000;638.033161;616.130561;571.639209;-273.000000;
112.302000;637.985219;616.232983;571.636995;-273.000000;
112.402000;637.820935;616.177286;571.712159;-273.000000;
112.502000;637.824463;616.066430;571.449956;-273.000000;
112.602000;637.843419;616.052530;571.441641;-273.000000;
112.702000;637.841397;615.945252;571.383093;-273.000000;
112.802000;637.678137;616.017516;571.359712;-273.000000;
112.902000;637.679208;615.967311;571.330347;-273.000000;
113.002000;637.739046;615.908887;571.322914;-273.000000;
113.102000;637.562233;615.937147;571.409147;-273.000000;
113.202000;637.605013;615.883334;571.138884;-273.000000;
113.302000;637.513164;615.897055;571.325451;-273.000000;
113.402000;637.421962;615.728583;571.090755;-273.000000;
113.502000;637.460508;615.797806;571.067694;-273.000000;
113.602000;637.436193;615.727040;571.069009;-273.000000;
113.702000;637.474862;615.823751;570.892306;-273.000000;
113.802000;637.448524;615.685991;570.776433;-273.000000;
113.902000;637.394464;615.609447;570.960511;-273.000000;
114.002000;637.351022;615.601436;570.896067;-273.000000;
114.102000;637.333538;615.642864;570.823951;-273.000000;
114.202000;637.174725;615.526220;570.720360;-273.000000;
114.302000;637.301812;615.552017;570.621031;-273.000000;
114.402000;637.072820;615.507400;570.740334;-273.000000;
114.502000;637.071696;615.429504;570.524864;-273.000000;
114.602000;637.107463;615.415069;570.717880;-273.000000;
114.702000;637.063081;615.237764;570.559235;-273.000000;
114.802000;637.071881;615.273329;570.615666;-273.000000;
114.902000;636.948921;615.316865;570.536342;-273.000000;
115.002000;636.921483;615.342464;570.350641;-273.000000;
115.102000;636.947189;615.274346;570.287228;-273.000000;
115.202000;636.917238;615.242079;570.370449;-273.000000;
115.302000;636.882678;615.306244;570.354486;-273.000000;
115.402000;636.805432;615.105234;570.216664;-273.000000;
115.502000;636.902447;615.144074;570.160199;-273.000000;
115.602000;636.634863;614.912499;570.006724;-273.000000;
115.702000;636.819357;614.955652;570.043164;-273.000000;
115.802000;636.602821;614.933690;569.952285;-273.000000;
115.902000;636.597063;614.945331;569.877796;-273.000000;
116.002000;636.479117;614.875211;569.862199;-273.000000;
116.102000;636.485713;615.021122;569.883453;-273.000000;
116.202000;636.452564;614.906980;569.702387;-273.000000;
116.302000;636.466622;614.908990;569.784728;-273.000000;
116.402000;636.345786;614.837314;569.601321;-273.000000;
116.502000;636.382408;614.700381;569.780502;-273.000000;
116.602000;636.351388;614.720568;569.627506;-273.000000;
116.702000;636.276928;614.513470;569.511633;-273.000000;
116.802000;636.257688;614.619146;569.486862;-273.000000;
116.902000;636.263102;614.545422;569.434207;-273.000000;
117.002000;636.083848;614.730995;569.571064;-273.000000;
117.102000;636.141586;614.481724;569.339951;-273.000000;
117.202000;636.271134;614.620666;569.401340;-273.000000;
117.302000;635.899598;614.495593;569.288395;-273.000000;
117.402000;636.091613;614.463784;569.289740;-273.000000;
117.502000;635.950751;614.413887;569.191989;-273.000000;
117.602000;636.065322;614.485269;569.250455;-273.000000;
117.702000;635.894784;614.345132;569.071339;-273.000000;
117.802000;635.978400;614.409400;569.060099;-273.000000;
117.902000;635.856772;614.177625;569.051644;-273.000000;
118.002000;635.847678;614.397465;569.101378;-273.000000;
118.102000;635.792014;614.300215;569.026042;-273.000000;
118.202000;635.781579;614.317178;569.057688;-273.000000;
118.302000;635.771407;614.284208;568.977902;-273.000000;
118.402000;635.718678;614.225202;568.755511;-273.000000;
118.502000;635.698594;614.251354;568.879951;-273.000000;
118.602000;635.688314;614.144252;568.635548;-273.000000;
118.702000;635.611932;614.158645;568.661619;-273.000000;
118.802000;635.596687;614.005181;568.668041;-273.000000;
118.902000;635.508327;614.086477;568.641713;-273.000000;
119.002000;635.465463;614.012079;568.512494;-273.000000;
119.102000;635.535923;613.891859;568.475273;-273.000000;
119.202000;635.514935;613.954585;568.506872;-273.000000;
119.302000;635.400586;613.894730;568.323478;-273.000000;
119.402000;635.362819;613.946919;568.421947;-273.000000;
119.502000;635.303677;613.782536;568.343364;-273.000000;
119.602000;635.322717;613.819951;568.352421;-273.000000;
119.702000;635.288981;613.818744;568.317580;-273.000000;
119.802000;635.290953;613.746338;568.254989;-273.000000;
119.902000;635.083997;613.723877;568.274839;-273.000000;
120.002000;635.189521;613.711886;568.087744;-273.000000;
120.102000;635.119651;613.664181;568.097161;-273.000000;
120.202000;635.183128;613.680292;568.175552;-273.000000;
120.302000;635.087277;613.673200;567.958438;-273.000000;
120.402000;635.048479;613.700339;567.941258;-273.000000;
120.502000;634.959613;613.479665;567.894032;-273.000000;
120.602000;634.975848;613.577074;567.827776;-273.000000;
120.702000;634.834233;613.418258;567.820727;-273.000000;
120.802000;634.804298;613.506179;567.738464;-273.000000;
120.902000;634.885098;613.536458;567.747285;-273.000000;
121.002000;634.771748;613.230470;567.616402;-273.000000;
121.102000;634.787233;613.378465;567.647761;-273.000000;
121.202000;634.656928;613.220968;567.509108;-273.000000;
121.302000;634.777500;613.341287;567.558145;-273.000000;
121.402000;634.793180;613.257786;567.331479;-273.000000;
121.502000;634.640280;613.276970;567.404709;-273.000000;
121.602000;634.517178;613.127988;567.322989;-273.000000;
121.702000;634.549258;613.273911;567.426633;-273.000000;
121.802000;634.493778;613.230560;567.302439;-273.000000;
121.902000;634.453334;613.240271;567.300658;-273.000000;
122.002000;634.394418;612.966178;567.180687;-273.000000;
122.102000;634.411636;613.018381;567.193862;-273.000000;
122.202000;634.404127;613.055338;566.978880;-273.000000;
122.302000;634.462447;612.990158;567.001044;-273.000000;
122.402000;634.343776;613.105621;567.062742;-273.000000;
122.502000;634.285014;613.029764;566.946029;-273.000000;
122.602000;634.291609;613.100173;566.974728;-273.000000;
122.702000;634.325334;612.920628;566.793226;-273.000000;
122.802000;634.179925;612.874816;566.970022;-273.000000;
122.902000;634.172377;612.806093;566.850507;-273.000000;
123.002000;634.048501;612.634710;566.774241;-273.000000;
123.102000;634.121105;612.694976;566.790965;-273.000000;
123.202000;634.131529;612.667780;566.681922;-273.000000;
123.302000;634.097645;612.816955;566.576420;-273.000000;
123.402000;634.021277;612.627838;566.621816;-273.000000;
123.502000;633.920937;612.611055;566.553435;-273.000000;
123.602000;633.939079;612.491564;566.647801;-273.000000;
123.702000;633.813041;612.500774;566.403738;-273.000000;
123.802000;633.945765;612.776568;566.508758;-273.000000;
123.902000;633.835965;612.601656;566.324204;-273.000000;
124.002000;633.748879;612.549486;566.385208;-273.000000;
124.102000;633.767357;612.546850;566.360614;-273.000000;
124.202000;633.724603;612.457285;566.143224;-273.000000;
124.302000;633.850717;612.476825;566.246584;-273.000000;
124.402000;633.717221;612.405283;566.039252;-273.000000;
124.502000;633.641437;612.416876;566.137395;-273.000000;
124.602000;633.595020;612.327228;566.016672;-273.000000;
124.702000;633.501586;612.389982;565.948067;-273.000000;
124.802000;633.525513;612.353644;566.020771;-273.000000;
124.902000;633.318904;612.195773;565.842800;-273.000000;
125.002000;633.465116;612.301290;565.959844;-273.000000;
125.102000;633.329216;612.139544;565.739979;-273.000000;
125.202000;633.379952;612.142347;565.850826;-273.000000;
125.302000;633.332932;612.188452;565.675015;-273.000000;
125.402000;633.258106;612.205600;565.661028;-273.000000;
125.502000;633.278173;612.111003;565.671573;-273.000000;
125.602000;633.194324;612.097688;565.497068;-273.000000;
125.702000;633.186454;612.126060;565.560438;-273.000000;
125.802000;633.105627;611.953128;565.470580;-273.000000;
125.902000;633.120305;612.046306;565.408547;-273.000000;
126.002000;633.162469;611.844283;565.457106;-273.000000;
126.102000;633.158716;611.855517;565.387848;-273.000000;
126.202000;632.994600;611.725383;565.216206;-273.000000;
126.302000;633.016180;611.798008;565.254288;-273.000000;
126.402000;632.943816;611.730819;565.205734;-273.000000;
126.502000;632.965914;611.934782;565.251586;-273.000000;
126.602000;632.845852;611.879069;565.132919;-273.000000;
126.702000;632.825527;611.830696;565.122295;-273.000000;
126.802000;632.839747;611.772265;564.937199;-273.000000;
126.902000;632.841014;611.756232;565.018748;-273.000000;
127.002000;632.808840;611.624552;564.921431;-273.000000;
127.102000;632.670420;611.664167;564.888313;-273.000000;
127.202000;632.712625;611.569293;564.768772;-273.000000;
127.302000;632.610517;611.629463;564.684806;-273.000000;
127.402000;632.717241;611.626478;564.833011;-273.000000;
127.502000;632.513425;611.548794;564.638002;-273.000000;
127.602000;632.493445;611.483882;564.707064;-273.000000;
127.702000;632.541347;611.392009;564.574293;-273.000000;
127.802000;632.423581;611.437783;564.734276;-273.000000;
127.902000;632.349477;611.320451;564.520528;-273.000000;
128.002000;632.427359;611.358420;564.633739;-273.000000;
128.102000;632.339999;611.321625;564.439738;-273.000000;
128.202000;632.381067;611.338112;564.535088;-273.000000;
128.302000;632.345681;611.285011;564.197609;-273.000000;
128.402000;632.309015;611.160770;564.378865;-273.000000;
128.502000;632.257005;611.110190;564.344695;-273.000000;
128.602000;632.226273;611.061417;564.186662;-273.000000;
128.702000;632.081680;611.106402;564.294118;-273.000000;
128.802000;632.067393;611.016116;564.049016;-273.000000;
128.902000;632.197211;611.159242;564.062727;-273.000000;
129.002000;632.064984;610.886117;564.014772;-273.000000;
129.102000;632.035884;611.084130;563.953945;-273.000000;
129.202000;632.009284;610.966795;563.856641;-273.000000;
129.302000;632.041784;611.053254;563.898881;-273.000000;
129.402000;631.888078;610.927011;563.852027;-273.000000;
129.502000;631.996272;610.902203;563.756214;-273.000000;
129.602000;631.928036;610.798313;563.812115;-273.000000;
129.702000;631.795820;610.899897;563.724005;-273.000000;
129.802000;631.771394;610.681149;563.546028;-273.000000;
129.902000;631.777896;610.882123;563.748139;-273.000000;
130.002000;631.676849;610.759518;563.461656;-273.000000;
130.102000;631.760117;610.642366;563.402473;-273.000000;
130.202000;631.693717;610.770225;563.546320;-273.000000;
130.302000;631.630581;610.718743;563.455840;-273.000000;
130.402000;631.611101;610.658325;563.435840;-273.000000;
130.502000;631.485739;610.669192;563.570240;-273.000000;
130.602000;631.446303;610.731316;563.337202;-273.000000;
130.702000;631.498049;610.569095;563.208496;-273.000000;
130.802000;631.435256;610.417206;563.145928;-273.000000;
130.902000;631.438209;610.556028;563.124406;-273.000000;
131.002000;631.435367;610.455342;563.060228;-273.000000;
131.102000;631.328769;610.503005;563.185202;-273.000000;
131.202000;631.283109;610.528716;562.840738;-273.000000;
131.302000;631.316481;610.503844;562.883742;-273.000000;
131.402000;631.250641;610.521655;562.961815;-273.000000;
131.502000;631.138819;610.381209;562.761056;-273.000000;
131.602000;631.248851;610.404670;562.871300;-273.000000;
131.702000;631.096541;610.272381;562.799681;-273.000000;
131.802000;631.227665;610.204874;562.938169;-273.000000;
131.902000;630.982821;610.159784;562.638160;-273.000000;
132.002000;631.077979;610.140693;562.781738;-273.000000;
132.102000;631.041247;610.095652;562.583549;-273.000000;
132.202000;631.072445;610.186746;562.576184;-273.000000;
132.302000;630.907979;610.155240;562.519088;-273.000000;
132.402000;630.905979;610.132023;562.434811;-273.000000;
132.502000;630.897821;610.055063;562.489311;-273.000000;
132.602000;630.876045;610.073681;562.400186;-273.000000;
132.702000;630.828377;610.093089;562.271092;-273.000000;
132.802000;630.700548;610.027831;562.257874;-273.000000;
132.902000;630.826291;610.057346;562.317198;-273.000000;
133.002000;630.735724;610.055193;562.156167;-273.000000;
133.102000;630.680286;609.980353;562.206596;-273.000000;
133.202000;630.666693;609.866290;562.169073;-273.000000;
133.302000;630.597419;609.885826;562.141652;-273.000000;
133.402000;630.484573;609.806448;562.070154;-273.000000;
133.502000;630.469908;609.850255;562.112638;-273.000000;
133.602000;630.406635;609.696680;561.891284;-273.000000;
133.702000;630.498693;609.799758;561.955659;-273.000000;
133.802000;630.440788;609.570047;561.761455;-273.000000;
133.902000;630.502924;609.736718;561.861168;-273.000000;
134.002000;630.394253;609.591563;561.738333;-273.000000;
134.102000;630.362015;609.667305;561.775773;-273.000000;
134.202000;630.347211;609.575907;561.664138;-273.000000;
134.302000;630.293908;609.583480;561.623742;-273.000000;
134.402000;630.331697;609.451109;561.511846;-273.000000;
134.502000;630.302761;609.495472;561.552302;-273.000000;
134.602000;630.145833;609.386315;561.440748;-273.000000;
134.702000;630.185666;609.462597;561.469839;-273.000000;
134.802000;630.178373;609.508782;561.509087;-273.000000;
134.902000;629.976393;609.291677;561.321439;-273.000000;
135.002000;630.048000;609.286149;561.401625;-273.000000;
135.102000;630.030922;609.332533;561.307969;-273.000000;
135.202000;629.999624;609.240856;561.210279;-273.000000;
135.302000;629.925568;609.307192;561.167120;-273.000000;
135.402000;629.908311;609.147043;561.141591;-273.000000;
135.502000;629.868522;609.115759;561.165229;-273.000000;
135.602000;629.841746;609.090535;561.129335;-273.000000;
135.702000;629.847295;609.123327;561.072718;-273.000000;
135.802000;629.688408;609.063126;560.953009;-273.000000;
135.902000;629.818368;608.987233;560.720568;-273.000000;
136.002000;629.828235;609.140533;560.848904;-273.000000;
136.102000;629.595159;608.957083;560.746071;-273.000000;
136.202000;629.639981;608.985219;560.802845;-273.000000;
136.302000;629.670715;608.878668;560.666042;-273.000000;
136.402000;629.517406;608.895004;560.693121;-273.000000;
136.502000;629.514442;608.833273;560.567449;-273.000000;
136.602000;629.515080;608.825216;560.560171;-273.000000;
136.702000;629.415804;608.717178;560.463971;-273.000000;
136.802000;629.442598;608.748321;560.467735;-273.000000;
136.902000;629.345747;608.613259;560.432105;-273.000000;
137.002000;629.426638;608.655490;560.488708;-273.000000;
137.102000;629.279926;608.491170;560.303560;-273.000000;
137.202000;629.533222;608.661909;560.359934;-273.000000;
137.302000;629.247662;608.494177;560.316140;-273.000000;
137.402000;629.195946;608.556986;560.254661;-273.000000;
137.502000;629.221024;608.513821;560.156595;-273.000000;
137.602000;629.128998;608.325649;560.315499;-273.000000;
137.702000;629.152196;608.372429;560.203340;-273.000000;
137.802000;629.132998;608.386660;560.221108;-273.000000;
137.902000;629.102536;608.260404;559.960445;-273.000000;
138.002000;629.124958;608.342425;560.008020;-273.000000;
138.102000;629.064178;608.241056;560.026761;-273.000000;
138.202000;628.890960;608.187759;560.070598;-273.000000;
138.302000;628.997742;608.155552;559.853245;-273.000000;
138.402000;628.842176;608.107575;559.728448;-273.000000;
138.502000;628.893149;608.216758;559.820235;-273.000000;
138.602000;628.848569;608.040812;559.630979;-273.000000;
138.702000;628.869274;608.127702;559.660751;-273.000000;
138.802000;628.773660;608.067430;559.557633;-273.000000;
138.902000;628.776378;608.041156;559.490067;-273.000000;
139.002000;628.736454;608.051339;559.576142;-273.000000;
139.102000;628.683062;607.986716;559.488328;-273.000000;
139.202000;628.685782;607.918286;559.481276;-273.000000;
139.302000;628.552260;607.802127;559.321319;-273.000000;
139.402000;628.600732;607.879752;559.320879;-273.000000;
139.502000;628.555252;607.818155;559.314947;-273.000000;
139.602000;628.450244;607.800333;559.246186;-273.000000;
139.702000;628.503238;607.734579;559.146715;-273.000000;
139.802000;628.539905;607.793946;559.178442;-273.000000;
139.902000;628.377152;607.753655;559.083378;-273.000000;
140.002000;628.395480;607.655501;559.055149;-273.000000;
140.102000;628.351609;607.529942;559.019338;-273.000000;
140.202000;628.273049;607.562047;558.974484;-273.000000;
140.302000;628.207194;607.502673;558.730993;-273.000000;
140.402000;628.140225;607.508312;558.800540;-273.000000;
140.502000;628.144049;607.597123;558.860458;-273.000000;
140.602000;628.142869;607.530669;558.685425;-273.000000;
140.702000;628.138527;607.304978;558.692699;-273.000000;
140.802000;628.098267;607.360776;558.646419;-273.000000;
140.902000;628.032567;607.166433;558.657284;-273.000000;
141.002000;628.051549;607.336885;558.555996;-273.000000;
141.102000;628.070436;607.242727;558.437600;-273.000000;
141.202000;627.958778;607.316826;558.474175;-273.000000;
141.302000;627.949227;607.258359;558.327738;-273.000000;
141.402000;627.958761;607.181752;558.308735;-273.000000;
141.502000;627.847701;607.200751;558.411987;-273.000000;
141.602000;627.788883;607.182282;558.283949;-273.000000;
141.702000;627.868099;607.133412;558.387313;-273.000000;
141.802000;627.733159;606.885486;558.232576;-273.000000;
141.902000;627.700499;606.935265;558.317402;-273.000000;
142.002000;627.759665;606.993885;558.185114;-273.000000;
142.102000;627.616474;606.931762;558.038598;-273.000000;
142.202000;627.718849;606.969311;558.159187;-273.000000;
142.302000;627.653759;606.875359;558.057322;-273.000000;
142.402000;627.664011;606.975548;558.044734;-273.000000;
142.502000;627.512908;606.799424;557.861516;-273.000000;
142.602000;627.563921;606.797398;557.923931;-273.000000;
142.702000;627.474907;606.710542;557.855180;-273.000000;
142.802000;627.570279;606.808556;557.812068;-273.000000;
