t	fs_A	fs_V
0	0	0	0
0.002	0	0	0
0.0041	6.73627578089792E-09	6.10465238618599E-15	5.27465E-12
0.006	6.89722499782251E-09	2.60309129470566E-14	5.26771E-12
0.00800000000000001	7.19408337399156E-09	6.33869302227042E-14	5.27068E-12
0.0101	7.65846875723089E-09	1.23367561820219E-13	5.29672E-12
0.0121	8.26156508759949E-09	2.03997253441453E-13	5.3097E-12
0.0141	9.04053999377271E-09	3.12545088533458E-13	5.32713999999999E-12
0.0161	1.00181014130385E-08	4.55486891930351E-13	5.35015999999999E-12
0.0180999999999999	1.11874864442415E-08	6.35831655401814E-13	5.37996999999998E-12
0.0200999999999999	1.25246061755633E-08	8.5388371092558E-13	5.41789999999997E-12
0.0220999999999999	1.40305696104479E-08	1.11377392824963E-12	5.46536999999996E-12
0.0240999999999999	1.57063286940138E-08	1.4198046681339E-12	5.52392999999996E-12
0.0260999999999999	1.75527333588272E-08	1.77641868158355E-12	5.59525999999994E-12
0.0280999999999999	1.95705707370499E-08	2.18817568820632E-12	5.68121999999993E-12
0.0300999999999999	2.17605918199799E-08	2.65973489426278E-12	5.78384999999992E-12
0.0320999999999999	2.41235288462045E-08	3.1958419759509E-12	5.90539999999993E-12
0.0341	2.66601061659604E-08	3.80131936324389E-12	6.04839999999996E-12
0.036	2.9231347348301E-08	4.44523197833914E-12	6.13693000000001E-12
0.0380000000000001	3.21086043400021E-08	5.20011001891269E-12	6.32617000000006E-12
0.0400000000000001	3.51616416470486E-08	6.03896940613112E-12	6.5461700000001E-12
0.0420000000000002	3.83911919658121E-08	6.96687925176699E-12	6.80098000000017E-12
0.0440000000000002	4.17979920371105E-08	7.98896255870246E-12	7.09523000000025E-12
0.0460000000000003	4.53827820819858E-08	9.11039411070168E-12	7.43422000000032E-12
0.0480000000000003	4.91463050391963E-08	1.03363987535445E-11	7.82403000000041E-12
0.0500000000000004	5.30893057278704E-08	1.16722499712322E-11	8.27168000000049E-12
0.0520000000000005	5.721253000975E-08	1.3123268686818E-11	8.78526000000061E-12
0.0540000000000005	6.15167239937779E-08	1.46948222359952E-11	9.37411000000073E-12
0.0560000000000006	6.60026333055972E-08	1.63923234749941E-11	1.00490000000009E-11
0.0580000000000006	7.06710024318919E-08	1.82212299940722E-11	1.0822600000001E-11
0.0600000000000007	7.55225741417946E-08	2.01870434149943E-11	1.17092000000012E-11
0.0620000000000007	8.05580889830545E-08	2.22953087561163E-11	1.27259000000014E-11
0.0640000000000008	8.57782848481651E-08	2.45516138525447E-11	1.38919000000016E-11
0.0660000000000009	9.11838966044391E-08	2.69615888217165E-11	1.52300000000018E-11
0.0680000000000009	9.67756557815961E-08	2.95309055668911E-11	1.67663000000021E-11
0.070000000000001	1.02554290310483E-07	3.22652773126708E-11	1.85313000000024E-11
0.072000000000001	1.0852052430687E-07	3.51704581678925E-11	2.05602000000028E-11
0.0740000000000011	1.17407975840381E-07	3.94891352999294E-11	2.28936000000031E-11
0.0760000000000012	1.35094977931082E-07	4.8897846938881E-11	2.55788000000036E-11
0.0780000000000012	1.53658470923489E-07	5.94597176239326E-11	2.86703000000041E-11
0.0800000000000013	1.73138671909121E-07	7.12523281268552E-11	3.54483000000048E-11
0.0820000000000013	1.93578768823105E-07	8.43614912686428E-11	4.35144000000057E-11
0.0840000000000014	2.15024980829805E-07	9.88815558848688E-11	5.26564000000067E-11
0.0860000000000014	2.37526656194258E-07	1.14915849859103E-10	6.3019200000008E-11
0.0880000000000015	2.61136398645578E-07	1.3257723841068E-10	7.47673000000094E-11
0.0900000000000016	2.85910217008392E-07	1.51988785095627E-10	8.8088100000011E-11
0.0920000000000016	3.11907695060015E-07	1.73284509806183E-10	1.03195000000013E-10
0.0940000000000017	3.39192179895124E-07	1.96610242452564E-10	1.20330000000015E-10
0.0960000000000017	3.67830987920282E-07	2.2212457403462E-10	1.39769000000018E-10
0.0980000000000018	3.9789562815706E-07	2.49999909037685E-10	1.61827000000021E-10
0.100000000000002	4.29462042912925E-07	2.80423624843208E-10	1.86862000000025E-10
0.102000000000002	4.62610866139318E-07	3.13599345316957E-10	2.15280000000029E-10
0.104000000000002	4.97427699958141E-07	3.49748337024937E-10	2.47545000000034E-10
0.106000000000002	5.34003409899883E-07	3.89111037668676E-10	2.84183000000039E-10
0.108000000000002	5.72434439349047E-07	4.31948727329507E-10	3.25795000000046E-10
0.110000000000002	6.12823143559757E-07	4.78545353985696E-10	3.73061000000054E-10
0.112000000000002	6.55278143566702E-07	5.29209525722973E-10	4.26756000000062E-10
0.114000000000002	6.99916594328704E-07	5.84283595077715E-10	4.87761000000073E-10
0.116000000000002	7.46877193482379E-07	6.44192939123809E-10	5.57073000000085E-10
0.118000000000002	7.96315003004362E-07	7.09430692384759E-10	6.35826000000099E-10
0.120000000000002	8.48396631805076E-07	7.80543001923369E-10	7.25305000000116E-10
0.122000000000002	9.03300951655628E-07	8.58134566991026E-10	8.26967000000134E-10
0.124000000000003	9.61219959928074E-07	9.42874956320613E-10	9.42461000000155E-10
0.126000000000002	1.02235964705049E-06	1.03550551464507E-09	1.07365000000017E-09
0.128000000000002	1.08694092662393E-06	1.13684699401875E-09	1.22265000000018E-09
0.130000000000002	1.15520061717954E-06	1.24780795887726E-09	1.39184000000018E-09
0.132000000000002	1.22739247769432E-06	1.36939403638886E-09	1.58391000000018E-09
