t	fs
0	0
0.0101	0.000114841100363
0.0200999999999999	0.000316222686472459
0.0300999999999999	0.00044665988046927
0.0400000000000001	0.00053027948739806
0.0500000000000004	0.000591321879203472
0.0600000000000007	0.000639383551830707
0.070000000000001	0.000682906792274009
0.0800000000000013	0.000727215443601327
0.0900000000000016	0.000776589128062417
0.100000000000002	0.000833857064676563
0.110000000000002	0.000900778891516141
0.120000000000002	0.000977689976991092
0.130000000000002	0.00106380876424927
0.140000000000001	0.00115759840838999
0.1501	0.00125878900763439
0.160099999999999	0.00136339576748696
0.170099999999998	0.00147065347334313
0.180099999999996	0.00157925660881307
0.190099999999995	0.00168832489477466
