t	nv
0	0
0.0101	1011263496.12276
0.0200999999999999	15611759952.3609
0.0300999999999999	61114661679.4277
0.0400000000000001	138735238664.518
0.0500000000000004	246298201856.46
0.0600000000000007	370483842333.833
0.070000000000001	500870934656.926
0.0800000000000013	625560418787.599
0.0900000000000016	737211088673.492
0.100000000000002	829125915644.522
0.110000000000002	898198421504.534
0.120000000000002	942295013126.622
0.130000000000002	963113269817.054
0.140000000000001	966099666225.644
0.1501	966099666225.644
0.160099999999999	966099666225.644
0.170099999999998	966099666225.644
0.180099999999996	966099666225.644
0.190099999999995	966099666225.644
