t	fs
0	0	0
0.01	3.6E-07	1.39626340159546E-06
0.02	1.60444444444445E-06	5.58505360638186E-06
0.03	3.73777777777778E-06	1.25663706143592E-05
0.04	6.76E-06	2.23402144255275E-05
0.05	1.06711111111111E-05	3.49065850398866E-05
0.06	1.54711111111111E-05	5.02654824574368E-05
0.07	2.116E-05	6.84169066781778E-05
0.0800000000000001	4.58243342329877E-05	8.93608577021098E-05
0.0900000000000001	5.33998444370693E-05	0.000113097335529233
0.1	6.21363523735772E-05	0.000139626340159547
0.11	7.20338580425115E-05	0.000168947871593051
0.12	0.000114034511732889	0.000201061929829747
0.13	0.000134849825326535	0.000235968514869634
0.14	0.000157878416678298	0.000273667626712711
0.15	0.000183120285788177	0.00031415926535898
0.16	0.000233771395362271	0.000357443430808439
0.17	0.00025405208476281	0.00040352012306109
0.18	0.000351293395108489	0.000452389342116931
0.19	0.000376548997870153	0.000504051087975963
0.2	0.000403259723220767	0.000558505360638186
0.21	0.000432131796037439	0.0006157521601036
0.22	0.00046316521632017	0.000675791486372205
0.23	0.000578309054200414	0.000738623339444001
0.24	0.000616096248816587	0.000804247719318988
0.25	0.000725482419990571	0.000872664625997166
0.26	0.000756379210821645	0.000943874059478535
0.27	0.000789447136385681	0.00101787601976309
0.28	0.000867788973794618	0.00109467050685084
0.29	0.000956712733943004	0.00117425752074179
0.3	0.000999916775117916	0.00125663706143592
0.31	0.00108664410012858	0.00134180912893324
0.32	0.00121411725173019	0.00142977372323376
0.33	0.0012976697707609	0.00152053084433746
0.34	0.0013455592005394	0.00161408049224436
0.35	0.00148152945502591	0.00171042266695445
0.36	0.00152693223828073	0.00180955736846772
0.37	0.00157502819055011	0.00191148459678419
0.38	0.0016720358256002	0.00201620435190385
0.39	0.00181772565982304	0.0021237166338267
0.4	0.00196124297632756	0.00223402144255275
0.41	0.00201505904366991	0.00234711877808198
0.42	0.00215683117774478	0.0024630086404144
0.43	0.00220896195666113	0.00258169102955002
0.44	0.00231363598487326	0.00270316594548882
0.45	0.00237762904191483	0.00282743338823082
0.46	0.00258570230200304	0.00295449335777601
0.47	0.00273727807755639	0.00308434585412438
0.48	0.00279581596736394	0.00321699087727595
0.49	0.00294835937570036	0.00335242842723071
0.5	0.00306297140405936	0.00349065850398866
0.51	0.00317626148685469	0.00363168110754981
0.52	0.00334262154029744	0.00377549623791414
