0.0	0.0
1.5928e-3	0.0114
3.0256e-3	0.0237
4.2986e-3	0.0367
5.7311e-3	0.0503
6.8448e-3	0.062
8.1184e-3	0.0731
9.3919e-3	0.0844
0.0105	0.0958
0.0121	0.1075
0.0134	0.1202
0.0143	0.1309
0.0156	0.143
0.0169	0.1543
0.0181	0.1657
0.0201	0.1822
0.0226	0.2037
0.0245	0.2214
0.0264	0.2378
0.029	0.2486
0.0315	0.2536
0.0347	0.2492
0.0366	0.2416
0.0382	0.2334
0.0402	0.2245
0.0424	0.2156
0.0443	0.2048
0.0478	0.1928
0.0523	0.1801
0.0574	0.17
0.0628	0.1623
0.0686	0.156
0.0743	0.1509
0.0811	0.1452
0.0871	0.1413
0.0929	0.1375
0.0983	0.1356
0.1037	0.1324
0.1095	0.1305
0.1152	0.1292
0.121	0.1279
0.1261	0.1259
0.1325	0.1246
0.1398	0.1246
0.1472	0.1239
0.1558	0.1245
0.1628	0.1296
0.1692	0.1352
0.1756	0.1421
0.1813	0.1466
0.1886	0.1528
0.1947	0.1591
0.2017	0.1661
0.2084	0.173
0.2147	0.1806
0.2209	0.1862
0.2263	0.1925
0.233	0.1988
0.2384	0.2039
0.2445	0.2107
0.2496	0.2165
