t	fsi_A	fsi_V
0	0	0	0
0.002	0	0	0
0.0041	1	0.0109727539366741	1
0.006	1	0.0448223888455694	0.999962034207179
0.00800000000000001	1	0.101397997568163	0.999922217078853
0.0101	1	0.177387790136537	1
0.0121	1	0.258488233523967	1
0.0141	1	0.341816608075527	1
0.0161	1	0.422593700999818	1
0.0180999999999999	1	0.49766309611271	1
0.0200999999999999	1	0.565324826644503	1
0.0220999999999999	1	0.624986820211856	0.999999999999999
0.0240999999999999	1	0.676793863382207	0.999999999999999
0.0260999999999999	1	0.721317564273304	0.999999999999999
0.0280999999999999	1	0.759332199108432	0.999999999999998
0.0300999999999999	1	0.791669537756291	0.999999999999998
0.0320999999999999	1	0.819134151927357	0.999999999999998
0.0341	1	0.842460094073426	0.999999999999999
0.036	1	0.861375877409643	0.997159100143346
0.0380000000000001	1	0.878407777438653	0.996789441249299
0.0400000000000001	1	0.892952853490572	0.996400418428522
0.0420000000000002	1	0.905947159107776	0.995995768671769
0.0440000000000002	1	0.918453819901574	0.995576227593344
0.0460000000000003	1	0.928894745108874	0.995141703658671
0.0480000000000003	1	0.937664927216907	0.99469812252212
0.0500000000000004	1	0.945075649992193	0.994246615886439
0.0520000000000005	1	0.951373497351992	0.99379059245882
0.0540000000000005	1	0.956754883375942	0.993332201519495
0.0560000000000006	1	0.961377155152515	0.992874955468513
0.0580000000000006	1	0.965367091324269	0.992420832146744
0.0600000000000007	1	0.968827427174544	0.991976975192354
0.0620000000000007	1	0.971841884427839	0.991532903729804
0.0640000000000008	1	0.974479066117384	0.99111340073418
0.0660000000000009	1	0.977356579920647	0.99069958686594
0.0680000000000009	1	0.978579511271655	0.990305940946372
0.070000000000001	1	1.0742464996006	0.989924027813644
0.072000000000001	0.999923268532454	1.14031515785192	0.989566453997215
0.0740000000000011	0.997177796913995	1.18224134015266	0.989227406451507
0.0760000000000012	0.991170435352037	1.20481638803626	0.988910376385844
0.0780000000000012	0.981907121921792	1.21186991056226	0.988617456937861
0.0800000000000013	0.967894970144192	1.20335115124266	0.995455753541787
0.0820000000000013	0.950005415190365	1.18288263383175	0.975677405098821
0.0840000000000014	0.929147181917305	1.15368460887299	0.945324866556207
0.0860000000000014	0.923535265689223	1.15102712339403	0.90857320126745
0.0880000000000015	0.916151365664827	1.14405132520332	0.868383505306732
0.0900000000000016	0.90732022353084	1.13355096825564	0.826822275246272
0.0920000000000016	0.886311545933405	1.09952606074885	0.785318321647712
0.0940000000000017	0.839714416147516	1.01792580745913	0.744801271860061
0.0960000000000017	0.821537543389073	0.988777001243613	0.705914462021499
0.0980000000000018	0.801544236289599	0.956543341743309	0.66902111324373
0.100000000000002	0.780203486406912	0.922217281989799	0.634319472591667
0.102000000000002	0.757939359248427	0.886661844687427	0.601900150653529
0.104000000000002	0.735126598843523	0.850607234047183	0.571762553119742
0.106000000000002	0.704441030765304	0.801482392652682	0.543852581408699
0.108000000000002	0.675714486243675	0.75645415773419	0.518082719356974
0.110000000000002	0.648255226277073	0.714324689510964	0.49434326245912
0.112000000000002	0.635315559791423	0.696489575994702	0.472509945096664
0.114000000000002	0.621566655777119	0.677587015313786	0.453439999999962
0.116000000000002	0.606968839362372	0.657551385826633	0.434903389830485
0.118000000000002	0.589502567350375	0.633111517511881	0.417094964028765
0.120000000000002	0.564890087270506	0.597483440757694	0.401093865030674
0.122000000000002	0.545495770980007	0.570509028544724	0.387304736842111
0.124000000000003	0.529509018324625	0.5491397411751	0.374066063348428
0.126000000000002	0.517195241328079	0.53359100993301	0.362044140624982
0.128000000000002	0.505051963537165	0.518369937352472	0.352542372881303
0.130000000000002	0.488581569472405	0.49660859037134	0.342182890855417
0.132000000000002	0.475629521625672	0.480293145158288	0.332474226804124
0.134000000000002	0.464500420327619	0.466792598931555	0.322799097065475
0.136000000000001	0.453408651462621	0.453375205421088	0.316103379721671
0.138000000000001	0.441905312640666	0.439353833774374	0.307557117750441
0.140000000000001	0.431576969235883	0.427054267647573	0.301092043681744
0.142000000000001	0.422102997756187	0.415994128521514	0.296244784422805
0.144	0.415184874351751	0.408655346275203	0.289800995024873
0.146	0.407905203197185	0.400737191919508	0.284598214285713
0.148	0.397690739769713	0.388464249620485	0.279678068410463
0.1501	0.387696474120448	0.376602501357041	0.274705349048051
0.1521	0.38199290633022	0.370801274030615	0.27018121911038
0.154099999999999	0.376292411323798	0.364940592331781	0.265765765765769
0.156099999999999	0.370762249151318	0.359262610627528	0.262542955326458
0.158099999999999	0.364453734673706	0.352384644015344	0.258838383838383
0.160099999999999	0.357409627277477	0.344371610617653	0.255529685681022
0.162099999999998	0.35259570270698	0.339515430498232	0.25201938610663
0.164099999999998	0.348204040423301	0.335203723901777	0.248751248751258
0.166099999999998	0.34364106639873	0.330577260203703	0.246046511627914
0.168099999999998	0.336947442237515	0.322814802327898	0.243161094224933
0.170099999999998	0.333282229496819	0.319341328758748	0.240748271655153
0.172099999999997	0.329381221851553	0.315470943521502	0.238258877434144
0.174099999999997	0.325914562365389	0.312163766674833	0.235801581595983
0.176099999999997	0.32234142910478	0.30864185853725	0.233797081778078
0.178099999999997	0.318336871512396	0.304445474350704	0.231781701444624
0.180099999999996	0.315127500557767	0.301329747874422	0.229598051157134
0.182099999999996	0.312077131332245	0.298389268821897	0.22778581765557
0.184099999999996	0.309759537128758	0.296446620542469	0.226019845644984
0.186099999999996	0.307326072086478	0.294291090197605	0.224092582851142
0.188099999999996	0.304581492068261	0.291643214666813	0.222585513078471
0.190099999999995	0.301206778530715	0.2880508381365	0.221151529751865
