t	Cd
0	0	0
0.002	0	0
0.0041	0	5.02338
0.006	0	5.02104
0.00800000000000001	0	5.03273
0.0101	0	5.05844
0.0121	0	5.07013
0.0141	0	5.08182
0.0161	0	5.09349999999999
0.0180999999999999	0	5.10518999999999
0.0200999999999999	0	5.11687999999999
0.0220999999999999	0	5.12855999999999
0.0240999999999999	0	5.14024999999999
0.0260999999999999	0	5.15192999999999
0.0280999999999999	0	5.16361999999998
0.0300999999999999	0	5.17529999999998
0.0320999999999999	0	5.18697999999999
0.0341	0	5.19865999999999
0.036	0	5.19698
0.0380000000000001	0	5.20879000000001
0.0400000000000001	0	5.22061000000001
0.0420000000000002	0	5.23244000000002
0.0440000000000002	0	5.24429000000003
0.0460000000000003	0	5.25614000000004
0.0480000000000003	0	5.26801000000004
0.0500000000000004	0	5.27990000000005
0.0520000000000005	0	5.29179000000005
0.0540000000000005	0	5.30369000000006
0.0560000000000006	0	5.31559000000007
0.0580000000000006	0	5.32750000000007
0.0600000000000007	0	5.33942000000008
0.0620000000000007	0	5.35133000000008
0.0640000000000008	0	5.36325000000008
0.0660000000000009	0	5.37516000000009
0.0680000000000009	0	5.38707000000009
0.070000000000001	0	5.39896000000009
0.072000000000001	5.41540341055053	5.4108400000001
0.0740000000000011	5.42604263213457	5.4227100000001
0.0760000000000012	5.43662178841116	5.4345600000001
0.0780000000000012	5.4471360746799	5.4463800000001
0.0800000000000013	5.45757965676131	5.46544000000001
0.0820000000000013	5.467945616707	5.47671000000001
0.0840000000000014	5.47822635325391	5.48793000000001
0.0860000000000014	5.48840543155761	5.49909000000001
0.0880000000000015	5.49846124357135	5.51018000000001
0.0900000000000016	5.50838594610244	5.52119000000001
0.0920000000000016	5.51817628698502	5.53211000000001
0.0940000000000017	5.52785593800393	5.54294000000001
0.0960000000000017	5.53738560743338	5.55365000000001
0.0980000000000018	5.54674490916433	5.56424000000001
0.100000000000002	5.55591986032947	5.57469000000001
0.102000000000002	5.56489547539454	5.58499000000001
0.104000000000002	5.57365576998795	5.59510000000001
0.106000000000002	5.58219162089856	5.60502000000001
0.108000000000002	5.59049593368612	5.61472000000001
0.110000000000002	5.59786439595935	5.62418000000001
0.112000000000002	5.60631703515698	5.63338000000001
0.114000000000002	5.61377768069928	5.64227000000001
0.116000000000002	5.62089898962517	5.65084000000001
0.118000000000002	5.62766260433256	5.65905000000001
0.120000000000002	5.63407319110001	5.66687000000001
0.122000000000002	5.64011208303087	5.67427000000001
0.124000000000003	5.64574188908808	5.68122000000001
0.126000000000002	5.65095104675872	5.68768000000001
0.128000000000002	5.65571639421916	5.69361000000001
0.130000000000002	5.66002262934144	5.69900000000001
0.132000000000002	5.66387297022693	5.7038
0.134000000000002	5.66723676273322	5.708
0.136000000000001	5.67010582925885	5.71158
0.138000000000001	5.67247848182827	5.71451
0.140000000000001	5.67437566912361	5.7168
0.142000000000001	5.67578908028655	5.71843
0.144	5.67672852483526	5.7194
0.146	5.67718642947755	5.71974
0.148	5.67717859860751	5.71945
0.1501	5.67671590825013	5.71849
0.1521	5.67585447068184	5.71698
0.154099999999999	5.67457844301497	5.71493
0.156099999999999	5.67294049417753	5.71237
0.158099999999999	5.67094440824069	5.70935
0.160099999999999	5.66863717210429	5.7059
0.162099999999998	5.66604532227835	5.70206
0.164099999999998	5.66318304944018	5.69789
0.166099999999998	5.66008116854049	5.69342
0.168099999999998	5.65677548526394	5.68870000000001
0.170099999999998	5.65330595288821	5.68377000000001
0.172099999999997	5.6496705007811	5.67866000000001
0.174099999999997	5.64590016704492	5.67341000000001
0.176099999999997	5.64202324421733	5.66806000000001
0.178099999999997	5.63805526219736	5.66263000000001
0.180099999999996	5.63400957811574	5.65716000000001
0.182099999999996	5.62995315734877	5.65166000000001
0.184099999999996	5.62584431771181	5.64615000000001
0.186099999999996	5.62170869667352	5.64067000000001
0.188099999999996	5.61756121087334	5.63521000000001
0.190099999999995	5.61341028406243	5.62981000000001
0.192099999999995	5.60928518936384	5.62446000000001
0.194099999999995	5.60518581143843	5.61918000000001
0.196099999999995	5.60110921560048	5.61398000000001
0.198099999999995	5.59710199491849	5.60887000000001
0.200099999999994	5.59312676475141	5.60384000000001
0.202099999999994	5.58919610961416	5.59891000000001
0.204099999999994	5.58532165883963	5.59407000000002
0.206099999999994	5.58151267254418	5.58934000000002
0.208099999999993	5.57777239695736	5.58471000000002
0.210099999999993	5.57410113103802	5.58018000000002
0.212099999999993	5.57049356341315	5.57575000000002
0.214099999999993	5.56695195885038	5.57142000000002
0.216099999999993	5.56347858740796	5.56720000000001
0.218099999999992	5.56008309270973	5.56307000000002
0.220099999999992	5.55675731021415	5.55905000000002
0.222099999999992	5.55350670119694	5.55512000000002
0.224099999999992	5.55032814514548	5.55130000000002
0.226099999999991	5.54721620934547	5.54756000000002
0.228099999999991	5.54417474417503	5.54392000000002
0.230099999999991	5.54120328825642	5.54037000000002
0.232099999999991	5.53829921500647	5.53691000000002
0.234099999999991	5.53545911750988	5.53353000000002
0.23609999999999	5.532682309837	5.53024000000002
0.23809999999999	5.52996829623851	5.52704000000002
0.24009999999999	5.52731930211107	5.52391000000002
0.24209999999999	5.52472805267962	5.52086000000002
0.244099999999989	5.52219599858645	5.51789000000002
0.246099999999989	5.51972486794365	5.51500000000001
0.248099999999989	5.51731679123003	5.51217000000002
0.250099999999989	5.51496532637424	5.50942000000002
0.252099999999989	5.51266981934692	5.50674000000001
0.254099999999988	5.5104304663847	5.50412000000002
0.256099999999988	5.50824549246055	5.50157000000002
