t	T
0	894.5	894.5
0.002	894.41	894.41
0.0041	894.315536238244	894.3155
0.006	894.230053294361	894.23
0.00800000000000001	894.140061588261	894.14
0.0101	894.045581510752	894.04551
0.0121	893.955613713525	893.95552
0.0141	893.865661542943	893.86552
0.0161	893.775728582193	893.77553
0.0180999999999999	893.685838116368	893.68555
0.0200999999999999	893.596043553414	893.59556
0.0220999999999999	893.50630416103	893.50558
0.0240999999999999	893.416626025212	893.4156
0.0260999999999999	893.326952568987	893.32563
0.0280999999999999	893.23729727452	893.23567
0.0300999999999999	893.147879801998	893.14571
0.0320999999999999	893.058409724177	893.05576
0.0341	892.969032916206	892.96582
0.036	892.884218560427	892.88035
0.0380000000000001	892.795046408962	892.79043
0.0400000000000001	892.706098218109	892.70052
0.0420000000000002	892.617290614833	892.61062
0.0440000000000002	892.528420634224	892.52074
0.0460000000000003	892.439570528212	892.43087
0.0480000000000003	892.350867647661	892.34103
0.0500000000000004	892.262399253916	892.25121
0.0520000000000005	892.174380911677	892.16142
0.0540000000000005	892.086345686236	892.07166
0.0560000000000006	891.998411170707	891.98193
0.0580000000000006	891.910422776235	891.89224
0.0600000000000007	891.822703103511	891.80259
0.0620000000000007	891.735476799741	891.713
0.0640000000000008	891.648241652819	891.62347
0.0660000000000009	891.56184021364	891.53401
0.0680000000000009	891.475977120378	891.44462
0.070000000000001	891.390438075211	891.35533
0.072000000000001	891.305243507067	891.26614
0.0740000000000011	891.220429956552	891.17707
0.0760000000000012	891.136042909566	891.08814
0.0780000000000012	891.052107059834	890.99938
0.0800000000000013	890.968657382776	890.9118
0.0820000000000013	890.885771006478	890.82501
0.0840000000000014	890.803492949035	890.73863
0.0860000000000014	890.721878209967	890.65273
0.0880000000000015	890.641011972281	890.56737
0.0900000000000016	890.560946638703	890.48261
0.0920000000000016	890.481789148994	890.39853
0.0940000000000017	890.403618118769	890.31521
0.0960000000000017	890.3265334276	890.23276
0.0980000000000018	890.250650103186	890.15127
0.100000000000002	890.176087587117	890.07087
0.102000000000002	890.102969567081	889.99169
0.104000000000002	890.031426191941	889.91386
0.106000000000002	889.961596656199	889.83755
0.108000000000002	889.89364805601	889.76294
0.110000000000002	889.827723909628	889.69019
0.112000000000002	889.764012061262	889.61953
0.114000000000002	889.702682171351	889.55116
0.116000000000002	889.6439464877	889.48531
0.118000000000002	889.587961070876	889.42222
0.120000000000002	889.534920836968	889.36214
0.122000000000002	889.485012952782	889.30532
0.124000000000003	889.438425160455	889.25203
0.126000000000002	889.395340886926	889.20251
0.128000000000002	889.355894132506	889.15702
0.130000000000002	889.320260312347	889.11578
0.132000000000002	889.288556437668	889.07901
0.134000000000002	889.260892901779	889.04691
0.136000000000001	889.237324942952	889.01962
0.138000000000001	889.217880788847	888.99727
0.140000000000001	889.202604779569	888.97993
0.142000000000001	889.19151383535	888.96763
0.144	889.184501209948	888.96035
0.146	889.181490781432	888.95802
0.148	889.18236495041	888.96051
0.1501	889.18735174404	888.96813
0.1521	889.195750399669	888.97994
0.154099999999999	889.207565398418	888.99592
0.156099999999999	889.222532572948	889.0158
0.158099999999999	889.240443855175	889.03927
0.160099999999999	889.261047409678	889.066
0.162099999999998	889.284088634528	889.09566
0.164099999999998	889.309294819523	889.12791
0.166099999999998	889.336451251107	889.16242
