t	fg_A_per_fg_A_Det
0	0
0.002	0
0.0041	0.222062920658899
0.006	0.227559450299921
0.00800000000000001	0.237253409662147
0.0101	0.251744567889248
0.0121	0.271115122681384
0.0141	0.296017277701107
0.0161	0.327068450989255
0.0180999999999999	0.363903436413765
0.0200999999999999	0.405500135248179
0.0220999999999999	0.451631563853403
0.0240999999999999	0.502001700676154
0.0260999999999999	0.556246016584654
0.0280999999999999	0.613926485596089
0.0300999999999999	0.67453514901157
0.0320999999999999	0.737491096607541
0.0341	0.80214745611071
0.036	0.86938436766804
0.0380000000000001	0.935591576156537
0.0400000000000001	1.00121206408155
0.0420000000000002	1.06540814287223
0.0440000000000002	1.12734158065025
0.0460000000000003	1.18618921043218
0.0480000000000003	1.24116208651598
0.0500000000000004	1.29153129891622
0.0520000000000005	1.33664694544643
0.0540000000000005	1.37594895671758
0.0560000000000006	1.40898799759713
0.0580000000000006	1.43543655522719
0.0600000000000007	1.45509017874297
0.0620000000000007	1.46787365956003
0.0640000000000008	1.47383438424118
0.0660000000000009	1.47313769599122
0.0680000000000009	1.4660493252542
0.070000000000001	1.45293251958578
0.072000000000001	1.4342241253902
0.0740000000000011	1.44403332459574
0.0760000000000012	1.54281570970777
0.0780000000000012	1.62595516534082
0.0800000000000013	1.59512860226218
0.0820000000000013	1.53217033025783
0.0840000000000014	1.46525238897405
0.0860000000000014	1.39652321697514
0.0880000000000015	1.32755504933662
0.0900000000000016	1.25950915812284
0.0920000000000016	1.19320452046749
0.0940000000000017	1.12921208133929
0.0960000000000017	1.06789692789631
0.0980000000000018	1.00949208692107
0.100000000000002	0.954103127035762
0.102000000000002	0.901767202838496
0.104000000000002	0.852454926408703
0.106000000000002	0.806093925551101
0.108000000000002	0.76258544774248
0.110000000000002	0.721810524425684
0.112000000000002	0.683635768541047
0.114000000000002	0.648332778010694
0.116000000000002	0.616373619596302
0.118000000000002	0.587380135205781
0.120000000000002	0.561032931572551
0.122000000000002	0.537031549145552
0.124000000000003	0.51513143521792
0.126000000000002	0.495102868055032
0.128000000000002	0.476755786253652
0.130000000000002	0.45991778064816
0.132000000000002	0.444436531233828
0.134000000000002	0.430179556321889
0.136000000000001	0.417029151537547
0.138000000000001	0.404879308598201
0.140000000000001	0.393637373037242
0.142000000000001	0.383219942695192
0.144	0.373553324546432
0.146	0.364570077965364
0.148	0.356211559953023
0.1501	0.34804914312388
0.1521	0.340809802207106
0.154099999999999	0.334048913659097
0.156099999999999	0.32772643822967
0.158099999999999	0.321807285309936
0.160099999999999	0.31626124293926
0.162099999999998	0.311060359455221
0.164099999999998	0.306173413520385
0.166099999999998	0.301581176380684
0.168099999999998	0.297261046372671
0.170099999999998	0.293192648461675
0.172099999999997	0.289357747518281
0.174099999999997	0.285740105842864
0.176099999999997	0.282324039201015
0.178099999999997	0.279095952302684
0.180099999999996	0.276044044442285
0.182099999999996	0.273156107754273
0.184099999999996	0.270420113232866
0.186099999999996	0.267827850065117
