t	fs_A	fs_V
0	0	0	0
0.002	0	0	0
0.0041	6.73985442472212E-07	7.44935932837617E-12	5.27467E-09
0.006	6.93495528033862E-07	3.16386321632687E-11	5.26771E-09
0.00800000000000001	7.28929389066649E-07	7.6433009530899E-11	5.27068E-09
0.0101	7.82967173644681E-07	1.46843755111947E-10	5.29675E-09
0.0121	8.50782772428599E-07	2.38680085107128E-10	5.30974E-09
0.0141	9.34809552674254E-07	3.57621256677736E-10	5.32716999999999E-09
0.0161	1.03525452910776E-06	5.06949630194862E-10	5.35018999999999E-09
0.0180999999999999	1.15228544476667E-06	6.90274187623548E-10	5.37999999999998E-09
0.0200999999999999	1.28603946292087E-06	9.11470254911514E-10	5.41791999999997E-09
0.0220999999999999	1.43663128793985E-06	1.17462910700831E-09	5.46538999999996E-09
0.0240999999999999	1.60415993283366E-06	1.48401768731399E-09	5.52393999999995E-09
0.0260999999999999	1.78871393096549E-06	1.8440473514699E-09	5.59526999999994E-09
0.0280999999999999	1.99037512391614E-06	2.25925005474089E-09	5.68122999999993E-09
0.0300999999999999	2.20922129247832E-06	2.734260389033E-09	5.78385999999992E-09
0.0320999999999999	2.44532791432896E-06	3.27380207997228E-09	5.90540999999993E-09
0.0341	2.69876929445963E-06	3.8826778226498E-09	6.04839999999996E-09
0.036	2.95566217067593E-06	4.52976896358374E-09	6.13693000000001E-09
0.0380000000000001	3.24311860915483E-06	5.28792450762633E-09	6.32617000000005E-09
0.0400000000000001	3.54812758504577E-06	6.12997633980588E-09	6.54617000000011E-09
0.0420000000000002	3.87076321094383E-06	7.06097930489322E-09	6.80098000000017E-09
0.0440000000000002	4.21109984476672E-06	8.08604294569414E-09	7.09523000000024E-09
0.0460000000000003	4.56921206206267E-06	9.21032923916491E-09	7.43421000000032E-09
0.0480000000000003	4.94517460332452E-06	1.04390507524545E-08	7.8240200000004E-09
0.0500000000000004	5.33906230946472E-06	1.17774691172278E-08	8.27167000000049E-09
0.0520000000000005	5.75095005364899E-06	1.32308937473813E-08	8.78525000000061E-09
0.0540000000000005	6.18091267442493E-06	1.48046807446625E-08	9.37409000000073E-09
0.0560000000000006	6.62902491295812E-06	1.65042319508124E-08	1.00490000000009E-08
0.0580000000000006	7.09536135582872E-06	1.83349941151659E-08	1.0822600000001E-08
0.0600000000000007	7.57999638398368E-06	2.03024581542158E-08	1.17092000000012E-08
0.0620000000000007	8.08300412791541E-06	2.24121584852452E-08	1.27258000000014E-08
0.0640000000000008	8.60445842882823E-06	2.46696724202881E-08	1.38919000000016E-08
0.0660000000000009	9.14443280538539E-06	2.7080619609792E-08	1.52299000000018E-08
0.0680000000000009	9.7030004255474E-06	2.96506615276915E-08	1.67663000000021E-08
0.070000000000001	1.0280234082988E-05	3.23855009913792E-08	1.85313000000024E-08
0.072000000000001	1.08762061775814E-05	3.52908817114079E-08	2.05601000000027E-08
0.0740000000000011	1.1764086211693E-05	3.96099206341498E-08	2.28935000000032E-08
0.0760000000000012	1.35312749916129E-05	4.90190311042408E-08	2.55786000000036E-08
0.0780000000000012	1.5386013248567E-05	5.95794450365905E-08	2.86701000000041E-08
0.0800000000000013	1.73323196904707E-05	7.13686849261437E-08	3.54480000000048E-08
0.0820000000000013	1.93745092404022E-05	8.44724787348469E-08	4.35141000000057E-08
0.0840000000000014	2.15171991769333E-05	9.89850665661065E-08	5.26560000000067E-08
0.0860000000000014	2.37653189723114E-05	1.15009644940888E-07	6.3018600000008E-08
0.0880000000000015	2.61241229467658E-05	1.32658925335438E-07	7.47665000000095E-08
0.0900000000000016	2.85992052264098E-05	1.52055794704806E-07	8.80871000000111E-08
0.0920000000000016	3.11965167061352E-05	1.73334072426919E-07	1.03193000000013E-07
0.0940000000000017	3.39223838488606E-05	1.96639362431549E-07	1.20328000000015E-07
0.0960000000000017	3.67835292350672E-05	2.22130002259275E-07	1.39767000000018E-07
0.0980000000000018	3.97870938312403E-05	2.4997811299291E-07	1.61824000000021E-07
0.100000000000002	4.29406609832137E-05	2.80370755738706E-07	1.86857000000025E-07
0.102000000000002	4.62522821659411E-05	3.13511201789541E-07	2.15274000000029E-07
0.104000000000002	4.97305045370029E-05	3.49620324874471E-07	2.47536000000034E-07
0.106000000000002	5.33844003470124E-05	3.88938125026099E-07	2.84172000000039E-07
0.108000000000002	5.72235982550255E-05	4.31725394580813E-07	3.25780000000046E-07
0.110000000000002	6.12583165835373E-05	4.78265537686506E-07	3.73041000000054E-07
0.112000000000002	6.54993985436952E-05	5.28866555634226E-07	4.26730000000063E-07
0.114000000000002	6.99585425729134E-05	5.83870256412554E-07	4.87726000000073E-07
0.116000000000002	7.46496008208792E-05	6.43701437253638E-07	5.57027000000085E-07
0.118000000000002	7.9588050767653E-05	7.08852232852824E-07	6.35766000000099E-07
0.120000000000002	8.47905209741554E-05	7.79867640125388E-07	7.25228000000115E-07
0.122000000000002	9.02748624171501E-05	8.57351042158018E-07	8.26866000000135E-07
0.124000000000003	9.60602342219625E-05	9.41970499011702E-07	9.42329000000156E-07
0.126000000000002	0.000102167189801958	1.03446562344965E-06	1.07348000000017E-06
0.128000000000002	0.000108617769165999	1.13565517604017E-06	1.22243000000018E-06
0.130000000000002	0.000115435596280875	1.24644542763728E-06	1.39155000000018E-06
0.132000000000002	0.000122645981682711	1.36783935960157E-06	1.58353000000018E-06
0.134000000000002	0.000130276030528248	1.50094677757223E-06	1.80140000000018E-06
