t	fs
0	0	0
0.01	3.6E-07	8.88888888888889E-07
0.02	1.60444444444445E-06	3.55555555555556E-06
0.03	3.73777777777778E-06	8.00000000000001E-06
0.04	6.75999999999999E-06	1.42222222222222E-05
0.05	1.06711111111111E-05	2.22222222222223E-05
0.06	1.54711111111111E-05	3.20000000000001E-05
0.07	2.116E-05	4.35555555555556E-05
0.0800000000000001	3.38155626328477E-05	5.6888888888889E-05
0.0900000000000001	4.07390342458103E-05	7.20000000000001E-05
0.1	4.96139963497835E-05	8.8888888888889E-05
0.11	6.04404489447674E-05	0.000107555555555556
0.12	7.32183920307619E-05	0.000128
0.13	8.79478256077671E-05	0.000150222222222222
0.14	0.000104628749675783	0.000174222222222222
0.15	0.00012326116423481	0.0002
0.16	0.000154343634424142	0.000227555555555556
0.17	0.000170547181264316	0.000256888888888889
0.18	0.000190250110053924	0.000288
0.19	0.000213452420792967	0.000320888888888889
0.2	0.000240154113481443	0.000355555555555556
0.21	0.000270355188119354	0.000392000000000001
0.22	0.000304055644706699	0.000430222222222223
0.23	0.000361450265815366	0.000470222222222223
0.24	0.000383607829851505	0.000512000000000001
0.25	0.000410761978904834	0.000555555555555556
0.26	0.000442912712975352	0.00060088888888889
0.27	0.00048006003206306	0.000648000000000001
0.28	0.000522203936167957	0.00069688888888889
0.29	0.000569344425290043	0.000747555555555557
0.3	0.000618796564441474	0.000800000000000001
0.31	0.000688243797596998	0.000854222222222223
0.32	0.000721431667899399	0.000910222222222224
0.33	0.000761171306013641	0.000968000000000001
0.34	0.000807462711939727	0.00102755555555556
0.35	0.000860305885677654	0.00108888888888889
0.36	0.000919700827227424	0.001152
0.37	0.000985647536589037	0.00121688888888889
0.38	0.00108599503828623	0.00128355555555556
0.39	0.0011237637953306	0.001352
0.4	0.00116965860150924	0.00142222222222222
0.41	0.00122367945682215	0.00149422222222222
0.42	0.00128582636126934	0.001568
0.43	0.00135609931485081	0.00164355555555556
0.44	0.00143449831756655	0.00172088888888889
0.45	0.00157968465377729	0.0018
0.46	0.00162072592616511	0.00188088888888889
0.47	0.00167135590209096	0.00196355555555556
0.48	0.00173157458155484	0.002048
0.49	0.00180138196455675	0.00213422222222223
0.5	0.0018807780510967	0.00222222222222223
0.51	0.00196976284117467	0.002312
0.52	0.00206833633479068	0.00240355555555556
0.53	0.00220984871526232	0.00249688888888889
0.54	0.00226376785092456	0.002592
0.55	0.00232885717480349	0.00268888888888889
0.56	0.00240511668689913	0.00278755555555556
0.57	0.00249254638721145	0.002888
0.58	0.00259114627574047	0.00299022222222223
0.59	0.00270091635248619	0.00309422222222223
0.6	0.00289367145293473	0.0032
0.61	0.00294939446044396	0.00330755555555556
0.62	0.00301788847509258	0.00341688888888889
0.63	0.00309915349688059	0.00352800000000001
0.64	0.00319318952580799	0.00364088888888889
0.65	0.00329999656187478	0.00375555555555556
0.66	0.00341957460508096	0.00387200000000001
0.67	0.00355192365542654	0.00399022222222223
0.68	0.00373212961385826	0.00411022222222223
0.690000000000001	0.0038026616191803	0.00423200000000001
0.700000000000001	0.00388739252435739	0.00435555555555556
0.710000000000001	0.00398632232938954	0.0044808888888889
0.720000000000001	0.00409945103427674	0.00460800000000001
0.730000000000001	0.00422677863901899	0.0047368888888889
0.740000000000001	0.00436830514361629	0.00486755555555556
0.750000000000001	0.00460765973667427	0.00500000000000001
0.760000000000001	0.00467870713582791	0.00513422222222223
0.770000000000001	0.00476556136835858	0.00527022222222223
0.780000000000001	0.00486822243426628	0.00540800000000001
0.790000000000001	0.00498669033355101	0.00554755555555556
0.800000000000001	0.00512096506621277	0.0056888888888889
0.810000000000001	0.00527104663225155	0.00583200000000001
0.820000000000001	0.00543693503166737	0.0059768888888889
0.830000000000001	0.00565305014845581	0.00612355555555557
0.840000000000001	0.00574065847331656	0.00627200000000001
0.850000000000001	0.00584546900946516	0.00642222222222223
0.860000000000001	0.00596748175690159	0.00657422222222223
0.870000000000001	0.00610669671562587	0.00672800000000001
0.880000000000001	0.00626311388563799	0.00688355555555557
0.890000000000001	0.00643673326693795	0.0070408888888889
0.900000000000001	0.00672007229625745	0.00720000000000001
0.910000000000001	0.00680692071523823	0.0073608888888889
0.920000000000001	0.00691258626407788	0.00752355555555557
0.930000000000001	0.0070370689427764	0.00768800000000001
0.940000000000001	0.00718036875133381	0.00785422222222223
0.950000000000001	0.00734248568975008	0.00802222222222223
0.960000000000001	0.00752341975802523	0.00819200000000002
0.970000000000001	0.00772317095615925	0.00836355555555557
0.980000000000001	0.00796851039788769	0.0085368888888889
0.990000000000001	0.008073527545528	0.00871200000000001
1	0.00819899627802899	0.0088888888888889
1.011	0.00836063346429414	0.00908551999999999
1.021	0.00852905052500255	0.00926614222222219
1.031	0.00871791917057162	0.00944854222222217
1.041	0.00892723940100137	0.00963271999999993
1.051	0.00924014297581518	0.00981867555555546
1.06099999999999	0.0093454353850173	0.0100064088888888
1.07099999999999	0.0094725399836683	0.0101959199999999
1.08099999999999	0.00962145677176817	0.0103872088888887
1.09099999999999	0.00979218574931692	0.0105802755555554
1.10099999999999	0.00998472691631454	0.0107751199999998
1.11099999999999	0.010199080272761	0.010971742222222
1.12099999999999	0.0104205341451944	0.011170142222222
1.13099999999999	0.0106973074188685	0.0113703199999997
1.14099999999999	0.0108226627215835	0.0115722755555553
1.15099999999998	0.0109714715649134	0.0117760088888886
