1.022000e+01;1.000000e+00;1.000000e+00;7.000000e+00;0.000000e+00;0.000000e+00;6.014065e-07;3.410044e-11;4.023344e-04;0.000000e+00
1.022200e+01;1.000000e+00;1.000000e+00;7.001544e+00;5.807692e-01;1.806498e-11;6.014065e-07;3.410044e-11;4.023344e-04;-9.445180e-06
1.022400e+01;1.000000e+00;1.000000e+00;7.002706e+00;5.807692e-01;8.213450e-11;6.014065e-07;3.410044e-11;4.023344e-04;-1.889036e-05
1.022600e+01;1.000000e+00;1.000000e+00;7.003867e+00;5.807692e-01;2.154540e-10;6.014065e-07;3.410044e-11;4.023344e-04;-2.833554e-05
1.022800e+01;1.000000e+00;1.000000e+00;7.005029e+00;5.807692e-01;4.378458e-10;6.014065e-07;3.410044e-11;4.023344e-04;-3.778072e-05
1.023000e+01;1.000000e+00;1.000000e+00;7.006190e+00;5.807692e-01;7.673575e-10;6.014065e-07;3.410044e-11;4.023344e-04;-4.722590e-05
1.023200e+01;1.000000e+00;1.000000e+00;7.007352e+00;5.807692e-01;1.220802e-09;6.014065e-07;3.410044e-11;4.023344e-04;-5.667108e-05
1.023400e+01;1.000000e+00;1.000000e+00;7.008513e+00;5.807692e-01;1.814057e-09;6.014065e-07;3.410044e-11;4.023344e-04;-6.611626e-05
1.023600e+01;1.000000e+00;1.000000e+00;7.009675e+00;5.807692e-01;2.562260e-09;6.014065e-07;3.410044e-11;4.023344e-04;-7.556144e-05
1.023800e+01;1.000000e+00;1.000000e+00;7.010836e+00;5.807692e-01;3.479936e-09;6.014065e-07;3.410044e-11;4.023344e-04;-8.500662e-05
1.024000e+01;1.000000e+00;1.000000e+00;7.011998e+00;5.807692e-01;4.581091e-09;6.014065e-07;3.410044e-11;4.023344e-04;-9.445180e-05
1.024200e+01;1.000000e+00;1.000000e+00;7.013160e+00;5.807692e-01;5.879289e-09;6.014065e-07;3.410044e-11;4.023344e-04;-1.038970e-04
1.024400e+01;1.000000e+00;1.000000e+00;7.014321e+00;5.807692e-01;7.387703e-09;6.014065e-07;3.410044e-11;4.023344e-04;-1.133422e-04
1.024600e+01;1.000000e+00;1.000000e+00;7.015483e+00;5.807692e-01;9.119159e-09;6.014065e-07;3.410044e-11;4.023344e-04;-1.227873e-04
1.024800e+01;1.000000e+00;1.000000e+00;7.016644e+00;5.807692e-01;1.108618e-08;6.014065e-07;3.410044e-11;4.023344e-04;-1.322325e-04
1.025000e+01;1.000000e+00;1.000000e+00;7.017806e+00;5.807692e-01;1.330099e-08;6.014065e-07;3.410044e-11;4.023344e-04;-1.416777e-04
1.025200e+01;1.000000e+00;1.000000e+00;7.018967e+00;5.807692e-01;1.577559e-08;6.014065e-07;3.410044e-11;4.023344e-04;-1.511229e-04
1.025400e+01;1.000000e+00;1.000000e+00;7.020129e+00;5.807692e-01;1.852173e-08;6.014065e-07;3.410044e-11;4.023344e-04;-1.605681e-04
1.025600e+01;1.000000e+00;1.000000e+00;7.021290e+00;5.807692e-01;2.155095e-08;6.014065e-07;3.410044e-11;4.023344e-04;-1.700132e-04
1.025800e+01;1.000000e+00;1.000000e+00;7.022452e+00;5.807692e-01;2.487458e-08;6.014065e-07;3.410044e-11;4.023344e-04;-1.794584e-04
1.026000e+01;1.000000e+00;1.000000e+00;7.023613e+00;5.807692e-01;2.850378e-08;6.014065e-07;3.410044e-11;4.023344e-04;-1.889036e-04
1.026200e+01;1.000000e+00;1.000000e+00;7.024775e+00;5.807692e-01;3.244953e-08;6.014065e-07;3.410044e-11;4.023344e-04;-1.983488e-04
1.026400e+01;1.000000e+00;1.000000e+00;7.025936e+00;5.807692e-01;3.672266e-08;6.014065e-07;3.410044e-11;4.023344e-04;-2.077940e-04
1.026600e+01;1.000000e+00;1.000000e+00;7.217270e+00;5.807692e-01;1.140975e-05;6.014065e-07;3.410044e-11;4.023344e-04;1.994275e-04
1.026800e+01;1.000000e+00;1.000000e+00;7.218432e+00;5.807692e-01;1.157519e-05;6.014065e-07;3.410044e-11;4.023344e-04;1.899823e-04
1.027000e+01;1.000000e+00;1.000000e+00;7.219593e+00;5.807692e-01;1.174214e-05;6.014065e-07;3.410044e-11;4.023344e-04;1.805372e-04
1.027200e+01;1.000000e+00;1.000000e+00;7.220755e+00;5.807692e-01;1.191059e-05;6.014065e-07;3.410044e-11;4.023344e-04;1.710920e-04
1.027400e+01;1.000000e+00;1.000000e+00;7.221916e+00;5.807692e-01;1.208055e-05;6.014065e-07;3.410044e-11;4.023344e-04;1.616468e-04
1.027600e+01;1.000000e+00;1.000000e+00;7.223078e+00;5.807692e-01;1.225204e-05;6.014065e-07;3.410044e-11;4.023344e-04;1.522016e-04
1.027800e+01;1.000000e+00;1.000000e+00;7.224240e+00;5.807692e-01;1.242505e-05;6.014065e-07;3.410044e-11;4.023344e-04;1.427564e-04
1.028000e+01;1.000000e+00;1.000000e+00;7.225401e+00;5.807692e-01;1.259959e-05;6.014065e-07;3.410044e-11;4.023344e-04;1.333113e-04
1.028200e+01;1.000000e+00;1.000000e+00;7.226563e+00;5.807692e-01;1.277566e-05;6.014065e-07;3.410044e-11;4.023344e-04;1.238661e-04
1.028400e+01;1.000000e+00;1.000000e+00;7.227724e+00;5.807692e-01;1.295328e-05;6.014065e-07;3.410044e-11;4.023344e-04;1.144209e-04
1.028600e+01;1.000000e+00;1.000000e+00;7.228886e+00;5.807692e-01;1.313244e-05;6.014065e-07;3.410044e-11;4.023344e-04;1.049757e-04
