t	Sg
0	0
0.0101	494.171297201062
0.0200999999999999	1230.92784531916
0.0300999999999999	1777.94787315344
0.0400000000000001	2129.93691997888
0.0500000000000004	2342.65846906029
0.0600000000000007	2524.68520809537
0.070000000000001	2714.88532014185
0.0800000000000013	2899.7476491199
0.0900000000000016	3079.99120732265
0.100000000000002	3255.86263785234
0.110000000000002	3427.60478792388
0.120000000000002	3595.27546054497
0.130000000000002	3758.9431352751
0.140000000000001	3918.77886385143
0.1501	4076.44352329971
0.160099999999999	4240.89069417406
0.170099999999998	4386.59659943337
0.180099999999996	4528.58938830563
0.190099999999995	4649.94658150661
