t	fs
0	0
0.0101	0.000320517552533764
0.0200999999999999	0.000533496871449803
0.0300999999999999	0.000648038152385364
0.0400000000000001	0.000775724653184921
0.0500000000000004	0.000970086205041171
0.0600000000000007	0.00117382740784726
0.070000000000001	0.00137522050627037
0.0800000000000013	0.0015752868508299
0.0900000000000016	0.00177445677481548
0.100000000000002	0.00197310059844663
0.110000000000002	0.00217128341242699
0.120000000000002	0.00236894232556287
0.130000000000002	0.00256617642230748
0.140000000000001	0.00276309632182915
0.1501	0.00296158265363582
0.160099999999999	0.00315816577385204
0.170099999999998	0.00335599813943923
0.180099999999996	0.0035527120857628
0.190099999999995	0.00374781650289229
