t	Cl
0	0.0065637
0.0101	0.00654444478921234
0.0200999999999999	0.00653186456708304
0.0300999999999999	0.00652583074485556
0.0400000000000001	0.00652226157977446
0.0500000000000004	0.00651982066245174
0.0600000000000007	0.00651727512179524
0.070000000000001	0.00651459296061426
0.0800000000000013	0.00651178275383195
0.0900000000000016	0.00650885452558206
0.100000000000002	0.00650581652701295
0.110000000000002	0.00650267852895355
0.120000000000002	0.00649944929015374
0.130000000000002	0.00649613532942321
0.140000000000001	0.00649274258995476
0.1501	0.00648924256572607
0.160099999999999	0.00648570489771909
0.170099999999998	0.00648207841756221
0.180099999999996	0.00647838466127878
0.190099999999995	0.00647464708354325
