t;VF15;VF14;VF13;VF12;VF11;VF10;VF9;VF8;VF7;VF6;VF5;VF4;VF3;VF2;VF1;VF0;
0.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
20.000000;7.090406;7.344994;6.968697;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
40.000000;7.090406;7.344994;7.371181;7.014320;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
60.000000;7.090406;7.344994;7.371181;7.401834;7.143868;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
80.002000;7.090406;7.344994;7.371181;7.401834;7.509988;7.126242;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
100.002000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.152637;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
120.002000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.177398;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
140.002000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.729338;7.085601;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
160.000000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.729338;7.611810;7.176810;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
180.000000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.729338;7.611810;7.556370;7.233943;7.000000;7.000000;7.000000;7.000000;7.000000;
200.000000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.729338;7.611810;7.556370;7.537064;7.585464;6.972153;7.000000;7.000000;7.000000;
220.000000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.729338;7.611810;7.556370;7.537064;7.585464;7.479902;7.023979;7.000000;7.000000;
240.000000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.729338;7.611810;7.556370;7.537064;7.585464;7.479902;7.552409;7.335645;7.031277;
260.000000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.729338;7.611810;7.556370;7.537064;7.585464;7.479902;7.552409;7.459647;7.389810;
280.000000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.729338;7.611810;7.556370;7.537064;7.585464;7.479902;7.552409;7.459647;7.389810;
300.000000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.729338;7.611810;7.556370;7.537064;7.585464;7.479902;7.552409;7.459647;7.389810;
320.000000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.729338;7.611810;7.556370;7.537064;7.585464;7.479902;7.552409;7.459647;7.389810;
340.000000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.729338;7.611810;7.556370;7.537064;7.585464;7.479902;7.552409;7.459647;7.389810;
360.000000;7.090406;7.344994;7.371181;7.401834;7.509988;7.583163;7.674707;7.729338;7.611810;7.556370;7.537064;7.585464;7.479902;7.552409;7.459647;7.389810;
