t	Cl
0.0900000000000016	0.0130943256678639
0.0910000000000016	0.0130923364843637
0.0920000000000016	0.0130902481365474
0.0930000000000016	0.0130880587796704
0.0940000000000017	0.0130857663486457
0.0950000000000017	0.013083368292759
0.0960000000000017	0.013080863795368
0.0970000000000018	0.0130782509536912
0.0980000000000018	0.0130755290656833
0.0990000000000018	0.0130726972851459
0.100000000000002	0.0130697553397018
0.101000000000002	0.0130667034298548
0.102000000000002	0.0130635421417862
0.103000000000002	0.0130602723844268
0.104000000000002	0.0130568958036011
0.105000000000002	0.0130534253535791
0.106000000000002	0.013049856017137
0.107000000000002	0.0130461843622433
0.108000000000002	0.0130424123757962
0.109000000000002	0.0130385423024049
0.110000000000002	0.0130345766136933
0.111000000000002	0.0130305179761715
0.112000000000002	0.0130263690249238
0.113000000000002	0.0130221330072638
0.114000000000002	0.013017812969652
0.115000000000002	0.0130134120424137
0.116000000000002	0.0130089333984974
0.117000000000002	0.0130043802289697
0.118000000000002	0.0129997557209352
0.119000000000002	0.0129950630375522
0.120000000000002	0.0129903048960354
0.121000000000002	0.0129854851261918
0.122000000000002	0.0129806064333244
0.123000000000002	0.0129756717174538
0.124000000000003	0.0129706837803907
0.125000000000003	0.0129656453188713
0.126000000000002	0.012960558611966
0.127000000000002	0.0129554267353623
0.128000000000002	0.0129502518512168
0.129000000000002	0.0129450362233722
0.130000000000002	0.0129397820117838
0.131000000000002	0.012934491080971
0.132000000000002	0.0129291657701189
0.133000000000002	0.0129238078369209
0.134000000000002	0.0129184190531975
0.135000000000001	0.0129130009855949
0.136000000000001	0.0129075554441467
0.137000000000001	0.0129020839186991
0.138000000000001	0.0128965878419701
0.139000000000001	0.0128910680373054
0.140000000000001	0.0128855268665587
0.141000000000001	0.0128799650729503
0.142000000000001	0.0128743833824223
0.143000000000001	0.0128687837253213
0.144	0.0128631667764001
0.145	0.0128575453095793
0.146	0.0128519134969074
0.147	0.012846266673213
0.148	0.0128406064563367
0.1491	0.0128343652987793
0.1501	0.0128286935526306
0.1511	0.0128230120304317
0.1521	0.0128173191262092
0.153099999999999	0.0128116164985085
0.154099999999999	0.0128059036329147
0.155099999999999	0.0128001823461761
0.156099999999999	0.0127944521532177
0.157099999999999	0.0127887139453319
0.158099999999999	0.01278296872064
0.159099999999999	0.0127772164750531
0.160099999999999	0.0127714589743895
0.161099999999999	0.0127657098922552
0.162099999999998	0.0127599546892982
0.163099999999998	0.0127541936611748
0.164099999999998	0.0127484278945035
0.165099999999998	0.012742657699086
0.166099999999998	0.0127368824878539
0.167099999999998	0.012731103381406
0.168099999999998	0.0127253204615427
0.169099999999998	0.0127195341746132
0.170099999999998	0.012713744614269
0.171099999999997	0.0127079526207138
0.172099999999997	0.0127021576173142
0.173099999999997	0.0126963599603072
0.174099999999997	0.0126905600838069
0.175099999999997	0.0126847588706891
0.176099999999997	0.0126789554704083
0.177099999999997	0.012673151048942
0.178099999999997	0.0126673607741361
0.179099999999997	0.012661576326692
0.180099999999996	0.0126557908130901
0.181099999999996	0.0126500038313877
0.182099999999996	0.0126442162181751
0.183099999999996	0.0126384275749521
0.184099999999996	0.0126326436727255
0.185099999999996	0.0126268766720824
0.186099999999996	0.0126211141236878
0.187099999999996	0.0126153614963843
0.188099999999996	0.0126096091009877
0.189099999999995	0.0126038700270775
0.190099999999995	0.0125981400344867
0.191099999999995	0.0125924102229106
0.192099999999995	0.0125866820850179
0.193099999999995	0.0125809738387786
0.194099999999995	0.0125752669339165
0.195099999999995	0.0125695605581942
0.196099999999995	0.0125638676992836
0.197099999999995	0.0125581907824737
0.198099999999995	0.0125525157455102
0.199099999999994	0.0125468424153299
