t	nv
0	0
0.001	0
0.002	0
0.0031	90450156.8197834
0.0041	90450156.8197834
0.005	90450156.8197834
0.006	90450156.8197834
0.00700000000000001	255831676.986622
0.00800000000000001	469992801.493313
0.009	723601254.558268
0.0091	723601254.558268
0.0101	1011263496.12276
0.0111	1675160346.94358
0.0121	2442154234.13415
0.0131	3299881556.4003
0.0141	4239594817.73735
0.0151	5788810036.46614
0.0161	7490998767.092
0.0171	9333474502.57228
0.0180999999999999	11306269602.4729
0.0190999999999999	14125581037.8651
0.0200999999999999	17146687543.9344
0.0210999999999999	20356912516.2301
0.0220999999999999	23745707247.9067
0.0230999999999999	27304114395.3145
0.0240999999999999	31978959623.3278
0.0250999999999999	36893797389.0444
0.0260999999999999	40990889409.5694
0.0270999999999999	47400111047.5827
0.0280999999999999	52973221423.3959
0.0290999999999999	58749100186.6641
0.0300999999999999	64720863751.8566
0.0310999999999999	72136821259.581
0.0320999999999999	79816203259.1409
0.0330999999999999	86410581068.8159
0.0341	94550789861.7856
0.0351	102931682346.555
0.036	111546535120.862
0.037	120389158727.132
0.0380000000000001	129453830497.859
0.0390000000000001	138735238664.518
0.0400000000000001	149830896359.119
0.0410000000000001	159565356863.153
0.0420000000000002	171177417643.537
0.0430000000000002	181344759828.232
0.0440000000000002	193451212552.101
0.0450000000000003	204033741943.567
0.0460000000000003	216615171374.014
0.0470000000000003	229445075220.607
0.0480000000000003	240636314364.576
0.0490000000000004	253915339833.636
0.0500000000000004	267430018711.251
0.0510000000000004	279198522407.888
0.0520000000000005	293140278704.873
0.0530000000000005	307306667376.917
0.0540000000000005	321694181379.28
0.0550000000000005	334199792250.252
0.0560000000000006	348989198033.277
0.0570000000000006	363990547801.804
0.0580000000000006	379200888380.661
0.0590000000000007	392402512196.86
0.0600000000000007	407993547532.702
0.0610000000000007	423785771387.167
0.0620000000000007	437480171664.382
0.0630000000000008	453639386774.085
0.0640000000000008	469992801493.313
0.0650000000000008	484162851206.986
0.0660000000000009	500870934656.926
0.0670000000000009	515341774731.935
0.0680000000000009	532397152817.566
0.0690000000000009	547162656897.402
0.070000000000001	562062194339.609
0.071000000000001	577094570076.648
0.072000000000001	594798683853.97
0.0730000000000011	610114923925.56
0.0740000000000011	625560418787.599
0.0750000000000011	638529626073.128
0.0760000000000012	654209320877.951
0.0770000000000012	670015298503.393
0.0780000000000012	683282689685.509
0.0790000000000012	699317602930.564
0.0800000000000013	712774416182.465
0.0810000000000013	726316454497.321
0.0820000000000013	739943184859.229
0.0830000000000014	753654084129.837
0.0840000000000014	767448638746.988
0.0850000000000014	781326344436.071
0.0860000000000014	792488044646.004
0.0870000000000015	803702394872.195
0.0880000000000015	814969149079.801
0.0890000000000015	826288064651.281
0.0900000000000016	834811338160.507
0.0910000000000016	846220962320.29
0.0920000000000016	854811997292.969
0.0930000000000016	863431909829.849
0.0940000000000017	872080603510.34
0.0950000000000017	877862341641.243
0.0960000000000017	883656800893.776
0.0970000000000018	889463953401.129
0.0980000000000018	895283771478.83
0.0990000000000018	898198421504.534
0.100000000000002	901116227622.765
0.101000000000002	904037186423.37
0.102000000000002	906961294507.224
0.103000000000002	906961294507.224
0.104000000000002	906961294507.224
0.105000000000002	906961294507.224
0.106000000000002	906961294507.224
0.107000000000002	906961294507.224
0.108000000000002	906961294507.224
0.109000000000002	906961294507.224
0.110000000000002	906961294507.224
0.111000000000002	906961294507.224
0.112000000000002	906961294507.224
0.113000000000002	906961294507.224
0.114000000000002	906961294507.224
0.115000000000002	906961294507.224
0.116000000000002	906961294507.224
0.117000000000002	906961294507.224
0.118000000000002	906961294507.224
0.119000000000002	906961294507.224
0.120000000000002	906961294507.224
0.121000000000002	906961294507.224
0.122000000000002	906961294507.224
0.123000000000002	906961294507.224
0.124000000000003	906961294507.224
0.125000000000003	906961294507.224
0.126000000000002	906961294507.224
0.127000000000002	906961294507.224
0.128000000000002	906961294507.224
0.129000000000002	906961294507.224
0.130000000000002	906961294507.224
0.131000000000002	906961294507.224
0.132000000000002	906961294507.224
0.133000000000002	906961294507.224
0.134000000000002	906961294507.224
0.135000000000001	906961294507.224
0.136000000000001	906961294507.224
0.137000000000001	906961294507.224
0.138000000000001	906961294507.224
0.139000000000001	906961294507.224
0.140000000000001	906961294507.224
0.141000000000001	906961294507.224
0.142000000000001	906961294507.224
0.143000000000001	906961294507.224
0.144	906961294507.224
0.145	906961294507.224
0.146	906961294507.224
0.147	906961294507.224
0.148	906961294507.224
0.1491	906961294507.224
0.1501	906961294507.224
0.1511	906961294507.224
0.1521	906961294507.224
0.153099999999999	906961294507.224
0.154099999999999	906961294507.224
0.155099999999999	906961294507.224
0.156099999999999	906961294507.224
0.157099999999999	906961294507.224
0.158099999999999	906961294507.224
0.159099999999999	906961294507.224
0.160099999999999	906961294507.224
0.161099999999999	906961294507.224
0.162099999999998	906961294507.224
0.163099999999998	906961294507.224
0.164099999999998	906961294507.224
0.165099999999998	906961294507.224
0.166099999999998	906961294507.224
0.167099999999998	906961294507.224
0.168099999999998	906961294507.224
0.169099999999998	906961294507.224
0.170099999999998	906961294507.224
0.171099999999997	906961294507.224
0.172099999999997	906961294507.224
0.173099999999997	906961294507.224
0.174099999999997	906961294507.224
0.175099999999997	906961294507.224
0.176099999999997	906961294507.224
0.177099999999997	906961294507.224
0.178099999999997	906961294507.224
0.179099999999997	906961294507.224
0.180099999999996	906961294507.224
0.181099999999996	906961294507.224
0.182099999999996	906961294507.224
0.183099999999996	906961294507.224
0.184099999999996	906961294507.224
0.185099999999996	906961294507.224
0.186099999999996	906961294507.224
0.187099999999996	906961294507.224
0.188099999999996	906961294507.224
0.189099999999995	906961294507.224
0.190099999999995	906961294507.224
0.191099999999995	906961294507.224
0.192099999999995	906961294507.224
0.193099999999995	906961294507.224
0.194099999999995	906961294507.224
0.195099999999995	906961294507.224
0.196099999999995	906961294507.224
0.197099999999995	906961294507.224
0.198099999999995	906961294507.224
0.199099999999994	906961294507.224
