t	Cl
0	0.0065637	0.00656371
0.001	0.0065637	0.00656371
0.002	0.0065637	0.00656371
0.0031	0.0065637	0.00656371
0.0041	0.0065637	0.00656371
0.005	0.0065637	0.00656371
0.006	0.0065637	0.00656371
0.00700000000000001	0.0065637	0.00656371
0.00800000000000001	0.0065637	0.00656371
0.009	0.00656369998429687	0.00656371
0.0091	0.00656369997926002	0.00656371
0.0101	0.00656369988365437	0.00656371
0.0111	0.00656369965420082	0.00656371
0.0121	0.00656369921780039	0.00656371
0.0131	0.00656369849350375	0.00656371
0.0141	0.0065636973768287	0.00656371
0.0151	0.00656369575386668	0.00656371
0.0161	0.00656369349354713	0.00656370727272727
0.0171	0.006563690476341	0.0065637
0.0180999999999999	0.00656368651872204	0.0065637
0.0190999999999999	0.00656368146526162	0.0065637
0.0200999999999999	0.00656367513689724	0.0065637
0.0210999999999999	0.00656366729282206	0.0065637
0.0220999999999999	0.00656365774310765	0.0065637
0.0230999999999999	0.00656364634732846	0.0065637
0.0240999999999999	0.00656363279726686	0.00656369
0.0250999999999999	0.00656361681750584	0.00656369
0.0260999999999999	0.00656359828601374	0.00656368545454545
0.0270999999999999	0.00656357680995015	0.00656368
0.0280999999999999	0.00656355211483969	0.00656367909090909
0.0290999999999999	0.00656352382922849	0.00656367
0.0300999999999999	0.00656349169934005	0.00656366272727273
0.0310999999999999	0.00656345544046	0.00656365454545455
0.0320999999999999	0.00656341461058046	0.00656364636363636
0.0330999999999999	0.00656336890145102	0.00656363818181818
0.0341	0.00656331788726331	0.00656363
0.0351	0.00656326108101196	0.00656361181818182
0.036	0.00656320460086537	0.00656360545454545
0.037	0.0065631356189114	0.00656358727272727
0.0380000000000001	0.00656305939869536	0.00656356909090909
0.0390000000000001	0.00656297541193641	0.00656355090909091
0.0400000000000001	0.00656288308105933	0.00656353272727273
0.0410000000000001	0.00656278167252405	0.00656351454545455
0.0420000000000002	0.00656267063480278	0.00656349272727273
0.0430000000000002	0.00656254902871273	0.00656346818181818
0.0440000000000002	0.00656241603393769	0.00656344
0.0450000000000003	0.00656227079530306	0.00656341181818182
0.0460000000000003	0.00656211206066863	0.00656337727272727
0.0470000000000003	0.00656193867052304	0.00656334090909091
0.0480000000000003	0.00656174946944111	0.00656330454545455
0.0490000000000004	0.00656154280122988	0.00656326727272727
0.0500000000000004	0.00656131694902273	0.00656322181818182
0.0510000000000004	0.00656107010387891	0.00656317545454546
0.0520000000000005	0.00656079974965166	0.00656312363636364
0.0530000000000005	0.006560503284461	0.00656306545454546
0.0540000000000005	0.00656017723270365	0.00656300454545455
0.0550000000000005	0.00655981790096956	0.00656294
0.0560000000000006	0.00655942026259547	0.00656286727272727
0.0570000000000006	0.00655897798693238	0.00656279454545454
0.0580000000000006	0.00655848222669894	0.00656271181818182
0.0590000000000007	0.00655792270822865	0.00656262636363636
0.0600000000000007	0.00655728393356164	0.00656252545454545
0.0610000000000007	0.00655654549852442	0.00656242545454545
0.0620000000000007	0.00655567822241832	0.00656231636363636
0.0630000000000008	0.00655464131995317	0.00656220181818182
0.0640000000000008	0.00655338459194642	0.00656207454545455
0.0650000000000008	0.00655184584844616	0.00656194545454545
0.0660000000000009	0.00654996855561493	0.00656181
0.0670000000000009	0.00654772724169932	0.00656165636363636
0.0680000000000009	0.00654516265085274	0.00656149909090909
0.0690000000000009	0.00654238626117659	0.00656132909090909
0.070000000000001	0.00653954662433095	0.00656115272727273
0.071000000000001	0.00653677144070942	0.00656097
0.072000000000001	0.00653413511600203	0.00656077909090909
0.0730000000000011	0.00653166117168488	0.00656057272727273
0.0740000000000011	0.00652934140384868	0.00656036454545454
0.0750000000000011	0.00652715358397477	0.00656014636363636
0.0760000000000012	0.00652508664983894	0.00655992636363636
0.0770000000000012	0.00652310267844042	0.00655969
0.0780000000000012	0.0065211830524957	0.00655945363636364
0.0790000000000012	0.00651931296746156	0.00655921090909091
0.0800000000000013	0.00651748037565359	0.00655896636363636
0.0810000000000013	0.0065156758022975	0.00655871181818182
0.0820000000000013	0.00651389214122278	0.00655844727272727
0.0830000000000014	0.0065121237887404	0.00655818363636364
0.0840000000000014	0.00651036628057856	0.00655792090909091
0.0850000000000014	0.00650861624402234	0.00655764818181818
0.0860000000000014	0.00650687083272665	0.00655737545454545
0.0870000000000015	0.00650512818563982	0.00655709272727273
0.0880000000000015	0.00650339628985955	0.00655681
0.0890000000000015	0.00650166794383006	0.00655652909090909
0.0900000000000016	0.00649993787480136	0.00655624454545455
0.0910000000000016	0.00649820545028296	0.00655595727272727
0.0920000000000016	0.00649647306372194	0.00655566636363636
0.0930000000000016	0.00649474772972345	0.00655537454545454
0.0940000000000017	0.0064930188358616	0.00655507454545454
0.0950000000000017	0.0064912858995375	0.00655478363636364
0.0960000000000017	0.00648955428437974	0.00655448272727273
0.0970000000000018	0.00648782580559292	0.00655418181818182
0.0980000000000018	0.00648609286773303	0.00655388090909091
0.0990000000000018	0.0064843557488012	0.00655358
0.100000000000002	0.00648262515740327	0.00655327090909091
0.101000000000002	0.00648089137369845	0.00655297181818182
0.102000000000002	0.00647915344119464	0.00655266272727273
0.103000000000002	0.00647741239317777	0.00655235363636364
0.104000000000002	0.00647567546824902	0.00655204454545454
