t	fs
0	0	0
0.02	1.60444444444445E-06	3.55555555555556E-06
0.04	6.75999999999999E-06	1.42222222222222E-05
0.06	1.54711111111111E-05	3.20000000000001E-05
0.0800000000000001	2.77377777777777E-05	5.6888888888889E-05
0.1	4.35600000000001E-05	8.8888888888889E-05
0.12	6.2937777777778E-05	0.000128
0.14	8.58711111111116E-05	0.000174222222222222
0.16	0.000114326950102883	0.000227555555555556
0.18	0.000151351915727263	0.000288
0.2	0.000194283915084975	0.000355555555555556
0.22	0.000243122948176018	0.000430222222222223
0.24	0.000297869015000393	0.000512000000000001
0.26	0.000358522115558099	0.00060088888888889
0.28	0.000425082249849137	0.00069688888888889
0.3	0.000493820828133193	0.000800000000000001
0.32	0.000571984198219021	0.000910222222222224
0.34	0.00065911385685949	0.00102755555555556
0.36	0.000755209804054599	0.001152
0.38	0.000860272039804349	0.00128355555555556
0.4	0.00097430056410874	0.00142222222222222
0.42	0.00109729537696777	0.001568
0.44	0.00122925647838144	0.00172088888888889
0.46	0.00135121207115095	0.00188088888888889
0.48	0.00147935410523205	0.002048
0.5	0.00161955229825165	0.00222222222222223
0.52	0.00177180665020974	0.00240355555555556
0.54	0.00193611716110633	0.002592
0.56	0.00211248383094142	0.00278755555555556
0.58	0.002300906659715	0.00299022222222223
0.6	0.00248224004554727	0.0032
0.62	0.00264894483323304	0.00341688888888889
0.64	0.00283099158347866	0.00364088888888889
0.66	0.00302838029628414	0.00387200000000001
0.68	0.00324111097164947	0.00411022222222223
0.700000000000001	0.00346918360957465	0.00435555555555556
0.720000000000001	0.0037125982100597	0.00460800000000001
0.740000000000001	0.0039713547731046	0.00486755555555556
0.760000000000001	0.00418210706756301	0.00513422222222223
0.780000000000001	0.00440239481456197	0.00540800000000001
0.800000000000001	0.00464120607906723	0.0056888888888889
0.820000000000001	0.00489854086107879	0.0059768888888889
0.840000000000001	0.00517439916059665	0.00627200000000001
0.860000000000001	0.00546878097762081	0.00657422222222223
0.880000000000001	0.00578168631215127	0.00688355555555557
0.900000000000001	0.00606452279314435	0.00720000000000001
0.920000000000001	0.00632130708034661	0.00752355555555557
0.940000000000001	0.00659992251573364	0.00785422222222223
0.960000000000001	0.00690036909930547	0.00819200000000002
0.980000000000001	0.00722264683106208	0.0085368888888889
1	0.00756675571100348	0.0088888888888889
1.021	0.00795156580817583	0.00926614222222219
1.041	0.00833251641995883	0.00963271999999993
1.06099999999999	0.00862310640176862	0.0100064088888888
1.08099999999999	0.00893868422567245	0.0103872088888887
1.10099999999999	0.00927924989167034	0.0107751199999998
1.12099999999999	0.00964480339976227	0.011170142222222
1.14099999999999	0.0100353447499483	0.0115722755555553
1.16099999999998	0.0104508739422283	0.0119815199999996
1.18099999999998	0.0108913909766024	0.0123978755555552
1.20099999999998	0.0112578753506997	0.0128213422222218
1.22099999999998	0.0116080575932215	0.0132519199999995
1.24099999999997	0.0119865571166477	0.0136896088888883
1.26099999999997	0.0123933739209782	0.0141344088888883
1.28099999999997	0.012828508006213	0.0145863199999993
1.30099999999997	0.0132919593723522	0.0150453422222215
1.32099999999997	0.0137837280193957	0.0155114755555547
1.34099999999996	0.0142686381395979	0.0159847199999991
1.36099999999996	0.0146490242132966	0.0164650755555546
1.38099999999996	0.0150608594215724	0.0169525422222212
1.40099999999996	0.0155041437644253	0.0174471199999989
1.42099999999995	0.0159788772418553	0.0179488088888877
1.44099999999995	0.0164850598538625	0.0184576088888877
1.46099999999995	0.0170226916004467	0.0189735199999987
1.48099999999995	0.017591772481608	0.0194965422222208
1.50099999999995	0.0180337250920416	0.0200266755555541
1.52099999999994	0.0184781148256562	0.0205639199999985
1.54099999999994	0.0189573049218823	0.0211082755555539
1.56099999999994	0.0194712953807198	0.0216597422222205
1.58099999999994	0.0200200862021688	0.0222183199999982
1.60099999999993	0.0206036773862293	0.022784008888887
1.62099999999993	0.0212220689329013	0.0233568088888869
1.64099999999993	0.0217987738653966	0.023936719999998
1.66099999999993	0.0222708509714659	0.0245237422222201
1.68099999999993	0.0227808355560847	0.0251178755555533
1.70099999999992	0.023328727619253	0.0257191199999977
1.72099999999992	0.0239145271609709	0.0263274755555531
1.74099999999992	0.0245382341812383	0.0269429422222197
1.76099999999992	0.0251998486800553	0.0275655199999974
1.78099999999991	0.0258993706574218	0.0281952088888862
1.80099999999991	0.0264048110256709	0.0288320088888861
1.82099999999991	0.0269453079987436	0.0294759199999971
1.84099999999991	0.0275270853670138	0.0301269422222192
1.86099999999991	0.0281501431304817	0.0307850755555524
1.8809999999999	0.0288144812891473	0.0314503199999968
1.9009999999999	0.0295200998430105	0.0321226755555522
1.9209999999999	0.0302669987920713	0.0328021422222188
1.9409999999999	0.0309233408861258	0.0334887199999964
1.96099999999989	0.0314890028892528	0.0341824088888852
1.98099999999989	0.0320990276869177	0.0348832088888851
2.00099999999989	0.0327534152791205	0.0355911199999961
2.02099999999989	0.0334521656658612	0.0363061422222182
2.04099999999989	0.0341952788471398	0.0370282755555514
2.06099999999988	0.0349827548229564	0.0377575199999958
2.08099999999988	0.0357808058033526	0.0384938755555512
2.10099999999988	0.0363715510399905	0.0392373422222177
2.12099999999988	0.037010053657181	0.0399879199999954
2.14099999999988	0.0376963136549244	0.0407456088888841
2.16099999999987	0.0384303310332205	0.041510408888884
2.18099999999987	0.0392121057920694	0.042282319999995
2.20099999999987	0.040041637931471	0.0430613422222171
2.22099999999987	0.0409189274514254	0.0438474755555503
2.24099999999986	0.0416427560981521	0.0446407199999946
2.26099999999986	0.0423038955288802	0.04544107555555
2.28099999999986	0.0430158500436002	0.0462485422222165
2.30099999999986	0.0437786196423122	0.0470631199999942
2.32099999999986	0.0445922043250159	0.0478848088888829
2.34099999999985	0.0454566040917117	0.0487136088888828
2.36099999999985	0.0463718189423992	0.0495495199999938
2.38099999999985	0.0472501886254955	0.0503925422222158
2.40099999999985	0.0479343626283043	0.051242675555549
2.42099999999984	0.0486727679516783	0.0520999199999933
2.44099999999984	0.0494654045956175	0.0529642755555487
2.46099999999984	0.0503122725601219	0.0538357422222152
2.48099999999984	0.0512133718451915	0.0547143199999929
2.50099999999984	0.0521687024508262	0.0556000088888816
2.52099999999983	0.0531782643770262	0.0564928088888814
2.54099999999983	0.053957436004697	0.0573927199999924
2.56099999999983	0.0547159440592399	0.0582997422222144
2.58099999999983	0.0555317164625637	0.0592138755555476
2.60099999999982	0.0564047532146683	0.0601351199999919
2.62099999999982	0.0573350543155538	0.0610634755555473
2.64099999999982	0.0583226197652202	0.0619989422222138
2.66099999999982	0.0593674495636674	0.0629415199999914
2.68099999999982	0.0603141613562103	0.0638912088888801
2.70099999999981	0.0610936628892264	0.0648480088888799
2.72099999999981	0.0619338666393644	0.0658119199999909
2.74099999999981	0.0628347726066241	0.0667829422222129
2.76099999999981	0.0637963807910057	0.0677610755555461
2.7809999999998	0.0648186911925089	0.0687463199999903
2.8009999999998	0.065901703811134	0.0697386755555457
2.8209999999998	0.0670454186468809	0.0707381422222122
2.8409999999998	0.0678677967164704	0.0717447199999898
2.8609999999998	0.0687255632578113	0.0727584088888785
2.88099999999979	0.0696470403899249	0.0737792088888783
2.90099999999979	0.070632228112811	0.0748071199999893
2.92099999999979	0.0716811264264697	0.0758421422222113
2.94099999999979	0.072793735330901	0.0768842755555444
2.96099999999978	0.073970054826105	0.0779335199999887
2.98099999999978	0.0749731420420906	0.0789898755555441
3.00099999999978	0.0758498685270887	0.0800533422222105
3.02099999999978	0.0767937650841946	0.0811239199999881
3.04099999999978	0.0778048317134084	0.0822016088888768
3.06099999999977	0.0788830684147301	0.0832864088888766
3.08099999999977	0.0800284751881597	0.0843783199999875
3.10099999999977	0.0812410520336972	0.0854773422222095
3.12099999999977	0.0824854942049192	0.0865834755555426
3.14099999999977	0.0833742539520753	0.0876967199999869
3.16099999999976	0.0843331675110649	0.0888170755555422
3.18099999999976	0.0853622348818879	0.0899445422222087
3.20099999999976	0.0864614560645445	0.0910791199999862
3.22099999999976	0.0876308310590345	0.0922208088888749
3.24099999999975	0.0888703598653581	0.0933696088888747
3.26099999999975	0.0901800424835152	0.0945255199999856
3.28099999999975	0.0912275483347458	0.0956885422222076
3.30099999999975	0.0922033958523474	0.0968586755555407
3.32099999999975	0.0932528782573564	0.0980359199999849
3.34099999999974	0.0943759955497727	0.0992202755555403
3.36099999999974	0.0955727477295963	0.100411742222207
3.38099999999974	0.0968431347968271	0.101610319999984
3.40099999999974	0.0981871567514653	0.102816008888873
3.42099999999973	0.0994918692757867	0.104028808888873
3.44099999999973	0.100477223038412	0.105248719999984
3.46099999999973	0.101539170814865	0.106475742222206
3.48099999999973	0.102677712605146	0.107709875555539
3.50099999999973	0.103892848409256	0.108951119999983
3.52099999999972	0.105184578227195	0.110199475555538
3.54099999999972	0.106552902058961	0.111454942222205
3.56099999999972	0.107997819904556	0.112717519999982
3.58099999999972	0.109077797491209	0.113987208888871
3.60099999999971	0.110154660781991	0.115264008888871
3.62099999999971	0.111311620737676	0.116547919999981
3.64099999999971	0.112548677358262	0.117838942222203
3.66099999999971	0.113865830643751	0.119137075555537
3.68099999999971	0.115263080594142	0.120442319999981
3.7009999999997	0.116740427209436	0.121754675555536
3.7209999999997	0.118093282245907	0.123074142222202
3.7409999999997	0.119177118911079	0.12440071999998
3.7609999999997	0.120343986774871	0.125734408888869
3.78099999999969	0.121593885837284	0.127075208888868
3.80099999999969	0.122926816098317	0.128423119999979
3.82099999999969	0.124342777557971	0.129778142222201
3.84099999999969	0.125841770216245	0.131140275555534
3.86099999999969	0.12742379407314	0.132509519999978
3.88099999999968	0.128524306374346	0.133885875555534
3.90099999999968	0.129704078839947	0.1352693422222
3.92099999999968	0.130970406712021	0.136659919999978
3.94099999999968	0.132323289990569	0.138057608888866
3.96099999999967	0.133762728675591	0.139462408888866
3.98099999999967	0.135288722767086	0.140874319999977
4.00099999999967	0.136901272265055	0.142293342222199
4.02099999999968	0.13829014899069	0.143719475555532
4.04099999999968	0.139474356114779	0.145152719999977
4.06099999999969	0.14074802860694	0.146593075555533
4.0809999999997	0.142111166467174	0.1480405422222
4.1009999999997	0.143563769695479	0.149495119999978
4.12099999999971	0.145105838291856	0.150956808888868
4.14099999999972	0.146737372256304	0.152425608888868
4.16099999999972	0.148375928863036	0.15390151999998
4.18099999999973	0.14956749145326	0.155384542222202
4.20099999999974	0.150852065157485	0.156874675555536
4.22099999999974	0.152229649975711	0.158371919999981
4.24099999999975	0.153700245907937	0.159876275555537
4.26099999999976	0.155263852954163	0.161387742222204
4.28099999999976	0.15692047111439	0.162906319999982
4.30099999999977	0.158670100388618	0.164432008888871
4.32099999999978	0.160082884993955	0.165964808888872
4.34099999999978	0.161369348803721	0.167504719999983
4.36099999999979	0.16275170913753	0.169051742222206
4.3809999999998	0.164229965995382	0.17060587555554
4.4009999999998	0.165804119377276	0.172167119999985
4.42099999999981	0.167474169283213	0.173735475555541
4.44099999999982	0.169240115713193	0.175310942222208
4.46099999999982	0.170915966923135	0.176893519999986
4.48099999999983	0.1722077688037	0.178483208888875
