0	0
0.00112	0.01021
0.00224	0.02033
0.00335	0.03044
0.00445	0.04045
0.00557	0.05056
0.00668	0.06067
0.00779	0.07079
0.00891	0.0809
0.01002	0.09101
0.01113	0.10112
0.01225	0.11123
0.01336	0.12134
0.01447	0.13145
0.01559	0.14155
0.01671	0.15175
0.01782	0.16183
0.01894	0.17187
0.02005	0.18187
0.02116	0.19178
0.02228	0.20154
0.02339	0.21106
0.0245	0.22022
0.02562	0.22883
0.02673	0.23666
0.02784	0.24339
0.02896	0.24873
0.03007	0.25239
0.03118	0.25417
0.0323	0.25404
0.03341	0.25216
0.03452	0.24884
0.03564	0.24445
0.03675	0.23939
0.03786	0.23398
0.03898	0.22848
0.04009	0.22308
0.0412	0.21787
0.04232	0.21294
0.04343	0.20831
0.04454	0.20398
0.04566	0.19995
0.04677	0.1962
0.04788	0.19272
0.04899	0.18949
0.05011	0.18648
0.05122	0.18368
0.05233	0.18106
0.05345	0.17862
0.05456	0.17633
0.05567	0.17418
0.05679	0.17216
0.0579	0.17025
0.05901	0.16846
0.06013	0.16676
0.06124	0.16515
0.06235	0.16363
0.06347	0.16218
0.06458	0.1608
0.06569	0.15949
0.06681	0.15824
0.06792	0.15704
0.06903	0.1559
0.07015	0.1548
0.07126	0.15375
0.07237	0.15274
0.07349	0.15177
0.0746	0.15083
0.07571	0.14993
0.07683	0.14907
0.07794	0.14823
0.07905	0.14743
0.08017	0.14665
0.08128	0.14589
0.08239	0.14517
0.08351	0.14446
0.08462	0.14378
0.08573	0.14312
0.08685	0.14248
0.08796	0.14185
0.08907	0.14125
0.09019	0.14066
0.0913	0.1401
0.09241	0.13954
0.09353	0.13901
0.09464	0.13849
0.09575	0.13798
0.09687	0.13749
0.09798	0.13701
0.09909	0.13654
0.10021	0.13609
0.10132	0.13565
0.10243	0.13522
0.10355	0.1348
0.10466	0.1344
0.10577	0.13401
0.10688	0.13362
0.108	0.13325
0.10911	0.13289
0.11022	0.13254
0.11134	0.1322
0.11245	0.13188
0.11356	0.13156
0.11468	0.13125
0.11579	0.13095
0.1169	0.13067
0.11802	0.13039
0.11913	0.13012
0.12024	0.12987
0.12136	0.12962
0.12247	0.12939
0.12358	0.12917
0.1247	0.12896
0.12581	0.12876
0.12692	0.12857
0.12804	0.12839
0.12915	0.12823
0.13026	0.12808
0.13138	0.12795
0.13249	0.12783
0.1336	0.12772
0.13472	0.12763
0.13583	0.12756
0.13694	0.1275
0.13806	0.12746
0.13917	0.12744
0.14028	0.12745
0.1414	0.12747
0.14251	0.12752
0.14362	0.12759
0.14474	0.12769
0.14585	0.12782
0.14696	0.12798
0.14808	0.12817
0.14919	0.12839
0.1503	0.12865
0.15142	0.12895
0.15253	0.12928
0.15364	0.12965
0.15476	0.13006
0.15587	0.13051
0.15698	0.131
0.1581	0.13153
0.15921	0.13209
0.16032	0.1327
0.16143	0.13333
0.16255	0.13401
0.16366	0.13471
0.16477	0.13545
0.16589	0.13621
0.167	0.137
0.16811	0.13781
0.16923	0.13865
0.17034	0.13951
0.17145	0.14039
0.17257	0.14129
0.17368	0.1422
0.17479	0.14313
0.17591	0.14407
0.17702	0.14503
0.17813	0.146
0.17925	0.14698
0.18036	0.14797
0.18147	0.14897
0.18259	0.14997
0.1837	0.15099
0.18481	0.15202
0.18593	0.15305
0.18704	0.15409
0.18815	0.15513
0.18927	0.15618
0.19038	0.15724
0.19149	0.1583
0.19261	0.15936
0.19372	0.16043
0.19483	0.16151
0.19595	0.16259
0.19706	0.16367
0.19817	0.16475
0.19929	0.16584
0.2004	0.16694
0.20151	0.16804
0.20263	0.16914
0.20374	0.17024
0.20485	0.17134
0.20597	0.17245
0.20708	0.17357
0.20819	0.17468
0.20931	0.1758
0.21042	0.17692
0.21153	0.17804
0.21265	0.17917
0.21376	0.1803
0.21487	0.18143
0.21599	0.18257
0.2171	0.1837
0.21821	0.18484
0.21932	0.18598
0.22044	0.18713
0.22155	0.18827
