t;VF15;VF14;VF13;VF12;VF11;VF10;VF9;VF8;VF7;VF6;VF5;VF4;VF3;VF2;VF1;VF0;
0.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
20.000000;7.041372;7.149677;6.986073;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
40.000000;7.041372;7.149677;7.155117;7.006784;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
60.000000;7.041372;7.149677;7.155117;7.163136;7.064537;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
80.002000;7.041372;7.149677;7.155117;7.163136;7.238717;7.052069;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
100.002000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.065923;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
120.002000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.082592;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
140.002000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.293585;7.044121;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
160.000000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.293585;7.265510;7.074721;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
180.000000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.293585;7.265510;7.222764;7.103130;7.000000;7.000000;7.000000;7.000000;7.000000;
200.000000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.293585;7.265510;7.222764;7.276758;7.245785;6.986722;7.000000;7.000000;7.000000;
220.000000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.293585;7.265510;7.222764;7.276758;7.245785;7.218628;7.006204;7.000000;7.000000;
240.000000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.293585;7.265510;7.222764;7.276758;7.245785;7.218628;7.225303;7.102435;7.013117;
260.000000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.293585;7.265510;7.222764;7.276758;7.245785;7.218628;7.225303;7.317076;7.142570;
280.000000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.293585;7.265510;7.222764;7.276758;7.245785;7.218628;7.225303;7.317076;7.142570;
300.000000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.293585;7.265510;7.222764;7.276758;7.245785;7.218628;7.225303;7.317076;7.142570;
320.000000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.293585;7.265510;7.222764;7.276758;7.245785;7.218628;7.225303;7.317076;7.142570;
340.000000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.293585;7.265510;7.222764;7.276758;7.245785;7.218628;7.225303;7.317076;7.142570;
360.000000;7.041372;7.149677;7.155117;7.163136;7.238717;7.255169;7.309080;7.293585;7.265510;7.222764;7.276758;7.245785;7.218628;7.225303;7.317076;7.142570;
