t;VF15;VF14;VF13;VF12;VF11;VF10;VF9;VF8;VF7;VF6;VF5;VF4;VF3;VF2;VF1;VF0;
0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
20.000000;0.800000;0.800000;0.094276;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
40.000000;0.800000;0.800000;0.800000;0.422896;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
60.000000;0.800000;0.800000;0.800000;0.800000;0.700337;0.002694;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
80.002000;0.800000;0.800000;0.800000;0.800000;0.800000;0.641077;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
100.002000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.716498;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
120.002000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.703030;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
140.002000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.622222;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
160.000000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.721886;0.005387;0.000000;0.000000;0.000000;0.000000;0.000000;
180.000000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.732660;0.008081;0.000000;0.000000;0.000000;0.000000;
200.000000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.064646;0.000000;0.005387;0.000000;
220.000000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.414815;0.000000;0.002694;
240.000000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.773064;0.183165;
260.000000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;
280.000000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;
300.000000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;
320.000000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;
340.000000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;
360.000000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;0.800000;
