t	T
0	894.5	894.5
0.002	894.41	894.41
0.0041	894.315506756715	894.3155
0.006	894.230013496004	894.23
0.00800000000000001	894.140027156557	894.14
0.0101	894.045549652998	894.04551
0.0121	893.955579978505	893.95552
0.0141	893.865620308462	893.86552
0.0161	893.775672107628	893.77553
0.0180999999999999	893.685736965312	893.68555
0.0200999999999999	893.595816565028	893.59556
0.0220999999999999	893.505912661905	893.50558
0.0240999999999999	893.41602706656	893.4156
0.0260999999999999	893.326168083301	893.32563
0.0280999999999999	893.236355952299	893.23567
0.0300999999999999	893.1465771777	893.14571
0.0320999999999999	893.056834750994	893.05576
0.0341	892.967187995942	892.96582
0.036	892.882244240414	892.88035
0.0380000000000001	892.792910770448	892.79043
0.0400000000000001	892.703664892367	892.70052
0.0420000000000002	892.61451133581	892.61062
0.0440000000000002	892.525454943753	892.52074
0.0460000000000003	892.436500649549	892.43087
0.0480000000000003	892.347653461813	892.34103
0.0500000000000004	892.259176215896	892.25121
0.0520000000000005	892.170963380837	892.16142
0.0540000000000005	892.082917230802	892.07166
0.0560000000000006	891.995044299725	891.98193
0.0580000000000006	891.907301893733	891.89224
0.0600000000000007	891.81925144947	891.80259
0.0620000000000007	891.731369335858	891.713
0.0640000000000008	891.643662866291	891.62347
0.0660000000000009	891.556114039713	891.53401
0.0680000000000009	891.469377249004	891.44462
0.070000000000001	891.382624993139	891.35533
0.072000000000001	891.295895937284	891.26614
0.0740000000000011	891.209936084428	891.17707
0.0760000000000012	891.125541606684	891.08814
0.0780000000000012	891.041432170249	890.99938
0.0800000000000013	890.957700723154	890.9118
0.0820000000000013	890.87659109926	890.82501
0.0840000000000014	890.795741016432	890.73863
0.0860000000000014	890.715004187277	890.65273
0.0880000000000015	890.634213884799	890.56737
0.0900000000000016	890.55356780642	890.48261
0.0920000000000016	890.473722304492	890.39853
0.0940000000000017	890.397243004681	890.31521
0.0960000000000017	890.320859338189	890.23276
0.0980000000000018	890.244517600718	890.15127
0.100000000000002	890.168181507347	890.07087
0.102000000000002	890.095515925314	889.99169
0.104000000000002	890.024670006557	889.91386
0.106000000000002	889.958601121272	889.83755
0.108000000000002	889.893421170836	889.76294
0.110000000000002	889.82797415603	889.69019
0.112000000000002	889.763065875788	889.61953
0.114000000000002	889.699057957738	889.55116
0.116000000000002	889.640770511889	889.48531
0.118000000000002	889.583045945787	889.42222
0.120000000000002	889.532218983361	889.36214
0.122000000000002	889.485499496567	889.30532
0.124000000000003	889.443094898421	889.25203
0.126000000000002	889.401125224233	889.20251
0.128000000000002	889.359162599237	889.15702
0.130000000000002	889.318487636038	889.11578
0.132000000000002	889.285763963348	889.07901
0.134000000000002	889.261395032994	889.04691
0.136000000000001	889.237233663017	889.01962
0.138000000000001	889.221595948562	888.99727
0.140000000000001	889.206532763624	888.97993
0.142000000000001	889.190998379383	888.96763
0.144	889.182430540201	888.96035
0.146	889.18246791654	888.95802
0.148	889.185508997876	888.96051
0.1501	889.18757356673	888.96813
0.1521	889.196352030823	888.97994
0.154099999999999	889.206165655804	888.99592
0.156099999999999	889.21900774043	889.0158
0.158099999999999	889.239733932034	889.03927
0.160099999999999	889.265769642862	889.066
0.162099999999998	889.289865522447	889.09566
0.164099999999998	889.311555171084	889.12791
0.166099999999998	889.333091688962	889.16242
