t(s)	TM (0 mm) TM (24 mm) TM (41 mm) TM (59 mm) TM (80 mm) TM (99 mm) TM (121 mm)
21.70	851.650	898.974	921.380	935.888	944.147	947.249	948.651
21.80	851.645	898.738	921.185	935.731	943.932	947.087	948.646
21.90	851.643	898.778	921.202	935.664	943.953	947.143	948.614
22.00	851.502	898.579	921.052	935.606	944.036	947.149	948.796
22.10	851.480	898.353	920.817	935.541	943.930	947.050	948.586
22.20	851.465	898.357	920.866	935.400	943.922	947.031	948.590
22.30	851.242	898.205	920.589	935.382	943.781	946.952	948.476
22.40	851.314	897.965	920.607	935.389	943.907	947.146	948.675
22.50	851.199	897.800	920.453	935.200	943.725	946.938	948.619
22.60	851.186	897.950	920.501	935.156	943.662	946.997	948.530
22.70	851.010	897.687	920.221	935.113	943.723	946.916	948.620
22.80	850.940	897.532	920.044	935.114	943.586	946.810	948.584
22.90	851.061	897.539	920.070	934.908	943.651	946.906	948.503
23.00	850.818	897.261	919.734	934.796	943.543	946.951	948.529
23.10	850.919	897.222	919.855	934.673	943.554	946.896	948.474
23.20	850.836	897.036	919.691	934.819	943.554	946.912	948.567
23.30	850.613	896.853	919.595	934.585	943.408	946.751	948.566
23.40	850.733	896.826	919.492	934.485	943.404	946.792	948.428
23.50	850.439	896.801	919.371	934.501	943.436	946.774	948.460
23.60	850.488	896.569	919.184	934.379	943.359	946.675	948.345
23.70	850.432	896.501	919.242	934.502	943.260	946.668	948.403
23.80	850.251	896.394	919.086	934.261	943.264	946.794	948.510
23.90	850.297	896.202	918.866	934.179	943.086	946.616	948.259
24.00	850.261	896.169	918.948	934.077	943.168	946.636	948.402
24.10	850.108	895.969	918.732	933.976	943.188	946.634	948.319
24.20	850.060	895.777	918.559	933.870	943.152	946.544	948.340
24.30	849.982	895.615	918.518	933.940	943.031	946.625	948.353
24.40	849.854	895.635	918.305	933.754	943.047	946.569	948.212
24.50	849.929	895.520	918.305	933.876	942.962	946.561	948.262
24.60	849.775	895.247	918.077	933.723	942.909	946.604	948.350
24.70	849.904	895.144	917.890	933.544	942.848	946.424	948.335
24.80	849.787	895.119	917.994	933.407	942.811	946.490	948.317
24.90	849.688	894.871	917.749	933.357	942.871	946.577	948.389
25.00	849.783	894.780	917.628	933.381	942.776	946.398	948.167
25.10	849.534	894.819	917.682	933.263	942.781	946.494	948.233
25.20	849.475	894.563	917.467	933.189	942.702	946.420	948.254
25.30	849.675	894.516	917.309	933.061	942.663	946.369	948.184
25.40	849.455	894.413	917.298	933.008	942.564	946.407	948.318
25.50	849.305	894.258	917.043	932.848	942.442	946.438	948.227
25.60	849.409	894.206	917.167	932.674	942.462	946.287	948.179
25.70	849.337	894.149	917.030	932.766	942.436	946.233	948.248
25.80	849.258	893.975	916.828	932.759	942.272	946.222	948.099
25.90	849.250	893.845	916.805	932.621	942.317	946.176	948.294
26.00	849.167	893.751	916.615	932.487	942.314	946.092	948.038
26.10	849.041	893.662	916.525	932.444	942.213	946.186	948.185
26.20	848.952	893.473	916.447	932.296	942.099	946.061	948.126
26.30	848.930	893.467	916.395	932.263	942.143	946.047	948.180
26.40	848.757	893.498	916.357	932.260	942.090	946.105	948.043
26.50	848.858	893.349	916.273	932.156	941.944	946.009	948.039
26.60	848.741	893.242	916.082	932.003	942.043	946.028	948.119
26.70	848.740	893.013	915.853	932.006	941.947	945.916	948.045
26.80	848.730	892.928	915.897	931.901	941.998	945.861	948.001
26.90	848.470	892.802	915.775	931.878	941.895	945.933	948.009
27.00	848.582	892.756	915.649	931.756	941.757	945.837	947.986
27.10	848.502	892.779	915.640	931.675	941.714	945.806	948.012
27.20	848.326	892.662	915.500	931.573	941.776	945.857	947.936
27.30	848.333	892.274	915.321	931.488	941.711	945.783	947.813
27.40	848.308	892.317	915.284	931.619	941.727	945.869	947.910
27.50	848.145	892.097	915.090	931.490	941.781	945.754	947.957
27.60	848.139	892.015	915.000	931.266	941.572	945.752	947.901
27.70	848.146	892.025	914.904	931.402	941.560	945.855	947.838
27.80	847.998	891.907	915.030	931.200	941.487	945.763	947.946
27.90	847.976	891.896	914.737	931.010	941.419	945.626	947.786
28.00	848.068	891.794	914.779	931.098	941.469	945.676	947.832
28.10	847.838	891.499	914.549	931.050	941.329	945.574	947.822
28.20	847.909	891.495	914.460	930.835	941.294	945.630	947.733
28.30	847.839	891.428	914.393	930.913	941.403	945.548	947.742
28.40	847.785	891.192	914.187	930.851	941.325	945.532	947.810
28.50	847.793	891.172	914.179	930.698	941.218	945.600	947.814
28.60	847.753	891.095	914.154	930.555	941.182	945.683	947.900
28.70	847.666	890.878	913.846	930.395	941.052	945.523	947.809
28.80	847.687	890.883	913.817	930.389	941.015	945.382	947.730
28.90	847.563	890.854	913.825	930.302	940.982	945.490	947.708
29.00	847.558	890.701	913.634	930.167	941.057	945.405	947.726
29.10	847.545	890.581	913.525	930.161	940.940	945.284	947.666
29.20	847.507	890.517	913.590	930.108	940.956	945.392	947.774
29.30	847.285	890.294	913.371	929.945	940.969	945.405	947.710
29.40	847.394	890.327	913.320	929.963	940.761	945.239	947.686
29.50	847.315	890.316	913.233	929.902	940.673	945.392	947.771
29.60	847.135	890.094	912.980	929.714	940.565	945.341	947.700
29.70	847.343	890.006	912.991	929.633	940.633	945.103	947.703
29.80	846.939	889.950	912.961	929.695	940.588	945.173	947.608
29.90	847.080	889.913	912.840	929.432	940.455	945.112	947.605
30.00	847.127	889.881	912.781	929.522	940.538	945.161	947.604
30.10	847.011	889.525	912.561	929.409	940.535	945.005	947.593
30.20	846.948	889.537	912.521	929.322	940.318	945.094	947.556
30.30	846.930	889.554	912.469	929.335	940.441	945.003	947.534
30.40	846.830	889.385	912.509	929.199	940.199	944.944	947.621
30.50	846.716	889.327	912.352	929.138	940.198	944.890	947.409
30.60	846.892	889.298	912.178	929.223	940.230	944.926	947.311
30.70	846.706	889.120	912.087	929.082	940.177	944.872	947.564
30.80	846.783	888.999	912.126	928.991	940.143	944.705	947.435
30.90	846.560	888.946	911.974	928.812	940.059	944.774	947.611
31.00	846.655	888.894	911.781	928.657	939.980	944.679	947.429
31.10	846.565	888.982	911.884	928.650	939.938	944.649	947.475
31.20	846.369	888.625	911.690	928.661	939.874	944.772	947.525
31.30	846.468	888.657	911.520	928.483	939.844	944.601	947.381
31.40	846.469	888.574	911.410	928.484	939.883	944.720	947.374
31.50	846.443	888.357	911.353	928.266	939.753	944.644	947.328
31.60	846.467	888.298	911.282	928.363	939.667	944.538	947.433
31.70	846.418	888.318	911.241	928.219	939.717	944.719	947.395
31.80	846.299	888.209	911.186	928.247	939.631	944.548	947.332
31.90	846.295	888.107	911.052	928.102	939.535	944.498	947.190
32.00	846.258	888.031	911.072	928.011	939.490	944.346	947.264
32.10	846.037	887.871	910.953	927.945	939.454	944.486	947.331
32.20	846.200	887.864	910.710	927.812	939.283	944.357	947.351
32.30	846.201	887.918	910.810	927.755	939.230	944.388	947.302
32.40	846.117	887.681	910.778	927.666	939.294	944.345	947.354
32.50	846.053	887.526	910.485	927.636	939.222	944.230	947.213
32.60	846.072	887.587	910.546	927.702	939.245	944.277	947.137
32.70	845.991	887.303	910.331	927.547	939.166	944.240	947.322
32.80	845.876	887.268	910.330	927.397	939.073	944.258	947.099
32.90	845.794	887.147	910.201	927.390	939.078	944.232	947.188
33.00	845.895	887.295	910.185	927.305	938.986	944.128	947.126
33.10	845.791	887.263	910.073	927.166	938.888	944.134	947.186
33.20	845.879	887.051	909.899	927.044	938.858	944.134	947.205
33.30	845.833	887.016	909.868	927.029	938.873	944.165	947.285
33.40	845.747	886.835	909.637	926.889	938.656	943.948	947.187
33.50	845.831	886.885	909.642	926.848	938.776	944.044	947.219
33.60	845.721	886.600	909.512	926.721	938.611	944.040	947.172
33.70	845.692	886.609	909.445	926.761	938.624	944.015	947.177
33.80	845.650	886.593	909.280	926.551	938.612	943.869	946.982
33.90	845.416	886.354	909.395	926.661	938.528	943.869	947.181
34.00	845.530	886.411	909.349	926.547	938.444	943.835	946.944
34.10	845.343	886.136	909.184	926.435	938.442	943.787	946.969
34.20	845.535	886.174	908.959	926.289	938.407	943.867	946.945
34.30	845.425	886.078	908.920	926.342	938.327	943.874	947.098
34.40	845.287	885.902	908.812	926.253	938.298	943.842	946.874
34.50	845.231	885.846	908.836	926.284	938.299	943.720	947.024
34.60	845.348	885.933	908.702	926.032	938.257	943.617	946.967
34.70	845.173	885.848	908.625	925.985	938.244	943.669	947.004
34.80	845.310	885.731	908.538	925.883	938.061	943.574	946.894
34.90	845.093	885.692	908.415	925.809	938.037	943.660	946.854
35.00	845.170	885.575	908.385	925.691	937.866	943.547	946.866
35.10	845.028	885.558	908.289	925.682	937.944	943.530	946.826
35.20	845.146	885.456	908.168	925.584	937.800	943.469	946.850
35.30	845.144	885.299	908.094	925.563	937.867	943.506	946.844
35.40	844.985	884.999	907.937	925.368	937.687	943.395	946.936
35.50	845.033	885.100	907.959	925.496	937.727	943.477	946.850
35.60	844.844	884.959	907.673	925.176	937.712	943.389	946.735
35.70	844.833	885.024	907.879	925.275	937.835	943.371	946.778
35.80	844.678	884.915	907.644	925.188	937.575	943.279	946.599
35.90	845.005	884.806	907.569	925.113	937.504	943.281	946.803
36.00	844.805	884.605	907.341	925.003	937.420	943.124	946.815
36.10	844.893	884.686	907.441	924.893	937.330	943.221	946.678
36.20	844.683	884.669	907.382	924.930	937.301	943.143	946.634
36.30	844.662	884.420	907.170	924.771	937.268	943.083	946.578
36.40	844.673	884.385	907.151	924.725	937.283	943.082	946.697
36.50	844.580	884.201	907.065	924.563	937.078	942.981	946.737
36.60	844.582	884.176	907.044	924.606	937.210	943.128	946.681
36.70	844.511	884.034	906.745	924.348	937.147	943.118	946.618
36.80	844.571	884.105	906.958	924.405	937.211	943.026	946.521
36.90	844.409	883.954	906.764	924.547	937.044	942.954	946.533
37.00	844.489	883.928	906.822	924.402	936.987	942.858	946.514
37.10	844.432	883.772	906.498	924.200	936.807	942.801	946.495
37.20	844.521	883.815	906.507	924.094	936.900	942.794	946.416
37.30	844.325	883.691	906.322	923.954	936.802	942.865	946.440
37.40	844.394	883.631	906.425	924.089	936.814	942.747	946.246
37.50	844.205	883.373	906.350	923.906	936.696	942.701	946.468
37.60	844.380	883.594	906.145	923.998	936.597	942.656	946.461
37.70	844.235	883.551	906.144	923.787	936.623	942.651	946.468
37.80	844.256	883.265	905.990	923.637	936.530	942.451	946.290
37.90	844.285	883.256	905.951	923.720	936.574	942.553	946.193
38.00	844.174	883.087	905.899	923.756	936.446	942.585	946.348
38.10	844.434	883.162	905.701	923.523	936.426	942.458	946.283
38.20	844.276	883.026	905.721	923.481	936.289	942.589	946.245
38.30	844.226	882.904	905.480	923.400	936.346	942.458	946.293
38.40	844.138	882.759	905.358	923.277	936.165	942.400	946.182
38.50	844.120	882.699	905.388	923.347	936.258	942.416	946.255
38.60	844.252	882.767	905.480	923.125	935.979	942.266	946.163
38.70	844.241	882.711	905.355	923.095	936.155	942.229	946.348
38.80	844.048	882.547	905.115	923.080	936.006	942.160	946.160
38.90	844.206	882.512	905.117	923.025	936.004	942.189	946.342
39.00	844.096	882.338	904.977	922.797	935.779	942.136	946.289
39.10	844.103	882.447	904.801	922.723	935.912	942.173	946.070
39.20	844.135	882.308	904.891	922.763	935.884	942.064	946.194
39.30	844.074	882.167	904.745	922.629	935.772	942.071	946.064
39.40	844.166	882.274	904.750	922.581	935.823	942.057	946.053
39.50	843.986	882.162	904.763	922.540	935.652	942.066	946.047
39.60	844.001	881.835	904.626	922.510	935.629	941.989	946.031
39.70	843.941	881.992	904.581	922.534	935.688	941.960	945.937
39.80	843.909	881.766	904.332	922.322	935.648	941.778	945.878
39.90	843.780	881.739	904.514	922.256	935.471	941.873	945.949
40.00	843.802	881.792	904.281	922.244	935.394	941.704	945.880
40.10	843.884	881.566	904.079	922.014	935.305	941.760	946.055
40.20	843.974	881.603	904.104	921.929	935.327	941.709	945.817
40.30	843.801	881.408	904.018	922.045	935.244	941.810	945.967
40.40	843.771	881.312	903.820	921.892	935.121	941.814	945.825
40.50	843.773	881.243	903.929	921.876	935.361	941.767	945.874
40.60	843.805	880.982	903.756	921.686	935.175	941.561	945.844
40.70	843.768	881.351	903.844	921.775	934.985	941.459	945.807
40.80	843.657	880.952	903.561	921.469	934.965	941.466	945.833
40.90	843.675	880.955	903.561	921.693	934.964	941.626	945.783
41.00	843.576	880.722	903.384	921.444	934.855	941.532	945.727
41.10	843.610	880.821	903.529	921.475	935.043	941.498	945.644
41.20	843.452	880.511	903.276	921.423	934.949	941.423	945.664
41.30	843.619	880.712	903.325	921.205	934.785	941.346	945.568
41.40	843.436	880.601	903.199	921.261	934.722	941.284	945.636
41.50	843.547	880.526	903.184	921.141	934.563	941.251	945.572
41.60	843.485	880.309	903.096	921.231	934.646	941.223	945.567
41.70	843.462	880.316	902.932	921.028	934.523	941.092	945.436
41.80	843.484	880.349	902.950	921.153	934.671	941.248	945.458
41.90	843.289	880.059	902.815	921.003	934.440	941.181	945.510
42.00	843.410	880.134	902.894	920.873	934.439	940.882	945.403
42.10	843.299	880.031	902.768	920.787	934.316	941.008	945.432
42.20	843.418	879.907	902.473	920.679	934.184	940.898	945.395
42.30	843.414	879.922	902.491	920.663	934.283	940.932	945.583
42.40	843.331	879.691	902.419	920.564	934.042	940.917	945.430
42.50	843.418	879.816	902.412	920.305	934.127	940.826	945.388
42.60	843.448	879.641	902.331	920.449	934.053	940.875	945.468
42.70	843.276	879.582	902.208	920.341	933.930	940.716	945.420
42.80	843.318	879.545	902.296	920.368	934.117	940.816	945.260
