t;VF15;VF14;VF13;VF12;VF11;VF10;VF9;VF8;VF7;VF6;VF5;VF4;VF3;VF2;VF1;VF0;
0.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
20.000000;7.059118;7.258945;6.975269;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
40.000000;7.059118;7.258945;7.235457;7.008819;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
60.000000;7.059118;7.258945;7.235457;7.247095;7.088419;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
80.002000;7.059118;7.258945;7.235457;7.247095;7.325644;7.074793;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
100.002000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.102902;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
120.002000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.112173;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
140.002000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.405315;7.075890;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
160.000000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.405315;7.379148;7.111583;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
180.000000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.405315;7.379148;7.351624;7.147217;7.000000;7.000000;7.000000;7.000000;7.000000;
200.000000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.405315;7.379148;7.351624;7.419600;7.362226;6.983189;7.000000;7.000000;7.000000;
220.000000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.405315;7.379148;7.351624;7.419600;7.362226;7.277689;7.013805;7.000000;7.000000;
240.000000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.405315;7.379148;7.351624;7.419600;7.362226;7.277689;7.338476;7.168812;7.018046;
260.000000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.405315;7.379148;7.351624;7.419600;7.362226;7.277689;7.338476;7.266244;7.238496;
280.000000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.405315;7.379148;7.351624;7.419600;7.362226;7.277689;7.338476;7.266244;7.238496;
300.000000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.405315;7.379148;7.351624;7.419600;7.362226;7.277689;7.338476;7.266244;7.238496;
320.000000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.405315;7.379148;7.351624;7.419600;7.362226;7.277689;7.338476;7.266244;7.238496;
340.000000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.405315;7.379148;7.351624;7.419600;7.362226;7.277689;7.338476;7.266244;7.238496;
360.000000;7.059118;7.258945;7.235457;7.247095;7.325644;7.360681;7.361013;7.405315;7.379148;7.351624;7.419600;7.362226;7.277689;7.338476;7.266244;7.238496;
