t;VF15;VF14;VF13;VF12;VF11;VF10;VF9;VF8;VF7;VF6;VF5;VF4;VF3;VF2;VF1;VF0;
0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
20.000000;0.700000;0.700000;0.082492;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
40.000000;0.700000;0.700000;0.700000;0.370034;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
60.000000;0.700000;0.700000;0.700000;0.700000;0.610438;0.002357;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
80.002000;0.700000;0.700000;0.700000;0.700000;0.700000;0.563300;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
100.002000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.629293;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
120.002000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.605724;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
140.002000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.544444;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
160.000000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.631650;0.004714;0.000000;0.000000;0.000000;0.000000;0.000000;
180.000000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.636364;0.007071;0.000000;0.000000;0.000000;0.000000;
200.000000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.063636;0.000000;0.004714;0.000000;
220.000000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.355892;0.000000;0.002357;
240.000000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.688215;0.169697;
260.000000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;
280.000000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;
300.000000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;
320.000000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;
340.000000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;
360.000000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;0.700000;
