t;VF15;VF14;VF13;VF12;VF11;VF10;VF9;VF8;VF7;VF6;VF5;VF4;VF3;VF2;VF1;VF0;
0.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
20.000000;0.000238;0.000244;6.153268;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
40.000000;0.000238;0.000244;0.000244;3.303820;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
60.000000;0.000238;0.000244;0.000244;0.000244;0.906936;6.976431;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
80.002000;0.000238;0.000244;0.000244;0.000244;0.000247;1.381609;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
100.002000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.717465;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
120.002000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.957868;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
140.002000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.000249;1.572420;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
160.000000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.000249;0.000248;0.694397;6.952862;7.000000;7.000000;7.000000;7.000000;7.000000;
180.000000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.000249;0.000248;0.000248;0.649747;6.929293;7.000000;7.000000;7.000000;7.000000;
200.000000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.000249;0.000248;0.000248;0.000250;0.000248;6.348353;7.000000;6.952862;7.000000;
220.000000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.000249;0.000248;0.000248;0.000250;0.000248;0.000245;3.447864;7.000000;6.976431;
240.000000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.000249;0.000248;0.000248;0.000250;0.000248;0.000245;0.000247;0.120687;5.316702;
260.000000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.000249;0.000248;0.000248;0.000250;0.000248;0.000245;0.000247;0.000245;0.000244;
280.000000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.000249;0.000248;0.000248;0.000250;0.000248;0.000245;0.000247;0.000245;0.000244;
300.000000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.000249;0.000248;0.000248;0.000250;0.000248;0.000245;0.000247;0.000245;0.000244;
320.000000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.000249;0.000248;0.000248;0.000250;0.000248;0.000245;0.000247;0.000245;0.000244;
340.000000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.000249;0.000248;0.000248;0.000250;0.000248;0.000245;0.000247;0.000245;0.000244;
360.000000;0.000238;0.000244;0.000244;0.000244;0.000247;0.000248;0.000248;0.000249;0.000248;0.000248;0.000250;0.000248;0.000245;0.000247;0.000245;0.000244;
