t	La
5.00000000000004E-05	1608.20305600352
0.000100000000000002	4221.53302200924
0.000150000000000003	8041.0152800176
0.000200000000000004	13267.675212029
0.000250000000000005	20705.6143460453
0.000300000000000006	31359.9595920687
