t	fg_A_per_fg_A_Det
0	0
0.002	0
0.0041	0.342814872338649
0.006	0.351102318582008
0.00800000000000001	0.365461626554595
0.0101	0.386299706682679
0.0121	0.413241245666666
0.0141	0.446411935334735
0.0161	0.485735910235215
0.0180999999999999	0.531073978446669
0.0200999999999999	0.582215242986658
0.0220999999999999	0.638872539547137
0.0240999999999999	0.700675327248315
0.0260999999999999	0.767172705580413
0.0280999999999999	0.837815738332931
0.0300999999999999	0.911971126832268
0.0320999999999999	0.988918162989864
0.0341	1.06784623381659
0.036	1.15032543692734
0.0380000000000001	1.23091722544842
0.0400000000000001	1.31065160124775
0.0420000000000002	1.38849277394153
0.0440000000000002	1.46340659406344
0.0460000000000003	1.53437960530855
0.0480000000000003	1.60044268839081
0.0500000000000004	1.66070726578535
0.0520000000000005	1.71436832104168
0.0540000000000005	1.7607577067913
0.0560000000000006	1.79932959731982
0.0580000000000006	1.82969408302259
0.0600000000000007	1.85161765594419
0.0620000000000007	1.8650161925226
0.0640000000000008	1.86997134405201
0.0660000000000009	1.86669368116294
0.0680000000000009	1.85553912642548
0.070000000000001	1.83697858842162
0.072000000000001	2.02687250251569
0.0740000000000011	2.19321758912936
0.0760000000000012	2.33648825677379
0.0780000000000012	2.45748536447817
0.0800000000000013	2.40768342272268
0.0820000000000013	2.31080428040346
0.0840000000000014	2.20882479031489
0.0860000000000014	2.10329070625074
0.0880000000000015	1.99698060999838
0.0900000000000016	1.89189246752754
0.0920000000000016	1.78945512692514
0.0940000000000017	1.69061201671951
0.0960000000000017	1.59599582891811
0.0980000000000018	1.5059760695289
0.100000000000002	1.42299770658866
0.102000000000002	1.3487896956055
0.104000000000002	1.2822456163315
0.106000000000002	1.22243075804134
0.108000000000002	1.22373012744008
0.110000000000002	1.23481911114054
0.112000000000002	1.24243921402867
0.114000000000002	1.24722030957806
0.116000000000002	1.24969837264579
0.118000000000002	1.25028888050075
0.120000000000002	1.24936187027011
0.122000000000002	1.24722746119237
0.124000000000003	1.21569634987273
0.126000000000002	1.18234673886683
0.128000000000002	1.15265538907431
0.130000000000002	1.13023180229357
0.132000000000002	1.16066555274342
0.134000000000002	1.14309641207137
0.136000000000001	1.12832256557371
0.138000000000001	1.11595110985831
0.140000000000001	1.10564814625488
0.142000000000001	1.09711930398959
0.144	1.10050345289217
0.146	1.10466383171871
0.148	1.10787864407016
0.1501	1.08706134123781
0.1521	1.07068524092999
0.154099999999999	1.0574220357893
0.156099999999999	1.05423081860683
0.158099999999999	1.06709361319465
0.160099999999999	1.06176021835065
0.162099999999998	1.06060698064344
0.164099999999998	1.0478518012869
0.166099999999998	1.04718250853021
0.168099999999998	1.04716867709369
0.170099999999998	1.04024693225969
0.172099999999997	1.03594598543556
0.174099999999997	1.03555993042959
0.176099999999997	1.0344970179784
0.178099999999997	1.02620219966665
0.180099999999996	1.01832865665486
0.182099999999996	1.0230405455618
0.184099999999996	1.02550451683206
0.186099999999996	1.01623933074085
