t	fs_A	fs_V
0	0	0	0
0.002	0	0	0
0.0041	1.03877705726823E-06	1.14920762699852E-11	5.27467E-09
0.006	1.06298333564614E-06	4.87018129010922E-11	5.26771E-09
0.00800000000000001	1.10689921065976E-06	1.17279897006506E-10	5.27068E-09
0.0101	1.17381028872599E-06	2.24379469359685E-10	5.29675E-09
0.0121	1.25772452566124E-06	3.63040385288302E-10	5.30974E-09
0.0141	1.36165461339671E-06	5.41260166015683E-10	5.32716999999999E-09
0.0161	1.48586614940952E-06	7.63316019612387E-10	5.35018999999999E-09
0.0180999999999999	1.63058298972373E-06	1.0339491092575E-09	5.37999999999998E-09
0.0200999999999999	1.79599429295552E-06	1.35829189895926E-09	5.41791999999997E-09
0.0220999999999999	1.98226177207987E-06	1.74180361766824E-09	5.46538999999996E-09
0.0240999999999999	2.1895263166117E-06	2.19021566241584E-09	5.52393999999995E-09
0.0260999999999999	2.41791355963189E-06	2.70948694806056E-09	5.59526999999994E-09
0.0280999999999999	2.66753828559297E-06	3.305768222509E-09	5.68122999999993E-09
0.0300999999999999	2.93850776632257E-06	3.98537396668329E-09	5.78385999999992E-09
0.0320999999999999	3.23092419784905E-06	4.75476045479267E-09	5.90540999999993E-09
0.0341	3.54488642855157E-06	5.62050868658301E-09	6.04839999999996E-09
0.036	3.86319543110494E-06	6.53831896291353E-09	6.13693000000001E-09
0.0380000000000001	4.21944884794239E-06	7.61131390277677E-09	6.32617000000005E-09
0.0400000000000001	4.59752989988891E-06	8.8006966009138E-09	6.54617000000011E-09
0.0420000000000002	4.99753261660911E-06	1.01134358438606E-08	6.80098000000017E-09
0.0440000000000002	5.41955071232274E-06	1.15565820273809E-08	7.09523000000024E-09
0.0460000000000003	5.86367769307491E-06	1.31372629759555E-08	7.43421000000032E-09
0.0480000000000003	6.33000690341592E-06	1.48626805379761E-08	7.8240200000004E-09
0.0500000000000004	6.81863153429759E-06	1.67401077801472E-08	8.27167000000049E-09
0.0520000000000005	7.32964460714823E-06	1.87768866474888E-08	8.78525000000061E-09
0.0540000000000005	7.86313894425763E-06	2.09804259875151E-08	9.37409000000073E-09
0.0560000000000006	8.41920713222748E-06	2.33581998613029E-08	1.00490000000009E-08
0.0580000000000006	8.99794148290297E-06	2.59177460822861E-08	1.0822600000001E-08
0.0600000000000007	9.59943399459455E-06	2.8666664937262E-08	1.17092000000012E-08
0.0620000000000007	1.02237763153042E-05	3.16126180544038E-08	1.27258000000014E-08
0.0640000000000008	1.08710597089332E-05	3.47633273908906E-08	1.38919000000016E-08
0.0660000000000009	1.15413750249577E-05	3.81265743187188E-08	1.52299000000018E-08
0.0680000000000009	1.22348126717382E-05	4.17101987918168E-08	1.67663000000021E-08
0.070000000000001	1.29514625934268E-05	4.53259594792169E-08	1.85313000000024E-08
0.072000000000001	1.53190618365638E-05	6.89355218283685E-08	2.05601000000027E-08
0.0740000000000011	1.78120192605313E-05	9.58547341251852E-08	2.28935000000032E-08
0.0760000000000012	2.0436211362285E-05	1.26307077314253E-07	2.55786000000036E-08
0.0780000000000012	2.31980228944792E-05	1.605442438768E-07	2.86701000000041E-08
0.0800000000000013	2.61043444375041E-05	1.98846525989276E-07	3.54480000000048E-08
0.0820000000000013	2.91625810991226E-05	2.41523901642893E-07	4.35141000000057E-08
0.0840000000000014	3.23780581888341E-05	2.8884398110566E-07	5.26560000000067E-08
0.0860000000000014	3.57334367957095E-05	3.40359422770083E-07	6.3018600000008E-08
0.0880000000000015	3.92372741194355E-05	3.96374957210456E-07	7.47665000000095E-08
0.0900000000000016	4.28979049442046E-05	4.57198797179973E-07	8.80871000000111E-08
0.0920000000000016	4.67241049281223E-05	5.23168150993119E-07	1.03193000000013E-07
0.0940000000000017	5.07251229496581E-05	5.94650890366735E-07	1.20328000000015E-07
0.0960000000000017	5.49107152926826E-05	6.72047556157809E-07	1.39767000000018E-07
0.0980000000000018	5.92911814430018E-05	7.55793676352394E-07	1.61824000000021E-07
0.100000000000002	6.38777412590734E-05	8.46386907730123E-07	1.86857000000025E-07
0.102000000000002	6.86839735855144E-05	9.44489186138238E-07	2.15274000000029E-07
0.104000000000002	7.37250681704126E-05	1.05087048560241E-06	2.47536000000034E-07
0.106000000000002	7.90175076563216E-05	1.1663879093288E-06	2.84172000000039E-07
0.108000000000002	8.44693091948555E-05	1.28753841095251E-06	3.25780000000046E-07
0.110000000000002	9.01166092918737E-05	1.41684789134249E-06	3.73041000000054E-07
0.112000000000002	9.60081269362208E-05	1.55645145971166E-06	4.26730000000063E-07
0.114000000000002	0.000102173620946432	1.70770213854059E-06	4.87726000000073E-07
0.116000000000002	0.000108643846497355	1.87209201114648E-06	5.57027000000085E-07
0.118000000000002	0.000115450879102494	2.05127274753949E-06	6.35766000000099E-07
0.120000000000002	0.000122628400686867	2.24707744657102E-06	7.25228000000115E-07
0.122000000000002	0.000130211961679042	2.46154419230024E-06	8.26866000000135E-07
0.124000000000003	0.000138248307294969	2.6972250462415E-06	9.42329000000156E-07
0.126000000000002	0.000146795033245527	2.95730177066362E-06	1.07348000000017E-06
0.128000000000002	0.000155890896432326	3.24454807200696E-06	1.22243000000018E-06
0.130000000000002	0.000165574145964872	3.56183937824493E-06	1.39155000000018E-06
0.132000000000002	0.000175823251399708	3.90891035745887E-06	1.58353000000018E-06
0.134000000000002	0.000186725583395872	4.29176137612364E-06	1.80140000000018E-06
