t	fs
0	0	0
0.01	3.6E-07	8.88888888888889E-07
0.02	1.60444444444445E-06	3.55555555555556E-06
0.03	3.73777777777778E-06	8.00000000000001E-06
0.04	6.75999999999999E-06	1.42222222222222E-05
0.05	1.06711111111111E-05	2.22222222222223E-05
0.06	1.54711111111111E-05	3.20000000000001E-05
0.07	2.116E-05	4.35555555555556E-05
0.0800000000000001	2.77377777777777E-05	5.6888888888889E-05
0.0900000000000001	3.52044444444445E-05	7.20000000000001E-05
0.1	4.35600000000001E-05	8.8888888888889E-05
0.11	5.28044444444446E-05	0.000107555555555556
0.12	6.2937777777778E-05	0.000128
0.13	7.39600000000004E-05	0.000150222222222222
0.14	8.58711111111116E-05	0.000174222222222222
0.15	9.80296049406921E-05	0.0002
0.16	0.000136228804425546	0.000227555555555556
0.17	0.000149401196736938	0.000256888888888889
0.18	0.00016452132598922	0.000288
0.19	0.000181589192182392	0.000320888888888889
0.2	0.000200604795316454	0.000355555555555556
0.21	0.000221568135391407	0.000392000000000001
0.22	0.000244479212407249	0.000430222222222223
0.23	0.000269338026363982	0.000470222222222223
0.24	0.000296144577261604	0.000512000000000001
0.25	0.000324898865100117	0.000555555555555556
0.26	0.000355600889879519	0.00060088888888889
0.27	0.000388250651599811	0.000648000000000001
0.28	0.000422848150260993	0.00069688888888889
0.29	0.000459393385863065	0.000747555555555557
0.3	0.000567144072029031	0.000800000000000001
0.31	0.000591610448311918	0.000854222222222223
0.32	0.000619562099908421	0.000910222222222224
0.33	0.000650999026818542	0.000968000000000001
0.34	0.000685921229042278	0.00102755555555556
0.35	0.000724328706579631	0.00108888888888889
0.36	0.000766221459430601	0.001152
0.37	0.000811599487595187	0.00121688888888889
0.38	0.000860462791073389	0.00128355555555556
0.39	0.000912811369865208	0.001352
0.4	0.000968645223970643	0.00142222222222222
0.41	0.00102796435338969	0.00149422222222222
0.42	0.00109076875812236	0.001568
0.43	0.00115705843816864	0.00164355555555556
0.44	0.00122683339352855	0.00172088888888889
0.45	0.00140615571684291	0.0018
0.46	0.00144439998089378	0.00188088888888889
0.47	0.00148764449458666	0.00196355555555556
0.48	0.00153588925792154	0.002048
0.49	0.00158913427089844	0.00213422222222223
0.5	0.00164737953351734	0.00222222222222223
0.51	0.00171062504577824	0.002312
0.52	0.00177887080768116	0.00240355555555556
0.53	0.00185211681922608	0.00249688888888889
0.54	0.001930363080413	0.002592
0.55	0.00201360959124194	0.00268888888888889
0.56	0.00210185635171288	0.00278755555555556
0.57	0.00219510336182582	0.002888
0.58	0.00229335062158078	0.00299022222222223
0.59	0.00239659813097773	0.00309422222222223
0.6	0.00263948109579375	0.0032
0.61	0.00269185339034364	0.00330755555555556
0.62	0.00275077284425766	0.00341688888888889
0.63	0.00281623945753583	0.00352800000000001
0.64	0.00288825323017813	0.00364088888888889
0.65	0.00296681416218458	0.00375555555555556
0.66	0.00305192225355517	0.00387200000000001
0.67	0.0031435775042899	0.00399022222222223
0.68	0.00324177991438876	0.00411022222222223
0.690000000000001	0.00334652948385177	0.00423200000000001
0.700000000000001	0.00345782621267892	0.00435555555555556
0.710000000000001	0.00357567010087021	0.0044808888888889
0.720000000000001	0.00370006114842565	0.00460800000000001
0.730000000000001	0.00383099935534522	0.0047368888888889
0.740000000000001	0.00396848472162893	0.00486755555555556
0.750000000000001	0.00427111314247926	0.00500000000000001
0.760000000000001	0.00433819395067289	0.00513422222222223
0.770000000000001	0.00441332602136521	0.00527022222222223
0.780000000000001	0.00449650935455622	0.00540800000000001
0.790000000000001	0.00458774395024594	0.00554755555555556
0.800000000000001	0.00468702980843434	0.0056888888888889
0.810000000000001	0.00479436692912145	0.00583200000000001
0.820000000000001	0.00490975531230725	0.0059768888888889
0.830000000000001	0.00503319495799174	0.00612355555555557
0.840000000000001	0.00516468586617493	0.00627200000000001
0.850000000000001	0.00530422803685682	0.00642222222222223
0.860000000000001	0.0054518214700374	0.00657422222222223
0.870000000000001	0.00560746616571667	0.00672800000000001
0.880000000000001	0.00577116212389465	0.00688355555555557
0.890000000000001	0.00594290934457132	0.0070408888888889
0.900000000000001	0.00629601356463849	0.00720000000000001
0.910000000000001	0.0063781140996515	0.0073608888888889
0.920000000000001	0.00646982217118917	0.00752355555555557
0.930000000000001	0.00657113777925151	0.00768800000000001
0.940000000000001	0.00668206092383853	0.00785422222222223
0.950000000000001	0.00680259160495022	0.00802222222222223
0.960000000000001	0.00693272982258658	0.00819200000000002
0.970000000000001	0.00707247557674761	0.00836355555555557
0.980000000000001	0.00722182886743331	0.0085368888888889
0.990000000000001	0.00738078969464369	0.00871200000000001
1	0.00754935805837874	0.0088888888888889
1.011	0.00774587996317328	0.00908551999999999
1.021	0.00793462415361014	0.00926614222222219
1.031	0.00813297588057166	0.00944854222222217
1.041	0.00833251641995883	0.00963271999999993
1.051	0.00872996176095004	0.00981867555555546
1.06099999999999	0.0088288047849705	0.0100064088888888
1.07099999999999	0.00893874858534189	0.0101959199999999
1.08099999999999	0.00905979316206423	0.0103872088888887
1.09099999999999	0.00919193851513751	0.0105802755555554
1.10099999999999	0.00933518464456172	0.0107751199999998
1.11099999999999	0.00948953155033688	0.010971742222222
1.12099999999999	0.00965497923246298	0.011170142222222
1.13099999999999	0.00983152769094002	0.0113703199999997
1.14099999999999	0.010019176925768	0.0115722755555553
