t	fs_A	fs_V
0	0	0	0
0.002	0	0	0
0.0041	1.03447539880073E-08	1.14173908716766E-14	5.27465E-12
0.006	1.05857964032235E-08	4.839346293433E-14	5.26771E-12
0.00800000000000001	1.10231246496475E-08	1.1654407646689E-13	5.27068E-12
0.0101	1.16894557560324E-08	2.2297750539367E-13	5.29672E-12
0.0121	1.25251167349581E-08	3.60776705587321E-13	5.3097E-12
0.0141	1.35601086382265E-08	5.37889395292727E-13	5.32713999999999E-12
0.0161	1.47970761262946E-08	7.58566199120009E-13	5.35015999999999E-12
0.0180999999999999	1.62382483128566E-08	1.02751884323665E-12	5.37996999999998E-12
0.0200999999999999	1.78855088470987E-08	1.34984794099537E-12	5.41789999999997E-12
0.0220999999999999	1.97404681012785E-08	1.73097885239674E-12	5.46536999999996E-12
0.0240999999999999	2.18045291037758E-08	2.1766074234855E-12	5.52392999999996E-12
0.0260999999999999	2.40789429712754E-08	2.69265561194768E-12	5.59525999999994E-12
0.0280999999999999	2.65648528001906E-08	3.28523602329184E-12	5.68121999999993E-12
0.0300999999999999	2.92633268862375E-08	3.96062398516276E-12	5.78384999999992E-12
0.0320999999999999	3.21753829904541E-08	4.72523574402465E-12	5.90539999999993E-12
0.0341	3.53020055483801E-08	5.58561150378817E-12	6.04839999999996E-12
0.036	3.84719164292728E-08	6.4977264983034E-12	6.13693000000001E-12
0.0380000000000001	4.20197010585828E-08	7.56406349290117E-12	6.32617000000006E-12
0.0400000000000001	4.5784859032191E-08	8.74606639775872E-12	6.5461700000001E-12
0.0420000000000002	4.97683268447976E-08	1.00506608273101E-11	6.80098000000017E-12
0.0440000000000002	5.39710378617394E-08	1.14848535085637E-11	7.09523000000025E-12
0.0460000000000003	5.83939233874926E-08	1.30557281275278E-11	7.43422000000032E-12
0.0480000000000003	6.30379131308403E-08	1.47704419465857E-11	7.82403000000041E-12
0.0500000000000004	6.79039352838601E-08	1.66362230174203E-11	8.27168000000049E-12
0.0520000000000005	7.29929163637302E-08	1.86603678567088E-11	8.78526000000061E-12
0.0540000000000005	7.83057809182443E-08	2.08502394837971E-11	9.37411000000073E-12
0.0560000000000006	8.38434511623038E-08	2.32132657435454E-11	1.00490000000009E-11
0.0580000000000006	8.96068465893651E-08	2.57569378555551E-11	1.0822600000001E-11
0.0600000000000007	9.55968835858118E-08	2.84888091445463E-11	1.17092000000012E-11
0.0620000000000007	1.01814475065328E-07	3.14164939169047E-11	1.27259000000014E-11
0.0640000000000008	1.08260530132999E-07	3.45476664561806E-11	1.38919000000016E-11
0.0660000000000009	1.14935953783978E-07	3.78900601162427E-11	1.52300000000018E-11
0.0680000000000009	1.21841646638391E-07	4.14514664953192E-11	1.67663000000021E-11
0.070000000000001	1.28978504712104E-07	4.50448114823569E-11	1.85313000000024E-11
0.072000000000001	1.52556693913238E-07	6.85081389149302E-11	2.05602000000028E-11
0.0740000000000011	1.77383407772184E-07	9.52607675828067E-11	2.28936000000031E-11
0.0760000000000012	2.03517199400604E-07	1.25524860356196E-10	2.55788000000036E-11
0.0780000000000012	2.31021688435197E-07	1.59550632320985E-10	2.86703000000041E-11
0.0800000000000013	2.59965537781286E-07	1.9761673990437E-10	3.54483000000048E-11
0.0820000000000013	2.90422541278431E-07	2.40031364235364E-10	4.35144000000057E-11
0.0840000000000014	3.22471787302031E-07	2.8713383427296E-10	5.26564000000067E-11
0.0860000000000014	3.56197878534476E-07	3.39296692618736E-10	6.3019200000008E-11
0.0880000000000015	3.91691196714405E-07	3.96928154866306E-10	7.47673000000094E-11
0.0900000000000016	4.29048205986933E-07	4.604749416149E-10	8.8088100000011E-11
0.0920000000000016	4.68371791326568E-07	5.30425480157405E-10	1.03195000000013E-10
0.0940000000000017	5.09771630271962E-07	6.07313485019622E-10	1.20330000000015E-10
0.0960000000000017	5.5336459735042E-07	6.9172193545192E-10	1.39769000000018E-10
0.0980000000000018	5.99275201309467E-07	7.84287474997252E-10	1.61827000000021E-10
0.100000000000002	6.47636055714572E-07	8.85705264081395E-10	1.86862000000025E-10
0.102000000000002	6.98588383641806E-07	9.96734321498255E-10	2.15280000000029E-10
0.104000000000002	7.52282557101866E-07	1.11820339480262E-09	2.47545000000034E-10
0.106000000000002	8.08878671627584E-07	1.251017403308E-09	2.84183000000039E-10
0.108000000000002	8.68547156871981E-07	1.39616450245031E-09	3.25795000000046E-10
0.110000000000002	9.31469427613781E-07	1.55472383178004E-09	3.73061000000054E-10
0.112000000000002	9.97838593646369E-07	1.72787405329611E-09	4.26756000000062E-10
0.114000000000002	1.06786024328759E-06	1.91690279444915E-09	4.87761000000073E-10
0.116000000000002	1.14175665410527E-06	2.12324262125571E-09	5.57073000000085E-10
0.118000000000002	1.21978776359461E-06	2.34863524903195E-09	6.35826000000099E-10
0.120000000000002	1.30224177146063E-06	2.59507789674857E-09	7.25305000000116E-10
0.122000000000002	1.38942848822271E-06	2.86478660825329E-09	8.26967000000134E-10
0.124000000000003	1.4816807934677E-06	3.16021993651568E-09	9.42461000000155E-10
0.126000000000002	1.57935619580116E-06	3.48410523476606E-09	1.07365000000017E-09
0.128000000000002	1.68283848062438E-06	3.83946766300457E-09	1.22265000000018E-09
0.130000000000002	1.79253944923522E-06	4.22966216504254E-09	1.39184000000018E-09
0.132000000000002	1.90890075270822E-06	4.65840869162167E-09	1.58391000000018E-09
