t	fs_A	fs_V
0	0	0	0
0.002	0	0	0
0.0041	7.16679331633308E-05	3.50491822944998E-08	5.27485E-06
0.006	7.37112479139132E-05	6.1170153077929E-08	5.2677E-06
0.00800000000000001	7.7721749874292E-05	1.13479532300642E-07	5.27067E-06
0.0101	8.40403955923789E-05	1.98633169177642E-07	5.2972E-06
0.0121	9.21107758199912E-05	3.12101539541483E-07	5.31025E-06
0.0141	0.000102219386181734	4.61354084309377E-07	5.32774999999999E-06
0.0161	0.000114393375475712	6.51104077819394E-07	5.35080999999999E-06
0.0180999999999999	0.000129390304627524	8.9903545180132E-07	5.38063999999998E-06
0.0200999999999999	0.000149142398613279	1.2479861757298E-06	5.41856999999997E-06
0.0220999999999999	0.000171589432410658	1.67354101673028E-06	5.46601999999996E-06
0.0240999999999999	0.000196751232281116	2.18476908695569E-06	5.52452999999995E-06
0.0260999999999999	0.000224642413160944	2.79092936713418E-06	5.59578999999994E-06
0.0280999999999999	0.000255274343549291	3.50143131540615E-06	5.68163999999993E-06
0.0300999999999999	0.00028865647098275	4.32580891880244E-06	5.78411999999992E-06
0.0320999999999999	0.000325070580633182	5.28107314468332E-06	5.90546999999993E-06
0.0341	0.000392150256998237	7.18134743295283E-06	6.04818999999997E-06
0.036	0.000458454774457622	9.22769815132495E-06	6.13550000000001E-06
0.0380000000000001	0.000531269490443234	1.16523747820776E-05	6.32432000000006E-06
0.0400000000000001	0.000607337096767008	1.43697847889058E-05	6.54379000000011E-06
0.0420000000000002	0.000686775089728204	1.73956846377373E-05	6.79795000000017E-06
0.0440000000000002	0.00076967463486107	2.07460985751496E-05	7.09137000000025E-06
0.0460000000000003	0.000856108994728342	2.44372746231327E-05	7.42931000000032E-06
0.0480000000000003	0.000923736856807625	2.74603781776389E-05	7.81781000000041E-06
0.0500000000000004	0.000994426377087001	3.07409453637386E-05	8.2638100000005E-06
0.0520000000000005	0.00106908037266742	3.43344264398934E-05	8.77532000000061E-06
0.0540000000000005	0.00114769992981809	3.82568994255631E-05	9.36156000000074E-06
0.0560000000000006	0.00129321718878718	4.58502999371838E-05	1.00332000000009E-05
0.0580000000000006	0.00138594899723035	5.09366583418191E-05	1.0802600000001E-05
0.0600000000000007	0.00148360153180189	5.64800545037855E-05	1.16841000000012E-05
0.0620000000000007	0.00158615550101303	6.25014544415916E-05	1.26941000000014E-05
0.0640000000000008	0.00169359136352722	6.90217952308841E-05	1.38519000000016E-05
0.0660000000000009	0.0018374134924045	7.96923796392925E-05	1.51794000000019E-05
0.0680000000000009	0.00199257307006615	9.22741172489739E-05	1.67025000000021E-05
0.070000000000001	0.00215374852597482	0.000105792589069388	1.84506000000024E-05
0.072000000000001	0.00232047059339708	0.000120209417723774	2.04580000000027E-05
0.0740000000000011	0.00249266876518595	0.000135577857021582	2.27642000000031E-05
0.0760000000000012	0.00267122426684174	0.000152075725735999	2.54147000000035E-05
0.0780000000000012	0.00285639215008738	0.00016973147952505	2.8462000000004E-05
0.0800000000000013	0.00304967147832404	0.000188794576011969	3.44579000000047E-05
0.0820000000000013	0.00325144911383884	0.000209404931988852	4.23885000000056E-05
0.0840000000000014	0.00346204670304276	0.000231698913260902	5.13595000000066E-05
0.0860000000000014	0.00368100264471267	0.000255711886991975	6.15045000000078E-05
0.0880000000000015	0.00390821457039371	0.000281522685840416	7.29740000000092E-05
0.0900000000000016	0.00414502265013701	0.000309454675032573	8.59366000000107E-05
0.0920000000000016	0.00439204652091737	0.000339692142063333	0.000100582000000013
0.0940000000000017	0.00465036980306924	0.000372529532005154	0.000117120000000015
0.0960000000000017	0.0049198354964798	0.000408127792810828	0.000135789000000017
0.0980000000000018	0.0052011972059318	0.000446752757740783	0.00015685200000002
0.100000000000002	0.0054955755129628	0.000488788672984489	0.000180599000000023
0.102000000000002	0.0058034105193978	0.000534503841848361	0.000207354000000027
0.104000000000002	0.00612447733217411	0.000583982227325268	0.000237473000000031
0.106000000000002	0.00646031889908184	0.000637793847505195	0.000271346000000036
0.108000000000002	0.00681199447514192	0.000696407039149986	0.000309399000000042
0.110000000000002	0.0071792862063162	0.000760072240081491	0.000352095000000048
0.112000000000002	0.00756304017824943	0.000829242857869022	0.000399931000000056
0.114000000000002	0.00796437596930396	0.000904473448481815	0.000453440000000063
0.116000000000002	0.00838323269124479	0.000986056655427193	0.000513186000000073
0.118000000000002	0.00881971081041819	0.00107436611905167	0.000579762000000083
0.120000000000002	0.00927456629114089	0.00116993405355999	0.000653783000000094
0.122000000000002	0.00974729190222886	0.00127297762103279	0.000735879000000107
0.124000000000003	0.0102386138238665	0.00138411932147228	0.000826686000000121
0.126000000000002	0.010748285878043	0.00150367568361098	0.000926833000000129
0.128000000000002	0.0112760693708135	0.00163197678393602	0.00104
0.130000000000002	0.0118221039625618	0.00176955483965778	0.00116
0.132000000000002	0.0123852298857274	0.00191651367137115	0.00129000000000018
0.134000000000002	0.0129649951692884	0.00207305461166392	0.00143000000000016
0.136000000000001	0.013560551175988	0.00223932642211731	0.00159000000000013
0.138000000000001	0.0141709804695036	0.00241545363851571	0.00175000000000011
0.140000000000001	0.0147950929558092	0.002601420520665	0.00193000000000009
0.142000000000001	0.0154315993352908	0.00279718364009728	0.00213000000000007
0.144	0.0160794558046843	0.00300273151765408	0.00233000000000005
0.146	0.0167370428325018	0.00321785658940111	0.00255000000000003
0.148	0.0174028908467026	0.00344216114915105	0.00278
