t	wld
0	0	0
0.002	0	0
0.0041	0	8.72435999999999E-08
0.006	0	2.21686E-07
0.00800000000000001	0	4.46921000000001E-07
0.0101	0	7.87782999999999E-07
0.0121	0	1.22185E-06
0.0141	0	1.77159999999999E-06
0.0161	0	2.44507999999998E-06
0.0180999999999999	0	3.24981999999998E-06
0.0200999999999999	0	4.19296999999997E-06
0.0220999999999999	0	5.28131999999995E-06
0.0240999999999999	0	6.52141999999994E-06
0.0260999999999999	0	7.91954999999992E-06
0.0280999999999999	0	9.48182999999991E-06
0.0300999999999999	0	1.12141999999999E-05
0.0320999999999999	0	1.31223999999999E-05
0.0341	0	1.52120999999999E-05
0.036	0	1.73697E-05
0.0380000000000001	0	1.98289000000001E-05
0.0400000000000001	0	2.24856000000002E-05
0.0420000000000002	0	2.53450000000003E-05
0.0440000000000002	0	2.84121000000004E-05
0.0460000000000003	0	3.16920000000005E-05
0.0480000000000003	0	3.51895000000006E-05
0.0500000000000004	0	3.89095000000008E-05
0.0520000000000005	0	4.2856700000001E-05
0.0540000000000005	0	4.70356000000011E-05
0.0560000000000006	0	5.14508000000013E-05
0.0580000000000006	0	5.61065000000015E-05
0.0600000000000007	0	6.10070000000018E-05
0.0620000000000007	0	6.6156100000002E-05
0.0640000000000008	0	7.15578000000022E-05
0.0660000000000009	0	7.72157000000025E-05
0.0680000000000009	0	8.31329000000028E-05
0.070000000000001	0	8.93126000000031E-05
0.072000000000001	0	9.57574000000035E-05
0.0740000000000011	0	0.000102469000000004
0.0760000000000012	0	0.000109451000000004
0.0780000000000012	0	0.000116702000000004
0.0800000000000013	0	0.000124157000000005
0.0820000000000013	0	0.000131818000000005
0.0840000000000014	0	0.000139723000000006
0.0860000000000014	0	0.000147867000000006
0.0880000000000015	0	0.000156240000000006
0.0900000000000016	0	0.000164836000000007
0.0920000000000016	0	0.000173641000000007
0.0940000000000017	0	0.000182644000000008
0.0960000000000017	0	0.000191828000000008
0.0980000000000018	0	0.000201175000000008
0.100000000000002	0	0.000210662000000009
0.102000000000002	0	0.000220265000000009
0.104000000000002	0	0.000229955000000009
0.106000000000002	0	0.00023969900000001
0.108000000000002	0	0.00024946000000001
0.110000000000002	0	0.00025919600000001
0.112000000000002	0	0.00026886200000001
0.114000000000002	0	0.000278408000000011
0.116000000000002	0	0.000287779000000011
0.118000000000002	0	0.000296916000000011
0.120000000000002	0	0.00030575600000001
0.122000000000002	0	0.00031423600000001
0.124000000000003	0	0.00032228700000001
0.126000000000002	0	0.000329841000000009
0.128000000000002	0	0.000336832000000007
0.130000000000002	0	0.000343194000000006
0.132000000000002	0	0.000348865000000005
0.134000000000002	0	0.000353790000000003
0.136000000000001	0	0.000357921000000002
0.138000000000001	0	0.000361218000000002
0.140000000000001	0	0.000363655000000001
0.142000000000001	0	0.000365213
0.144	0	0.000365891
0.146	0	0.000365695
0.148	0	0.00036465
0.1501	0	0.000362673
0.1521	0	0.000360000000000001
0.154099999999999	0	0.000356611000000001
0.156099999999999	0	0.000352566000000002
0.158099999999999	0	0.000347931000000003
0.160099999999999	0	0.000342777000000003
0.162099999999998	0	0.000337174000000004
0.164099999999998	0	0.000331191000000005
0.166099999999998	0	0.000324898000000006
0.168099999999998	0	0.000318360000000007
0.170099999999998	0	0.000311636000000008
0.172099999999997	0	0.000304784000000009
0.174099999999997	0	0.00029785300000001
0.176099999999997	0	0.000290890000000011
0.178099999999997	0	0.000283933000000012
0.180099999999996	0	0.000277017000000012
0.182099999999996	0	0.000270171000000013
0.184099999999996	0	0.000263421000000013
0.186099999999996	0	0.000256784000000014
0.188099999999996	0	0.000250279000000014
0.190099999999995	0	0.000243918000000015
0.192099999999995	0	0.000237711000000015
0.194099999999995	0	0.000231664000000015
0.196099999999995	0	0.000225782000000015
0.198099999999995	0	0.000220068000000016
0.200099999999994	0	0.000214524000000016
0.202099999999994	0	0.000209148000000016
0.204099999999994	0	0.000203940000000016
0.206099999999994	0	0.000198898000000016
0.208099999999993	0	0.000194018000000016
0.210099999999993	0	0.000189297000000016
0.212099999999993	0	0.000184730000000016
0.214099999999993	0	0.000180314000000016
0.216099999999993	0	0.000176044000000016
0.218099999999992	0	0.000171916000000016
0.220099999999992	0	0.000167924000000016
0.222099999999992	0	0.000164063000000015
0.224099999999992	0	0.000160330000000015
0.226099999999991	0	0.000156719000000015
0.228099999999991	0	0.000153226000000015
0.230099999999991	0	0.000149846000000015
0.232099999999991	0	0.000146575000000015
0.234099999999991	0	0.000143408000000015
0.23609999999999	0	0.000140341000000015
0.23809999999999	0	0.000137371000000015
0.24009999999999	0	0.000134494000000014
0.24209999999999	0	0.000131705000000014
0.244099999999989	0	0.000129001000000014
0.246099999999989	0	0.000126380000000014
0.248099999999989	0	0.000123837000000014
0.250099999999989	0	0.000121370000000014
0.252099999999989	0	0.000118975000000014
0.254099999999988	0	0.000116650000000013
0.256099999999988	0	0.000114392000000013
0.258099999999988	0	0.000112198000000013
0.260099999999988	0	0.000110066000000013
0.262099999999987	0	0.000107994000000013
0.264099999999987	0	0.000105979000000013
0.266099999999987	0	0.000104020000000012
0.268099999999987	0	0.000102113000000012
0.270099999999987	0	0.000100258000000012
0.272099999999986	0	9.84515000000122E-05
0.274099999999986	0	9.6692900000012E-05
0.276099999999986	0	9.49802000000119E-05
0.278099999999986	0	9.33116000000118E-05
0.280099999999985	0	9.16856000000117E-05
0.282099999999985	0	9.01008000000116E-05
0.284099999999985	0	8.85558000000114E-05
0.286099999999985	0	8.70492000000113E-05
0.288099999999985	0	8.55796000000112E-05
0.290099999999984	0	8.41459000000111E-05
0.292099999999984	0	8.2746900000011E-05
0.294099999999984	0	8.13814000000108E-05
0.296099999999984	0	8.00484000000107E-05
0.298099999999983	0	7.87468000000106E-05
0.300099999999983	0	7.74757000000105E-05
0.302099999999983	0	7.62340000000104E-05
0.304099999999983	0	7.50209000000103E-05
0.306099999999983	0	7.38355000000102E-05
0.308099999999982	0	7.26770000000101E-05
0.310099999999982	0	7.154450000001E-05
0.312099999999982	0	7.04372000000099E-05
0.314099999999982	0	6.93545000000098E-05
0.316099999999982	0	6.82956000000097E-05
0.318099999999981	0	6.72598000000096E-05
0.320099999999981	0	6.62465000000095E-05
0.322099999999981	0	6.52550000000094E-05
0.324099999999981	0	6.42848000000093E-05
0.32609999999998	0	6.33351000000092E-05
0.32809999999998	0	6.24055000000091E-05
0.33009999999998	0	6.1495400000009E-05
0.33209999999998	0	6.06043000000089E-05
0.33409999999998	0	5.97317000000088E-05
0.336099999999979	0	5.88771000000088E-05
0.338099999999979	0	5.80399000000087E-05
0.340099999999979	0	5.72199000000086E-05
0.342099999999979	0	5.64164000000085E-05
0.344099999999978	0	5.56291000000084E-05
0.346099999999978	0	5.48576000000083E-05
0.348099999999978	0	5.41015000000083E-05
0.350099999999978	0	5.33604000000082E-05
0.352099999999978	0	5.26339000000081E-05
0.354099999999977	0	5.1921600000008E-05
0.356099999999977	0	5.12233000000079E-05
0.358099999999977	0	5.05385000000078E-05
0.360099999999977	0	4.98670000000078E-05
0.362099999999976	0	4.92084000000077E-05
0.364099999999976	0	4.85624000000076E-05
0.366099999999976	0	4.79287000000075E-05
0.368099999999976	0	4.73071000000074E-05
0.370099999999976	0	4.66972000000074E-05
0.372099999999975	0	4.60988000000073E-05
0.374099999999975	0	4.55116000000072E-05
0.376099999999975	0	4.49354000000072E-05
0.378099999999975	0	4.43699000000071E-05
0.380099999999974	0	4.3814900000007E-05
0.382099999999974	0	4.32700000000069E-05
0.384099999999974	0	4.27352000000069E-05
0.386099999999974	0	4.22102000000068E-05
0.388099999999974	0	4.16947000000068E-05
0.390099999999973	0	4.11886000000067E-05
0.392099999999973	0	4.06916000000066E-05
0.394099999999973	0	4.02036000000066E-05
0.396099999999973	0	3.97244000000065E-05
0.398099999999972	0	3.92537000000064E-05
0.400099999999972	0	3.87914000000063E-05
0.402099999999972	0	3.83373000000063E-05
0.404099999999972	0	3.78912000000063E-05
0.406099999999972	0	3.74530000000062E-05
0.408099999999971	0	3.70225000000061E-05
0.410099999999971	0	3.65996000000061E-05
0.412099999999971	0	3.6184000000006E-05
0.414099999999971	0	3.5775600000006E-05
0.41609999999997	0	3.53744000000059E-05
0.41809999999997	0	3.49800000000058E-05
0.42009999999997	0	3.45924000000058E-05
0.42209999999997	0	3.42115000000057E-05
0.42409999999997	0	3.38371000000057E-05
0.426099999999969	0	3.34691000000056E-05
0.428099999999969	0	3.31074000000055E-05
0.430099999999969	0	3.27517000000055E-05
0.432099999999969	0	3.24021000000054E-05
0.434099999999969	0	3.20584000000054E-05
0.436099999999968	0	3.17204000000053E-05
0.438099999999968	0	3.13881000000052E-05
0.440099999999968	0	3.10613000000052E-05
0.442099999999968	0	3.07399000000052E-05
0.444099999999967	0	3.04239000000051E-05
0.446099999999967	0	3.01131000000051E-05
0.448099999999967	0	2.9807400000005E-05
0.450099999999967	0	2.9506700000005E-05
0.452099999999967	0	2.92110000000049E-05
0.454099999999966	0	2.89201000000048E-05
0.456099999999966	0	2.86339000000048E-05
0.458099999999966	0	2.83523000000048E-05
0.460099999999966	0	2.80753000000047E-05
0.462099999999965	0	2.78028000000047E-05
0.464099999999965	0	2.75347000000046E-05
0.466099999999965	0	2.72708000000046E-05
0.468099999999965	0	2.70112000000045E-05
0.470099999999965	0	2.67557000000045E-05
0.472099999999964	0	2.65042000000045E-05
0.474099999999964	0	2.62568000000044E-05
0.476099999999964	0	2.60132000000044E-05
0.478099999999964	0	2.57735000000043E-05
0.480099999999963	0	2.55375000000043E-05
0.482099999999963	0	2.53052000000043E-05
0.484099999999963	0	2.50766000000042E-05
0.486099999999963	0	2.48515000000041E-05
