t	Sv
0	0	0
0.002	0	0
0.0041	0.00972915319267001	0.00908
0.006	0.00995586833646145	0.00909
0.00800000000000001	0.0103671829683647	0.00909
0.0101	0.0109938699638939	0.0091
0.0121	0.0117798080229221	0.00911
0.0141	0.0127532139166507	0.00912
0.0161	0.0139165752208325	0.00915
0.0180999999999999	0.0152719885628985	0.00918
0.0200999999999999	0.0168212255958778	0.00921
0.0220999999999999	0.0185658009180416	0.00926999999999999
0.0240999999999999	0.0205070340959571	0.00932999999999999
0.0260999999999999	0.0226461018050328	0.00940999999999999
0.0280999999999999	0.0249840791128641	0.00949999999999999
0.0300999999999999	0.0275219707241228	0.00960999999999999
0.0320999999999999	0.0302607338037816	0.00973999999999999
0.0341	0.0332012941629073	0.00989999999999999
0.036	0.0361825662536067	0.01006
0.0380000000000001	0.0395192245369148	0.01027
0.0400000000000001	0.0430603197673353	0.0105
0.0420000000000002	0.046806732624278	0.0107700000000001
0.0440000000000002	0.0507593408327773	0.0110800000000001
0.0460000000000003	0.0549190201681811	0.0114300000000001
0.0480000000000003	0.0592866448933566	0.0118300000000001
0.0500000000000004	0.0638630878326465	0.0122700000000002
0.0520000000000005	0.0686492202227189	0.0127800000000002
0.0540000000000005	0.0736459114351981	0.0133400000000003
0.0560000000000006	0.078854028634344	0.0139800000000003
0.0580000000000006	0.0842744364111407	0.0146800000000005
0.0600000000000007	0.0899079964201058	0.0154800000000006
0.0620000000000007	0.0957555670348722	0.0163600000000007
0.0640000000000008	0.101818003031695	0.0173400000000009
0.0660000000000009	0.108096155305433	0.018440000000001
0.0680000000000009	0.114590870619577	0.0196600000000012
0.070000000000001	0.121304098529983	0.0210200000000014
0.072000000000001	0.143477852625915	0.0225200000000017
0.0740000000000011	0.166826815411804	0.0242000000000019
0.0760000000000012	0.191404919016625	0.0260500000000023
0.0780000000000012	0.217271963045479	0.0281100000000027
0.0800000000000013	0.244492484704754	0.0325400000000032
0.0820000000000013	0.273135840288644	0.0378700000000038
0.0840000000000014	0.303276357951692	0.0439900000000046
0.0860000000000014	0.334993543150656	0.0509900000000053
0.0880000000000015	0.368372326201678	0.0589700000000063
0.0900000000000016	0.403503345923429	0.0680500000000075
0.0920000000000016	0.440483266012001	0.0783600000000088
0.0940000000000017	0.47941512245053	0.0900500000000103
0.0960000000000017	0.520408701321482	0.103250000000012
0.0980000000000018	0.563580947077906	0.118160000000014
0.100000000000002	0.609056401737573	0.134930000000016
0.102000000000002	0.656967675614653	0.153780000000019
0.104000000000002	0.707455950107131	0.174920000000022
0.106000000000002	0.760671512854274	0.198580000000025
0.108000000000002	0.816774325949652	0.225020000000029
0.110000000000002	0.875934631188278	0.254500000000033
0.112000000000002	0.938333609433709	0.287330000000038
0.114000000000002	1.00416410828435	0.323810000000043
0.116000000000002	1.07427885731496	0.364300000000049
0.118000000000002	1.15005970713052	0.409160000000055
0.120000000000002	1.23194970147769	0.458780000000063
0.122000000000002	1.32040693711657	0.513590000000072
0.124000000000003	1.41592010581615	0.57404000000008
0.126000000000002	1.51901014584496	0.640630000000085
0.128000000000002	1.6302319552402	0.713860000000087
0.130000000000002	1.7501761676316	0.794310000000085
0.132000000000002	1.87947099125895	0.882550000000082
0.134000000000002	2.01878411166027	0.979230000000079
0.136000000000001	2.16882465831734	1.08502000000007
0.138000000000001	2.33034523532239	1.20064000000007
0.140000000000001	2.50414401587041	1.32685000000006
0.142000000000001	2.69106690008027	1.46447000000005
0.144	2.89200973529985	1.61436000000004
0.146	3.10792059764842	1.77743000000002
0.148	3.33980213308847	1.95466
0.1501	3.60162640505129	2.15710999999998
0.1521	3.86962549098799	2.36663999999995
0.154099999999999	4.15701557841544	2.59364999999993
0.156099999999999	4.46504539385833	2.83936999999989
0.158099999999999	4.79163748480789	3.10508999999985
0.160099999999999	5.14484197811811	3.39215999999981
0.162099999999998	5.52284279959413	3.70200999999976
0.164099999999998	5.92717365153561	4.0361699999997
0.166099999999998	6.3594461766725	4.39621999999963
0.168099999999998	6.82135265419031	4.78383999999956
0.170099999999998	7.31466867926927	5.20077999999948
0.172099999999997	7.84125581497761	5.64888999999939
0.174099999999997	8.40306419741435	6.13011999999929
0.176099999999997	9.00213507379121	6.64649999999917
0.178099999999997	9.6406032509273	7.20015999999906
0.180099999999996	9.92000241818178	7.79332999999892
0.182099999999996	10.6301152289666	8.42835999999877
0.184099999999996	11.386247825205	9.1076599999986
0.186099999999996	12.1909338783062	9.83380999999845
0.188099999999996	13.0468119665644	10.6094499999982
0.190099999999995	13.9566270219408	11.437349999998
0.192099999999995	14.9232314522413	12.3203899999978
0.194099999999995	15.9495858860402	13.2615799999975
0.196099999999995	17.0387594841722	14.2640199999973
0.198099999999995	18.1874492869828	15.330939999997
0.200099999999994	19.4116630693766	16.4656799999967
0.202099999999994	20.7085096640505	17.6717099999963
0.204099999999994	22.0814764043816	18.9525799999959
0.206099999999994	23.4070217350405	20.3119999999955
0.208099999999993	24.8380827916387	21.7537399999951
0.210099999999993	26.4540809925035	23.2816999999946
0.212099999999993	28.161004337133	24.8998699999941
0.214099999999993	29.9628058222487	26.6123499999936
0.216099999999993	31.8635110514485	28.423299999993
0.218099999999992	33.8672088418942	30.3369699999924
0.220099999999992	35.9780404135173	32.3576899999918
0.222099999999992	38.2001870767687	34.4898099999911
0.224099999999992	40.3484543409648	36.7377599999904
0.226099999999991	42.8004062947835	39.1059599999896
0.228099999999991	45.3763576560999	41.5988799999888
0.230099999999991	47.7408674672164	44.2209399999879
0.232099999999991	50.5673159358224	46.976549999987
