t	Cd
0	0	0
0.002	0	0
0.0041	0	5.02338
0.006	0	5.02104
0.00800000000000001	0	5.03273
0.0101	0	5.05844
0.0121	0	5.07013
0.0141	0	5.08182
0.0161	0	5.09350999999999
0.0180999999999999	0	5.10518999999999
0.0200999999999999	0	5.11687999999999
0.0220999999999999	0	5.12856999999999
0.0240999999999999	0	5.14025999999999
0.0260999999999999	0	5.15194999999999
0.0280999999999999	0	5.16363999999998
0.0300999999999999	0	5.17531999999998
0.0320999999999999	0	5.18700999999999
0.0341	0	5.19869999999999
0.036	0	5.19703
0.0380000000000001	0	5.20885000000001
0.0400000000000001	0	5.22068000000001
0.0420000000000002	0	5.23253000000002
0.0440000000000002	0	5.24439000000003
0.0460000000000003	0	5.25626000000004
0.0480000000000003	0	5.26816000000004
0.0500000000000004	0	5.28006000000005
0.0520000000000005	0	5.29198000000005
0.0540000000000005	0	5.30391000000006
0.0560000000000006	0	5.31585000000007
0.0580000000000006	0	5.32780000000007
0.0600000000000007	0	5.33977000000008
0.0620000000000007	0	5.35174000000008
0.0640000000000008	0	5.36371000000008
0.0660000000000009	0	5.37570000000009
0.0680000000000009	0	5.38768000000009
0.070000000000001	5.40850412885458	5.39967000000009
0.072000000000001	0	5.4116600000001
0.0740000000000011	0	5.4236500000001
0.0760000000000012	0	5.4356300000001
0.0780000000000012	0	5.4476200000001
0.0800000000000013	0	5.46695000000001
0.0820000000000013	0	5.47863000000001
0.0840000000000014	0	5.49032000000001
0.0860000000000014	0	5.50201000000001
0.0880000000000015	0	5.51370000000001
0.0900000000000016	0	5.52539000000001
0.0920000000000016	0	5.53707000000001
0.0940000000000017	0	5.54876000000001
0.0960000000000017	0	5.56045000000001
0.0980000000000018	0	5.57213000000001
0.100000000000002	0	5.58382000000001
0.102000000000002	0	5.59551000000001
0.104000000000002	0	5.60720000000001
0.106000000000002	0	5.61888000000001
0.108000000000002	0	5.63057000000001
0.110000000000002	0	5.64225000000001
0.112000000000002	0	5.65394000000001
0.114000000000002	0	5.66562000000001
0.116000000000002	5.67722679370344	5.67731000000001
0.118000000000002	5.68890333210239	5.68899000000001
0.120000000000002	5.70057877241129	5.70068000000001
0.122000000000002	5.71225299920764	5.71236000000001
0.124000000000003	5.72392588446944	5.72404000000001
0.126000000000002	5.7355972862155	5.73572000000001
0.128000000000002	5.74726704700748	5.74740000000001
0.130000000000002	5.75893499229979	5.75908000000001
0.132000000000002	5.77060092862458	5.77076000000001
0.134000000000002	5.78226464159677	5.78244000000001
0.136000000000001	5.79392589372365	5.79411000000001
0.138000000000001	5.80558442200239	5.80579000000001
0.140000000000001	5.81723993528782	5.81746
0.142000000000001	5.82889211141149	5.82913
0.144	5.84054059403256	5.8408
0.146	5.85218498919899	5.85246
0.148	5.86382486159751	5.86412
0.1501	5.87604133327595	5.87636
0.1521	5.88767037637255	5.88802
0.154099999999999	5.89929326912932	5.89966
0.156099999999999	5.91090936308104	5.91131
0.158099999999999	5.92251799216741	5.92294999999999
0.160099999999999	5.93411847380845	5.93457999999999
0.162099999999998	5.94570994427771	5.94619999999999
0.164099999999998	5.9572914644833	5.95781999999999
0.166099999999998	5.96886200143511	5.96942999999999
0.168099999999998	5.98042041684268	5.98101999999999
0.170099999999998	5.99196545949561	5.99260999999999
0.172099999999997	6.00349575703791	6.00417999999998
0.174099999999997	6.01500980566741	6.01573999999998
0.176099999999997	6.02650595913833	6.02728999999998
0.178099999999997	6.03798241705565	6.03881999999998
0.180099999999996	6.04739926183376	6.05032999999998
0.182099999999996	6.06087772195554	6.06180999999998
0.184099999999996	6.07229347926253	6.07327999999998
0.186099999999996	6.08368135563464	6.08471999999998
0.188099999999996	6.09503847679928	6.09612999999997
0.190099999999995	6.10636172702178	6.10750999999997
0.192099999999995	6.11764772972048	6.11884999999997
0.194099999999995	6.1288928278961	6.13015999999997
0.196099999999995	6.14009306430752	6.14142999999997
0.198099999999995	6.15124422380164	6.15264999999997
0.200099999999994	6.16234206424783	6.16381999999997
0.202099999999994	6.1733816664341	6.17492999999997
0.204099999999994	6.18435780035697	6.18598999999997
0.206099999999994	6.19521077340494	6.19697999999997
0.208099999999993	6.20610160965012	6.20788999999996
0.210099999999993	6.21685840956224	6.21872999999996
0.212099999999993	6.22752671907624	6.22948999999996
0.214099999999993	6.23809907379575	6.24014999999996
0.216099999999993	6.24856751429933	6.25070999999996
0.218099999999992	6.25892357290505	6.26115999999996
0.220099999999992	6.26915826317874	6.27148999999996
0.222099999999992	6.27926207274738	6.28169999999996
0.224099999999992	6.28923010831599	6.29176999999996
0.226099999999991	6.29904832945376	6.30168999999996
0.228099999999991	6.30870334224347	6.31144999999996
0.230099999999991	6.31819173936243	6.32103999999996
0.232099999999991	6.32750339614452	6.33044999999996
0.234099999999991	6.33661877543835	6.33965999999996
0.23609999999999	6.34552495240696	6.34865999999996
0.23809999999999	6.35420859893534	6.35743999999996
0.24009999999999	6.3626573213294	6.36597999999996
0.24209999999999	6.37086343283849	6.37426999999996
0.244099999999989	6.37880617802197	6.38229999999996
0.246099999999989	6.38646930368475	6.39003999999996
0.248099999999989	6.39383927177918	6.39748999999996
0.250099999999989	6.40091556395825	6.40463999999996
0.252099999999989	6.40767653503928	6.41144999999996
0.254099999999988	6.41410493079105	6.41792999999996
0.256099999999988	6.42018728677996	6.42405999999996
0.258099999999988	6.4259162561031	6.42981999999997
0.260099999999988	6.43127284683055	6.43519999999997
0.262099999999987	6.43624506260884	6.44018999999997
0.264099999999987	6.44082245839054	6.44477999999997
0.266099999999987	6.44499952949785	6.44895999999997
0.268099999999987	6.44877176967522	6.45271999999998
0.270099999999987	6.45212850818291	6.45604999999998
0.272099999999986	6.45506912011053	6.45893999999998
0.274099999999986	6.45758835798389	6.46139999999999
0.276099999999986	6.45941254581705	6.46341999999999
0.278099999999986	6.46132870349091	6.46498999999999
0.280099999999985	6.46255049479045	6.46611999999999
0.282099999999985	6.46335124296769	6.46681
0.284099999999985	6.46373829614404	6.46707
0.286099999999985	6.46369422633483	6.4669
0.288099999999985	6.46326092929307	6.46630000000001
0.290099999999984	6.46234772672798	6.46530000000001
0.292099999999984	6.46118709310203	6.46388000000001
0.294099999999984	6.45957990703715	6.46208000000002
0.296099999999984	6.45760790601088	6.45990000000002
0.298099999999983	6.45527883596545	6.45736000000002
0.300099999999983	6.45261459616457	6.45447000000002
0.302099999999983	6.44961912284487	6.45124000000003
0.304099999999983	6.44632883480099	6.44771000000003
0.306099999999983	6.44274765302409	6.44387000000004
0.308099999999982	6.43888960310933	6.43976000000004
0.310099999999982	6.43477818496352	6.43538000000004
0.312099999999982	6.43043732065592	6.43076000000004
0.314099999999982	6.42587133478677	6.42592000000004
0.316099999999982	6.4211203292115	6.42087000000005
0.318099999999981	6.4161860672833	6.41563000000005
0.320099999999981	6.41108677913286	6.41022000000005
0.322099999999981	6.40583778417382	6.40466000000005
0.324099999999981	6.40044839561511	6.39896000000006
0.32609999999998	6.3949303976506	6.39314000000006
0.32809999999998	6.38928640617396	6.38721000000006
0.33009999999998	6.38354999599731	6.38119000000006
0.33209999999998	6.37773180250632	6.37510000000006
0.33409999999998	6.37185036303601	6.36894000000006
0.336099999999979	6.36592537859533	6.36272000000007
0.338099999999979	6.35995827077688	6.35647000000006
0.340099999999979	6.35395416261767	6.35019000000007
0.342099999999979	6.34792686057024	6.34389000000007
0.344099999999978	6.34189417860317	6.33758000000007
0.346099999999978	6.33586771034374	6.33126000000007
0.348099999999978	6.3298541149847	6.32496000000007
0.350099999999978	6.32385140685277	6.31867000000007
0.352099999999978	6.31786615375746	6.31240000000007
0.354099999999977	6.3119081816732	6.30616000000007
0.356099999999977	6.30598633312202	6.29995000000007
0.358099999999977	6.30010085531466	6.29378000000007
0.360099999999977	6.29425992803386	6.28766000000007
0.362099999999976	6.28846390558278	6.28158000000007
0.364099999999976	6.28271509590169	6.27555000000007
0.366099999999976	6.27701467260274	6.26957000000007
0.368099999999976	6.27137442587449	6.26366000000007
0.370099999999976	6.26579119566831	6.25780000000007
0.372099999999975	6.26026622249267	6.25200000000007
0.374099999999975	6.25480048029947	6.24627000000007
0.376099999999975	6.24939796554317	6.24061000000007
0.378099999999975	6.24405508375806	6.23501000000007
0.380099999999974	6.23877971928456	6.22947000000007
0.382099999999974	6.23357982567363	6.22401000000007
0.384099999999974	6.22844842283472	6.21861000000007
0.386099999999974	6.22338673381759	6.21329000000007
0.388099999999974	6.21840034870481	6.20803000000007
0.390099999999973	6.21348292198359	6.20285000000007
0.392099999999973	6.2086336582112	6.19773000000007
0.394099999999973	6.20385524966031	6.19268000000007
0.396099999999973	6.19914311469011	6.18771000000007
0.398099999999972	6.19449613945757	6.18280000000007
0.400099999999972	6.18991646156969	6.17796000000007
0.402099999999972	6.18540350755314	6.17320000000006
0.404099999999972	6.18095536510569	6.16849000000007
0.406099999999972	6.1765733244431	6.16386000000007
0.408099999999971	6.17225741340043	6.15929000000007
0.410099999999971	6.16800724535398	6.15479000000006
0.412099999999971	6.16382070195779	6.15035000000007
0.414099999999971	6.15969413305602	6.14598000000006
0.41609999999997	6.15563167169449	6.14167000000007
0.41809999999997	6.15163219525842	6.13743000000006
0.42009999999997	6.14769121275628	6.13324000000006
0.42209999999997	6.14381026198317	6.12912000000006
0.42409999999997	6.13998934607386	6.12506000000006
0.426099999999969	6.13622888786728	6.12105000000006
0.428099999999969	6.13252487999967	6.11711000000006
0.430099999999969	6.12887970745598	6.11322000000006
0.432099999999969	6.12529475489965	6.10939000000006
0.434099999999969	6.12176523267397	6.10561000000006
0.436099999999968	6.11828864250189	6.10189000000006
0.438099999999968	6.11486287511251	6.09822000000006
0.440099999999968	6.1114869541818	6.09460000000006
